C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117894342	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894390	3475.98739219802	2933.42941640748	2950.37656991202	3026.98179590906	3432.88513392926	2890.2717231311	2440.84852255158	3173.29095769462	3288.73619973444	3482.34828121328	3139.83639027024	3271.15570214824
gene-LOC117894380	4917.94639541122	4465.80248483043	4097.86009920507	3812.10519922298	3565.68330999049	3866.04269666713	3711.86566775505	3533.54836379761	3692.21054500538	4172.52043567662	3968.51878548592	4267.39464440375
gene-LOC117894407	1224.9008635069	1263.53568799787	1169.19267714453	1340.38537650098	1337.39265497884	1258.34239428886	1134.72611094932	1300.14155745831	1188.3580325558	1320.77334614932	1202.27622642894	1137.97190517433
gene-LOC117894399	35.6668304681709	71.3453048051168	52.7222162107615	93.6472493109367	67.9675704250387	82.548954377234	50.5928839276766	54.8423347873325	68.2964386526322	26.3814263728279	67.7596654651496	51.3525227966757
gene-LOC117894350	3689.98837500705	4598.15319519354	3638.86668748785	2934.28047840935	2512.7087958672	2704.00741581837	3888.42450758429	2551.11412510729	2750.77040603986	2566.65748194997	3324.801963567	2988.71682676652
gene-LOC117898253	5707.71192720643	5485.3165505963	5530.66385740341	6361.39143046514	6100.35085937963	5437.64778961831	6731.95108588677	6287.95735061657	5876.6458674488	5979.22263533835	5775.1379741716	5397.15014593061
gene-LOC117897438	215.020035108116	174.744297276301	159.200417577593	147.565362550567	143.254725357389	220.130545005957	203.404043545965	174.928136821664	211.193602602755	222.965603538094	141.92902901484	198.220737995168
gene-LOC117897429	4474.65864530681	3835.06863075621	3758.7838851437	4148.85692401786	5097.56778187791	4152.84739713162	2712.39808322462	4918.79009592593	4131.40918126384	4517.18100603131	4577.44010351733	3770.30222373193
gene-LOC117902212	1954.54230965576	1844.63802568592	1771.87997225971	2094.29303004458	2208.42321134895	1937.78378800917	1526.04658051237	2040.5130770873	2064.65387619111	2066.2613946202	2059.34442744759	2026.37054955682
gene-LOC117903374	4103.72360843783	4930.06396102604	3861.1270107293	2562.52927659927	2355.8605564248	2392.86135701187	3776.91366137635	2323.23476849096	2189.68889464747	2333.47971336433	2715.88064553559	2754.54932281368
gene-LOC117903375	4337.08658492958	4275.54833868345	4265.33066834513	4726.82126067425	4548.59894382952	4257.62106999503	4067.04836308405	4686.18295182793	4432.96422577623	4397.18806672264	4645.19976898248	4401.93825413104
gene-LOC117903380	9232.6138297608	7664.96731188885	10354.2297562154	10614.3008537174	10484.7819792594	8659.17365018627	8499.60449984967	10534.4560666495	11055.6173461999	8130.58540535477	8806.92516815957	9324.59108942036
gene-LOC117903379	121585.167909097	103119.815191512	119532.635608195	131541.277668473	143455.491103876	129516.134458096	94707.8136969401	147218.574391616	128340.566087145	130874.852180583	128681.098745249	121145.736529638
gene-LOC117903378	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903377	501.373731152573	576.966377989205	650.240666599392	734.043085507948	718.364936646179	601.12571905473	464.628525866418	556.933365340325	564.233654714823	632.303219193907	648.295177693593	725.09762188906
gene-LOC117903376	680.726935792518	696.909209255778	579.944378318376	515.532837115762	448.585964805256	424.386291093216	671.130092918159	486.962110611659	392.967200862837	475.716688464864	442.269167833341	463.199755626014
gene-LOC117897543	3373.06310998987	3179.5190184889	3220.19026463769	3216.16815815338	3357.59797899691	3297.72489537771	2788.80366303377	3161.94426773862	3162.65046683727	3238.10733382613	3364.17582322918	3846.30395747101
gene-LOC117897529	3696.10268880159	4491.65223294822	3813.57363924508	2848.20068358818	2307.76042966247	2745.28189300699	4257.02980477165	2223.00567387963	2700.336112881	2347.94694718168	2877.95443995899	3152.01784925995
gene-LOC117897603	1030.26187438059	1088.79139072156	961.405119137415	1004.57958351732	1114.66815497064	1026.57033007586	725.853008186871	969.196433741652	1006.58443429572	1035.68373857199	1141.84193020326	1058.88902006745
gene-LOC117897647	0	0	3.10130683592715	0.945931811221582	8.36523943692785	8.46655942330606	3.09752350577612	7.56445997066655	1.05071444080973	5.10608252377314	10.9880538592134	2.05410091186703
gene-LOC117897551	21.4000982809025	21.7137884189486	19.6416099608719	15.1349089795453	19.8674436627036	34.9245576211375	15.4876175288806	25.5300524009996	25.2171465794334	19.5733163411304	21.0604365634924	22.5951100305373
gene-LOC117897559	2382.54427527381	2525.00339614631	2231.90715292224	1985.5108717541	1595.66942259399	1622.40444949102	2163.10391486699	1542.20427651964	1515.13022364762	1661.1788477342	1761.75130209389	1894.90809119733
gene-LOC117897654	1163.75772556146	1391.75043866213	1148.51729823835	1425.51923951092	1337.39265497884	1582.18829223032	1292.6998097439	1541.25871902331	1456.29021496228	1413.5338453312	1542.90589606455	1121.5390978794
gene-LOC117897610	2106.38110222026	2764.88905867945	2401.44525995292	2574.82639014515	2277.43643670361	2754.80677235821	2704.13802054255	2687.27440457929	2550.0839478452	2608.35715589411	2825.76118412772	2159.88710882818
gene-LOC117897630	771.422590411581	781.696383082149	646.105590818155	855.12235734431	753.917204253122	664.624914729525	1007.7276472125	885.041816567987	794.340117252153	1057.810096175	726.127225863022	748.719782375531
gene-LOC117897587	1580.55011588951	1458.9597837684	1331.49440155805	1355.52028548053	1327.9817606123	1391.69070520593	1166.73385384234	1079.82666081265	1382.7402041056	1482.46595940214	1203.19189758387	1349.54429909664
gene-LOC117897620	1616.21694635769	1944.93504838297	1585.80156210408	1749.97385075993	1872.76797894222	1708.128363652	1205.96915158217	1566.78877142431	1484.65950486414	1686.70926035306	2099.6339582647	1793.23009605991
gene-LOC117897564	330.172944905353	504.587083259377	539.627389451323	588.369586579824	585.566760584949	495.293726263404	711.397898493249	709.168122249989	813.252977186728	585.497462725987	505.450477523818	533.039186629493
gene-LOC117902687	1.0190522990906	2.06797984942367	2.0675378906181	5.67559086732949	0	2.11663985582651	0	1.89111499266664	2.10142888161945	1.70202750792438	3.66268461973781	5.13525227966757
gene-LOC117903605	398.449448944423	428.071828830701	426.946574412637	378.372724488633	416.17066198716	735.532349899714	560.651754545478	442.520908283993	487.531500535713	403.380519378078	447.763194762948	431.361191492075
gene-LOC117903604	5160.48084259478	4868.02456554333	4248.79036522019	5559.24125454924	5046.33069032672	4371.91962220966	4059.82080823724	4669.16291689393	4385.6820759398	5041.40547847202	5266.02481202804	4304.36846081735
gene-LOC117903606	207.886669014482	184.050206598707	149.896497069812	216.618384769742	170.441753527405	129.115031205417	133.193510748373	135.214721975665	68.2964386526322	141.268283157724	146.507384789513	97.5697933136837
gene-LOC117903602	826.451414562473	835.463859167165	691.591424411753	500.397928136217	442.31203522756	922.85497714036	974.687396484219	614.612372616657	720.790106395472	678.257961907866	660.198902707741	743.584530095863
gene-LOC117889571	5631.28300477463	5492.55448006928	4894.89595603835	6473.01138418929	7015.29892279362	4887.32142710342	3880.16444490222	6251.08060825957	5113.82718342093	5764.76716933988	5738.51112797422	5293.41804988133
gene-LOC117889570	6174.43788018992	5412.93725586647	6298.75418376803	6866.51901765747	7473.29578196541	7067.46047860473	5359.74817282795	7705.34803762022	7418.04395211666	7176.59898716315	6628.54349057051	6765.18135323405
gene-LOC117889572	907.975598489721	1031.92194486241	1018.26241112941	1050.93024226718	1151.26607750719	1257.28407436095	1062.45056248121	1240.57143518931	1097.99659064616	1246.73514955461	1150.08297059767	1246.83925350328
gene-LOC117903912	2612.85009486829	2978.9249730948	2828.39183436556	2415.90984585992	2205.2862465601	2928.37124053598	3300.92754932209	2299.59583108263	2676.16968074237	2421.13413002243	2475.97480294276	2637.46557083726
gene-LOC117903288	1268.72011236779	1281.11351671797	1068.91708944956	917.553856884935	1186.81834511414	1272.10055335173	982.947459166289	1001.34538861698	1229.33589574738	1268.86150715763	1232.49337454177	1173.91867113201
gene-LOC117903281	2968.49934725091	3089.56189503897	3795.99956717483	3079.00804552625	3054.35804940828	3294.54993559397	3355.6504645908	3474.92379902495	3392.7569293746	3245.76645761179	3232.31917691862	3693.27343953691
gene-LOC117903287	192.600884528123	196.458085695249	235.699319530463	280.94174793281	250.957183107835	222.247184861784	167.26626931191	237.334931579663	271.084325728909	209.349383474699	205.110338705318	207.46419209857
gene-LOC117903284	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903289	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903285	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903282	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903283	380.106507560792	443.581677701378	349.413903514458	212.834657524856	165.213478879325	348.187256283462	963.329810296373	217.478224156663	298.402901189962	255.304126188657	245.399869522434	270.114269910514
gene-LOC117899180	1282.98684455506	1482.74155203677	1290.14364374569	1387.68196706206	1244.32936624302	1274.21719320756	1179.12394786544	1177.21908293498	1216.72732245766	1229.71487447537	1262.71052265461	1327.97623952203
gene-LOC117901911	158.972158658133	198.526065544673	160.234186522903	117.295544591476	124.432936624302	148.164789907856	301.492287895542	135.214721975665	131.339305101216	130.205104356215	152.917082874054	158.165770213761
gene-LOC117894987	2.03810459818119	5.16994962355919	0	1.89186362244316	0	1.05831992791326	3.09752350577612	3.78222998533328	2.10142888161945	0	0	0
gene-LOC117891169	763.270172018856	744.472745792523	843.555459372184	698.097676681528	770.647683126978	940.846415914885	1028.37780391767	827.362809291654	976.113715512235	874.842139073132	738.03095087717	900.723249853691
gene-LOC117891160	1960.65662345031	1978.02272597374	1884.5607872984	2097.13082547825	2118.49688740198	1951.54194707205	1457.90106338529	2181.40114404097	1880.77884904941	2079.87761468359	2117.03171020846	2028.42465046869
gene-LOC117891194	223.172453500841	191.28813607169	182.977103319702	199.591612167754	202.8570563455	208.489025798912	179.656363335015	152.234756909664	214.345745925184	239.134864863376	224.339432958941	174.598577508697
gene-LOC117903764	3825.5223307861	3659.29034355519	3615.09000174574	4224.53146891559	4546.50763397028	3898.85061443244	3229.68450868923	4236.09758357327	4215.46633652862	4203.15693081926	4360.42603979787	3969.55001218303
gene-LOC117903766	2072.75237635027	2431.94430292224	2089.24703846959	2245.64211984004	2140.45564092391	2144.15617395226	2198.20918126579	2297.70471608997	2192.8410379699	2050.94314704888	2316.64802198417	2215.34783344859
gene-LOC117903765	1001.72841000606	905.77517404757	1173.32775292577	1081.20006022627	1188.90965497337	1185.31831926285	1225.58680045209	1300.14155745831	1132.67016719288	1252.69224583234	1071.33525127331	1270.46141398976
gene-LOC117903763	10986.4028364957	9449.63392194148	10366.6349835591	10382.5475599681	10216.0486623481	10537.6915222323	7356.61832621829	10843.6533679505	10091.0614895366	9874.3125872233	10031.1775023069	11142.4703964227
gene-LOC117903658	3776.60782042975	4427.54485761609	3810.47233240915	2666.58177583364	1904.1376268307	2583.35894403626	4221.92453837285	2293.92248610463	2561.64180669411	2454.32366642696	2616.07248964773	3180.77526202609
gene-LOC117903659	1644.75041073222	1605.78635307748	1416.2634550734	1601.46255639814	1690.82402118904	1637.22092848181	1093.42579753897	1632.97779616764	1468.898788252	1657.77479271835	1387.2417997257	1360.8418541119
gene-LOC117903662	1083.2525939333	1085.68942094743	825.98138730193	1060.38956037939	1188.90965497337	896.396978942529	693.845265293851	1043.89547595198	918.3244212677	1089.2976050716	1031.96139161113	966.454479033436
gene-LOC117903660	275.144120754461	244.021622231994	305.995607811478	254.455657218606	252.002838037451	346.070616427635	336.597554294338	306.360628811995	309.960760038869	307.215965180351	234.41181566322	266.00606808678
gene-LOC117903663	64.2002948427075	104.432982395896	110.613277148068	111.619953724147	128.615556342766	94.1904735842799	234.379278603726	101.174652107665	119.781446252309	139.566255649799	109.880538592134	72.9205823712794
gene-LOC117903393	1321.7108319205	1474.46963263908	1264.29942011297	977.147560991895	765.419408478898	1011.75385108507	1353.61777202416	765.901572029988	946.693711169563	875.693152827094	868.971926032796	917.156057148627
gene-LOC117903396	1388.96828366048	1400.02235805983	754.651330075605	1132.28037803223	1454.50600709583	1678.49540567043	604.017083626343	1274.61150505731	1472.05093157443	1399.9176252678	1426.61565938788	882.236341646888
gene-LOC117903389	3325.16765193261	4019.11883735491	3290.4865529187	2373.34291435495	2026.47925359577	2427.78591463301	3232.78203219501	2032.94861711664	2349.39748965055	1995.62725304134	2385.32335860425	2719.62960731194
gene-LOC117903392	11.2095752899966	17.5778287201012	12.4052273437086	0	10.4565492961598	14.8164789907856	14.4551096936219	5.67334497799991	30.470718783482	11.0631788015085	7.32536923947563	13.3516559271357
gene-LOC117903390	1775.18910501582	1813.61832794456	1418.33099296401	1525.78801150041	1312.29693666806	1224.47615659564	979.849935660513	1237.73476270031	1209.37232137199	1473.10480810855	1566.71334609285	1375.22056049497
gene-LOC117903395	66669.4585634041	57116.5694511572	65601.9435003669	71438.6622470763	78612.3376085294	74763.9529875041	54226.278999952	79245.2826527028	80016.1075254239	73947.9891367906	71831.6550911431	71824.7195347984
gene-LOC117889659	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889663	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889664	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889661	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889662	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889657	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889656	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889655	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889654	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903391	3280.32935077263	3176.41704871476	3058.92230916947	3429.94874748946	3513.4005635097	2933.66284017555	2756.79592014075	3247.98999990495	3177.36046900861	3221.08705874689	3064.75135556562	3578.24378847236
gene-LOC117903394	2152.23845567934	2057.63995017656	2152.30694413344	2120.77912075879	2193.78404233433	1961.06682642327	1600.387144651	2200.31229396763	1878.67742016779	2097.7489035168	2119.77872367326	2158.86005837224
gene-LOC117890371	241.515394884471	170.608337577453	154.031572851048	224.185839259515	258.276767615147	252.938462771268	103.250783525871	175.873694317997	304.70718783482	266.367304990166	233.496144508286	205.410091186703
gene-LOC117895014	0	1.03398992471184	0	0	0	0	0	0	0	0	0	0
gene-LOC117891506	654.231576016163	769.288503985607	903.514058200108	413.372201503831	402.577147902153	501.643645830884	960.232286790597	364.039636088328	511.697932674336	371.893010481477	367.184133128716	605.959769000773
gene-LOC117891520	4347.27710792048	4341.723693865	4281.87097147008	2355.37020994174	2032.75318317347	2465.88543203789	3878.0994292317	1980.9429548183	2865.29828008812	2131.78945367529	2023.63325240514	2585.08599758465
gene-LOC117891533	0	0	0	0	0	0	1.03250783525871	0	0	0	0	0
gene-LOC117891540	0	0	0	0	0	0	0	1.89111499266664	0	0	0	0
gene-LOC117903072	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903157	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894732	0	4.13595969884735	10.3376894530905	1.89186362244316	11.5022042257758	3.17495978373977	4.13003134103483	9.45557496333319	1.05071444080973	0	0.915671154934454	5.13525227966757
gene-LOC117895025	15.2857844863589	7.23792947298286	2.0675378906181	0	0	2.11663985582651	5.16253917629353	1.89111499266664	2.10142888161945	0.85101375396219	2.74701346480336	3.08115136780054
gene-LOC117891825	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117896389	1.0190522990906	1.03398992471184	0	0	0	0	0	0	2.10142888161945	0	0	0
gene-LOC117895034	4.07620919636238	2.06797984942367	7.23638261716334	2.83779543366475	1.04565492961598	1.05831992791326	0	0	0	0	0	0
gene-LOC117895041	2.03810459818119	0	0	1.89186362244316	1.04565492961598	0	1.03250783525871	0	0	0	0	0
gene-LOC117890300	1152.54815027146	1267.67164769671	1400.75692089376	1223.08983190951	1256.87722539841	1317.608310252	1133.69360311406	1347.41943227498	1304.98733548568	1230.56588822933	1320.39780541548	1375.22056049497
gene-LOC117890286	4089.45687625056	4562.99753775334	4318.0528845559	3619.13510973377	3110.82341560754	3968.69972967471	4892.02212345575	3536.38503628661	3712.17411938076	3533.40910645101	3817.43304492174	3742.57186142172
gene-LOC117903065	9720.73988102519	10051.4160581238	11301.1621101185	10088.3627666782	9836.47592289753	12502.9916283672	13240.8804793577	11998.1790709735	13623.5634395389	12355.868693777	10307.7101910971	12021.6255867018
gene-LOC117903061	2236.81979650386	2338.88520969818	2333.21650956252	1889.0258270095	1904.1376268307	2163.2059326547	1914.26952656964	1736.04356326797	2257.9853333001	1999.03130805719	1936.64449268637	2245.13229667066
gene-LOC117903064	2792.20329950823	2984.09492271836	2485.18054452295	3147.1151359342	3396.28721139271	2403.44455629101	1625.1673326972	2576.64417750829	2495.4467969231	2656.86493986996	2979.59393815671	2724.76485959161
gene-LOC117903063	3647.18817844524	3914.68585495902	3574.77301287869	2707.25684371617	2552.44368319261	2720.94053466498	3654.04522898056	2604.06534490196	2830.6247035414	2820.2595806307	2916.41262846623	3094.50302372767
gene-LOC117903067	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903060	15222.6032438153	16530.3969263681	13792.5452683133	9298.50970430816	8371.51336650554	8659.17365018627	11022.0211413867	8264.17251795321	8589.59055361951	8714.38084057283	9821.48880782695	11254.4188961194
gene-LOC117903068	91.7147069181536	95.127073073489	94.0729740231234	73.7826812752834	73.1958450731186	65.6158355306219	76.4055798091443	102.120209603998	85.1078697055878	73.1871828407484	84.2417462539697	91.4074905780827
gene-LOC117902177	273985.458290395	317820.585128452	303148.608136097	272368.767927709	493143.412666052	328101.402371596	358399.989743661	429722.787571122	318602.886314529	434752.29040414	387749.191597389	322681.793396559
gene-LOC117903070	63776.3690862859	84982.5979221412	69387.6053780886	53453.6607203204	89929.4609117632	67924.0312934008	108044.717404977	67500.5129907466	68392.0536667459	89030.5058982625	75301.1330971897	66989.3659882634
gene-LOC117903098	9318.21422288441	8403.2361181331	7354.23227692857	7504.07705842081	7040.3946411044	7360.6150986367	13666.2737074842	7461.39420356622	6014.28945919487	12155.029447842	5904.24760701736	6365.65872587591
gene-LOC117895537	23953.8433424235	27194.969009846	23860.4210266782	25010.4370886986	27995.3194306087	25503.3936228537	33596.7724514831	29776.5511170325	27706.2890897117	43628.9221243796	26184.5323465056	25130.8976062371
gene-LOC117895553	3684.89311351159	5098.60431875407	4206.40583846252	3421.43536118846	5229.32030300952	5031.25293729962	5878.06710612782	4500.8536825466	4862.70643206741	4584.41109259432	5735.76411450942	4125.66168148492
gene-LOC117895561	2069.695219453	2235.48621722699	3341.14123123885	2132.13030249345	2738.57026066425	2970.70403765251	2484.21385163245	2699.56665203163	3217.28761775938	2417.73007500658	2313.90100851936	2560.43678664225
gene-LOC117898244	1290.12021064869	1348.32286182424	1424.53360663587	1942.94394024913	1836.17005640566	1533.50557554631	1258.62705118036	1726.58798830464	1617.04952440617	1449.27642299761	1965.03029848934	1435.81653739505
gene-LOC117898238	2112.49541601481	2008.00843379039	2148.1718683522	2407.39645955893	2368.4084155802	2423.55263492136	1688.15031064799	2409.2805006573	2369.36106402593	2383.6895248481	2604.16876463359	2334.48568633688
gene-LOC117901383	1322.72988421959	1181.85048394563	1453.47913710452	1483.22107999544	1423.13635920735	1480.58957915065	1597.28962114522	1772.92030562497	1770.45383276439	1552.24908722704	1339.62689966911	1438.89768876285
gene-LOC117892703	3.05715689727179	1.03398992471184	6.20261367185429	4.72965905610791	1.04565492961598	1.05831992791326	4.13003134103483	0.945557496333319	0	0.85101375396219	0.915671154934454	2.05410091186703
gene-LOC117902694	61.1431379454358	84.7871738263707	80.6339777341058	55.8099768620734	48.1001267623351	68.7907953143617	87.7631659969901	58.6245647726658	80.9050119423489	55.3158940075424	47.6149000565916	71.8935319153459
gene-LOC117893191	441.249645506228	504.587083259377	468.297332224999	528.775882472865	522.82746480799	524.926684244975	391.32046956305	496.417685574992	448.655066225753	524.224472440709	498.125108284343	546.390842556629
gene-LOC117893176	8430.6196703765	8580.04839525883	7822.52960915357	7541.91433086968	7484.79798619119	6875.90457165243	8143.38929668542	6930.93644812323	6686.74670131309	7476.15582855784	7264.93494324995	7590.92991980459
gene-LOC117889597	3629.8642893607	4096.6680817083	3641.96799432378	3544.40649664727	3140.10175363679	3303.01649501728	3382.49566830752	2962.43163601229	2628.88753090593	2790.47409924202	3235.06619038342	3267.0475003245
gene-LOC117889601	170.18173394813	170.608337577453	178.842027538465	241.212611861504	302.194274659018	281.513100824926	88.7956738322488	295.959496352329	287.895756781865	250.198043664884	279.279702255008	244.438008512176
gene-LOC117889598	8084.1418886857	7687.71509023251	7613.70828220114	7064.21876620278	7188.87764110987	7844.26730569306	6802.16161868436	7034.94777271989	7693.33113560881	7626.78526300915	7101.94547767162	7806.61051555063
gene-LOC117889596	32.6096735708991	29.9857078166433	25.8442236327262	26.4860907142043	19.8674436627036	43.3911170444435	28.9102193872438	17.0200349339997	25.2171465794334	16.1692613252816	26.5544634930992	24.6492109424043
gene-LOC117889599	113.114805199056	163.37040810447	136.457500780794	227.02363469318	169.396098597789	155.573029403249	193.078965193378	126.704704508665	86.1585841463975	168.500723284514	124.531277071086	95.5156924018167
gene-LOC117889600	1.0190522990906	0	0	0	2.09130985923196	5.29159963956628	0	0	0	0	0.915671154934454	0
gene-LOC117896792	338.325363298078	377.406322519821	375.258127147185	186.348566810652	210.176640852812	288.921340320319	591.626989603239	234.498259090663	221.700747010852	214.455465998472	189.543929071432	224.924049849439
gene-LOC117896808	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895090	7.13336609363417	2.06797984942367	23.7766857421081	0.945931811221582	1.04565492961598	16.9331188466121	13.4226018583632	0.945557496333319	18.9128599345751	10.2121650475463	0	24.6492109424043
gene-LOC117895581	0	1.03398992471184	1.03376894530905	0	2.09130985923196	1.05831992791326	1.03250783525871	1.89111499266664	1.05071444080973	1.70202750792438	0	5.13525227966757
gene-LOC117903305	15605.7669082734	14433.4653590525	13655.0539985872	10912.2693742522	8705.07728905304	9716.43525817161	12335.3711078358	8812.59586582653	8579.08340921141	8271.85368851249	9462.54571509264	9948.01071617201
gene-LOC117903306	776.517851907034	709.31708835232	1054.44432421523	1077.41633298138	946.317711302462	985.295852887242	1116.14096991466	1121.43119065132	1379.58806078317	990.58000961199	833.260750990353	1073.26772645052
gene-LOC117903307	1.0190522990906	0	1.03376894530905	4.72965905610791	0	5.29159963956628	1.03250783525871	0.945557496333319	3.15214332242918	1.70202750792438	1.83134230986891	2.05410091186703
gene-LOC117900064	3810.23654629974	5140.99790566726	4007.92220096318	2464.15236823222	1854.99184513875	2485.99351066824	4626.66760979427	1949.7395574393	2088.82030832973	2102.85498604057	2323.97339122364	2602.54585533552
gene-LOC117903456	952.813899649707	922.319012842959	836.31907675502	982.823151859224	915.993718343599	962.012814473151	580.269403415393	963.523088763652	935.135852320656	982.92088582633	1001.74424349829	979.806134960571
gene-LOC117903458	91.7147069181536	120.976821191285	127.153580273013	120.133340025141	112.930732398526	123.823431565851	132.161002913114	157.908101887664	111.375730725831	127.652063094329	89.7357731835765	90.3804401221491
gene-LOC117903455	1969.82809414212	1836.36610628822	1693.31353241622	1887.13396338706	1934.46161978956	1660.5039668959	1211.13169075846	1824.92596792331	1681.14310529556	1772.66164950324	1853.31841758733	1639.17252766989
gene-LOC117903457	2500.75434196832	2539.47925509227	2734.31886034243	2785.76918404756	3433.93078885888	3394.03200881782	3281.30990045217	3583.66291110328	3247.75833654286	3450.00975856272	3261.62065387652	2413.56857144376
gene-LOC117903452	5018.83257302118	6463.4710193737	4990.00269900678	3189.68206743918	2218.87976064511	2996.10371592243	5467.12898769485	2277.84800866697	3042.86902058497	2565.806468196	2813.85745911358	3407.7534127874
gene-LOC117903454	876.384977217912	844.769768489571	752.583792184987	820.122880329112	698.497492983475	839.247702835213	728.950531692647	714.841467227989	847.926553733449	839.950575160682	775.573468229482	778.504245597603
gene-LOC117900549	11087.2890141057	10198.2426274329	9964.49886383392	11685.0956640202	13233.8087892199	10892.2286980832	7868.7422125066	12107.8637405481	11109.2037826812	11962.7003394465	11541.1192367939	10534.45652651
gene-LOC117895828	1011.91893299696	1044.32982395896	960.371350192106	1103.90242369559	1084.34416201177	971.53769382437	796.063540984463	929.483018895652	975.063001071425	1166.73985668216	1151.91431290754	1216.02773982528
gene-LOC117895837	5527.33967026739	5420.17518533945	5251.54624216997	6266.79824934298	6529.06938052218	5372.03195408769	4687.58557207453	6794.77616865123	4927.85072739761	6609.82382702433	6175.28626887796	5834.67364015829
gene-LOC117896905	4128.180863616	4414.10298859483	3439.3492810432	3721.29574534571	3846.96448605719	3650.14543137282	2610.17980753401	3313.23346715195	3487.32122904748	3762.33180626684	3727.69727173816	3789.81618239466
gene-LOC117897141	5565.04460533374	7005.2817399227	7299.44252282719	8891.75902548287	9643.02976091857	12244.7615659564	8290.00540929216	10805.8310680972	10902.2130378417	8448.01353558266	9877.34474827795	7908.28851068805
gene-LOC117896818	4336.06753263049	4086.32818246118	3360.78284119972	3096.03481812824	2812.81176066699	3122.04378734411	3332.93529221511	2450.88503049596	2896.81971331241	2883.2345984239	2997.9073612554	3334.83283041612
gene-LOC117897299	2487.50666208014	2340.9531895476	2000.34290917301	2046.05050767228	1956.4203733115	1902.85923038804	1680.92275580117	1862.74826777664	1921.75671224099	2085.83471096133	2023.63325240514	2075.66897144163
gene-LOC117897385	78776.8189288994	72375.1587701298	78429.9823427069	90193.6522681667	98535.2009825027	84860.3250997966	64406.8062556029	97195.7461630945	86081.8819922184	87928.4430868814	92567.0283946338	79601.5455871269
gene-LOC117892657	6859.2410251788	7337.1925057552	6672.97854196991	6300.85179454696	6085.71169036501	6149.89710110394	6540.93713636391	5715.89506533491	5793.63942662483	6043.89968063948	6466.46969614711	6400.57844137765
gene-LOC117900274	4079.26635325966	4157.6734872663	4049.27295877554	4591.55301166956	4711.72111284961	4017.38244635872	4019.55300266215	3843.69122259494	4165.03204336975	3895.94096563891	4549.05429771437	4611.45654714147
gene-LOC117889615	836.641937553379	977.120478852686	755.685099020915	578.910268467608	459.042514101416	568.317801289419	934.41959090913	486.016553115326	513.799361555956	542.095761273915	520.10121600277	563.850700307499
gene-LOC117889616	1237.12949109598	1140.49088695716	1356.30485624547	1516.3286933882	1553.84322540935	1189.5515989745	1296.82984108494	1653.78006108697	1400.60234959936	1254.39427334027	1371.67539009181	1359.81480365597
gene-LOC117889617	10174.2181541205	9187.00048106468	11182.278681408	12052.1172067742	12412.9696694713	12291.3276427846	10592.4978819191	14067.0588729508	13274.7262451901	12808.6080108849	11213.3089633273	11451.6125836587
gene-LOC117889614	4388.03919988411	4193.86313463121	3694.69021053454	3757.24115417213	3617.96605647129	3972.93300938637	4449.07626212977	3741.57101299094	3862.42628441655	4135.07583050228	3769.81814486515	3590.56839394356
gene-LOC117896661	1197.38645143145	1297.65735551336	1192.96936288664	1069.84887849161	1060.2940986306	1058.31992791326	1294.76482541442	1008.90984858765	1010.78729205896	999.941160905574	1230.66203223191	1029.10455684538
gene-LOC117896650	623.660007043445	785.832342780996	631.632825583829	567.559086732949	512.370915511831	495.293726263404	621.569716825741	488.853225604326	498.03864494381	448.484248338074	642.801150763986	532.01213617356
gene-LOC117903732	2696.41238339372	2948.93926527816	2468.64024139801	2087.67150736603	1805.8460634468	2114.52321597069	2542.03429040694	1736.04356326797	1982.69814980795	2027.11476193794	1945.80120423571	2108.5345860315
gene-LOC117903731	2496.67813277196	2376.1088469878	2215.36684979729	1521.0583524443	1101.07464088563	1458.36486066447	2156.90886785544	1260.42814261231	1418.46449509313	1334.38956621271	1216.92696490789	1520.0346747816
gene-LOC117903733	0	3.10196977413551	0	0	3.13696478884794	0	1.03250783525871	0	0	0.85101375396219	0	0
