C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117898442	41455.0475270054	37313.5944130761	39788.732936	43921.5058586405	45067.7274664488	41157.0036766187	31320.0926747376	42013.010677082	41010.4353392444	42640.8951560295	41873.6419151526	41924.199611206
gene-LOC117898452	3103.01425073086	3317.03967847557	4342.86333924331	4619.93096600621	4646.89050721342	4765.6146353934	5214.16456805647	5653.48827057691	5750.56013455163	5141.82510143955	4940.96155202631	4678.21482677715
gene-LOC117898471	777.536904206125	766.186534211472	709.165496482007	880.662516247293	1045.65492961598	761.990348097545	736.178086539458	936.101921369986	751.260825178954	1006.74927093727	856.152529863714	932.56181398763
gene-LOC117898505	2748.38405064734	2851.74421235525	3656.4407595581	3570.89258736147	3960.94087338534	3685.06998899396	3076.87334907095	4027.12937688361	4107.24274912522	3523.19694140347	3493.28545607494	3461.16003649594
gene-LOC117898572	1219.80560201144	1019.51406576587	1204.34082128504	1199.44153662897	1371.89926765617	1267.86727364008	1054.19049979914	1491.14417171764	1377.48663190155	1507.14535826704	1420.20596130334	1170.8375197642
gene-LOC117903746	2561.89747991376	2523.96940622159	2682.63041307698	2406.45052774771	2083.99027472465	2811.95604846552	3312.28513550993	2447.10280051063	2685.62611070966	2487.51320283148	2107.87499865911	2362.21604864708
gene-LOC117892013	15.2857844863589	15.5098488706776	11.3714583983995	20.8104998468748	13.5935140850077	20.1080786303519	13.4226018583632	13.2378049486665	8.40571552647781	10.2121650475463	9.15671154934454	9.24345410340162
gene-LOC117890087	7533.85364717678	7124.19058126456	8954.50660426698	9303.23936336426	9294.82666935645	9685.74398026213	8763.9265056759	10981.7047624152	11309.8902408759	10274.2890515855	9155.7958781896	8961.0152280199
gene-LOC117903363	9192.87079009627	11698.5620081897	9505.5054521167	5104.24805335166	3055.4037043379	4695.76552015112	10157.8120832752	3404.00698679995	4364.6677871236	3887.43082809929	4225.8223800225	5376.60913681194
gene-LOC117903365	1048.60481576422	1116.70911868878	1106.13277148068	1319.57487665411	1506.78875357663	1278.45047291921	742.37313355101	1348.36498977131	1184.15517479256	1305.455098578	1373.50673240168	1370.08530821531
gene-LOC117890272	0	0	0	0	0	0	0	0	1.05071444080973	0	0	0
gene-LOC117903464	2314.26777123474	2498.1196581038	2277.39298651583	2591.85316274714	2707.20061277577	2507.15990922651	1930.78965193378	2295.8136010973	2239.07247336553	2451.77062516507	2565.71057612634	2287.24136536393
gene-LOC117903466	3663.49301523069	3558.99332085814	5391.10504978669	4266.15246860934	4195.16757761931	4936.00414378743	5756.23118156729	5359.41988921725	5285.09363727292	5108.63556503503	3800.95096413292	4407.0735064107
gene-LOC117903463	6253.92395951899	7470.57720604303	6703.99161032918	5011.54673585194	4123.01738747581	4944.47070321074	7423.7313355101	4566.0971497936	4466.58708788214	4583.56007884036	5002.31151940692	5275.95819213046
gene-LOC117903469	0	0	4.13507578123619	0	0	0	0	0	0	0	0	0
gene-LOC117903467	0	0	0	0	0	1.05831992791326	0	0	0	0	0	0
gene-LOC117903468	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903465	0	2.06797984942367	1.03376894530905	0.945931811221582	1.04565492961598	4.23327971165303	0	0	4.2028577632389	0	0	1.02705045593351
gene-LOC117894778	1.0190522990906	0	0	0.945931811221582	0	0	1.03250783525871	0	0	0.85101375396219	0	0
gene-LOC117897509	3175.3669639663	3512.46377424611	2566.84829120237	2185.10248392186	1982.5617465519	2475.41031138911	2321.07761366157	2142.6332866913	2268.4924777082	2216.89082907151	2464.98674908355	2198.91502615365
gene-LOC117900915	829.508571459745	970.916539304415	929.358281832835	654.584813365335	542.694908470694	651.925075594566	858.014011099985	538.967772909992	543.219365898628	588.050503987874	612.584002651149	716.881218241592
gene-LOC117901768	750.022492130679	710.351078277032	684.35504179459	632.828381707239	691.177908476163	787.390026367463	757.860751079891	720.514812205989	700.826532020087	843.354630176531	686.75336620084	702.502511858523
gene-LOC117892351	171.20078624722	217.137884189486	162.301724413521	87.9716584436072	56.465366199263	124.881751493764	311.817366248129	76.5901572029988	76.70215417911	97.8665817056519	86.9887597187731	109.894398784886
gene-LOC117893052	398.449448944423	511.825012732359	602.687295115175	335.805792983662	176.715683105101	245.530223275876	929.257051732836	331.890681212995	238.512178063808	198.28620467319	234.41181566322	343.034852281793
gene-LOC117893057	3.05715689727179	1.03398992471184	1.03376894530905	0.945931811221582	0	1.05831992791326	2.06501567051741	0.945557496333319	3.15214332242918	0	1.83134230986891	0
gene-LOC117893060	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894235	390.297030551698	501.485113485241	378.359433983112	420.939655993604	428.718521142552	467.77740813766	452.238431843314	459.540943217993	453.908638429801	439.974110798452	540.245981411328	413.901333741206
gene-LOC117894226	11451.090684881	10882.7439575921	12774.2828571839	13406.6915604435	15626.2672681812	13878.8075346545	13437.0569680568	15237.6590534114	16070.6773721848	14704.6666547127	15481.2522164768	12256.8201411105
gene-LOC117903638	1649.84567222767	1937.69711890998	1859.75033261098	1943.88987206035	1655.2717535821	1773.74419918262	1652.01253641393	1703.89460839264	1747.33811506657	1706.28257669419	1793.79979251659	1917.50320122787
gene-LOC117903819	1850.59897514852	2042.13010130588	2046.86251171192	2176.58909762086	2261.75161275937	2041.49914094467	2065.01567051741	2226.78790386497	2162.37031918642	2216.89082907151	2103.29664288444	1960.63932037708
gene-LOC117903704	5087.10907706026	5964.05388573788	5055.13014256125	3981.42699343164	3777.95126070254	3889.32573508122	4625.63510195901	3317.01569713728	3702.71768941347	3958.06496967815	4270.69026661429	4484.10229060572
gene-LOC117892367	144.705426470865	98.2290428476246	158.166648632284	169.321794208663	192.40050704934	198.964146447692	113.575861878458	177.764809310664	239.562892504617	183.818970855833	100.72382704279	177.679728876498
gene-LOC117903337	4582.67818901041	5162.7116940862	4502.06375682091	3536.8390421575	2890.19022545857	3457.53120449261	4488.3115598696	2892.46038128362	3121.67260364569	3205.76881117557	3468.56233489171	4097.93131917472
gene-LOC117894282	0	0	0	0	0	1.05831992791326	0	0	0	0	0	0
gene-LOC117892375	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889610	7403.41495289318	9228.36007805315	6167.46552771378	4518.7162622055	4102.10428888349	4768.78959517714	6327.20801446536	4025.23826189094	4497.05780666563	3994.65856109852	4875.03322887103	4998.65456902841
gene-LOC117889611	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889612	620.602850146173	470.465415743886	437.284263865728	420.939655993604	361.796605647129	501.643645830884	543.09912134608	385.787458503994	464.415782837899	527.628527456558	390.075912002077	396.441475990336
gene-LOC117897219	3177.40506856448	4577.4733966993	3198.4811167862	1640.24576065822	1112.5768451114	1577.95501251867	3757.29601250643	1192.34800287632	1439.47878390932	1379.49329517271	1595.09915189582	1997.61313679068
gene-LOC117896423	2899.20379091275	3343.92341651808	3130.2523663958	2585.23164006858	2162.41439444585	2840.53068651918	4282.84250065312	2362.00262584063	2522.76537238415	2648.35480233034	2468.64943370329	2521.40886931677
gene-LOC117901738	216.039087407206	276.075309898061	296.691687303697	336.751724794883	216.450570430508	304.796139239018	438.81582998495	261.919426484329	303.656473394011	215.306479752434	208.773023325055	292.709379941051
gene-LOC117895356	338.325363298078	324.672836359517	478.63502167809	431.344905917042	529.101394385686	434.969490372349	608.147114967378	520.056622983325	669.305098795795	588.901517741836	457.835577467227	425.198888756474
gene-LOC117895424	9532.21520569343	10620.1105167153	9543.75490309314	8608.92541392762	7689.74635239592	8856.02115677814	11339.0010468111	7649.56014533655	8304.84694016007	8088.03471765666	8274.00455598772	8565.6008024855
gene-LOC117893958	2095.17152693027	1736.06908359118	1791.52158222058	2171.85943856475	2350.63228177672	1977.99994526988	1434.15338317434	2295.8136010973	2026.82815632196	2227.10299411905	2094.1399313351	1934.96305897874
gene-LOC117893965	468.764057581674	443.581677701378	561.336537302813	829.582198441328	841.752218340864	812.789704637381	380.995391210463	882.205144078987	811.151548305108	781.230626137291	811.284643271926	718.935319153459
gene-LOC117893974	99.8671253108784	47.5635365367445	90.9716671871963	111.619953724147	119.204661976222	116.415192070458	66.0805014565572	138.051394464665	123.984304015548	97.0155679516897	128.193961690823	94.4886419458832
gene-LOC117893951	712.317557064326	614.190015278831	788.765705270804	913.770129640049	896.126274680895	774.690187232504	495.603760924179	823.580579306321	714.485819750613	730.169800899559	738.946622032104	844.235474777348
gene-LOC117899032	863.137297329735	815.81805059764	853.893148825274	742.556471808942	649.351711291524	603.242358910557	836.331346559552	608.939027638657	572.639370241301	594.858614019571	656.536218088003	680.934452283919
gene-Trnag-gcc	1.0190522990906	0	3.10130683592715	1.89186362244316	2.09130985923196	0	4.13003134103483	4.72778748166659	1.05071444080973	0.85101375396219	4.57835577467227	0
gene-LOC117892385	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902577	93.7528115163348	122.010811115997	109.579508202759	102.160635611931	93.0632887358223	89.9571938726268	175.52633199398	130.486934493998	80.9050119423489	148.927406943383	158.41110980366	74.9746832831464
gene-LOC117895077	1.0190522990906	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892404	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892429	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892439	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117891248	1.0190522990906	1.03398992471184	1.03376894530905	2.83779543366475	3.13696478884794	4.23327971165303	0	3.78222998533328	3.15214332242918	0.85101375396219	1.83134230986891	3.08115136780054
gene-LOC117892461	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901524	5005.58489313301	5263.00871678325	5149.20311658437	4620.87689781743	3937.93646493378	5510.67186464433	4964.29767192386	3986.47040454127	4634.7013984117	4382.72083290528	4730.35718639139	5214.33516477445
gene-LOC117892471	29.5525166736273	14.4758589459657	29.9792994139624	22.702363469318	33.4609577477114	2.11663985582651	22.7151723756915	56.7334497799991	4.2028577632389	39.1466326822608	15.5664096338857	30.8115136780054
gene-LOC117900768	503.411835750754	553.184609720833	522.05331738107	372.697133621303	353.431366210201	372.528614625466	596.789528779532	355.529618621328	433.945064054417	450.186275845999	427.61842935439	523.795732526092
gene-LOC117900589	7229.15700974869	8801.32223914716	7759.46970348972	4983.1687815153	3434.9764437885	5253.50012216141	10426.2641204424	3877.73129246294	5046.58145920911	4403.14516300037	4649.77812475716	5741.21204866834
gene-LOC117900729	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900761	0	3.10196977413551	3.10130683592715	0	1.04565492961598	2.11663985582651	5.16253917629353	0	2.10142888161945	2.55304126188657	2.74701346480336	2.05410091186703
gene-LOC117900739	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900717	0	1.03398992471184	1.03376894530905	2.83779543366475	1.04565492961598	1.05831992791326	3.09752350577612	0	0	0	0.915671154934454	3.08115136780054
gene-LOC117900753	2.03810459818119	1.03398992471184	0	0	0	0	0	0	0	0	4.57835577467227	0
gene-LOC117892481	1.0190522990906	0	1.03376894530905	0	2.09130985923196	2.11663985582651	4.13003134103483	1.89111499266664	5.25357220404863	0	0.915671154934454	0
gene-LOC117903160	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890984	18.3429413836307	27.9177279672196	34.1143751951986	14.1889771683237	21.9587535219356	28.5746380536579	29.9427272225025	27.4211673936662	71.4485819750613	27.2324401267901	25.6387923381647	39.0279173254735
gene-LOC117896741	7.13336609363417	13.4418690212539	2.0675378906181	9.45931811221582	3.13696478884794	9.52487935121931	9.29257051732836	17.0200349339997	60.9414375669641	5.10608252377314	8.24104039441008	9.24345410340162
gene-LOC117896721	8.15241839272477	15.5098488706776	9.30392050778144	8.51338630099424	0	4.23327971165303	20.6501567051741	0.945557496333319	11.557858848907	1.70202750792438	5.49402692960672	8.2164036474681
gene-LOC117896749	23.4382028790837	24.8157581930841	42.384526757671	11.351181734659	9.41089436654383	43.3911170444435	19.6176488699154	13.2378049486665	28.3692899018626	17.871288833206	32.0484904227059	31.8385641339389
gene-LOC117896730	1838.37034755944	1646.11196014125	1656.0978503851	2105.64421177924	2173.91659867162	1820.3102760108	1070.71062516328	1902.46168262264	1738.9323995401	1861.16707991531	2005.31982930645	1847.66377022439
gene-LOC117889638	4098.62834694238	4451.32662588446	4207.43960740783	3688.18813195295	3106.64079588908	3597.22943497716	3981.35021275757	2917.99043368462	3333.91692068926	3084.92485811294	3535.40632920193	3668.62422859451
gene-LOC117889639	77054.6205434363	82303.5300272128	94401.7125477317	96852.0662873554	84273.5133974703	108621.724121305	116275.869867659	91641.5414296326	105009.451928965	94443.804387216	84420.3021291819	91903.5559482985
gene-LOC117890361	0	4.13595969884735	2.0675378906181	0	2.09130985923196	0	0	1.89111499266664	0	0	0	0
gene-LOC117902120	784.670270299759	763.084564437336	1451.4115992139	1077.41633298138	842.79787327048	937.671456131146	1885.3593071824	794.268296919988	1028.64943755272	963.3475694852	972.44276654039	803.153456540007
gene-LOC117891813	1.0190522990906	0	0	0	0	4.23327971165303	2.06501567051741	0.945557496333319	0	2.55304126188657	0	0
gene-LOC117891157	2.03810459818119	0	2.0675378906181	1.89186362244316	1.04565492961598	5.29159963956628	2.06501567051741	4.72778748166659	8.40571552647781	0.85101375396219	0	1.02705045593351
gene-LOC117893744	0	3.10196977413551	1.03376894530905	0.945931811221582	3.13696478884794	3.17495978373977	0	4.72778748166659	0	1.70202750792438	0.915671154934454	3.08115136780054
gene-LOC117892289	250.686865576287	318.468896811246	287.387766795916	207.159066657527	261.413732403995	390.520053399992	452.238431843314	275.157231432996	367.750054283404	282.536566315447	291.183427269156	271.141320366447
gene-LOC117892296	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892685	0	0	0	0	0	0	0	0	0	2.55304126188657	0	0
gene-LOC117892304	38.7239873654426	21.7137884189486	40.3169888670529	28.3779543366475	19.8674436627036	62.4408757468822	52.657899598194	15.1289199413331	24.1664321386237	32.3385226505632	14.6507384789513	29.7844632220719
gene-Trnag-ucc	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902200	34.6477781690803	7.23792947298286	28.9455304686534	16.0808407907669	18.8217887330877	28.5746380536579	59.885454445005	16.0744774376664	18.9128599345751	22.126357603017	14.6507384789513	14.3787063830692
gene-LOC117892692	0	0	0	0	0	0	0	0	0	0	0	0
gene-Trnag-ucc-2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903097	0	1.03398992471184	0	1.89186362244316	1.04565492961598	2.11663985582651	0	0	0	0	0	0
gene-LOC117895847	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903383	57.0669287490734	74.4472745792523	127.153580273013	28.3779543366475	59.6023309881109	53.9743163235761	112.543354043199	47.2778748166659	50.4342931588668	64.6770453011265	32.9641615776403	41.0820182373405
gene-LOC117903382	724.546184653414	975.052499003263	796.002087887967	621.47719997258	413.033697198312	667.799874513265	1304.05739593175	541.804445398992	598.907231261544	616.984971622588	608.921318031412	674.772149548318
gene-LOC117903384	0	0	0	0	0	1.05831992791326	1.03250783525871	0	0	0	0	0
gene-LOC117903386	0	0	0	0.945931811221582	1.04565492961598	0	2.06501567051741	4.72778748166659	0	2.55304126188657	0.915671154934454	0
gene-LOC117903385	159.991210957224	109.602932019455	179.875796483774	160.808407907669	205.994021134348	245.530223275876	175.52633199398	273.266116440329	197.534314872228	194.882149657342	167.567821353005	163.301022493429
gene-LOC117903381	3063.27121106633	3389.4189732054	3315.29700760612	2731.85107080793	2346.44966205826	3324.18289357554	4555.42456916141	2867.87588637896	3282.43191308958	2887.48966719371	2868.79772840964	3005.14963406146
gene-LOC117903387	10.190522990906	23.7817682683723	11.3714583983995	14.1889771683237	16.7304788738557	17.9914387745254	22.7151723756915	13.2378049486665	6.30428664485835	20.4243300950926	10.072382704279	20.5410091186703
gene-LOC117896133	2367.25849078745	2886.89986979545	2763.26439081109	1718.75810098962	1284.06425356842	1530.33061576257	2935.4197756405	1537.47648903798	1479.40593266009	1230.56588822933	1460.49549212045	1798.36534833958
gene-LOC117892719	2.03810459818119	1.03398992471184	0	0.945931811221582	2.09130985923196	2.11663985582651	0	0	2.10142888161945	1.70202750792438	0.915671154934454	1.02705045593351
gene-LOC117892729	0	0	0	0.945931811221582	0	0	3.09752350577612	0	0	0	0	0
gene-LOC117896254	11.2095752899966	17.5778287201012	18.6078410155629	11.351181734659	9.41089436654383	13.7581590628723	46.4628525866418	6.61890247433323	5.25357220404863	3.40405501584876	3.66268461973781	3.08115136780054
gene-LOC117896346	576.783601285277	563.524508967951	505.513014256125	462.560655687354	527.010084526454	488.943806695925	622.602224661	437.793120802327	618.870805636928	528.47954121052	451.425879382686	497.09242067182
