C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117890278	3057.52968381089	2833.96659464361	2716.76307643787	2821.81644967269	2664.44551382176	2784.89332649196	3086.49107123705	2821.52380877041	2962.21403336876	3351.3556637991	3169.80779520627	3024.51256704682
gene-LOC117890275	2894.27887396222	2902.97913544012	2946.80389676606	2475.06310887006	1946.2281713011	2375.00290957037	2039.32446346479	1909.38463567252	2072.55579180331	2719.8742208397	2663.7720680022	2556.72958771276
gene-LOC117890276	1242.81261691245	1255.58300029772	1541.84384534018	1184.74058107566	982.033124544597	1190.87503846355	1191.18952230827	1191.48805267452	970.174797506009	1144.38776780852	1074.81988458144	1175.16211881483
gene-LOC117890018	1495.58806442007	1698.59898799142	1635.95145365625	1838.23726181908	1653.30815709659	2143.06903168263	1925.30632279045	2104.62847623683	2110.32899088653	1745.53604101879	1268.12553237339	1679.24754665597
gene-LOC117890019	18.9581585630713	15.5834769540497	16.1598923371042	30.0075006463815	42.2480789718039	25.3018775877525	41.0065242776147	44.0550204350241	43.7373884121561	28.4947958249512	26.3138578146114	43.5629382084933
gene-LOC117890020	203.273589037376	238.204576297617	269.014678317676	235.614449519737	276.959628815159	178.799934953451	254.040418695467	246.307614250362	263.418362027759	194.867635964183	173.06421870379	241.670585775689
gene-LOC117890217	403.387484980906	258.240475238538	327.950756252997	317.857229069079	516.365409655381	253.018775877525	286.045510814581	558.69775915326	470.176925430679	534.047624977312	425.070010851415	458.448064003668
gene-LOC117890216	9055.6804069604	7465.59856648653	8316.64106219556	6667.22208806085	7149.31380822859	8205.39890170813	8740.39062590427	8197.23755230778	7218.65715111541	7800.22056033987	7353.71118772948	8018.69226880624
gene-LOC117892331	1761.00228430307	1582.83601633276	1766.18117425527	1602.62281229934	1397.00314466765	1367.14478565823	1316.20941339856	1206.506809641	1151.08854048356	1697.73831898984	1547.45725379003	1499.80972974956
gene-LOC117892334	37605.6139719145	33506.7016622003	33224.7386450862	32724.8465382483	27537.2978738218	33810.8990205136	31276.9762734041	25670.059407117	28351.7680066254	33121.9829921385	35149.2416115944	29291.9270939538
gene-LOC117892332	862.596214619745	1122.01034069158	1172.06748539115	811.313906365131	1120.04351585249	1011.23170759051	1448.2304183899	1158.44678734825	1158.04676136732	1047.87313678853	1288.36696146155	1373.26976638203
gene-LOC117892336	2.10646206256348	0	0	1.11138891282895	0	0	0	0	0	0	0	0
gene-LOC117892329	1604.07086064209	1399.17360937432	1596.97759566677	3019.64367615625	2463.53242715585	3144.17998823804	2929.46608802765	3304.12653262681	2611.32089451669	1696.81913202774	1203.35295929127	1240.50652612757
gene-LOC117892335	1259.66431341296	1333.50038506797	1602.68108707986	1205.85697041941	1020.52581871891	1194.24862214192	1468.23360096435	1195.49305453224	897.610494004023	1253.77101629785	1313.66874782175	1303.77650781134
gene-LOC117892330	1312.32586497705	1271.16647725177	1382.1460857735	1069.15613414145	983.910816943344	1189.18824662437	1280.20368476456	1235.54307310954	1046.71522722728	1207.81166819309	1235.73924583233	1242.58095175655
gene-LOC117892631	12.6387723753809	8.90484397374269	7.60465521746079	0	5.63307719624052	1.6867918391835	13.00206867339	4.00500185772946	4.97015777410865	8.27268265885681	27.3259292690196	42.5257253940054
gene-LOC117890489	2598.32095417205	2035.86995349692	2053.25690871441	2335.02810585362	3093.49822693542	2131.26148880835	2406.38286370588	2561.19868801799	2468.18035062236	2225.35163523248	1985.68419354875	2258.01229714024
gene-LOC117890488	12679.8483856009	11585.2020098392	13003.960421858	11396.181912148	10044.7154870962	10374.6132068981	11394.8129535333	10387.9735684858	11236.5326957048	13239.9690020193	15629.4194704248	13779.3722404722
gene-LOC117890486	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890491	1417.64896810522	1443.69782924303	1472.45136648085	1206.96835933224	1187.64044220738	1177.38070375008	1397.22230282507	1292.61434958218	1503.96974244528	1648.10222303669	1893.58569119761	1957.22058093874
gene-LOC117890493	1599.85793651696	1798.77848269602	1840.32656262551	1571.50392274013	1540.64661317178	1538.35415733535	1682.26765451093	1539.92321429698	1709.73427429338	1954.1914814144	2015.03426572659	2070.27677771792
gene-LOC117890492	300.170843915296	412.962139282317	270.915842122041	396.765841879934	557.674642427811	367.720620942003	434.069061865482	507.633985467209	457.254515217996	263.806658121323	217.595362697748	357.838420998338
gene-LOC117890490	130.600647878936	131.346448612705	108.366336848816	148.926114319079	177.441931681576	158.558432883249	136.021641506234	147.183818271558	140.158449229864	124.090239882852	99.1830025319969	107.870132706745
gene-LOC117890485	2424.53783401056	3203.51761955393	2756.68751632954	3919.86869554769	4454.82521602688	3234.42335163436	3665.58320676727	3536.41664037512	3433.38499035426	2571.88511994237	2086.89133898957	3466.36522601868
gene-LOC117890494	3.15969309384522	15.5834769540497	5.7034914130956	6.66833347697368	1.87769239874684	6.74716735673399	3.00047738616693	2.00250092886473	6.95822088375211	5.5151217725712	2.02414290881626	6.22327688692762
gene-LOC117892632	0	2.22621099343567	4.752909510913	3.33416673848684	0.93884619937342	1.6867918391835	0	1.00125046443237	1.98806310964346	0	3.03621436322439	0
gene-LOC117892633	3.15969309384522	11.1310549671784	0.950581902182599	14.4480558667763	2.81653859812026	0.843395919591749	0	0	2.98209466446519	0.919186962095201	6.07242872644879	2.07442562897587
gene-LOC117890483	993.19686249868	825.924278564634	899.250479464739	886.888352437499	813.979654856755	921.831740113782	1154.18363454555	1221.52556660749	1050.69135344657	965.146310199961	916.936737693767	897.189084532065
gene-LOC117890484	785.710349336178	851.525704989145	887.843496638548	839.098629185854	1080.61197547881	743.875201079923	851.135418542686	1112.38926598436	989.061397047622	849.328752975965	788.403662983935	1057.9570707777
gene-LOC117890487	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117891038	3.15969309384522	0	4.752909510913	1.11138891282895	0.93884619937342	2.53018775877525	3.00047738616693	1.00125046443237	4.97015777410865	2.7575608862856	5.06035727204066	4.14885125795175
gene-LOC117890291	551.893060391631	502.010579019744	499.055498645865	721.291404425986	943.540430370287	868.697797179502	662.105343214169	877.095406842752	778.326707425415	551.51217725712	368.39400940456	479.192320293427
gene-LOC117890292	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892346	161.144347786106	223.734204840285	207.226854675807	237.837227345394	210.301548659646	201.571624782428	262.041691725245	293.366386078683	265.406425137402	191.190888115802	191.281504883137	256.19156517852
gene-LOC117892354	4.21292412512696	13.357265960614	8.55523711964339	7.77972238980262	16.8992315887216	4.21697959795875	5.00079564361155	13.0162560376208	10.934347103039	10.1110565830472	8.09657163526505	13.4837665883432
gene-LOC117892355	1.05323103128174	0	1.9011638043652	3.33416673848684	1.87769239874684	2.53018775877525	3.00047738616693	0	2.98209466446519	2.7575608862856	4.04828581763253	0
gene-LOC117892349	897.352838652042	630.017711142295	680.616641962741	465.671954475328	725.728112115653	505.194155835458	454.072244439929	446.557707136835	550.693481371239	738.107130562446	635.580873368307	543.499514791679
gene-LOC117892357	5356.73302509893	4766.31773694577	4828.9560630876	3373.06535043585	3589.20902020458	3727.80996459553	3781.60166569905	3196.99273293254	4056.64277522748	4915.81187328513	5602.82757160342	4541.95491464267
gene-LOC117892352	2.10646206256348	2.22621099343567	2.8517457065478	3.33416673848684	7.51076959498736	1.6867918391835	5.00079564361155	12.0150055731884	5.96418932893038	0	2.02414290881626	4.14885125795175
gene-LOC117892364	1.05323103128174	7.79173847702485	5.7034914130956	17.7822226052631	0.93884619937342	4.21697959795875	10.0015912872231	6.00750278659419	0.99403155482173	3.6767478483808	4.04828581763253	7.26048970141556
gene-LOC117892350	140.079727160471	104.631916691477	150.191940544851	168.93111475	145.52116090288	118.918824662437	129.020527605178	130.162560376208	173.955522093803	158.100157480375	204.438433790443	205.368137268611
gene-LOC117892340	1922.14663208917	2623.58965576394	1899.26264056083	2568.41977754769	3581.6982506096	2183.55203582304	3100.49329903916	3421.27283696539	3299.19073045332	2245.57374839857	2103.0844822601	2739.27904306264
gene-LOC117892348	2276.03225859984	2701.50704053419	2249.07678056403	2346.14199498191	2333.97165164232	2311.74821560098	2849.45335772986	2596.24245427312	2694.81954512171	2604.0566636157	2772.06371362387	2288.09146876039
gene-LOC117892353	2096.98298328194	1586.17533282292	2265.23667290113	1400.35003016447	1244.91006036915	1683.41825550513	1677.26685886731	1342.6768728038	1349.89485144791	1700.49587987612	1809.58376048174	1836.90389445814
gene-LOC117892356	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892360	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892345	2252.86117591164	3371.59654955833	2395.46639350015	2370.59255106414	3418.33901191862	2161.62374191365	2577.41007471739	2396.99361185108	3355.85052907816	2877.97437832007	2839.87250106922	3129.2710613101
gene-LOC117892361	33.7033930010157	24.4883209277924	23.764547554565	26.6733339078947	53.5142333642849	19.3981061506102	29.004614732947	20.0250092886473	38.7672306380475	40.4442263321888	46.555286902774	33.190810063614
gene-LOC117892342	1287.04832022629	1384.70323791699	1546.59675485109	2590.64755580427	2229.75972351187	2217.28787260671	2472.39336620155	2835.54131527246	2474.14453995129	1686.70807544469	1304.56010473208	1824.45734068428
gene-LOC117892444	5.2661551564087	3.33931649015351	4.752909510913	5.55694456414473	6.57192339561394	5.0603755175505	4.00063651488924	10.0125046443237	9.9403155482173	5.5151217725712	7.08450018085692	8.29770251590349
gene-LOC117892362	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892363	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892452	0	0	1.9011638043652	0	1.87769239874684	0.843395919591749	0	0	1.98806310964346	0	1.01207145440813	0
gene-LOC117892453	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892454	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892359	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892459	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892067	4474.12542088483	4633.85818283635	4265.26099509332	5165.73566682894	6552.2076254271	3640.09678895799	4054.64510784024	4440.54580975754	4345.90595768061	5428.71819813425	5002.66919913939	4744.21141346782
gene-LOC117892064	3314.51805544363	3876.94644506822	3895.48463514429	4722.29149061019	4621.93983951534	4839.40578661746	4874.77559339254	4780.97096766455	4088.45178498178	3774.18166636289	2935.00721778358	3167.64793544616
gene-LOC117892069	1276.51600991347	1349.08386202202	1192.02970533698	1768.21976031085	1464.60007102253	1661.48996159575	1521.24203478663	1455.81817528466	1370.76951409917	1283.1849990849	936.166095327522	1060.03149640667
gene-LOC117892068	1207.00276184887	1045.20606141805	1184.42505011952	849.101129401315	856.227733828559	962.314744254186	902.143534107523	859.07289848297	874.747768243123	1035.0045193192	1211.44953092653	1193.83194947561
gene-LOC117892066	700.398635802357	911.633401811908	866.930694790531	1163.62419173191	1300.30198613219	1200.99578949865	1290.20527605178	1432.78941460272	1188.86173956679	826.349078923585	741.84837608116	1009.20806849676
gene-LOC117892065	33.7033930010157	44.5242198687134	25.6657113589302	44.4555565131578	42.2480789718039	16.867918391835	43.0068425350593	60.0750278659419	31.8090097542954	24.8180479765704	19.2293576337545	40.4512997650295
gene-LOC117890861	0	0	0	3.33416673848684	0	0	0	0	0	0	0	0
gene-LOC117891080	1020.58086931201	1304.5596421533	1179.67214060861	1418.13225276974	1478.68276401314	1756.79370050961	1477.23503312285	1834.29085084009	1454.26816470419	1040.51964109177	1126.43552875625	893.040233274113
gene-LOC117892033	680.387246208004	719.066150879722	750.959702724253	581.256401409539	484.444638876685	650.258254005239	535.085133866436	573.716516119746	446.320168114957	602.986647134452	665.943017000551	539.350663533727
gene-LOC117892030	6523.71300775909	7009.22531283221	6154.06723473015	8577.69962921381	8835.48158230325	7373.81052499066	6495.03338192268	7644.54729594111	6611.30387111933	5948.97801868014	5383.20806599685	6226.38852537108
gene-LOC117892031	1327.07109941499	1691.92035501111	1476.25369408958	1494.81808775493	1494.64314940248	1793.05972505206	1809.28786385866	1688.10828303297	1345.91872522862	1601.22368796984	1818.69240357141	1423.05598147745
gene-LOC117892032	3096.49923196831	2805.02585172895	2907.83003877657	2719.56866969243	2091.74933220398	2710.67448556788	2446.38922885477	2264.82855054601	2305.15917563159	2867.86332173703	3125.27665121231	2679.12069982234
gene-LOC117892026	49087.938674948	46730.3949632082	56271.5968635033	60032.7835153684	50218.8832044842	58416.9749746029	55234.7880428183	60823.9632133374	48491.8413388685	45111.8577257083	40210.6109550895	43052.6295037653
gene-LOC117892704	3346.11498638209	3848.00570215356	4037.1213385695	6107.08207599506	6552.2076254271	6253.78074377282	6601.05024956725	7731.65608634673	6204.74496519724	3780.61597509756	3192.07336720325	4235.97713436873
gene-LOC117890183	1038.4857968438	1144.27245062594	1064.65173044451	1362.56280712829	1631.714694511	1483.53342256189	1581.25158250997	1506.88194897071	1132.20194094195	865.874118293679	700.353446450427	1073.51526299501
gene-LOC117890184	2319.21473088239	2662.54834814906	2766.19333535136	2599.5386671069	2164.97933575511	2473.6802321626	2800.44556042247	2278.84605704806	2185.87538905299	2487.31991942961	2579.77013728633	2533.91090579403
gene-LOC117890842	2613.06618861	2780.53753080115	3210.11508367064	1927.14837484539	2208.16626092628	2540.30850981035	2415.38429586438	2167.70725549607	2308.14127029606	2934.04478300788	2851.00528706771	2988.21011853975
gene-LOC117890843	977.398397029454	1218.85051890603	1252.86694707667	1906.03198550164	1120.98236205186	1034.84679333908	1894.30138980005	986.23170746588	1332.00228346112	1331.90190807595	1430.05696507869	1828.60619194223
gene-LOC117891679	327.554850728621	401.831084315139	519.968300493882	1241.42141562993	1392.30891367078	513.628115031375	1146.18236151577	1844.30335548442	543.735260487487	515.663885735408	440.251082667537	699.081436964869
gene-LOC117891683	159.037885723543	179.209984971572	129.279138696834	151.148892144737	202.790779064659	131.569763456313	163.025937981737	162.202575238043	183.89583764202	139.716418238471	107.279574167262	200.182073196172
gene-LOC117891680	4.21292412512696	0	0	2.22277782565789	3.75538479749368	0	2.00031825744462	0	0.99403155482173	1.8383739241904	0	0
gene-LOC117891681	1301.79355466423	1595.08017679666	1547.54733675327	1241.42141562993	1635.4700793085	1217.86370789049	1476.23487399413	1619.02200098714	1829.01806087198	1882.49489837097	2400.63348985609	2306.76129942117
gene-LOC117891684	2190.72054506602	2020.28647654287	2029.49236115985	2207.21838087829	2484.18704354207	2374.15951365077	2704.43028406513	2324.90357841195	2438.3594039777	2305.32090093476	2158.74841225254	2266.30999965614
gene-LOC117891682	1924.25309415174	1488.22204911175	1588.42235854712	1452.58530906743	1164.16928722304	1558.59565940555	1694.26956405559	1295.61810097548	1242.53944352716	1676.59701886165	1724.56975831146	1439.65138650926
gene-LOC117892634	17.9049275317896	8.90484397374269	14.258728532739	90.0225019391446	3.75538479749368	8.43395919591749	94.0149580998971	5.00625232216183	0.99403155482173	9.19186962095201	13.1569289073057	6.22327688692762
gene-LOC117890634	100.056947971765	100.179494704605	81.7500435877035	90.0225019391446	78.8630807473672	67.4716735673399	69.0109798818394	71.088782974698	79.5225243857384	97.4338179820913	99.1830025319969	78.8281739010832
gene-LOC117891946	3644.17936823482	4003.84047169406	3783.31597068675	4249.95120265789	5169.28717375005	4110.71171209019	4227.6726371092	5288.60495313176	4887.65315505845	3885.40328877641	3268.99079773826	4181.00485520087
gene-LOC117891945	3628.38090276559	2898.52671345325	3097.94641921309	3590.89757735032	3338.53708497188	3754.79863402247	3839.61089516495	4071.084388382	2962.21403336876	2741.93470792998	2575.72185146869	2851.29802702734
gene-LOC117891948	1736.77797058359	1725.31351991265	1770.93408376618	1778.22226052631	1461.78353242441	1546.78811653127	1529.24330781641	1363.70313255688	1267.39023239771	1666.4859622786	1845.00626138602	1538.18660388561
gene-LOC117891950	3468.28978601077	2958.63441027601	3416.39135644426	3295.26812653783	2532.06819971011	2685.37260798013	3035.48295567221	2188.73351524915	2286.27257608998	3093.98331441245	3202.19408174733	2567.10171585764
gene-LOC117891947	520.296129453179	516.480950477076	480.994442504395	545.691956199013	397.131942334956	459.650776177503	415.066038419759	438.547703421376	279.322866904906	401.684702435603	408.876867580885	326.7220365637
gene-LOC117891949	1221.74799628682	1176.55251003075	1321.30884403381	1185.85196998849	1091.87812987129	1209.42974869457	1239.19716048694	1190.48680221008	1121.26759383891	1110.377850211	1291.40317582478	1079.73853988194
gene-LOC117890362	1616.70963301747	1626.24713070476	1684.43113066757	1752.66031553125	1470.23314821878	1885.83327620715	1500.23869308346	1455.81817528466	1474.14879580063	1640.74872733993	1603.12118378248	1442.76302495272
gene-LOC117890360	157.984654692261	152.495453050344	294.680389676606	396.765841879934	394.315403736836	172.052767596717	526.083701707935	453.566460387862	231.609352273463	261.968284197132	151.81071816122	279.010247097255
gene-LOC117890007	11602.3930405996	12057.1587404476	11505.8433440182	11872.9677557516	10463.4408920168	11174.9959345907	10484.668146396	9476.83564585234	9281.2726273705	11537.634748219	13174.1341220306	10466.5145109978
gene-LOC117890009	507.657357077798	427.432510739649	400.194980818874	383.429174925986	435.624636509267	408.203625082407	410.065242776147	390.487681128623	348.905075742427	474.300472441124	465.552869027741	343.317441595507
gene-LOC117890008	1649.3597949872	1191.02288148808	1327.01233544691	1228.08474867599	919.130429186578	1044.96754437418	1142.18172500088	1019.27297279215	1051.68538500139	1329.14434718966	1213.47367383535	1104.63164742965
gene-LOC117890005	4111.81394612391	4000.5011552039	4159.74640395106	4248.83981374506	3413.64478092175	3841.66841374042	4502.71639750784	3696.61671468429	3486.06866275981	3985.59466764479	3921.77688583151	4051.35325338988
gene-LOC117890006	75.8326342522852	103.518811194759	75.0959702724253	110.027502370066	93.884619937342	55.6641306930554	92.0146398424525	94.1175436566424	68.5881772826994	72.6157700055208	69.8329303541611	93.3491533039143
gene-LOC117891222	3885.36927439834	2790.55548027161	2937.29807774423	2518.40727647039	2350.87088323104	2861.64235517481	2727.43394402574	2246.80604218623	2750.48531219173	2834.7725911016	2788.2568568944	2739.27904306264
gene-LOC117890440	36658.7592747922	36390.7580041962	36128.7663562541	33469.4771098437	32889.6600564496	31850.8469033824	30464.8470608816	26325.8784613202	28304.054491994	32206.4727778916	39535.5592949992	29793.938096166
gene-LOC117890441	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117891268	1560.88838835954	1414.75708632837	1438.23041800227	1273.65169410197	1336.91698790775	1471.7258796876	1396.22214369634	1156.44428641938	1324.05003102254	1390.72987365004	1493.8174667064	1531.96332699868
gene-LOC117891337	1.05323103128174	2.22621099343567	2.8517457065478	5.55694456414473	0.93884619937342	0.843395919591749	4.00063651488924	2.00250092886473	0.99403155482173	0	4.04828581763253	0
gene-LOC117891339	6.31938618769044	4.45242198687134	2.8517457065478	0	3.75538479749368	1.6867918391835	1.00015912872231	1.00125046443237	2.98209466446519	0.919186962095201	3.03621436322439	1.03721281448794
gene-LOC117891338	1297.5806305391	1345.74454553186	1459.14321985029	1261.42641606085	1522.80853538369	1642.09185544514	1325.21084555706	1191.48805267452	1427.42931272401	1533.20385277479	1731.65425849231	1502.92136819302
gene-LOC117891175	1455.56528523136	1890.05313342689	2032.3441068664	2051.62393308223	2270.13011008493	2274.63879513895	2310.36758734854	2442.04988275054	2003.96761452061	1789.65701519936	1617.29018414419	1869.05749170726
gene-LOC117890944	1903.1884735261	1867.79102349253	1946.79173566996	2331.69393911513	1914.3074005224	2232.46899915936	2260.35963091242	2381.9748548846	2101.38270689314	2055.30204724487	2095.99998207924	1944.77402716488
gene-LOC117892416	657.216163519805	663.41087604383	691.07304288675	554.583067501644	513.54887105726	643.511086648505	545.086725153659	562.70276101099	636.180195085907	656.299490935973	778.282948439853	625.439327136226
gene-LOC117892412	1178.56552400427	1253.35678930428	1373.59084865386	1296.99086127138	1082.48966787755	1039.06377293704	1089.1732911786	1013.26547000555	996.019617931374	1182.07443325443	1298.48767600563	1232.20882361167
gene-LOC117892408	1134.32982069043	1225.52915188634	1253.81752897885	1164.73558064474	1209.23390479296	1282.80519369905	1435.22834971651	1451.81317342693	1651.08641255889	1463.34564365556	1471.55189470942	1575.52626520718
gene-LOC117892410	999.516248686371	1108.65307473096	1089.36685990126	1015.80946632566	760.46542149247	860.263837983584	905.14401149369	963.202946783936	701.786277704142	1070.85281084091	1063.68709858295	932.454320224655
gene-LOC117892415	997.409786623807	1050.77158890164	1054.1953295205	746.853349421052	778.303499280565	899.903446204396	756.120301314066	788.985365972704	808.147654070067	962.388749313675	1152.74938657086	915.858915192848
gene-LOC117892414	750.95372530388	892.710608367704	784.230069300644	844.655573749999	741.688497505001	786.04499705951	856.136214186297	710.88782974698	708.744498587894	868.631679179965	776.258805531037	743.681587987851
gene-LOC117892409	244.349599257364	244.883209277924	261.410023100215	252.285283212171	230.956165045861	186.390498229777	191.030393585961	247.308864714794	202.782437183633	257.372349386656	265.16272105493	265.526480508912
gene-LOC117892411	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892407	60.0341687830592	74.578068280095	39.9244398916692	54.4580567286184	80.7407731461141	31.2056490248947	45.0071607925039	55.0687755437801	64.6120510634125	58.8279655740928	67.8087874453448	79.8653867155711
gene-LOC117891065	3497.78025488666	3425.02561340078	3568.48446079348	3236.36451415789	2597.78743366625	3137.43282088131	3108.49457206894	2544.17743012264	2726.62855487601	3353.19403772329	3322.6305848219	3112.6756562783
gene-LOC117891066	4599.45991360736	3675.47435016229	3705.36825470777	3037.42589876151	3083.17091874231	3110.44415145437	2950.46942973081	3030.78515583677	3028.81414754181	3664.79841787357	3921.77688583151	3617.79829693392
gene-LOC117891060	6481.58376650782	7578.02222165503	7452.56211311158	9466.81075947696	8960.34812681992	8051.05744842284	7724.2289511224	8904.12038019703	7572.53238463194	6826.80156748105	5678.73293068403	7544.68601258525
gene-LOC117891067	2227.58363116088	2157.19845263917	2470.56236377258	3246.36701437335	3066.27168715359	2833.81028982828	2719.43267099596	3401.24782767675	2643.12990427098	2220.755700422	1791.36647430239	2153.25380287696
gene-LOC117891057	684.600170333131	771.38210922546	788.032396909375	2084.9656004671	1860.79316715812	2108.48979897937	2537.4037095685	2922.65010567808	2144.12606375047	1078.20630653767	705.413803722468	747.830439245802
gene-LOC117891062	663.535549707496	640.035660612756	759.514939843897	562.362789891447	888.148504607255	604.714874347284	529.084179094102	598.747777730555	633.198100421442	636.077377769879	491.866726842352	775.835185236977
gene-LOC117891063	190.634816661995	168.078930004393	242.398385056563	216.720838001644	252.54962763145	191.450873747327	185.029438813627	213.266348924094	268.388519801867	214.170562168182	201.402219427218	271.749757395839
gene-LOC117891061	193.79450975584	151.382347553626	170.154160490685	133.366669539474	257.243858628317	204.101812541203	156.02482408068	236.295109606038	244.531762486146	202.221131660944	241.885077603543	201.21928601066
gene-LOC117891058	784.657118304896	756.911737768128	778.526577887549	450.112509695723	1050.56889709886	633.390335613404	439.069857509094	581.726519835204	655.06679462752	791.419974363968	665.943017000551	1004.02200442432
gene-LOC117891064	61.0873998143409	136.911976096294	92.2064445117121	100.025002154605	167.114623488469	114.701845064478	120.019095446677	102.127547372101	148.110701668438	63.4239003845688	76.917430535018	129.651601810992
gene-LOC117891070	18.9581585630713	21.1490044376389	24.7151294567476	17.7822226052631	15.9603853893481	7.59056327632574	11.0017504159454	10.0125046443237	23.8567573157215	11.0302435451424	18.2172861793464	22.8186819187346
gene-LOC117891068	0	0	0	1.11138891282895	0	0	0	0	0	0	0	0
gene-LOC117891302	2335.01319635162	1578.38359434589	2141.6610256174	1340.33502887171	2210.9827995244	1085.45054851458	1105.17583723815	1508.88444989958	1824.04790309788	1876.9797765984	2428.97149057952	2262.16114839819
gene-LOC117891303	315.969309384522	173.644457487982	288.026316361328	262.287783427631	339.862324173178	123.135804260395	163.025937981737	225.281354497282	210.734689622207	296.89738875675	364.345723586927	359.912846627314
gene-LOC117890187	17.9049275317896	11.1310549671784	11.4069828261912	8.89111130263157	15.9603853893481	8.43395919591749	6.00095477233386	5.00625232216183	13.9164417675042	21.1413001281896	9.10864308967318	18.6698306607829
gene-LOC117891316	1.05323103128174	0	1.9011638043652	1.11138891282895	0	0	0	1.00125046443237	6.95822088375211	4.595934810476	4.04828581763253	2.07442562897587
gene-LOC117890683	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892635	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117891136	282.265916383506	279.389479676177	262.360605002397	431.218898177631	432.808097911146	269.043298349768	491.078132202654	414.517692274999	363.815549064753	308.846819263987	274.271364144604	380.657102917073
gene-LOC117890394	5.2661551564087	1.11310549671784	3.8023276087304	4.44555565131579	8.44961579436078	5.0603755175505	5.00079564361155	3.0037513932971	0	7.35349569676161	4.04828581763253	3.11163844346381
gene-LOC117890297	2.10646206256348	6.67863298030702	7.60465521746079	6.66833347697368	9.3884619937342	8.43395919591749	11.0017504159454	9.01125417989129	20.8746626512563	14.7069913935232	5.06035727204066	22.8186819187346
gene-LOC117891107	5.2661551564087	5.56552748358918	11.4069828261912	14.4480558667763	16.8992315887216	7.59056327632574	14.0022278021123	4.00500185772946	5.96418932893038	1.8383739241904	6.07242872644879	5.18606407243968
gene-LOC117890859	0	1.11310549671784	0.950581902182599	1.11138891282895	0	0	0	0	0	0	0	0
gene-LOC117892641	1.05323103128174	0	0	2.22277782565789	0	0	0	0	0	0	0	1.03721281448794
gene-LOC117892643	0	0	0	0	0	0	0	0	0.99403155482173	0	0	0
gene-LOC117892380	15.7984654692261	30.0538484113816	17.1104742392868	22.2277782565789	15.0215391899747	10.120751035101	27.0042964755024	14.0175065020531	9.9403155482173	9.19186962095201	20.2414290881626	13.4837665883432
gene-LOC117892378	3.15969309384522	5.56552748358918	8.55523711964339	8.89111130263157	11.266154392481	16.867918391835	4.00063651488924	2.00250092886473	4.97015777410865	0.919186962095201	0	2.07442562897587
gene-LOC117892374	53.7147825953687	32.2800594048172	36.1221122829388	51.1238899901315	23.4711549843355	33.73583678367	53.0084338222824	55.0687755437801	81.5105874953819	65.2622743087592	89.0622879879156	54.9722791678606
gene-LOC117892376	5346.20071478611	3686.60540512947	5285.23537613525	4972.3539959967	4383.4729048745	6662.82776477482	4684.7453589353	3463.32535647155	7627.20412014714	5890.15005310605	6341.63973332135	5833.28486868016
gene-LOC117892377	2286.56456891266	2279.64005727813	2121.69880567156	1852.68531768585	2163.10164335636	2293.19350536997	2386.37968113143	2440.04738182168	2313.11142807017	2417.46171031038	2544.34763638204	2570.21335430111
gene-LOC117892384	4.21292412512696	1.11310549671784	9.50581902182599	2.22277782565789	7.51076959498736	8.43395919591749	4.00063651488924	6.00750278659419	0	5.5151217725712	0	7.26048970141556
gene-LOC117892373	5239.82438062665	5012.31405172042	4858.42410205527	4391.09759458717	3749.75172029744	4702.77564764359	4138.65847465292	3934.9143252192	4280.29987506237	4704.39887200324	4714.22883463308	4389.48463091295
gene-LOC117892383	86.3649445651026	60.1076968227631	93.1570264138947	66.6833347697368	90.1292351398483	55.6641306930554	63.0100251095055	59.0737774015096	65.6060826182342	74.4541439297113	70.8450018085692	45.6373638374692
gene-LOC117892382	901.565762777169	783.626269689356	778.526577887549	690.172514866776	619.638491586457	688.211070386867	702.111708363062	536.670248935748	567.592017803208	708.6931477754	736.78801880912	695.969798521405
gene-LOC117892379	766.752190773106	922.764456779086	1000.96274299828	974.688076550986	886.270812208508	1063.5222546052	1162.18490757532	910.13667216902	881.705989126875	927.459644754057	944.262666962787	862.961061653963
gene-LOC117892381	1749.41674295897	1967.97051819713	1751.92244572253	1679.30864728454	1385.73699027517	1610.88620642024	1407.22389411229	1270.58683936467	1329.02018879665	1518.49686138127	1651.70061359407	1373.26976638203
