C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117894604	1654.35444981249	1616.36199352784	1594.38333677268	1691.66750280874	1696.63781304304	1335.05410906614
gene-LOC117894605	1472.14770189823	1211.72616383903	1214.10575208577	1173.73605824907	1214.07035328997	1053.82978343015
gene-LOC117894298	6582.2187684029	4755.28899580392	5258.03323802464	4929.87285671073	5300.08023978267	4755.43227898539
gene-LOC117893886	1932.84089974964	2144.24269856663	2306.70817833256	1999.16095238095	2114.93095997488	1988.87528491298
gene-LOC117893887	2842.83937370783	2773.55502668105	3132.18878899439	3337.98198945639	3393.27562608608	3622.41297425702
gene-LOC117895648	4675.25950898199	4203.41371326337	4225.71872154529	4819.21149727767	4123.75829243533	4286.3866528344
gene-LOC117895649	3976.45522010625	3376.69145206627	3742.48793710168	3708.0626013309	3931.95558115927	3683.32799064026
gene-LOC117893669	0	1.09066261371649	0	1.81412064644369	0	1.0152502730541
gene-LOC117893671	6.21159367889547	1.09066261371649	4.63753152057209	5.44236193933107	3.06068156291588	2.03050054610819
gene-LOC117895662	4.14106245259698	4.36265045486598	12.9850882576019	2.72118096966554	1.02022718763863	3.04575081916229
gene-LOC117895659	854.094130848127	732.925276417484	717.88987938456	806.376627344221	848.829020115338	777.681709159438
gene-LOC117895654	6759.24918825142	5157.7435002653	5713.43883334482	5965.73574583008	4761.40028470948	5305.69792698071
gene-LOC117895657	389.259870544116	395.910528779087	463.753152057209	469.857247428916	496.850640380012	531.991143080347
gene-LOC117895655	1382.07959355424	1848.67313024946	1612.00595655086	1913.89728199809	1586.45327677807	1622.36993634045
gene-LOC117895658	604.595118079159	813.634309832505	826.408116965947	527.002047791892	572.34745226527	625.394168201324
gene-LOC117895661	3158.59538571834	2605.59298416871	2804.779063642	2702.13270287788	2712.78409193111	2450.81415915259
gene-LOC117895656	36.2342964602236	34.9012036389278	48.2303278139497	55.3306797165326	37.7484059426292	37.5642601030016
gene-LOC117895650	827.177224906246	1090.66261371649	770.757738719082	864.428488030419	653.96562727636	1010.17402168883
gene-LOC117895652	138.725592161999	157.055416375175	153.966046482993	136.059048483277	131.609307205383	233.507562802442
gene-LOC117893813	1435.913405438	1457.12525192524	1093.5299325509	1252.65030636937	1188.564673599	1445.71638882903
gene-LOC117893814	1229.8955484213	1255.35266838769	1129.70267841136	1158.3160327543	1207.94899016414	1139.1108063667
gene-LOC117894283	1532.19310746088	1741.78819410524	1743.71185173511	1589.16968628467	1773.15485211594	1426.42663364101
gene-LOC117894284	127.337670417357	150.511440692876	97.3881619320139	155.107315270936	196.903847214255	123.8605333126
gene-LOC117894898	5822.33380835135	5912.48202895712	5773.72674311225	5842.37554187191	5301.10046697031	6169.67590934974
gene-LOC117894899	8084.38917308245	7597.5557671491	8959.71089774528	7604.79374989195	6594.74854089609	7618.43804899794
gene-LOC117893673	8.28212490519395	1.09066261371649	6.49254412880093	7.25648258577476	1.02022718763863	3.04575081916229
gene-LOC117893678	164.60723249073	141.786139783144	147.473502354193	164.177918503154	224.449981280498	211.172056795252
gene-LOC117894903	748.497038306904	521.336729356484	572.271389638596	482.556091954022	578.468815391102	514.731888438427
gene-LOC117894904	707.086413780934	670.757507435644	681.717133524097	591.403330740643	622.338584459563	518.792889530643
gene-LOC117894900	2636.82151669113	2489.98274711476	2565.48243718048	2724.80921095842	2940.29475477453	2444.72265751426
gene-LOC117894901	2.07053122629849	3.27198784114948	13.9125945617163	2.72118096966554	7.14159031347039	6.09150163832458
gene-LOC117895787	1884.18341593162	1841.03849195344	2163.87220749894	2013.6739175525	2052.69710152892	2219.33709689626
gene-LOC117895784	4.14106245259698	7.63463829601546	7.42005043291535	0.907060323221846	3.06068156291588	1.0152502730541
gene-LOC117895791	0	9.81596352344845	2.78251891234325	4.53530161610923	12.2427262516635	9.13725245748687
gene-LOC117895786	0	0	0	0	0	0
gene-LOC117895788	3.10579683944773	1.09066261371649	3.71002521645767	4.53530161610923	1.02022718763863	1.0152502730541
gene-LOC117895789	101.456030088626	90.524996938469	113.155769101959	110.661359433065	115.285672203165	120.814782493438
gene-LOC117893174	53.8338118837607	75.2557203464381	32.4627206440046	99.776635554403	54.0720409448473	70.0522688407327
gene-LOC117895790	0	0	0	0	0	0
gene-LOC117895792	8.28212490519395	4.36265045486598	17.6226197781739	3.62824129288738	12.2427262516635	8.12200218443277
gene-LOC117893465	43.4811557522683	42.5358419349433	74.2005043291535	64.401282948751	48.9709050066541	90.3572743018146
gene-LOC117893493	1552.89841972387	1513.83970783849	1357.86922922351	1412.29292325641	995.741735135301	1202.05632329605
gene-LOC117893500	708.121679394083	780.91443142101	766.12020719851	845.38022124276	1001.86309826113	876.160985645685
gene-LOC117893499	0	0	0	0	0	0
gene-LOC117893498	3024.01085600894	2927.33845521507	3299.13992373499	2964.27313628899	2727.06727255805	2864.02102028561
gene-LOC117893494	8163.06935968179	9499.67136547067	9647.92057539818	7419.7534439547	7793.51548637148	7947.37913746747
gene-LOC117893497	553.867103034846	459.168960374644	490.650834876527	401.827723187278	465.223597563214	524.884391168968
gene-LOC117893492	0	0	0	0	0	0
gene-LOC117893502	3.10579683944773	1.09066261371649	1.85501260822884	1.81412064644369	1.02022718763863	13.1982535497033
gene-LOC117893495	1606.73223160763	1841.03849195344	1543.37049004639	2165.15299153055	1707.86031210706	1985.82953409381
gene-LOC117893501	742.285444628008	527.880705038783	460.043126840751	825.424894131879	620.298130084286	526.914891715076
gene-LOC117893040	5408.22756309165	4093.256789278	3439.19337565626	5373.42535476621	3645.27174143282	3690.43474255164
gene-LOC117893046	122.161342351611	122.154212736247	106.663224973158	129.709626220724	76.5170390728971	83.2505223904359
gene-LOC117893036	1252.67139191059	1507.2957321562	1456.18489745964	1227.25261731916	1152.85672203165	1393.93862490327
gene-LOC117893033	2468.0732217478	2704.84328201691	2737.99860974576	2289.42025581194	2388.35184626203	2412.23464877653
gene-LOC117893037	2253.7732398259	2350.37793255905	2658.23306759192	2177.85183605565	2123.09277747598	2105.6290663142
gene-LOC117893035	8126.83506322157	8234.50273355953	8305.81895334462	7563.06897502375	7864.93138950618	6107.74564269345
gene-LOC117893030	3627.57070847495	2647.03816348993	2669.3631432413	2936.15426626911	2470.99024846076	2097.50706412976
gene-LOC117893039	2887.35579507324	2631.7688868979	2643.39296672609	2361.07802134646	2190.42777186013	2358.42638430467
gene-LOC117893043	2704.11378154583	2708.11526985806	2473.65931307315	2410.96633912367	2665.85364129973	1852.83174832373
gene-LOC117893047	154.254576359237	173.415355580923	143.763477137735	184.133245614035	129.568852830106	186.806050241954
gene-LOC117893041	1418.31389001446	1258.62465622883	1305.00136988899	1548.35197173969	1112.0476345261	1523.8906598542
gene-LOC117893032	894.469489760947	820.178285514804	713.252347863988	847.194341889204	751.907437289669	748.239451240869
gene-LOC117893034	828.212490519396	605.317750612654	674.297083091182	915.223866130842	865.152655117556	827.428972539089
gene-LOC117893044	7587.46167877081	6622.50339048655	6409.06856143063	7759.90106516289	8434.21816020854	8391.04350679211
gene-LOC117893031	199.806263337804	195.228607855253	285.671941667241	249.441588886008	216.288163779389	453.816872055181
gene-LOC117893042	0	0	0	0	0	0
gene-LOC117893195	2296.21912996502	3017.86345215354	3031.09060184592	2788.30343358395	2543.4263787831	2890.41752738501
gene-LOC117895920	0	0	0	0	0	0
gene-LOC117894856	15.5289841972387	8.72530090973196	11.130075649373	10.8847238786621	8.16181750110902	5.07625136527048
gene-LOC117893684	1478.35929557712	1574.91681420662	1889.33034148107	822.703713162214	885.557198870329	1387.84712326495
gene-LOC117893742	1728.89357395924	1661.07916069022	1646.32368980309	1483.95068879094	1836.40893774953	1407.13687845298
gene-LOC117893089	728.826991657068	801.637021081623	751.280106332679	862.614367383975	651.925172901083	775.65120861333
gene-LOC117893090	6525.27915967969	6127.34256385927	6643.72765637158	5869.58735156856	6226.44652615855	4691.47151178298
gene-LOC117893088	10491.3817236544	9418.96233205565	10328.7102026182	10309.6476337395	9194.28741499931	8832.67737557064
gene-LOC117893091	1705.08246485681	1302.25116077749	1671.36636001418	1561.95787658802	1422.19669956825	1351.298113435
gene-LOC117894905	5402.01596941276	3984.19052790635	3508.75634846484	3818.72396076397	3078.02542510574	3874.19504197443
gene-LOC117894908	462.763729077712	394.819866165371	500.853404221786	496.16199680235	399.929057554342	554.326649087537
gene-LOC117894913	3.10579683944773	0	0.927506304114418	0	0	0
gene-LOC117894909	79.7154522124918	67.6210820504227	63.9979349838949	95.2413339382938	98.9620372009469	94.418275394031
gene-LOC117894912	1152.25062743511	1191.00357417841	1470.09749202135	1185.52784245095	1334.45716143133	1109.66854844813
gene-LOC117894906	1524.94624816884	1317.52043736953	1457.11240376375	1483.04362846772	1441.58101613338	1224.39182930324
gene-LOC117894907	2517.76597117896	2342.74329426303	2335.46087376011	2100.75170858179	1942.51256526395	1972.63128054411
gene-LOC117894910	1130.51004955897	1354.60296623589	1350.44917879059	1368.75402774176	1474.22828613782	1364.49636698471
gene-LOC117895040	12003.9047844655	13657.2772489579	12658.6060385536	13932.4465646875	11623.4483487669	16703.9127425591
gene-LOC117895042	3.10579683944773	1.09066261371649	3.71002521645767	3.62824129288738	1.02022718763863	0
gene-LOC117895287	4546.88657295148	4524.06852169602	4661.64668447907	4288.58120819289	3836.05422552124	4310.75265938769
gene-LOC117895289	1266.12984488153	1561.82886284202	1440.41729028969	1334.28573545933	1616.03986521959	1354.34386425416
gene-LOC117895288	47.6222182048652	43.6265045486598	48.2303278139497	82.542489413188	40.8090875055451	52.793014198813
gene-LOC117893960	476.222182048652	643.490942092732	566.70635181391	605.916295912193	384.625649739763	570.570653456402
gene-LOC117894738	366.484027054833	383.913240028206	371.002521645767	451.716040964479	567.246316327077	425.389864409666
gene-LOC117894737	23.8111091024326	21.8132522743299	22.260151298746	25.3976890502117	28.5663612538816	36.5490098299475
gene-LOC117894629	73.5038585335964	92.706322165902	86.2580862826409	71.6577655345258	80.5979478234516	109.647029489842
gene-LOC117894383	2692.72585980118	2579.41708143951	3646.02728147378	2499.85825079941	2435.2822968934	2271.11486082201
gene-Trnal-cag-2	0	0	0	0	0	0
gene-Trnal-cag-3	0	0	0	0.907060323221846	0	0
gene-Trnal-cag-4	7.24685929204471	14.1786139783144	8.34755673702976	6.34942226255292	15.3034078145794	11.1677530035951
gene-Trnal-cag-5	0	0	0.927506304114418	0	0	0
gene-Trnal-cag-6	0	0	1.85501260822884	2.72118096966554	0	0
gene-Trnal-cag-7	0	0	0	0	0	0
gene-LOC117895302	2.07053122629849	0	0	0	0	1.0152502730541
gene-LOC117895290	10402.3488809236	10770.2933104504	9102.5468685789	11663.8886963097	9552.38715786047	13784.0529572555
gene-LOC117895292	2961.89491921999	3120.38573784289	3618.20209235035	2884.45182784547	2729.10772693333	2822.39575909039
gene-LOC117895304	37.2695620733728	5.45331306858247	23.1876576028605	43.5388955146486	27.5461340662429	25.3812568263524
gene-LOC117895297	2153.35247535043	2158.42131254494	1973.73341515548	2253.13784288306	2332.2393509419	2153.34582914774
gene-LOC117895300	5511.75412440658	5505.66487404086	6366.40327144137	5406.98658672542	6136.66653364635	5177.77639257589
gene-LOC117895293	7012.88926347298	6683.58049685468	7397.7902816166	8050.16036859388	5701.02952452465	8124.03268497888
gene-LOC117895298	1000.06658230217	947.785811319634	980.37416344894	815.447230576439	878.415608556859	813.215468716331
gene-LOC117895303	157.360373198685	141.786139783144	157.676071699451	169.620280442485	195.883620026617	151.27229068506
gene-LOC117895305	1136.72164323787	1114.65719121826	1122.28262797845	1134.73246435053	1209.98944453941	1057.89078452237
gene-LOC117895296	2223.75053704458	2383.09781097054	2259.40535682272	2123.42821666234	2328.15844219135	1937.09752098722
gene-LOC117895299	1973.21625866246	2507.43334893422	2405.9513528728	2525.25593984962	2264.90435655775	2597.01019847238
gene-LOC117895291	4093.44023439211	3449.76584718527	4051.34753637178	3623.70599127127	3236.16063918973	3493.47618957915
gene-LOC117893686	1353.09215638606	1304.43248600493	1471.95250462958	1236.32322055138	1113.06786171374	1325.91685660865
gene-LOC117895294	1794.11530758764	1800.68397524593	2073.90409599984	1828.63361161524	1720.10303835873	1716.78821173448
gene-LOC117895295	59.0101399495069	51.2611428446752	55.6503782468651	59.8659813326418	52.03158656957	52.793014198813
gene-LOC117895306	135.619795322551	117.791562281381	89.9681114990986	140.594350099386	116.305899390804	185.7907999689
gene-LOC117895301	0	0	0	2.72118096966554	0	1.0152502730541
gene-LOC117894935	14.4937185840894	8.72530090973196	13.9125945617163	14.5129651715495	10.2022718763863	17.2592546419196
gene-LOC117894936	9.3173905183432	4.36265045486598	6.49254412880093	7.25648258577476	2.04045437527726	5.07625136527048
gene-LOC117893733	2.07053122629849	2.18132522743299	0.927506304114418	1.81412064644369	1.02022718763863	3.04575081916229
gene-LOC117893025	3479.52772579461	3423.58994445608	3313.0525182967	3365.19379915305	3542.22879548132	2744.22148806522
gene-LOC117893029	2160.59933464247	1969.73668037199	1725.16172565282	1765.13938898971	2058.81846465475	1590.89717787577
gene-LOC117893024	689.486898357397	561.691246063995	545.373706819278	557.842098781435	539.700182260834	516.762388984535
gene-LOC117893027	992.819723010125	975.052376662546	933.998848243219	1040.39819073546	1108.98695296319	995.960517866069
gene-LOC117893028	758.849694438396	694.752084937407	597.314059849685	588.682149770978	646.82403696289	505.59463598094
gene-LOC117893026	890.32842730835	920.519245976721	991.504239098313	1242.67264281393	1058.9958207689	1252.81883694876
gene-LOC117893019	397.54199544931	417.723781053417	384.915116207484	516.11732391323	440.738145059887	473.106627243209
gene-LOC117893018	2682.37320366969	2415.81768938204	2430.06651677978	2524.3488795264	2651.57046067279	2189.89483897769
gene-LOC117893016	2037.40272667771	2035.17643719498	1732.58177608573	2162.43181056088	2178.18504560847	2001.05828818962
gene-LOC117893017	610.806711758054	572.59787220116	450.768063799607	526.09498746867	596.832904768597	448.740620689911
gene-LOC117894223	1349.98635954661	1505.11440692876	1135.26771623605	1491.20717137671	1388.52920237617	1583.79042596439
gene-LOC117894341	189.453607206312	167.96204251234	192.921311255799	143.315531069052	132.629534393022	184.775549695846
gene-LOC117894343	194.629935272058	177.778006035789	247.64418319855	195.925029815919	200.98475596481	174.623046965305
gene-LOC117894272	342.6729179524	362.099987753876	417.377836851488	390.035938985394	393.80769442851	403.054358402476
gene-LOC117894274	1894.53607206312	1477.84784158585	2258.47785051861	2293.04849710483	2785.22022225345	2780.77049789517
gene-LOC117894853	398.577261062459	333.742759797247	353.379901867593	530.63028908478	516.234956945146	542.143645810888
gene-LOC117894353	533.161790771861	486.435525717557	518.47602399996	631.313984962405	590.711541642765	635.546670931864
gene-LOC117894347	6344.10767737857	5138.11157321841	5540.92266077953	5315.37349408002	4564.49643749522	5067.114112813
gene-LOC117894355	316.791277623669	219.223185357015	251.354208415007	256.698071471782	158.135214083987	232.492312529388
gene-LOC117894346	1010.41923843366	1112.47586599082	923.796278897961	1120.21949917898	1053.8946848307	1330.99310797392
gene-LOC117894357	3440.18763249494	3172.73754330128	3480.93115934141	4648.68415651196	5291.91842228156	4881.3233128441
gene-LOC117894356	1942.15829026798	1127.74514258286	2144.39457511254	2276.72141128683	2527.10274378088	2502.59192307835
gene-LOC117894354	437.91735436213	574.779197428593	618.646704844317	541.515012963442	592.751996018043	655.851676392946
gene-LOC117894349	294.015434134385	438.446370714031	354.307408171708	358.288827672629	480.527005377794	509.655637073157
gene-LOC117894351	20.7053122629849	22.9039148880464	38.0277584686911	26.3047493734335	55.0922681324859	42.6405114682721
gene-LOC117894348	2874.93260771545	3012.41013908496	3642.31725625732	2863.58944041137	2778.07863193998	2861.9905197395
gene-LOC117894352	69854.5472472453	89181.3005983703	77885.4868754	83941.176431596	96991.9785016167	87333.8589886595
gene-LOC117895793	7986.03893983327	6312.75520819107	7063.88801213541	6961.68798072766	5223.56320070977	6898.62560540259
gene-LOC117893851	3555.10211555451	4052.90227257049	3914.07660336285	3874.0546404805	3832.99354395832	4217.34963426672
gene-LOC117895915	423.423635778041	580.232510497175	503.635923134129	412.71244706594	263.218614410766	343.154592292285
gene-LOC117894032	1336.52790657567	1410.22675953543	1390.33194986751	1533.83900656814	1020.22718763863	1444.70113855598
gene-LOC117894038	0	0	0	0	0	0
gene-LOC117894037	3410.16492971361	3030.95140351814	3228.64944462229	2879.00946590614	3083.12656104393	2903.61578093472
gene-LOC117894041	94.2091707965812	157.055416375175	130.778388880133	107.033118140178	131.609307205383	120.814782493438
gene-LOC117894036	3484.70405386036	3277.44115421807	3134.04380160262	3496.71754602021	3609.56378986546	3155.39784865213
gene-LOC117894040	7745.85731758265	6288.76063068931	7225.27410905132	6757.59940800275	7661.90617916609	5697.58453237959
gene-LOC117894039	1049.75933173333	1200.81953770186	1248.42348533801	1132.01128338086	1374.24602174923	1079.2110402565
gene-LOC117894035	13203.7776301055	12977.7944406126	12888.627601974	13115.1852134647	12167.2294397783	11590.0971171856
gene-LOC117894042	3965.06729836161	4124.88600507578	4757.17983380285	3749.78737619911	3668.73696674851	3291.44138524138
gene-LOC117894433	537.302853224458	532.243355493649	512.910986175273	419.968929651715	502.972003505843	381.73410266834
gene-LOC117894432	817.859834387903	1255.35266838769	1322.62398966716	1093.00768948232	1034.51036826557	883.267737557064
gene-LOC117893415	761.955491277844	941.241835637335	823.625598053603	900.710900959293	939.629239815176	853.825479638495
gene-LOC117893413	13002.9361011545	17841.0590351744	14958.8216727573	18045.9651304986	18369.1905134335	19213.6114175488
gene-LOC117893414	5290.20728319264	4268.85347008636	3907.58405923404	3919.40765664159	4454.31190123025	3253.87712513838
gene-LOC117893416	2531.2244241499	2581.59840666694	2530.23719762413	2410.05927880044	2628.10523535711	2185.83383788547
gene-LOC117893322	3408.09439848731	3161.83091716412	3645.09977516966	2787.39637326073	2851.53498944996	2494.46992089392
gene-LOC117893324	8033.66115803814	6188.41967022739	7171.47874341268	5981.15577132485	6878.37169905963	5743.27079466702
gene-LOC117893323	1952.51094639947	2108.25083231398	2166.65472641128	2701.22564255466	2682.17727630195	3249.81612404616
gene-LOC117894167	1.03526561314924	1.09066261371649	0.927506304114418	0.907060323221846	0	2.03050054610819
gene-LOC117893871	21.7405778761341	17.4506018194639	13.9125945617163	35.375352605652	19.3843165651339	29.4422579185688
gene-LOC117895059	491.751166245891	429.721069804299	297.729523620728	470.764307752138	332.594063170193	438.58811795937
gene-LOC117895063	256.745872061013	273.75631604284	282.889422754898	349.218224440411	271.380431911875	389.856104852773
gene-LOC117895060	3876.03445563077	3542.47216935117	3658.08486342727	3814.18865914786	3172.90655355613	3705.66349664745
gene-LOC117895064	1259.91825120263	1256.4433310014	1039.73456691226	1278.9550557428	1169.18035703387	1360.43536589249
gene-LOC117895066	457.587401011966	456.987635147211	385.842622511598	313.842871834759	318.310882543252	398.99335731026
gene-LOC117895062	4.14106245259698	5.45331306858247	3.71002521645767	0.907060323221846	4.08090875055451	1.0152502730541
gene-LOC117895065	5235.33820569573	6050.99618089911	6022.29843261492	6602.49209273181	6631.47671965108	6064.08988095212
gene-LOC117894015	1159.49748672715	1064.4867109873	1072.19728755627	1113.87007691643	911.062878561295	991.899516773852
gene-LOC117894016	4951.67542769284	4401.91430895977	4513.24567582076	4584.28287356321	4847.09936847112	4454.91819816138
gene-LOC117893223	3158.59538571834	2737.5631604284	2977.29523620728	2547.02538760694	2468.94979408548	2443.70740724121
gene-LOC117894812	123.19660796476	103.612948303067	67.7079602003525	24.4906287269898	37.7484059426292	22.3355060071901
gene-LOC117894803	85.9270458913873	103.612948303067	71.4179854168102	91.6130926454064	94.8811284503924	113.708030582059
gene-LOC117894799	2834.55724880263	2352.55925778648	2430.06651677978	2627.75375637369	2271.02571968359	2352.33488266634
gene-LOC117894801	4975.48653679527	4474.98870407878	4487.27549930556	4816.490316308	4817.5127800296	4358.46942222124
gene-LOC117894802	3183.44176043393	2824.81616952572	3460.52602065089	3351.58789430472	4010.51307460745	3587.89446497318
gene-LOC117894800	1648.1428561336	1705.7963278526	2256.62283791038	1690.76044248552	1535.44191739613	1809.1759865824
gene-LOC117894809	0	0	0	0	0	0
gene-LOC117894805	7.24685929204471	18.5412644331804	15.7676071699451	68.9365845648603	43.869769068461	87.3115234826523
gene-LOC117894810	0	0	0	0	0	0
gene-LOC117894808	0	0	0	0	0	0
gene-LOC117894811	289.874371681788	279.209629111423	294.947004708385	303.865208279318	325.452472856722	346.200343111447
gene-LOC117894807	1563.25107585536	1418.95206044516	1090.74741363856	2150.640026359	2374.06866563509	1645.72069262069
gene-LOC117894804	1443.16026473005	1578.18880204777	1551.71804678342	1684.41102022297	1810.90325805856	1649.78169371291
gene-LOC117894501	668.781586094412	440.627695941464	412.740305330916	408.177145449831	374.423377863376	448.740620689911
gene-Trnam-cau-9	0	0	0	0	0	0
gene-LOC117894517	192.559404045759	198.500595696402	197.558842776371	195.925029815919	216.288163779389	261.934570447957
gene-LOC117894506	0	0	0	0	0	0
gene-LOC117894500	0	0	0	0	0	0
gene-LOC117894538	2.07053122629849	2.18132522743299	1.85501260822884	0.907060323221846	1.02022718763863	7.10675191137868
gene-LOC117894515	188.418341593162	260.668364678242	162.313603220023	287.538122461325	209.146573465919	178.684048057521
gene-LOC117894534	0	0	0	0	0	0
gene-LOC117894510	1.03526561314924	2.18132522743299	0.927506304114418	0	0	0
gene-LOC117894522	1.03526561314924	0	0	0	0	0
gene-LOC117894540	13.4584529709402	2.18132522743299	4.63753152057209	4.53530161610923	6.12136312583177	14.2135038227574
gene-LOC117894529	1.03526561314924	2.18132522743299	2.78251891234325	2.72118096966554	1.02022718763863	1.0152502730541
gene-LOC117894516	0	1.09066261371649	2.78251891234325	0	0	0
gene-LOC117894526	0	2.18132522743299	0	0	0	0
gene-LOC117894545	4.14106245259698	2.18132522743299	3.71002521645767	10.8847238786621	21.4247709404112	1.0152502730541
gene-LOC117894532	6.21159367889547	2.18132522743299	6.49254412880093	5.44236193933107	10.2022718763863	8.12200218443277
gene-LOC117894528	3.10579683944773	1.09066261371649	0	0.907060323221846	4.08090875055451	5.07625136527048
gene-LOC117894512	166.677763717028	113.428911826515	74.2005043291535	216.787417250021	183.640893774953	141.119787954519
gene-LOC117894537	368.554558281131	534.424680721082	575.981414855054	464.414885489585	485.628141315987	653.821175846838
gene-LOC117894531	9.3173905183432	10.9066261371649	20.4051386905172	18.1412064644369	8.16181750110902	23.3507562802442
gene-LOC117894519	123.19660796476	77.4370455738711	127.068363663675	146.943772361939	129.568852830106	222.339809798847
gene-LOC117894520	5.17632806574622	11.9972887508814	12.0575819534874	5.44236193933107	1.02022718763863	4.06100109221639
gene-LOC117894523	0	0	0.927506304114418	0.907060323221846	0	0
gene-LOC117894533	0	0	0	0	0	0
gene-LOC117894525	7.24685929204471	14.1786139783144	1.85501260822884	11.791784201884	10.2022718763863	5.07625136527048
gene-LOC117893688	0	0	0	0	0	0
gene-LOC117894514	2.07053122629849	0	0	3.62824129288738	3.06068156291588	2.03050054610819
gene-LOC117894518	0	0	0	0	1.02022718763863	1.0152502730541
gene-LOC117894513	6.21159367889547	0	8.34755673702976	0	4.08090875055451	4.06100109221639
gene-LOC117894542	0	0	0	0	0	0
gene-LOC117893692	0	0	0	0	0	0
gene-LOC117894544	2.07053122629849	0	0	0	0	0
gene-LOC117893694	0	0	0	0	2.04045437527726	0
gene-LOC117894521	0	2.18132522743299	5.56503782468651	5.44236193933107	1.02022718763863	2.03050054610819
gene-LOC117894543	0	0	0	0	0	0
gene-LOC117894546	1.03526561314924	1.09066261371649	3.71002521645767	4.53530161610923	1.02022718763863	17.2592546419196
gene-LOC117894539	0	0	0.927506304114418	0	0	3.04575081916229
gene-LOC117894530	0	0	1.85501260822884	0.907060323221846	3.06068156291588	2.03050054610819
gene-LOC117894502	47.6222182048652	63.2584315955567	27.8251891234325	63.4942226255292	85.6990837616447	65.9912677485163
gene-LOC117894536	3.10579683944773	2.18132522743299	2.78251891234325	0.907060323221846	0	6.09150163832458
gene-LOC117894548	2.07053122629849	0	4.63753152057209	4.53530161610923	2.04045437527726	3.04575081916229
gene-LOC117894524	0	3.27198784114948	0	6.34942226255292	0	3.04575081916229
gene-LOC117894547	8.28212490519395	8.72530090973196	8.34755673702976	21.7694477573243	15.3034078145794	17.2592546419196
gene-LOC117894535	0	1.09066261371649	0	1.81412064644369	0	0
gene-LOC117893697	3.10579683944773	0	0	0	0	2.03050054610819
gene-LOC117894549	2.07053122629849	1.09066261371649	0.927506304114418	0	1.02022718763863	0
gene-LOC117894507	3.10579683944773	5.45331306858247	0	0	1.02022718763863	1.0152502730541
gene-LOC117894504	171.854091782775	213.769872288433	188.283779735227	269.396915996888	332.594063170193	306.605582462337
gene-LOC117894508	9.3173905183432	8.72530090973196	13.9125945617163	6.34942226255292	5.10113593819314	9.13725245748687
gene-LOC117894503	1129.47478394583	1277.16592066201	1156.60036123068	1161.03721372396	993.701280760023	1335.05410906614
gene-LOC117894511	720.544866751874	533.334018107366	630.704286797804	603.195114942527	596.832904768597	593.921409736647
gene-Trnai-uau	1.03526561314924	1.09066261371649	1.85501260822884	0.907060323221846	4.08090875055451	0
gene-Trnai-uau-2	0	0	0	1.81412064644369	0	2.03050054610819
gene-LOC117893402	1475.25349873767	1460.39723976639	1569.3406665616	1463.99536168006	1566.04873302529	1422.36563254879
gene-LOC117893401	1448.33659279579	2017.72583537551	1912.51799908393	1982.83386656295	2301.63253531274	1748.26097019915
gene-LOC117893397	390.295136157265	521.336729356484	472.100708794239	477.113730014691	423.394282870031	454.832122328235
gene-LOC117893396	1757.88101112742	1777.78006035789	1436.70726507323	1891.22077391755	1894.56188744493	1646.73594289374
gene-LOC117893700	17.5995154235372	4.36265045486598	6.49254412880093	6.34942226255292	6.12136312583177	7.10675191137868
gene-LOC117893701	0	1.09066261371649	0	0	0	0
gene-LOC117893403	0	0	0	0	0	0
gene-LOC117893407	0	0	0	0	0	0
gene-LOC117893394	882.046302403156	825.631598583386	807.857990883658	833.588437040876	656.006081651638	827.428972539089
gene-LOC117893392	0	0	0	0	0	0
gene-LOC117893404	271.239590645102	158.146078988892	200.341361688714	306.586389248984	339.735653483663	210.156806522198
gene-LOC117893391	1939.05249342853	1926.11017582333	2146.24958772076	1921.15376458387	1678.27372366554	1672.1171997201
gene-LOC117893400	1017.66609772571	896.524668474958	972.02660671191	999.580476190474	1074.29922858348	947.228504759472
gene-LOC117893398	6266.46275639238	5934.29528123145	5999.11077501206	5651.89287399532	6212.16334553161	5112.80037510043
gene-LOC117893393	2211.32734968679	2287.11950096349	2635.97291629318	2129.77763892489	2169.00300091972	2742.19098751911
gene-LOC117893390	5536.60049912216	5420.59319017098	5359.13142517311	5417.87131060408	4365.55213590569	5080.3123663627
gene-LOC117893405	12.4231873577909	22.9039148880464	13.9125945617163	24.4906287269898	44.8899962560996	32.4880087377311
gene-LOC117893399	38.304827686522	30.5385531840618	18.5501260822884	65.3083432719729	34.6877243797133	42.6405114682721
gene-LOC117893098	12576.406668537	14361.8452974188	13297.6578820884	14448.5638886008	15812.5011812111	17999.3720909761
gene-LOC117893097	3124.43162048442	3414.86464354634	3614.49206713389	3288.09367167919	3738.11241550793	3284.33463333
gene-LOC117895867	4375.03248116871	3746.42607811616	4431.62512105869	3873.14758015728	3297.37427044805	3805.15802340675
gene-LOC117895868	76.6096553730441	98.1596352344845	74.2005043291535	129.709626220724	80.5979478234516	114.723280855113
gene-LOC117894131	290.909637294938	321.745471046366	310.71461187833	351.032345086854	397.888603179065	476.152378062371
gene-LOC117893702	25.8816403287311	46.8984923898093	20.4051386905172	29.0259303430991	29.5865884415202	38.5795103760557
gene-LOC117894143	4637.98994690861	5092.30374344231	4282.29660609627	4034.60431769077	6074.43267520039	5504.68698049931
