W_NL1_G23_C	W_NL2_G23_C_edited	W_NL3_G23_C	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117890868	2744.8835556601	3194.46805135701	2847.00132079387	3372.04839774382	3133.02918751162	3364.25485474278
gene-LOC117889724	13.2164119441955	16.7095251917136	23.7532887312957	18.8067395300826	20.213091532333	22.5259782707919
gene-LOC117889725	4.13012873256109	2.94873973971416	4.52443594881824	4.70168488252066	5.05327288308325	11.262989135396
gene-LOC117890482	2923.30511690674	2874.03833297474	2875.27904547399	2469.32490029985	2826.80085079677	3493.77922979983
gene-LOC117890443	932.583067812294	1051.71717383138	1051.93135810024	1534.62994565474	1309.80833129518	1222.03432119046
gene-LOC117890442	40.4752615790987	65.8551875202829	39.5888145521596	82.7496539323636	62.6605837502323	70.9568315529946
gene-LOC117890444	0	0	0	0	0	0
gene-LOC117890907	7098.03923977949	6991.46192286228	7137.29770926077	6395.2317772046	6673.35216939975	6013.30989938791
gene-LOC117890370	2157.57924988991	1846.89399030764	1917.22973331173	1995.39506414177	1899.01994946269	1882.04548452467
gene-LOC117890372	1315.85901419396	1296.46257222766	1140.1578591022	1471.62736822897	1438.16146252549	1395.48435387556
gene-LOC117890369	8755.87291302951	8893.39905497791	9232.11155356361	9508.68750640978	9820.530520984	9066.70625399376
gene-LOC117890869	3659.29405704913	3384.17030794529	3181.80958100642	2960.18080203501	3066.32598545492	3146.87916442963
gene-LOC117892623	503.049679625941	523.892760422549	556.505621704643	513.423989171256	498.252706272009	555.265364375021
gene-LOC117892621	4509.2745502102	4063.36336132611	4457.70051857317	4757.1647641344	4570.17999546049	4490.55376828237
gene-LOC117892625	8.26025746512218	0.982913246571387	2.26221797440912	3.76134790601653	6.06392745969991	4.50519565415839
gene-LOC117892624	605.476872193456	584.833381709975	488.639082472369	642.250154952322	845.917880628137	501.203016525121
gene-LOC117892622	2738.275349688	2769.84952883817	2721.44822321417	2597.21072910441	2807.59841384106	2351.71213147068
gene-LOC117892619	4992.49961191985	4065.32918781926	4247.31424695312	4375.38795167372	3963.7872494905	3597.39872984547
gene-LOC117892620	1213.43182162645	1109.7090553791	1168.43558378231	1208.33301480781	1081.40039697982	1081.24695699801
gene-LOC117891398	2332.6967081505	2261.68338036076	2137.79598581662	2253.9877326804	2279.02607027055	2127.5786476763
gene-LOC117892386	1624.79264338953	1496.97687452822	1504.37495298206	1489.49377078254	1619.06863173987	1834.740930156
gene-LOC117892389	140.424376907077	153.334466465136	118.766443656479	86.5110018383801	121.278549193998	102.493201132103
gene-LOC117892388	56675.2785196963	51982.3499581744	52633.8945015897	55951.9307759488	53378.732118585	48181.9412223104
gene-LOC117892387	4776.90689208016	5171.10659021207	4936.15962016069	5451.13345279445	4625.76599717441	5476.06531762952
gene-LOC117892060	166.857200795468	172.009818149993	50.8999044242051	241.666602961562	312.292264174545	123.892880489356
gene-LOC117892058	87886.6613516605	93652.9570465684	85752.7656469392	86089.7308729062	75682.8679699379	91015.0889042213
gene-LOC117892059	3609.73251225839	3333.05881912357	3272.29829998279	3300.5827875295	3221.96679025388	3035.37557198921
gene-LOC117891257	7867.06920978237	9363.23158683903	7368.0439426505	10120.846878114	11183.9035448399	7319.81663909384
gene-LOC117890927	4531.57724536603	4486.01605735181	4372.86734453282	4901.03632153953	4773.32156536044	4569.39469223015
gene-LOC117890928	181.725664232688	268.335316313989	266.941720980276	508.722304288735	438.624086251626	382.941630603463
gene-LOC117890854	3929.40447615862	4018.14935198383	3798.26397903291	4718.61094809773	4451.93340999635	4115.49623007369
gene-LOC117890852	0	0	0	0	0	0
gene-LOC117890853	2367.38978950402	1905.86878510192	2304.06900693569	2143.02796945292	2014.23457119699	2078.02149548056
gene-LOC117891024	3318.14542373958	2839.63636934474	2759.90592877912	3065.49854340347	2838.92870571617	2433.93195215907
gene-LOC117891031	1496.75865268014	1573.64410776079	1460.26170248109	1611.73757772808	1580.66375782844	1618.4915387564
gene-LOC117891021	313.889783674643	165.129425423993	187.764091875957	915.888215115024	580.115726977958	310.858500136929
gene-LOC117889726	14.0424376907077	18.6753516848564	9.04887189763647	8.46303278853718	11.1172003427832	10.1366902218564
gene-LOC117891026	171.813355274541	175.941471136278	133.470860490138	350.745692236041	350.697138085978	248.912059892251
gene-LOC117891025	5171.747198913	6416.45767361802	5277.75453429647	8306.9368504375	7703.20918297211	6387.24113868306
gene-LOC117891030	1224.17015633111	1065.47795928338	1079.07797379315	1345.62221337741	1188.52978210118	1107.15183200942
gene-LOC117891032	1647.09533854536	1578.55867399365	1721.54787852534	1734.92172165012	1793.91187349456	1691.70096813648
gene-LOC117891027	1782.56356097337	1671.93543241793	1809.77437952729	1844.0008109246	1830.29543825275	1761.53150077593
gene-LOC117891020	2651.54264630422	2439.59067799018	2383.24663604001	2608.49477282246	2584.24375240878	2060.00071286392
gene-LOC117891029	6105.1562924718	5734.31588049747	5819.55573916746	6202.46269702125	6506.594164258	6015.56249721499
gene-LOC117891023	1514.1051933569	1574.62702100736	1494.19497209722	1619.26027354011	1452.31062659813	1251.31809294249
gene-LOC117891028	1405.06979481728	1876.38138770478	1870.85426483634	2413.84501868611	2127.42788377805	2248.09263142504
gene-LOC117891033	0	3.93165298628555	0	1.88067395300826	2.0213091532333	1.1262989135396
gene-LOC117891356	70.2121884535385	88.4621921914248	106.324244797229	107.198415321471	92.9802210487319	145.292559846608
gene-LOC117889841	2701.93021684147	3083.39885449444	2905.81898812851	3104.99269641664	3520.10989035579	3402.54901780312
gene-LOC117889834	24896.4159998783	26278.185647086	22388.0401837398	17374.6063148668	19299.4597950716	24868.6800109543
gene-LOC117889836	6570.20878775818	5758.88871166176	5407.832067825	6096.20461867628	5657.64431990001	5469.30752414828
gene-LOC117889839	73.5162914395874	87.4792789448535	55.4243403730234	101.556393462446	75.7990932462488	92.356510910247
gene-LOC117889835	0	0	0	0	0	0
gene-LOC117889842	6568.55673626516	6877.44398626	6562.69434376085	7901.65161356422	7802.25333148054	7417.80464457179
gene-LOC117889840	0	0	0	0	0	0
gene-LOC117889844	0	0	0	0	0	0
gene-LOC117889847	0	0	0	0	0	0
gene-LOC117889848	1285.29606157301	1224.70990522795	1192.18887251361	1060.70010949666	1077.35777867335	1060.9735765543
gene-LOC117889843	0	0	0	0	0	0
gene-LOC117889838	5384.86184151315	4893.92505467894	5111.4815131774	4753.40341622838	4607.57421479531	4604.30995854987
gene-LOC117889846	1111.83065480545	1152.95723822824	1118.66678834531	1044.71438089609	1140.01836242358	1032.81610371581
gene-LOC117889869	4015.31115379589	2728.56717248217	3340.16483921506	2690.30408977832	2936.96219964799	3095.06941440681
gene-LOC117889870	26152.8011603233	26219.2108522918	26457.7703197018	28275.9328834792	27620.1789243564	25042.1300436394
gene-LOC117891072	556.741353149235	542.568112107406	462.623575766665	588.650947291586	504.316633731709	518.097500228215
gene-LOC117891073	2188.14220251087	1994.33097729334	2375.32887312957	2372.47019171992	2269.930179081	2378.74330539563
gene-LOC117889727	13.2164119441955	10.8120457122853	4.52443594881824	10.3437067415454	15.1598186492498	7.88409239477718
gene-LOC117890374	5.78218022558553	6.88039272599971	6.78665392322735	20.6874134830909	2.0213091532333	3.37889674061879
gene-LOC117890375	9.0862832116344	1.96582649314277	5.65554493602279	15.9857286005702	3.03196372984995	10.1366902218564
gene-LOC117891259	91599.6470822329	82713.1326122288	89462.8031249702	81949.4271653585	85590.3147845109	76115.280577006
gene-LOC117892163	64427.5301507135	69918.5508816091	65609.9768028004	74980.5898324864	73628.2072156762	61178.3043856438
gene-LOC117892166	29519.6821031071	26209.381719826	25936.3290766005	26814.6492219918	26833.8896637487	26640.3482019521
gene-LOC117892162	4541.48955432418	4283.53592855811	4274.46086264603	4347.1778423786	4328.63355164912	4152.66409422049
gene-LOC117892161	1267.12349514974	1352.48862728223	1298.51311731083	1692.60655770744	1681.72921549011	1630.88082680534
gene-LOC117892160	5458.37813295274	6388.93610271402	5868.19342561725	6829.66746034951	6691.54395177885	6282.49533972387
gene-LOC117892164	6456.2172347395	7286.33589683369	6593.23428641537	7433.36379926516	7171.60487567175	8771.61593864638
gene-LOC117892159	36.3451328465376	20.6411781779991	32.8021606289322	51.7185337077272	48.5114196775992	19.1470815301732
gene-LOC117889728	1.65205149302444	2.94873973971416	3.39332696161368	0	1.01065457661665	0
gene-LOC117892158	82.6025746512218	44.2310960957124	65.6043212578644	84.6303278853718	48.5114196775992	36.0415652332671
gene-LOC117891154	10803.5907386333	9478.23243668789	9573.70646769939	7651.52197781412	8992.80442273496	9768.39047712893
gene-LOC117891156	4776.08086633365	4297.2967140101	4375.12956250723	3924.02620295174	3696.97444126371	4356.52419757116
gene-LOC117891155	1972.54948267118	1466.50656388451	1748.69449421825	1149.09178528805	1499.81139169911	1554.29250068464
gene-LOC117890530	33.0410298604887	32.4361371368558	13.5733078464547	135.408524616595	98.0334939318151	65.3253369852966
gene-LOC117890531	17.3465406767566	25.5557444108561	3.39332696161368	46.0765118487024	50.5327288308325	23.6522771843315
gene-LOC117889734	0	2.94873973971416	0	0	13.1385094960165	0
gene-LOC117889737	0	1.96582649314277	0	0	6.06392745969991	1.1262989135396
gene-LOC117889738	135.468222428004	130.727461793995	114.24200770766	173.02200367676	162.715386835281	167.8185381174
gene-LOC117889740	0.826025746512218	2.94873973971416	0	0	7.07458203631656	2.25259782707919
gene-LOC117891365	104.079244060539	105.171717383138	91.6198279635693	111.900100203992	88.9376027422653	109.250994613341
gene-LOC117891366	1.65205149302444	3.93165298628555	0	0	0	6.75779348123758
gene-LOC117892501	3162.85258339528	2986.09044308387	3244.02057530267	2702.52847047287	2783.34270400226	3234.73047968572
gene-LOC117892500	1798.2580501571	1455.69451817222	1617.48585170252	1528.04758681921	1513.96055577174	1795.32046818212
gene-LOC117892504	313.889783674643	956.37458891396	519.179025126892	530.35005474833	639.74434699834	393.078320825319
gene-LOC117892503	0	0.982913246571387	0	0	2.0213091532333	0
gene-LOC117889741	0	0	3.39332696161368	0.940336976504131	0	0
gene-LOC117889744	0	0	0	0	0	0
gene-LOC117891804	2609.4153332321	2530.01869667475	2226.02248681857	2337.67772358927	2403.3365831944	2445.19494129447
gene-LOC117891806	2.47807723953665	1.96582649314277	3.39332696161368	2.82101092951239	3.03196372984995	0
gene-LOC117891803	4019.44128252845	3428.401404041	3822.0172677642	2524.80478191359	2960.20725491017	3662.72406683077
gene-LOC117891805	419.621079228207	521.926933929407	542.932313858188	750.388907250297	691.287730405789	778.272549255862
gene-LOC117889753	90.0368063698318	92.3938451777104	106.324244797229	120.363132992529	97.0228393551985	94.6091087373262
gene-LOC117889752	4356.45978710544	3277.03276406901	3960.01256420316	2868.96811531411	3064.30467630169	3142.37396877548
gene-LOC117890117	10711.0758550239	8822.62930122477	8610.0016106011	7599.80344410639	8007.41621053372	7025.85262266001
gene-LOC117890366	1196.08528094969	1018.29812344796	1088.12684569079	1305.18772338773	1243.10512923848	1396.6106527891
gene-LOC117890368	0	0	0	0	0	0
gene-LOC117890367	488.181216188721	538.63645912112	437.739178048164	551.037468231421	577.083763248108	565.402054596878
gene-LOC117891401	1810.64843635478	1854.75729628021	1873.11648281075	2137.38594759389	1826.25281994629	1891.05587583298
gene-LOC117890461	1324.9452974056	1391.80515714508	1289.4642454132	1535.57028263125	1733.27259889756	1698.45876161771
gene-LOC117890458	854.936647640146	962.272068393388	950.131549251829	961.024389987222	1042.99552306838	1015.92162001272
gene-LOC117890469	2844.83267098808	2892.71368465959	2934.09671280863	3400.25850703894	3282.60606485088	2956.53464804144
gene-LOC117890455	1132.48129846825	761.757766092825	1062.11133898508	779.539353521925	832.77937113212	1010.29012544502
gene-LOC117890457	19733.7550841769	20500.6215837394	22765.8305854662	25929.7921271014	23303.6732276267	20497.5139275071
gene-LOC117890468	2231.0955413295	2517.24082446932	2440.93319438744	2361.18614800187	2543.81756934411	2270.61860969583
gene-LOC117890467	1790.82381843849	1887.19343341706	1439.9017407114	1828.95541930054	1839.3913294423	1450.673000639
gene-LOC117890465	1437.28479893126	1685.69621786993	1375.42852844074	1509.24084728913	1661.51612395777	1460.80969086086
gene-LOC117890470	40.4752615790987	50.1285755751408	26.0155067057049	99.6757195094379	65.6925474800823	24.7785760978711
gene-LOC117890453	2525.16070708785	2662.71198496189	2685.25273562362	2116.6985341108	2329.55879910138	2837.14696320625
gene-LOC117890451	15208.786044783	16913.9711470004	16920.259339593	9560.4060401175	9825.58379386708	17337.119176115
gene-LOC117890462	1184.52092049852	1312.1891841728	1152.60005796145	1243.12548293846	1331.03207740413	1283.98076143514
gene-LOC117890459	263.502213137398	322.395544875415	369.872638815891	394.001193155231	413.35772183621	327.752983840023
gene-LOC117890466	551.785198670162	1827.23572537621	779.334092183941	1266.63390735107	1742.36849008711	556.391663288561
gene-LOC117890463	2188.96822825738	1968.77523288249	2170.59814644555	1449.05928079287	1884.87078539005	1753.64740838115
gene-LOC117890464	1039.96641485888	1217.82951250195	1272.49761060513	1134.98673064049	1371.4582604688	1375.21097343185
gene-LOC117890460	2597.85097278093	2527.06995693504	2677.33497271319	2840.75800601898	2909.67452607934	2770.69532730741
gene-LOC117890456	1607.44610271278	1065.47795928338	1635.58359549779	1054.11775066113	1064.21926917733	1529.51392458677
gene-LOC117890454	663.298674449311	594.662514175689	637.945468783371	805.868788864041	706.447549055039	801.924826440193
gene-LOC117891235	1595.05571651509	1926.50996327992	1790.54552674482	1764.07216792175	1824.23151079305	1798.69936492274
gene-LOC117890412	3731.9843227422	2848.48258856388	3376.36032680561	2512.58040121904	2669.13873684457	2887.83041431553
gene-LOC117891292	2829.96420755086	2243.99094192248	2716.92378726535	2525.7451188901	2179.98192176212	2538.67775111825
gene-LOC117891299	20761.3311128381	18435.5208526929	21348.5510244988	15144.127006599	17317.5661703263	16985.7139150907
gene-LOC117891298	940.843325277417	985.861986311101	1036.09583227938	915.888215115024	962.143156939052	771.514755774624
gene-LOC117891294	1163.0442510892	930.818844503104	1103.96237151165	999.578206023892	1020.76112238282	1115.0359244042
gene-LOC117891301	35.5191071000254	45.2140093422838	33.9332696161368	31.0311202246363	36.3835647581994	48.4308532822027
gene-LOC117891300	2165.83950735504	2576.21561926361	1438.7706317242	2322.6323319652	2434.66687506951	1675.93278334692
gene-LOC117891296	1353.85619853353	1504.84018050079	1960.2118748255	1560.95938099686	1267.36083907728	1593.71296265853
gene-LOC117891295	84.2546261442463	99.2742379037101	49.7687954370006	90.2723497443966	113.193312581065	113.756190267499
gene-LOC117891297	7.43423171860996	7.8633059725711	3.39332696161368	10.3437067415454	4.0426183064666	13.5155869624752
gene-LOC117891291	101.601166821003	79.6159729722824	83.7020650531374	55.4798816137438	62.6605837502323	95.7354076508658
gene-LOC117891293	9130.06257619955	9496.90778837274	10575.8690303626	9688.29186892207	9644.6766246527	10509.495162238
gene-LOC117890404	3552.73673574905	5222.21807903378	3616.15543209297	5147.40460938362	5319.07503673343	3963.44587674584
gene-LOC117890402	2798.5752291834	3149.25404201472	2800.62585231849	2575.58297864482	2983.45231017235	2538.67775111825
gene-LOC117890420	2284.7872148528	1799.71415447221	1798.46328965525	1657.81408957678	1735.29390805079	1686.06947356878
gene-LOC117890421	9631.46020433246	8675.19231423906	9552.2153969425	7432.42346228866	8364.1772760794	7701.63197078377
gene-LOC117891246	1363.76850749167	1072.35835200938	771.416329273509	891.439453725917	902.514536918669	477.550739340789
gene-LOC117891245	73164.4044715732	74432.0885098649	75208.5676682183	76452.2172007154	78705.7358085983	72256.5804992193
gene-LOC117891450	1083.74577942403	1031.07599565339	1047.40692215142	911.186530232503	945.972683713185	919.059913448311
gene-LOC117891014	715.338296479581	725.389975969684	729.56529674694	727.820819814198	687.245112099323	693.800130740392
gene-LOC117891013	551.785198670162	465.900878874838	401.543690457618	696.789699589561	687.245112099323	586.80173395413
gene-LOC117891454	6819.66856320487	6814.53753847943	6466.55007984846	6634.07736923665	6590.47849411718	6315.15800821652
gene-LOC117891455	3141.37591398597	3032.28736567273	2870.75460952517	2379.05255055545	2669.13873684457	3111.96389810991
gene-LOC117891458	4.95615447907331	2.94873973971416	2.26221797440912	0	2.0213091532333	0
gene-Trnar-acg	1.65205149302444	1.96582649314277	0	0	0	1.1262989135396
gene-Trnak-cuu-2	0	0	0	0	0	0
gene-Trnan-guu	0	0	0	0	0	0
gene-Trnan-guu-2	0	0	0	0	0	1.1262989135396
gene-Trnan-guu-3	0	0	0	0	0	0
gene-Trnar-acg-2	0	1.96582649314277	1.13110898720456	2.82101092951239	2.0213091532333	1.1262989135396
gene-Trnan-guu-4	0	0	0	0	0	0
gene-Trnan-guu-5	0	0	1.13110898720456	0	0	2.25259782707919
gene-Trnan-guu-6	1.65205149302444	0	4.52443594881824	2.82101092951239	4.0426183064666	7.88409239477718
gene-Trnak-cuu-3	0	0	0	0	0	0
gene-Trnak-cuu-4	0	0	0	0	0	0
gene-Trnai-aau-3	0	0	0	0	0	0
gene-Trnak-cuu-5	0.826025746512218	0.982913246571387	1.13110898720456	1.88067395300826	1.01065457661665	0
gene-Trnak-cuu-6	0	0.982913246571387	0	0.940336976504131	0	1.1262989135396
gene-Trnai-aau-4	1.65205149302444	0.982913246571387	0	0	0	3.37889674061879
gene-Trnai-aau-5	0	0	0	0	0	0
gene-Trnai-aau-6	0	0	0	0	0	0
gene-Trnar-acg-3	0	1.96582649314277	0	1.88067395300826	1.01065457661665	0
gene-Trnak-cuu-7	0	0	0	0	1.01065457661665	0
gene-Trnar-acg-4	0	0	0	0	0	0
gene-Trnar-acg-5	0	0	0	0	0	0
gene-Trnar-acg-6	7.43423171860996	6.88039272599971	5.65554493602279	5.64202185902479	5.05327288308325	5.63149456769799
gene-LOC117891457	3318.97144948609	4405.41717113296	5500.58300477577	5041.14653103865	5057.31550138972	5697.94620359682
gene-Trnak-cuu-8	0	0	0	0.940336976504131	0	1.1262989135396
gene-Trnar-acg-7	0	0	0	0	0	0
gene-Trnar-acg-8	0	0	0	0	0	0
gene-LOC117891459	4211.9052814658	6601.24536397344	8511.59512871431	6975.41969170765	9175.73290110257	8710.79579731525
gene-LOC117889745	218.896822825738	349.917115779414	421.9036522273	311.251539222868	471.975687279976	515.844902401136
gene-LOC117891453	484.877113202672	519.961107436264	462.623575766665	470.168488252066	445.698668287943	468.540348032472
gene-Trnae-uuc-5	0.826025746512218	2.94873973971416	3.39332696161368	0.940336976504131	0	1.1262989135396
gene-Trnan-guu-7	0	0	0	0	0	0
gene-Trnan-guu-8	0	0	0	0	0	0
gene-LOC117890293	0.826025746512218	3.93165298628555	0	3.76134790601653	2.0213091532333	0
gene-LOC117891399	339.496581816522	683.124706367114	441.132505009778	1440.59624800433	1248.15840212156	1198.38204400613
gene-LOC117891760	113.165527272174	195.599736067706	367.610420841482	92.1530236974049	132.395749536781	388.573125171161
gene-LOC117891758	4201.99297250765	4004.38856653183	4108.18784152696	3806.48408088872	4058.78877969247	3555.72567004451
gene-LOC117891756	6746.9782975118	6321.11508870059	6199.60835886819	5493.44861673714	6079.08727834915	5711.4617905593
gene-LOC117889746	0	0	0	0	0	0
gene-LOC117891757	3031.51448969984	2665.6607247016	2835.69023092183	2563.35859795026	2591.31833444509	3009.4706969778
gene-LOC117892570	2008.89461551771	1728.94440071907	1993.01403545443	997.697532070883	1321.93618621458	1656.78570181675
gene-LOC117892571	2.47807723953665	1.96582649314277	3.39332696161368	0	0	6.75779348123758
gene-LOC117889750	2.47807723953665	0	0	0	0	1.1262989135396
gene-LOC117889751	3.30410298604887	6.88039272599971	2.26221797440912	0.940336976504131	5.05327288308325	2.25259782707919
gene-LOC117890038	52918.5134245587	53192.3161647038	56600.6937197161	59517.6885908525	61790.4101597654	54850.7570893784
gene-LOC117890963	3974.00986647028	3870.71236499812	4252.96979188914	4547.46961837398	4279.1114773949	4437.61771934601
gene-LOC117890303	1663.61585347561	1214.88077276223	1755.48114814148	1020.26561950698	1263.31822077081	1347.05350059336
gene-LOC117891336	1067.22526449379	1336.76201533709	1068.89799290831	2500.35602052449	1954.6059511766	1403.36844627034
gene-LOC117890263	2939.82563183698	3413.65770534243	3220.26728657138	2963.94214994102	3217.92417194742	3125.47948507238
gene-LOC117890262	1124.22104100313	1141.16227926938	943.344895328602	838.780583041685	1174.38061802855	871.755359079648
gene-LOC117890264	878.065368542488	1072.35835200938	929.771587482147	997.697532070883	1079.37908782658	892.028739523361
gene-LOC117891079	0.826025746512218	2.94873973971416	0	0	1.01065457661665	0
gene-LOC117891078	1979.98371438979	1488.13065530908	1720.41676953813	1202.69099294878	1437.15080794888	1535.14541915447
gene-LOC117890562	3931.88255339816	3155.15152149415	3564.12441868156	2934.79170366939	3163.34882481012	3110.83759919637
gene-LOC117889754	0	1.96582649314277	0	0.940336976504131	0	0
gene-LOC117890296	6302.57644588822	5845.38507736004	6238.06606443314	5510.37468231421	5376.68234760058	6472.83985611207
gene-LOC117890571	0	2.94873973971416	0	0	0	1.1262989135396
gene-LOC117890304	0	1.96582649314277	3.39332696161368	0	0	2.25259782707919
gene-LOC117890618	0	4.91456623285694	1.13110898720456	3.76134790601653	2.0213091532333	5.63149456769799
gene-LOC117891471	0	0	0	1.88067395300826	8.08523661293321	0
gene-LOC117889755	0	0	0	0.940336976504131	1.01065457661665	0
gene-LOC117891648	0	0	2.26221797440912	0	0	0
gene-LOC117891224	41.3012873256109	63.8893610271402	27.1466156929094	66.7639253317933	151.598186492498	63.0727391582175
gene-LOC117891227	1.65205149302444	0	0	0	0	2.25259782707919
gene-LOC117891226	0	4.91456623285694	0	0	3.03196372984995	0
gene-LOC117891225	0.826025746512218	5.89747947942832	0	0	3.03196372984995	0
gene-LOC117890282	0	0.982913246571387	0	12.2243806945537	11.1172003427832	5.63149456769799
gene-LOC117890644	0	2.94873973971416	1.13110898720456	3.76134790601653	4.0426183064666	0
gene-LOC117891605	0	14.7436986985708	2.26221797440912	2.82101092951239	8.08523661293321	1.1262989135396
gene-LOC117890405	0	0	0	0	0	0
gene-LOC117889759	0	0	0	0	0	0
gene-LOC117891744	172.639381021054	163.16359893085	178.71521997832	204.053123901397	195.056333287014	230.891277275617
gene-LOC117891748	0	0	0	0	0	0
gene-LOC117889762	99.1230895814662	133.676201533709	117.635334669274	90.2723497443966	125.321167500465	83.3461196019302
gene-LOC117891745	773.160098735436	812.869254914537	711.467552951667	777.658679568917	908.578464378369	690.421233999773
gene-LOC117891746	42.1273130721231	37.3507033697127	44.1132505009778	47.9571858017107	44.4688013711326	60.8201413311383
gene-LOC117891749	6075.41936559736	5506.28000729291	5699.65818652377	5604.40837996462	5711.20901246069	5353.29873605371
gene-LOC117891743	8274.29990281289	8010.74295955681	8042.18489902441	6882.32633103374	7508.1528496851	8081.19470464661
gene-LOC117891317	115.643604511711	89.4451054379962	93.8820459379784	71.465610214314	57.6073108671491	65.3253369852966
gene-LOC117891318	1.65205149302444	1.96582649314277	5.65554493602279	1.88067395300826	6.06392745969991	0
gene-LOC117890518	1489.32442096153	1453.72869167908	1582.42147309918	1294.84401664619	1320.92553163796	1332.41161471734
gene-Trnan-guu-9	0	0	0	0	0	0
gene-LOC117891445	270.936444856008	348.934202532842	430.952524124937	282.101092951239	306.228336714845	274.816934903662
gene-LOC117890642	2170.79566183411	2632.24167431818	2437.53986742582	2865.20676740809	3060.26205799522	3242.6145720805
gene-LOC117890947	3211.5881024395	3348.78543106872	2949.93223862949	3442.57367098163	3179.51929803598	2901.346001278
gene-LOC117891360	66.0820597209775	57.9918815477118	52.0310134114097	62.0622404492727	55.5860017139158	49.5571521957423
gene-LOC117890103	4505.14442147764	4329.73285114696	4232.60983011946	5084.40203195784	4509.5407208635	4593.04696941448
gene-LOC117890105	34.6930813535132	6.88039272599971	5.65554493602279	17.8664025535785	11.1172003427832	6.75779348123758
gene-LOC117890104	415.490950495646	547.482678340263	444.525831971392	441.958378956942	535.646925606825	452.772163242918
gene-LOC117892483	3.30410298604887	6.88039272599971	3.39332696161368	2.82101092951239	0	6.75779348123758
gene-LOC117890219	39.6492358325865	57.9918815477118	41.8510325265687	44.1958378956942	42.4474922178993	48.4308532822027
gene-LOC117890365	37.997184339562	57.0089683011405	47.5065774625915	63.0025774257768	58.6179654437657	91.2302119967074
gene-LOC117890364	1994.85217782701	1701.42282981507	1959.0807658383	1276.97761409261	1501.83270085234	1929.35003889333
gene-LOC117889736	2477.25121379014	2752.15709039988	2615.12397841694	2846.40002787801	2890.47208912362	2451.9527347757
gene-LOC117889735	5798.70074051577	4866.40348377494	5474.56749807007	3762.28824299303	4253.84511297948	4714.68725207675
gene-LOC117892769	20.6506436628055	25.5557444108561	21.4910707568866	8.46303278853718	7.07458203631656	7.88409239477718
gene-LOC117892768	5.78218022558553	16.7095251917136	4.52443594881824	5.64202185902479	4.0426183064666	10.1366902218564
gene-LOC117892767	9.91230895814662	9.82913246571387	6.78665392322735	2.82101092951239	8.08523661293321	6.75779348123758
gene-LOC117892766	12.3903861976833	7.8633059725711	10.179980884841	3.76134790601653	5.05327288308325	3.37889674061879
gene-LOC117892765	13.2164119441955	18.6753516848564	29.4088336673185	7.52269581203305	13.1385094960165	11.262989135396
gene-LOC117890946	27490.9628696731	29472.653698443	29784.3618510704	24529.6303690868	26348.7754669727	24251.4682063346
gene-LOC117892762	0	0	0	0	0	0
gene-LOC117890990	1035.83628612632	1112.65779511881	751.056367503827	1124.64302389894	964.164466092285	869.502761252569
gene-LOC117890989	75.9943686791241	110.086283615995	53.1621223986143	143.871557405132	172.821932601447	83.3461196019302
gene-LOC117892146	11933.593959862	8582.79846906135	9976.38126714421	7649.64130386111	8097.36446785261	8616.18668857792
gene-LOC117892149	4203.64502400068	4734.69310873437	4401.14506921294	4820.16734156018	5075.50728376882	4811.54895864116
gene-LOC117892147	12598.5446858044	12225.4749608549	11842.7110960317	13350.9043924057	12152.1106292386	12900.6277556825
gene-LOC117890026	2755.62189036476	2511.34334498989	2785.92143548483	2520.10309703107	2575.14786121923	2664.82322943469
gene-LOC117890025	6097.72206075319	5319.52649044435	5820.68684815466	5285.63414492972	5574.77064461745	5538.0117578742
gene-LOC117891260	37.1711585930498	19.6582649314277	23.7532887312957	39.4941530131735	15.1598186492498	9.01039130831678
gene-LOC117891261	1.65205149302444	0.982913246571387	0	0	3.03196372984995	1.1262989135396
gene-LOC117890612	9.0862832116344	13.7607854519994	13.5733078464547	10.3437067415454	13.1385094960165	15.7681847895544
gene-LOC117892399	1.65205149302444	0.982913246571387	0	0	0	0
gene-LOC117892395	0.826025746512218	4.91456623285694	3.39332696161368	8.46303278853718	1.01065457661665	0
gene-LOC117892397	0	2.94873973971416	0	0	0	5.63149456769799
gene-LOC117892396	0.826025746512218	0.982913246571387	3.39332696161368	1.88067395300826	0	5.63149456769799
gene-LOC117892394	457.618263567769	647.739829490544	528.227897024529	944.098324410148	708.468858208272	716.326109011184
gene-LOC117892392	356.843122493278	422.652696025697	417.379216278482	463.586129416537	421.442958449143	448.26696758876
gene-LOC117892400	78.4724459186607	107.137543876281	96.1442639123875	104.377404391959	87.9269481656486	77.7146250342322
gene-LOC117892398	242.02554372808	295.856887217988	236.401778325753	322.535582940917	280.961972299429	266.932842508885
gene-LOC117892391	1329.90145188467	1319.0695768988	1200.10663542404	1326.81547384733	1388.63938827128	1335.79051145796
gene-LOC117892390	3367.70696853031	3445.11092923271	2963.50554647594	3123.79943594672	2981.43100101912	2999.33400675595
gene-LOC117891939	4164.8218139146	5078.71274503436	4252.96979188914	3978.56574758898	4441.82686423018	4158.29558878819
gene-LOC117891940	1970.89743117815	1940.27074873192	2146.84485771425	1910.7647362564	1863.6470392811	1996.92797370571
gene-LOC117889763	937.539222291368	1019.28103669453	942.213786341398	1005.22022788292	955.068574902735	987.764147174227
