W_PT1_G23_C	W_PT2_G23_C	W_PT3_G23_C	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W
gene-LOC117899642	4011.42875210975	4003.10626279482	5019.69306538137	3707.0785411951	3211.74420150616	4461.37102372941
gene-LOC117899646	0	0	0	0	0	0
gene-LOC117899702	1343.24063751428	1219.22564401789	1219.38637412198	1295.41034525033	1166.09795668067	1107.60499647593
gene-LOC117900019	0	0	0	0	0	0
gene-Trnat-cgu	0	0	0.85631065598454	0	0	1.10539420805982
gene-Trnap-cgg-2	0	0	0	0	0	0
gene-LOC117900079	588.865545369423	567.1067205626	499.229112438987	493.99445244407	431.814431057519	423.365981686909
gene-LOC117903827	5541.08540546583	5640.93629827163	5406.74548188639	6337.12196719024	4964.87099303461	4956.58762894021
gene-LOC117903828	0	0	0	0	0	0
gene-LOC117903829	223.002336707947	195.850897803403	248.330090235517	278.799444190538	168.148937439449	245.397514189279
gene-LOC117903830	1783.14759078581	1706.70068085822	1496.83102666098	1391.87707308812	1580.99799758156	1484.54442142433
gene-LOC117903832	1910.32861093956	1864.88794446866	1627.84655702661	1264.66820121411	1763.07643279706	1603.92699589479
gene-LOC117898291	1465.19504040143	1434.44641083481	1475.42326026136	1550.88816293063	1142.21881763602	1231.40914777863
gene-LOC117897853	1620.25135264368	1396.78277664185	1499.39995862893	1263.60812728183	1392.9497776049	1377.32118324253
gene-LOC117897868	31.3597035995551	20.445972847608	23.9766983675671	13.7809611196844	26.8640314252374	6.63236524835889
gene-LOC117901900	1850.22251237375	1677.64587733794	1624.42131440267	1315.55174996372	1936.20019087081	1868.11621162109
gene-LOC117900894	320.565859017674	409.995560786244	386.196105849028	421.909425048798	246.75110346144	322.775108753466
gene-LOC117901461	33.1019093550859	33.3592188566235	20.551455743629	51.9436226818872	13.929497776049	24.3186725773159
gene-LOC117901444	115.856682742801	146.35012143551	91.6252401903458	114.487984686609	75.6172736414089	81.7991713964263
gene-LOC117895966	8.71102877765419	5.38051917042315	9.41941721582994	25.4417743748019	9.94964126860644	12.159336288658
gene-LOC117891866	0	0	0	0	0	0
gene-LOC117892711	5.22661726659251	0	0	3.18022179685024	0.994964126860644	0
gene-LOC117891135	19.1642633108392	11.8371421749309	23.9766983675671	37.1025876299195	27.858995552098	32.0564320337346
gene-LOC117897895	959.084268419726	966.341243007998	1197.97860772237	1667.49629548181	1909.33615944558	2373.28136470442
gene-LOC117897905	5129.05374428279	4638.00752490475	5382.76878351882	3468.56190643133	4462.41410896999	4773.09219040228
gene-LOC117898649	14429.8191701842	12971.3556160561	14467.3685328588	14508.1718372308	10003.3693314569	9744.04994404727
gene-LOC117898863	2796.240237627	2934.53515554879	2939.71448199493	2110.60719917628	2787.88948346352	2602.0979657728
gene-LOC117903185	5220.51954644816	5650.62123277839	5574.58237045935	6980.58684408628	4149.00040900888	4686.87144217362
gene-LOC117903184	23.5197776996663	30.1309073543696	20.551455743629	26.5018483070853	22.8841749177948	30.9510378256748
gene-LOC117903183	2216.95682391299	2715.00997339552	2315.4640137822	4198.9528457746	4176.85940456098	3263.12370219257
gene-LOC117903181	23.5197776996663	17.2176613453541	179.825237756753	22.2615525779517	47.7582780893109	144.806641255836
gene-LOC117903182	0	0	0	0	0	0
gene-LOC117903180	0	0	0	0	0	0
gene-LOC117903179	1142.88697562823	897.470597626581	1150.88152164322	1210.60443066766	808.905835137703	1073.33777602608
gene-LOC117899100	1074.94095116253	968.493450676167	1053.26210686098	1417.31884746292	847.709436085269	903.107067984869
gene-LOC117903502	1703.00612603139	1526.99134056609	2270.935859671	3702.83824546596	1288.47854428453	2121.25148526679
gene-LOC117903500	3546.25981538302	3696.4166700807	3618.76883219067	2740.29111495262	3141.10174849905	2514.77182333608
gene-LOC117903501	3423.4343096181	2724.69490790228	2916.59409428334	2235.69592318572	2694.36285553862	2652.94609934356
gene-LOC117903504	1689.06847998715	1744.36431505119	1777.7009218239	1232.86598324561	1905.35630293813	1761.99836764735
gene-LOC117903506	12171.0494081384	11922.1543778236	11401.7763844341	7515.9241798894	11488.8507728599	12161.5470770741
gene-LOC117903505	858.036334598938	732.826711011633	549.751441142075	413.428833590531	781.046839585605	609.072208640958
gene-LOC117903507	15.6798517997775	38.7397380270467	33.3961155833971	16.9611829165346	43.7784215818683	32.0564320337346
gene-LOC117903318	4663.01370467829	5676.44772479642	5223.49500150569	5644.89368940917	5234.50627141385	5395.42912953996
gene-LOC117903322	0	0	0	0	0	0
gene-LOC117903321	60.1060985658139	65.6423338791624	47.0970860791497	63.6044359370048	56.7129552310567	58.5858930271702
gene-LOC117903319	2219.57013254629	2387.87440783379	2120.22518421772	1099.2966677779	1848.64334770708	1794.05479968108
gene-LOC117903324	0	0	0	0	0	0
gene-LOC117903320	1385.92467852478	1174.02928298633	1152.59414295519	997.529570278692	1065.60657986775	989.327816213534
gene-LOC117903323	0	0	0	0	0	0
gene-LOC117903325	0	0	0	0	0	0
gene-LOC117894527	672.491421634904	728.522295675294	813.495123185313	1228.62568751648	643.741790078837	748.351878856495
gene-LOC117901884	0	0	0	0	0	0
gene-LOC117901873	209.064690663701	266.873750852988	303.990282874512	117.668206483459	308.4388793268	273.032369390774
gene-LOC117901845	1092.36300871784	998.624358030537	1032.71065111736	942.405725799954	1073.56629288263	1098.76184281146
gene-LOC117901863	3279.7023347868	3304.7148744739	3290.80185094859	3151.59980067859	3747.03490175718	3899.83076603503
gene-LOC117901806	0	0	0	0	0	0
gene-LOC117901748	3476.57158516179	3600.64342884717	3810.5824191312	5976.69683021388	2865.49668535865	3210.0647802057
gene-LOC117901822	1043.58124756297	950.199685496728	1074.6698732606	1115.19777676215	998.943983368086	977.168479924876
gene-LOC117900940	7440.08967899444	6649.24559080893	6605.58040026474	6847.01752861856	6117.03945193924	6671.05404564098
gene-LOC117900980	1788.37420805241	1771.2669109033	1557.62908323588	1131.0988857464	1728.25268835694	1722.20417615719
gene-LOC117901005	725.628697178594	712.380738164025	715.019397747091	692.228277781069	639.761933571394	651.077188547231
gene-LOC117900898	2192.56594333556	2237.21987106195	2415.65236053239	3369.97503072897	2339.16066224937	2597.67638894057
gene-LOC117900961	2710.00105272822	2499.7892065786	2435.34750562003	2314.14139417469	2140.16783687725	2114.61912001843
gene-LOC117900974	2520.97172825312	2956.05723223048	2586.9144917293	3291.52955974	3328.15500434885	3246.54278907168
gene-LOC117900954	1369.37372384724	1393.5544651396	1458.29704714167	1304.95101064088	1509.3605804476	1452.4879893906
gene-LOC117900924	3704.80053913633	3616.78498635844	3210.30864928604	2830.39739919671	4482.3133915072	3647.80088659739
gene-LOC117900987	3763.16443194661	4252.76235230246	3712.10669369298	2827.21717739986	4809.65658924435	4399.46894807806
gene-LOC117890747	877.200597909777	380.940757265959	458.126200951729	658.305911947999	625.832435795345	664.341919043949
gene-LOC117890738	0	0	0	0	0	0
gene-LOC117895126	0	0	0	0	0	0
gene-LOC117902712	44.4262467660364	67.7945415473317	62.5106778868714	103.887245363774	101.486340939786	105.012449765682
gene-LOC117899205	0.871102877765419	1.07610383408463	0	0	0.994964126860644	0
gene-LOC117895981	25399.6177098841	34247.0045197434	27051.7099332076	27924.4675242097	34428.7436817589	46916.2463726827
gene-LOC117899288	8677.9268682991	14660.838635569	12142.4851018608	7566.807728639	12201.2450876921	10014.8715250219
gene-LOC117898897	696.882302212335	633.825158275847	727.007746930874	642.404802963748	609.913009765575	574.804988191104
gene-LOC117899562	972.150811586208	809.230083231642	835.759200240911	550.178370855091	803.9310145034	717.40084103082
gene-LOC117899140	1756.14340157508	1500.08874471397	1443.73976598993	1060.07393228341	1268.57926174732	1416.00998052462
gene-LOC117898967	8482.79982367965	7244.33101105773	7569.78619890333	4211.673732962	6988.62802706916	6612.46815261381
gene-LOC117889665	0	0	0	0	0	0
gene-LOC117898573	4865.98067519763	5167.45061127439	4856.99404074431	5583.40940133674	4922.08753557961	4924.53119690648
gene-LOC117898414	2012.24764763812	2251.20922090505	2367.69896379725	2930.04434883135	2061.56567085525	2294.79837593218
gene-LOC117898808	692.526787823508	681.173726975571	788.662114161761	1171.38169517317	588.02379897464	666.552707460069
gene-LOC117899059	6947.04545017922	7094.75257811996	7044.01145612883	4128.98796624389	6229.47039827449	5662.93452789043
gene-LOC117898219	2295.35608291188	2142.5227336625	2502.99604744281	2934.28464456049	2569.99233968104	2689.42410820953
gene-LOC117898302	4663.01370467829	4104.26002319878	4444.25230455976	2567.49906399043	3859.46584809244	3861.14196875293
gene-LOC117897795	3671.69862978124	3581.27355983365	3550.2639797119	4619.80219689111	2840.62258218714	2983.45896755344
gene-LOC117896382	1065.35881950711	1034.13578455533	968.487351918515	1190.46302595427	1231.76558905348	1474.59587355179
gene-LOC117903172	327.534682039798	497.159971347099	613.118429684931	401.768020335414	528.325951363002	669.868890084248
gene-LOC117903177	814.481190710667	792.012421886288	908.545605999597	481.273565256669	980.039664957734	1360.74027012163
gene-LOC117903174	2577.59341530788	2529.92011393296	2324.88343099803	1361.1349290519	2526.21391809917	2270.47970335486
gene-LOC117903175	3369.42593119664	3083.03748465246	2909.74360903547	2217.6746663369	2660.53407522536	2540.19589012145
gene-LOC117903173	648.100541057472	634.901262109932	654.221341172188	544.878001193674	571.10940881801	559.329469278266
gene-LOC117903176	1684.71296559832	1359.11914244889	1444.59607664592	904.243064237751	1391.95481347804	1508.86309400165
gene-LOC117903170	2332.81350665579	2323.30817778872	2748.75720571037	4311.32068259664	2447.61175207718	2678.37016612893
gene-LOC117903171	1.74220575553084	10.7610383408463	11.9883491837836	7.42051752598389	2.98489238058193	5.52697104029907
gene-LOC117895360	209.064690663701	221.677389821434	210.652421372197	240.636782628335	159.194260297703	174.652284873451
gene-LOC117895369	2836.3109700042	2806.47879929271	2806.98633031732	1727.92050962196	2547.10816476325	2358.91123999965
gene-LOC117890239	216.033513685824	1265.49810888352	69.3611631347477	415.548981455098	2638.64486443443	624.547727553796
gene-LOC117897629	948.631033886541	1128.83292195478	949.648517486855	956.186686919639	1059.63679510659	1171.7178605434
gene-LOC117897460	2919.06574339192	2732.22763474088	2696.52225569532	3839.58778273052	2493.38010191277	2516.9826117522
gene-LOC117897704	0	0	0	0	0	0
gene-LOC117903795	8286.80167618243	7003.28375222277	7745.32988338016	5326.87150972415	6831.42369502518	6657.78931514427
gene-LOC117903796	2266.60968794562	2298.55778960477	2230.68925883973	1577.39001123772	2404.82829462218	2358.91123999965
gene-LOC117903793	5092.46742341664	4882.28309524197	4664.32414314779	3047.71255531481	4333.0687724781	3921.93865019622
gene-LOC117903792	1425.12430802423	1610.92743962469	1859.90674479842	3644.53417919037	1314.34761158291	1462.43653726314
gene-LOC117896397	0	0	0	0	0	2.21078841611963
gene-LOC117896562	878.942803665308	865.187482604042	809.21356990539	722.970421817288	938.251171629587	811.359348715904
gene-LOC117896430	2639.44171962922	2607.39958998706	2766.73972948605	3080.5748472156	2429.70239779369	3047.57183162091
gene-LOC117896643	371.089825928069	331.439980898066	333.961155833971	319.082253617307	395.995722490536	403.468885941832
gene-LOC117896737	1884.1955246066	1955.28066653177	1728.0349037768	1414.13862566607	1844.66349119963	2028.39837178976
gene-LOC117903671	5402.58004790113	4952.22984445747	4874.97656451999	3015.91033734631	5172.81849554849	4654.81501013988
gene-LOC117903668	8506.31960137932	8386.07717902152	8805.44247548902	9665.75411456016	7407.50792447749	7463.62169281987
gene-LOC117903670	94.9502136764307	110.838694910717	108.751453310037	150.530498384245	123.37555173072	90.6423250609048
gene-LOC117903721	19.1642633108392	50.5768802019776	41.9592221432425	66.784657733855	9.94964126860644	29.845643617615
gene-LOC117903722	1948.65713756124	1807.85444126218	1588.45626685132	2363.96486899201	2427.71246953997	2324.64401954979
gene-LOC117903720	0	0	0	0	0	0
gene-LOC117903723	9.58213165541961	11.8371421749309	5.99417459189178	19.0813307811014	7.95971301488515	5.52697104029907
gene-LOC117903718	730.855314445187	760.805410697833	706.456291187245	1056.89371048656	753.187844033507	758.300426729033
gene-LOC117903717	478.235479893215	525.138671033299	463.264064887636	1528.62661035268	560.164803422542	540.53776774125
gene-LOC117903724	3032.30911750142	2801.09828012229	2853.22710574049	1432.15988251489	2667.49882411339	2134.5162157635
gene-LOC117903719	322.308064773205	331.439980898066	327.966981242079	346.644175856676	274.610099013538	290.718676719731
gene-LOC117889643	240.424394263256	300.232969709612	240.623294331656	297.880774971639	334.307946625176	344.882992914662
gene-LOC117889641	1209.96189721617	1604.47081662018	1837.64266774282	1843.46856824086	1663.580020111	2149.99173467634
gene-LOC117889642	151.571900731183	162.491678946779	139.57863692548	189.753233878731	135.315121253048	151.439006504195
gene-LOC117889640	787.477001499939	745.739957020648	798.081531377591	1008.13030960153	690.505104041287	696.398351077684
gene-LOC117893728	16821.867672528	14512.3363064653	14533.3044533696	10657.9833151774	14836.9050597459	13105.5537307572
gene-LOC117893736	2236.12108722383	2651.51984718453	2568.07565729764	3428.27909700456	4609.66879974536	4554.22413720644
gene-LOC117896405	0.871102877765419	6.45662300450778	5.13786393590724	7.42051752598389	3.97985650744258	0
gene-LOC117900463	893.75155258732	1161.11603697732	1464.29122173356	1049.47319296058	1135.25406874799	1408.2722210682
gene-LOC117900471	100.176830943023	81.7838913904319	94.1941721582994	58.3040662755877	174.118722200613	110.539420805982
gene-LOC117903033	324.050270528736	356.190369082013	421.304842744394	436.750460100766	425.844646296356	540.53776774125
gene-LOC117900364	208.193587785935	218.44907831918	217.502906620073	290.460257445655	196.007932991547	229.921995276442
gene-LOC117903785	36243.106332308	34660.2283920318	34478.4922525615	27047.7863822113	32296.5355578965	34594.41713544
gene-LOC117903768	2009.63433900482	1776.64743007372	2042.30091452313	1979.15803157313	1743.17715025985	1603.92699589479
gene-LOC117901331	3393.81681177407	4266.75170214556	3337.89893702774	3905.31236653209	5291.2192266449	4283.40255623178
gene-LOC117903846	11897.5231045201	10379.0214797463	11650.9627853256	12214.1718477695	8465.15479133036	9576.03002442218
gene-LOC117903845	0	0	0	0	0	0
gene-LOC117903871	2304.9382145673	2174.80584868504	2184.44848341656	1084.45563272593	1904.36133881127	1914.5427683596
gene-LOC117903877	1148.11359289482	1301.00953540832	999.314535533958	1113.07762889758	1299.42314968	1482.33363300821
gene-LOC117903847	3109.83727362255	4483.04857279657	4287.54745451459	6279.87797484694	3561.9715741611	3668.80337655053
gene-LOC117903859	2968.71860742455	3224.00708691755	3287.37660832465	3568.20885606597	3286.36651102071	3238.80502961526
gene-LOC117903851	1172.50447347225	1341.90148110353	1340.1261766158	1373.8558162393	1117.3447144645	1177.2448315837
gene-LOC117903867	1741.33465265307	1737.90769204668	1585.88733488337	1695.05821772118	1948.13976039314	1718.88799353301
gene-LOC117896414	0.871102877765419	4.30441533633852	2.56893196795362	3.18022179685024	4.97482063430322	0
gene-LOC117903848	167.25175253096	191.546482467064	194.382518908491	254.417743748019	156.209367917121	202.287140074946
gene-LOC117903874	2297.96939154518	2148.97935666701	2352.28537198953	1732.1608053511	1622.78649090971	1823.90044329869
gene-LOC117903861	1421.63989651316	898.546701460666	1370.95336023125	983.748609159007	978.049736704013	1484.54442142433
gene-LOC117903862	1957.3681663389	1819.69158343711	1842.78053167873	1932.51477855266	1643.68073757378	1830.53280854705
gene-LOC117903876	5194.38646011519	5608.65318324909	4791.91443088949	4279.51846462814	6032.46750115608	5969.128723523
gene-LOC117903858	11609.1880519797	17144.4862846363	13198.3161406897	21671.0913976698	12826.0825593606	16921.3745369796
gene-LOC117903879	430.324821616117	538.051917042315	481.246588663311	536.397409735407	485.542493907994	585.858930271702
gene-LOC117903852	7015.86257752269	7818.97045845892	7813.83473585893	10779.89181739	6796.59995058506	8067.16693042053
gene-LOC117903856	4015.78426649858	4377.59039705627	4411.71249963235	5161.49997628794	3758.97447127951	4657.025798556
gene-LOC117903868	0	0	0	0	0	0
gene-LOC117903857	3081.09087865629	2959.28554373273	3533.13776659221	3983.75783752107	2515.26931270371	2761.27473173342
gene-LOC117903854	4214.3957226291	4028.93275481285	3853.39795193043	3742.06098096045	4296.25509978426	4110.96105977445
gene-LOC117903878	15.6798517997775	3.22831150225389	2.56893196795362	12.720887187401	17.9093542834916	14.3701247047776
gene-LOC117903869	1148.98469577259	1219.22564401789	1139.74948311542	1436.40017824402	1249.67494333697	1228.09296515445
gene-LOC117903864	1675.1308339429	1997.24871606107	1916.4232480934	1856.18945542826	1633.73109630518	1857.06226954049
gene-LOC117903870	0	0	0	0	0	0
gene-LOC117903865	627.194071991102	615.531393096408	634.526196084544	537.45748366769	431.814431057519	455.422413720644
gene-LOC117903855	2325.84468363367	2270.57908991857	2004.62324565981	1584.8105287637	2091.41459466107	1983.07720925931
gene-LOC117903866	0	0	0	0	0	0
gene-LOC117903863	940.791107986653	937.286439487713	789.518424817746	546.998149058241	840.744687197244	769.354368809631
gene-LOC117903873	0	0	0	0	0	0
gene-LOC117903853	0	0	0	0	0	0
gene-LOC117903875	517.435109392659	399.234522445398	240.623294331656	492.934378511787	571.10940881801	480.84648050602
gene-LOC117903860	5822.45163498406	5068.44905853861	5293.71247529643	3081.63492114788	4930.04724859449	4874.78845754378
gene-LOC117903849	3113.32168513361	3182.03903738825	3350.7435968675	3614.85210908644	2435.67218255486	2277.11206860322
gene-LOC117896434	16.550954677543	17.2176613453541	10.2757278718145	11.6608132551175	11.9395695223277	7.73775945641871
gene-LOC117903880	145.474180586825	122.675837085648	165.267956605016	151.590572316528	145.264762521654	122.698757094639
gene-LOC117903850	414.644969816339	396.006210943144	471.827171447481	514.135857157455	361.171978050414	427.787558519148
gene-LOC117902848	199.482559008281	276.55868535975	285.151448442852	120.848428280309	355.20219328925	439.946894807806
gene-LOC117896474	2.61330863329626	0	2.56893196795362	1.06007393228341	0.994964126860644	0
gene-LOC117893549	0.871102877765419	4.30441533633852	0	8.4805914582673	0	0
gene-LOC117894881	4.3555143888271	4.30441533633852	3.42524262393816	5.30036966141707	3.97985650744258	3.31618262417944
gene-LOC117889845	1789.24531093017	1508.69757538665	1561.9106365158	750.532344056656	1553.13900202947	1536.49794920314
gene-LOC117889837	1471.29276054579	1532.37185973651	1212.53588887411	998.589644210975	1218.83105540429	1213.72284044968
gene-LOC117889821	8429.66254813596	7031.26245190897	7378.82892261878	5731.81975185641	7425.41727876099	7179.5353813485
gene-LOC117889830	16.550954677543	21.5220766816926	29.1145623034744	31.8022179685024	41.788493328147	46.4265567385122
gene-LOC117899125	578.412310836238	505.768802019776	840.897064176818	444.17097762675	535.290700251026	820.202502380383
gene-LOC117896533	7744.97568621234	7403.59437850225	7463.60367756125	4686.58685462497	6022.51785988748	5685.04241205163
gene-LOC117893897	12982.046187338	13400.7210458559	12426.7802396476	10935.7226854357	18471.5090151679	17084.9728797725
gene-LOC117893703	7102.10176242146	7516.58528108114	7074.83863974427	7501.08314483743	7886.08566949746	7917.93871233245
gene-LOC117894232	541.825989970091	481.01841383583	415.310668152502	288.340109581088	415.895005027749	416.73361643855
gene-LOC117894141	1049.67896770733	976.026177514759	1148.31258967527	569.259701636193	857.659077353875	994.854787253833
gene-LOC117895425	3139.45477146657	3137.91878019078	3459.49505017754	4801.07483931158	2469.50096286812	2690.52950241759
gene-LOC117895510	516.564006514894	610.150873925985	658.502894452111	840.638628300747	441.764072326126	538.32697932513
gene-LOC117895467	1795.34303107453	1652.89548915399	2155.33392111309	2421.20886133532	1399.91452649293	1815.05728963422
gene-LOC117895458	2328.45799226696	2062.89104994024	2207.56887112814	1471.38261800938	1669.54980487216	1960.96932509811
gene-LOC117895482	1537.49657925596	1308.54226224691	1661.24267261001	2824.03695560301	1276.53897476221	1418.22076894074
gene-LOC117895475	104.53234533185	126.980252421986	172.118441852893	337.103510466125	283.564776155283	425.576770103029
gene-LOC117903558	21.7775719441355	10.7610383408463	20.551455743629	26.5018483070853	7.95971301488515	18.7917015370169
gene-LOC117903527	779.63707560005	939.438647155882	847.747549424695	1344.17374613537	570.114444691149	721.822417863059
gene-LOC117903543	2260.51196780126	2241.52428639828	2592.90866632119	3262.90756356835	1949.13472452	2063.77098644767
gene-LOC117903546	21121.6314771781	19222.4427882537	18867.9489939634	10551.9759219491	19049.5831728739	17723.8907320311
gene-LOC117903539	3142.93918297763	2979.73151658034	3093.85040007214	2687.28741833845	2838.63265393342	2913.81913244567
gene-LOC117903544	3429.53202976245	3229.38760608797	3170.06204845477	3205.66357122504	3806.73274936882	3477.57017855618
gene-LOC117903555	53.1372755436906	46.2724648656391	71.0737844467168	106.007393228341	30.84388793268	53.0589219868711
gene-LOC117903530	5264.07469033643	5289.05034452596	6163.72410177672	7325.11087207838	4277.35078137391	4493.42745576315
gene-LOC117903549	8492.38195533507	8024.50629076909	6984.92602086589	7276.34747119335	10043.1678965313	9975.07733353177
gene-LOC117903554	1635.93120444346	1436.59861850298	1413.76889303048	971.027721971606	1602.8872083725	1219.24981148998
gene-LOC117903553	0	0	0	0	0	0
gene-LOC117903541	0	0	0	0	0	0
gene-LOC117903535	9585.61606693067	9463.25711694024	10340.8074816693	10663.2836848389	7663.21370508068	8358.99100134832
gene-LOC117903534	3046.24676354567	3001.25359326203	3601.64261907097	4915.56282399819	2680.43335776257	2790.01498114297
gene-LOC117903536	1765.7255332305	1751.89704188978	1853.91257020653	1561.48890225347	1429.76345029875	1299.94358867834
gene-LOC117903552	358.023282761587	265.797647018904	242.335915643625	272.439000596837	339.28276725948	264.189215726296
gene-LOC117903556	1639.41561595452	1461.34900668693	1472.85432829341	881.9815116598	1565.07857155179	1074.44317023414
gene-LOC117903547	1766.59663610827	1963.88949720445	1714.33393328105	2514.49536737626	1397.9245982392	1774.157703936
gene-LOC117903542	5958.34368391547	5482.74903466119	5109.60568425975	4660.08500631788	5606.62285485973	5410.90464845279
gene-LOC117903557	1069.71433389593	1048.12513439843	1059.25628145288	569.259701636193	933.276350995284	816.886319756203
gene-LOC117903540	10596.9665080163	11787.641398563	11435.1725000175	8708.50735370824	12140.5522759536	12487.6383684517
gene-LOC117903537	4576.77451977951	5009.26334766395	4566.70472836555	5877.04988057924	6266.28407096833	6007.81752080509
gene-LOC117903550	650.713849690768	590.781004912462	571.159207541688	456.891864814151	713.389278959082	675.395861124547
gene-LOC117903531	2075.83815771499	1869.192359805	2502.13973678683	4272.09794710215	1750.14189914787	2038.3469196623
gene-LOC117903548	1880.71111309554	2651.51984718453	1924.13004399726	3395.41680510377	2721.22688696386	2550.14443799399
gene-LOC117903532	1044.45235044074	1275.18304339029	1040.41744702122	2102.12660771801	1323.30228872466	1537.6033434112
gene-LOC117896464	0.871102877765419	13.9893498431002	11.9883491837836	8.4805914582673	15.9194260297703	7.73775945641871
gene-LOC117903591	3871.18118878952	3453.21720357758	3885.93775685784	2513.43529344397	4027.61478553189	4380.67724654105
gene-LOC117903586	0	0	0	0	0	0
gene-LOC117903588	2524.45613976418	2505.16972574902	2146.77081455324	1350.53418972907	2370.00455018205	2237.31787711307
gene-LOC117903593	2524.45613976418	2500.86531041268	2339.44071214976	1857.24952936054	2717.24703045642	2482.71539130234
gene-LOC117903592	0	0	0	0	0	0
gene-LOC117903587	2933.00338943617	2795.71776095187	2603.184394193	1838.16819857944	2837.63768980656	2619.78427310176
gene-LOC117903589	106.274551087381	145.274017601425	105.326210686098	272.439000596837	95.5165561786218	133.752699175238
gene-LOC117890078	62.7194071991102	90.3927220631089	80.4932016625468	94.3465799732238	93.5266279249005	87.3261424367254
gene-LOC117894420	0	0	0	0	0	0
gene-LOC117903081	1118.4960950508	1179.40980215675	1045.55531095712	1506.36505777473	690.505104041287	754.984244104854
gene-LOC117903080	892.880449709555	901.77501296292	941.941721582994	1601.77171168024	777.066983078163	685.344408997085
gene-LOC117902961	5007.09934139563	4937.16439078028	4672.03093905165	6404.96669885638	3053.54490533532	2754.64236648506
gene-LOC117902968	22.6486748219009	21.5220766816926	6.85048524787632	8.4805914582673	7.95971301488515	7.73775945641871
gene-LOC117891251	2088.90470088148	1373.10849229199	1097.79026097218	1329.3327110834	1176.04759794928	799.200012427246
gene-LOC117897131	0	0	0	0	0	5.52697104029907
gene-LOC117896819	113.243374109504	94.6971373994474	113.033006589959	288.340109581088	120.390659350138	173.546890665391
gene-LOC117892006	161.154032386603	189.394274798895	101.044657406176	183.39279028503	215.90721552876	228.816601068382
gene-LOC117896872	0.871102877765419	2.15220766816926	5.13786393590724	0	0	1.10539420805982
gene-LOC117896882	4.3555143888271	0	0.85631065598454	3.18022179685024	1.98992825372129	1.10539420805982
gene-LOC117892104	1812.76508862984	1889.63833265261	2330.87760558992	3806.72549082974	1737.20736549868	1947.70459460139
gene-LOC117894033	1312.75203679249	1194.47525583394	1465.14753238955	2237.81607105028	901.437498935743	1083.28632389862
gene-LOC117896065	2101.10014117019	2101.63078796728	1578.18053897951	1375.97596410387	1794.9152848566	1480.12284459209
gene-LOC117895990	944.275519497714	976.026177514759	1214.24851018608	1949.4759614692	721.348991973967	853.364328622177
gene-LOC117896078	0	0	0	0	0	0
gene-LOC117895998	3589.81495927129	2544.98556761015	2858.36496967639	4101.42604400452	2283.44267114518	2455.08053610085
gene-LOC117896093	0	0	0	0	0	0
gene-LOC117896041	52.2661726659251	18.2937651794387	25.6893196795362	27.5619222393687	41.788493328147	36.4780088659739
gene-LOC117896052	155292.381122119	199561.303823326	162460.970274699	180270.872554456	195866.648085533	195309.891833673
gene-LOC117896110	1905.97309655074	1355.89083094663	1674.94364310576	1505.30498384245	1470.55697950003	1431.48549943746
gene-LOC117896100	263.073069085157	298.080762041442	229.491255803857	117.668206483459	260.680601237489	164.703737000912
gene-LOC117896088	4412.13607588185	3813.71198799593	4093.1649356061	2236.755997118	3905.23419792803	3527.31291791887
gene-LOC117896013	1260.48586412656	1101.93032610266	1144.03103639535	832.158036842479	1166.09795668067	1112.02657330817
gene-LOC117896030	2118.5221987255	2190.94740619631	1632.98442096252	1169.2615473086	2165.04194004876	1640.40500476077
gene-LOC117895982	201.224764763812	186.165963296641	149.854364797294	324.382623278724	207.947502513875	187.917015370169
gene-LOC117898307	236.939982752194	322.831150225389	232.916498427795	279.859518122821	273.615134886677	175.757679081511
gene-LOC117893800	1.74220575553084	0	0	3.18022179685024	0.994964126860644	0
gene-LOC117893923	3.48441151106168	8.60883067267704	3.42524262393816	19.0813307811014	7.95971301488515	4.42157683223926
gene-LOC117893823	168.993958286491	190.47037863298	188.388344316599	337.103510466125	269.635278379234	311.721166672868
gene-LOC117893845	27.004189210728	24.7503881839465	39.3902901752888	63.6044359370048	49.7482063430322	51.9535277788113
gene-LOC117893882	1102.81624325102	1020.14643471223	827.196093681066	1178.80221269916	868.603682749342	619.020756513496
gene-LOC117893906	1637.67341019899	1535.60017123877	1395.7863692548	1060.07393228341	1114.35982208392	1175.03404316758
gene-LOC117893809	1292.71667060388	1445.20744917566	1425.75724221426	1374.91589017159	1251.66487159069	1343.05396279268
gene-LOC117893854	3192.59204701026	3035.68891595274	3001.36884922581	2072.44453761407	2885.39596789587	2712.63738657879
gene-LOC117896482	66.2038187101718	59.1857108746546	46.2407754231652	41.3428833590531	50.7431704698928	23.2132783692561
gene-LOC117893835	2078.45146634829	2100.5546841332	1830.79218249495	1092.9362241842	1808.84478263265	1820.58426067452
gene-LOC117893872	3605.49481107107	3628.62212853337	3671.86009286171	1596.47134201882	3118.21757358126	3082.94444627882
gene-LOC117893789	5662.16870547522	5656.00175194881	5839.18236315858	7306.02954129728	5183.76310094395	5961.39096406658
gene-LOC117893890	915.529124531455	1087.94097625956	1039.56113636523	1440.64047397316	1185.99723921789	1332.00002071208
gene-LOC117893862	0	0	2.56893196795362	5.30036966141707	0	2.21078841611963
gene-LOC117895686	7500.19577756026	6498.59105403708	6871.03670361995	5380.9352802706	4894.22854002751	4944.42829265155
