C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W
gene-LOC117895637	3049.61249726934	2757.83446426715	2605.3580688887	3174.40045949934	2856.26784120472	3198.27682796638
gene-LOC117895639	144.839486594318	111.281039786218	102.899970195073	154.353445247569	125.495072109171	103.303515115193
gene-LOC117895636	472.153916929508	473.186334395312	585.405712790458	569.686070946619	536.114948050377	473.130099227585
gene-LOC117895635	3858.20459172108	4229.64717309183	3695.75187070372	3550.12924069408	4578.06023054254	3937.92999619116
gene-LOC117893102	1478.04704430107	1246.34764560565	1629.97011611523	1332.3139484527	1435.66362492891	1426.62154374082
gene-LOC117893104	1790.53538545731	1696.31011082818	1983.63471955881	1771.00268757737	1525.01611627064	1891.48736175919
gene-LOC117893103	5408.10114512012	4634.12956118435	5655.17483256957	4542.25631968668	4645.32558919306	4349.07798634963
gene-LOC117894233	1561.30123738284	1408.91472981508	1668.01716391846	1376.9952089191	1536.05968261625	1291.29393893991
gene-LOC117894954	5.70234199190227	9.67661215532335	11.2411732145878	16.2477310786914	18.0712903837206	7.23124605806352
gene-LOC117893215	0	0	0	0	0	0
gene-LOC117893521	20.5284311708482	5.80596729319401	17.2941126378274	17.2632142711097	13.0514874993537	19.6276678718867
gene-LOC117892902	8992.59332122988	9583.71667863224	9287.80319214522	8352.34925763982	9253.5046370418	8553.531051538
gene-LOC117894045	2064.24780106862	2102.72782135176	2299.25227519916	2040.10573356819	2125.38454124091	2046.44263443198
gene-LOC117893002	2544.38499678679	2350.44909252804	2920.11091889716	2759.06783380029	2505.88559987592	2773.69938084294
gene-LOC117893003	1421.02362438205	1974.02887968596	1477.78192490235	1589.23119613451	1581.23790857555	1921.44538114259
gene-LOC117893004	624.976682312489	450.930126438068	639.882167599615	669.203423803604	628.479321122726	601.226457970424
gene-LOC117893699	160.806044171644	41.6094322678904	143.541134893968	225.437268716844	222.879248065887	270.655209601806
gene-LOC117895617	1268.20085899907	1047.97709642152	1310.89373794732	1336.37588122237	1089.2972259076	1252.03860319614
gene-LOC117895616	4892.60942905215	4250.93571983355	4968.59856084782	4099.50564779234	4491.71962093143	3184.84737100141
gene-LOC117895612	1332.06708930837	1107.97209178452	1486.42898122127	1487.68287689269	1288.08142012853	1399.76262981087
gene-LOC117895613	3248.05399858753	3219.40886407608	3428.55783044929	3305.39779132129	3292.99069214464	3424.51152606865
gene-LOC117895618	0	1.93532243106467	0	0	0	0
gene-LOC117895625	0	0	4.32352815945686	3.04644957725465	0	4.13214060460773
gene-LOC117895624	0	0	0	0	0	0
gene-LOC117893216	0	0	0	0	0	0
gene-LOC117895621	0	0	0	0	2.00792115374673	0
gene-LOC117895622	0	0	0	0	0	0
gene-LOC117895619	0	0	0	0	0	0
gene-LOC117895620	0	0	0	1.01548319241822	0	0
gene-LOC117893218	2.28093679676091	1.93532243106467	6.0529394232396	2.03096638483643	7.02772403811355	11.3633866626713
gene-LOC117893715	0	0	0	0	6.02376346124019	3.0991054534558
gene-LOC117893219	0	0	0	1.01548319241822	0	0
gene-LOC117893220	0	0	0	0	0	0
gene-LOC117893221	0	0	0	0	0	0
gene-LOC117893222	0	0	0	0	0	0
gene-LOC117894675	0	0	0	0	0	0
gene-LOC117893224	0	0	0.864705631891371	0	0	0
gene-LOC117893225	0	0	0	0	0	0
gene-LOC117894628	0	0.967661215532335	0	0	0	0
gene-LOC117893228	0	0	0	0	0	0
gene-LOC117893231	50.18060952874	50.3183832076814	40.6411646988944	49.7586764284926	64.2534769198953	42.3544411972292
gene-LOC117894879	0	0	0	0	0	0
gene-LOC117894867	0	0	0	0	0	2.06607030230386
gene-LOC117894029	1.14046839838045	1.93532243106467	0	0	0	0
gene-LOC117893901	0	0	0.864705631891371	2.03096638483643	0	2.06607030230386
gene-LOC117893778	0	1.93532243106467	1.72941126378274	0	0	2.06607030230386
gene-LOC117893811	0	0	0	0	0	0
gene-LOC117893280	0	0	0	0	0	0
gene-LOC117894661	370.652229473648	537.051974620446	727.217436420643	229.499201486517	378.493137481258	574.367544040474
gene-LOC117892998	2697.20776216977	3658.72705592776	2355.4581412721	2487.93382142463	2776.95495563173	3011.29746560788
gene-LOC117893001	1.14046839838045	8.70895093979101	2.59411689567411	0	4.01584230749346	0
gene-LOC117892999	85.5351298785341	91.9278154755718	98.5764420356163	78.1922058162026	103.407939417957	113.633866626713
gene-LOC117892997	792.625536874416	1042.17112912832	585.405712790458	784.968507739281	711.808049003215	703.496937934466
gene-LOC117892996	4.56187359352182	17.417901879582	7.78235068702234	7.10838234692751	1.00396057687336	5.16517575575966
gene-LOC117895423	7105.11812191023	8154.48106329098	7624.10955638622	7179.46617039678	9548.66904664257	8328.32938858688
gene-LOC117895426	1.14046839838045	1.93532243106467	2.59411689567411	0	0	0
gene-LOC117893708	18610.1633247723	16117.3652059066	19885.6354166059	19108.3472317336	16354.5177972671	17048.1790994603
gene-LOC117895437	4463.7933112611	4083.53032954645	4350.33403404549	4997.19278989004	4601.15132381063	4392.46546269801
gene-LOC117895439	8503.33237832467	7779.99617287997	8035.70943716651	7594.79879609583	7189.36169099016	7402.72989315474
gene-LOC117895438	0	0	0	0	0	0
gene-LOC117894219	223.531806082569	305.780944108218	196.288178439341	182.786974635279	192.760430759686	237.598084764944
gene-LOC117894220	606.729187938402	526.40770124959	427.164582154337	438.688739124669	406.604033633713	837.791507584217
gene-LOC117894221	203.003374911721	181.920308520079	209.258762917712	198.019222521552	135.534677877904	126.030288440536
gene-LOC117894325	147.120423391079	127.731280450268	150.458779949099	119.827016705349	129.510914416664	114.666901777864
gene-LOC117894324	2319.71272230584	2066.92435637707	2204.999361323	2354.90552321784	2216.74495373639	2427.63260520704
gene-LOC117894321	1095.99013084362	1356.66102417633	901.8879740627	1241.93594432748	1356.35073935592	1327.45016923023
gene-LOC117894322	1048.09045811164	1172.80539322519	1067.91145538584	963.693549604886	1222.82398263176	954.524479664385
gene-LOC117894320	1626.30793609053	1637.28277668071	1661.09951886332	1579.07636421032	2108.31721143407	1622.89822245969
gene-LOC117894326	682.000102231512	773.161311210335	781.6938912298	855.036848016137	820.235791305539	715.893359748289
gene-LOC117893617	5102.45561435415	4520.91319896707	5257.41024189954	4901.73736980273	4749.73748918789	4900.71875706476
gene-LOC117893618	36.4949887481745	32.9004813280994	13.8352901102619	24.3715966180372	22.087132691214	30.991054534558
gene-LOC117895768	412.849560213725	449.962465222536	341.558724597092	396.038445043104	570.249607664071	457.634571960306
gene-LOC117895772	0	0	0	0	0	0
gene-LOC117895771	17.1070259757068	19.3532243106467	4.32352815945686	21.3251470407825	20.0792115374673	18.5946327207348
gene-LOC117894315	9.12374718704364	15.4825794485174	8.64705631891371	13.2012815014368	12.0475269224804	10.3303515115193
gene-LOC117893873	0	0	0.864705631891371	0	0	0
gene-LOC117892948	4070.33171381984	4214.16459364332	2150.52290651384	3757.2878119474	2884.37873735718	5460.62380898911
gene-LOC117894736	1012.73593776184	823.479694418017	961.552662663205	922.05873871574	803.168461498692	907.004862711396
gene-LOC117893721	6271.43572269412	5359.8754728336	7112.20382230653	6369.11058284705	5908.30799489975	5936.85301367015
gene-LOC117893720	191.598690927916	335.77844178972	224.823464291757	278.242394722591	245.970341333974	304.74536958982
gene-LOC117895743	2637.90340545399	2807.1851862593	2740.25214746376	2640.25630028736	3045.01242965691	2707.58513116921
gene-LOC117893281	0	0	0	4.06193276967286	0	0
gene-LOC117895744	31.9331151546527	35.8034649746964	25.0764633248498	28.43352938771	27.1069355755808	20.6607030230386
gene-Trnav-aac-5	0	0	0	0	0	0
gene-LOC117895750	0	0	0	0	0	0
gene-LOC117895747	0	0	0	0	0	0
gene-LOC117895746	1.14046839838045	2.902983646597	4.32352815945686	3.04644957725465	4.01584230749346	0
gene-LOC117895748	0	0	0	0	0	0
gene-LOC117895745	1061.7760788922	1080.87757774962	1236.52905360466	1201.31661663075	1061.18632975515	1052.66281902382
gene-LOC117894031	1535.07046422009	1390.52916671996	1777.83477916866	1393.24293999779	1416.58837396832	1323.31802862562
gene-LOC117894030	2946.97034141509	2789.76728437972	3088.72851711598	2843.352938771	2660.49552871442	2775.76545114524
gene-LOC117893631	3623.2681016547	3522.2868245377	4209.3870160472	3970.53928235522	4172.4601574857	4105.28169067778
gene-LOC117893456	289.678973188635	361.905294609093	266.329334622542	373.697814809903	419.655521133066	401.850673798102
gene-LOC117893457	0	0	0	0	0	0
gene-LOC117894159	162553.241757963	140957.273944164	154953.51982367	153880.230079902	130026.950153177	151514.232584303
gene-LOC117893348	555.408110011281	496.410203568088	646.799812654746	532.113192827145	476.881274014848	537.178278599005
gene-LOC117894798	1842.99693178281	1422.46198683253	1654.18187380819	1484.63642731543	1331.25172493408	1356.37515346249
gene-LOC117893776	4394.22473895989	3982.89356313109	4277.69876096661	4039.59213943966	4029.89775556969	4238.54322517638
gene-LOC117893777	110.625434642904	188.693937028805	185.911710856645	157.399894824823	156.617849992245	135.327604800903
gene-LOC117894474	159.665575773264	163.534745424965	126.24702225614	163.492793979333	186.736667298446	196.276678718867
gene-LOC117894926	0	0	0	0	0	0
gene-LOC117893424	2249.00368160626	4391.24659608574	2836.2344726037	1980.19222521552	2627.3648296776	2653.86730330931
gene-LOC117893668	6440.22504565443	8208.67009136079	5503.85134698858	5110.92690744088	5377.21284973374	6866.58464970689
gene-LOC117894305	240.638832058276	179.017324873482	115.005849041552	115.765083935677	131.518835570411	259.291822939135
gene-LOC117894475	529.177336848531	572.855439595142	543.035136827781	520.942877710545	534.10702689663	836.758472433065
gene-LOC117893454	5.70234199190227	17.417901879582	19.8882295335015	12.1857983090186	5.01980288436682	33.0571248368618
gene-LOC117893453	2426.91675175361	2139.49894754199	2186.84054305328	2631.1169515556	2407.49746334233	2298.50321131305
gene-LOC117894418	3342.71287565311	2700.74245255075	3810.75771974527	2803.74909426669	2975.73914985265	2803.65740022634
gene-LOC117894422	792.625536874416	895.08662436741	742.782137794688	715.915650654842	691.728837465748	858.452210607255
gene-LOC117894419	6977.38566129162	7029.09106962688	6448.10989701396	6293.9648266081	7547.77561693395	6141.39397359824
gene-LOC117894250	0	0.967661215532335	0.864705631891371	1.01548319241822	0	0
gene-LOC117893094	8437.1852112186	8663.47086266099	8606.41515421482	8679.33484559849	8462.38370246559	8389.27846250484
gene-LOC117893093	13823.6174567695	12292.2004209072	15256.8661690914	15333.7962055151	12928.0003483983	11989.4059642693
gene-LOC117894560	1025.28109014403	981.208472549787	1103.36438629339	1162.72825531886	1144.51505763564	1085.71994386068
gene-LOC117893732	719.635559378067	882.507028565489	723.758613893078	726.070482579024	724.859536502569	839.857577886521
gene-LOC117893731	10541.3494062305	9156.97808258248	10666.1439693801	11801.9456622845	9741.42947740226	10876.8271064787
gene-LOC117894857	4.56187359352182	3.87064486212934	14.6999957421533	11.1703151166004	10.0396057687336	16.5285624184309
gene-LOC117893786	1888.61566771803	1883.06872542592	2077.02292780307	1897.93808662964	2041.05185278355	1794.38205755091
gene-LOC117893369	107829.006130075	103018.180666788	111618.797081434	115365.999041056	99613.9723979521	111122.558174262
gene-LOC117895909	0	0	0	0	0	0
gene-LOC117895910	0	0	0	0	0	0
gene-LOC117893368	1819.04709541682	1334.40481621909	1768.32301721785	1502.91512477896	1423.61609800643	1522.69381279795
gene-LOC117893372	1268.20085899907	1101.1984632758	1246.90552118736	1081.4895999254	808.188264383058	926.632530583283
gene-LOC117893371	25.09030476437	18.3855630951144	24.2117576929584	23.356113425619	33.130699036821	29.958019383406
gene-LOC117893370	4.56187359352182	4.83830607766167	5.18823379134823	4.06193276967286	2.00792115374673	1.03303515115193
gene-LOC117893373	0	0	0	0	0	0
gene-LOC117893529	1.14046839838045	0	0	0	0	0
gene-LOC117894607	0	0	1.72941126378274	5.07741596209108	0	0
gene-LOC117894308	108.344497846143	182.887969735611	126.24702225614	190.910840174624	255.005986525835	318.174826554795
gene-LOC117894917	0	0	0	1.01548319241822	0	0
gene-Trnap-agg	0	3.87064486212934	2.59411689567411	2.03096638483643	0	5.16517575575966
gene-Trnal-caa-4	0	1.93532243106467	0	0	0	0
gene-LOC117893012	3237.78978300211	4100.94823142603	3085.26969458841	3157.13724522823	3696.58284404773	3556.7400254161
gene-LOC117893013	11.4046839838045	39.6741098368257	18.1588182697188	17.2632142711097	19.0752509605939	23.7598084764944
gene-Trnal-aag-5	1.14046839838045	3.87064486212934	0.864705631891371	1.01548319241822	6.02376346124019	3.0991054534558
gene-LOC117894150	0	0	0	1.01548319241822	0	0
gene-LOC117893305	9.12374718704364	26.126852819373	11.2411732145878	10.1548319241822	17.0673298068472	13.4294569649751
gene-LOC117893666	104.923092651002	102.572088846427	172.941126378274	172.632142711097	141.558441339144	517.550610727118
gene-LOC117893855	1059.49514209544	2282.71280744078	632.099816912592	777.860125392353	794.132816306831	1165.26365049938
gene-LOC117893853	4.56187359352182	3.87064486212934	3.45882252756549	1.01548319241822	1.00396057687336	7.23124605806352
gene-LOC117893309	0	0.967661215532335	0	1.01548319241822	0	0
gene-LOC117894329	12.545152382185	10.6442733708557	0	0	1.00396057687336	2.06607030230386
gene-LOC117893312	4.56187359352182	0.967661215532335	0	1.01548319241822	0	0
gene-LOC117893885	0	0	0	1.01548319241822	0	2.06607030230386
gene-LOC117893460	57.0234199190227	119.98999072601	60.529394232396	57.8825419678383	116.45942691731	99.1713745105855
gene-LOC117894411	13.6856207805655	8.70895093979101	4.32352815945686	5.07741596209108	1.00396057687336	1.03303515115193
gene-LOC117894412	1661.66245644032	1412.78537467721	1509.77603328233	1522.2093054349	1374.42202973964	1504.09918007721
gene-LOC117894983	556.548578409662	555.43753771556	818.011527769237	651.940209532494	688.716955735128	648.746074923413
gene-LOC117894982	10.2642155854241	11.611934586388	11.2411732145878	19.2941806559461	14.0554480762271	8.26428120921546
gene-LOC117894984	275.99335240807	277.71876885778	236.064637506344	208.174054445734	211.83568172028	277.88645565987
gene-LOC117894979	513.210779271205	521.569395171928	379.605772400312	492.509348322835	543.14267208849	442.139044693027
gene-LOC117894985	294.240846782157	394.805775937193	294.864620474958	252.855314912136	209.827760566533	231.399873858033
gene-LOC117894981	4557.3117199283	4770.56979257441	4780.95743872739	4275.18424008069	5172.40489205157	4136.27274521234
gene-LOC117894980	486.980006108454	520.601733956396	486.829270754842	614.36733141302	569.245647087198	477.262239832193
gene-LOC117893462	6726.48261364792	7079.40945283456	7042.16266612333	6687.97230526637	7353.00726502052	7137.2398593087
gene-LOC117893152	1930.81299845811	2513.98383795301	1716.44067930437	1973.08384286859	2087.23403931972	2335.69247675452
gene-LOC117893313	164.227449366785	109.345717355154	144.405840525859	104.594768819076	125.495072109171	109.501726022105
gene-LOC117893153	439.080333376475	492.539558705958	515.364556607257	494.540314707671	554.186238434097	515.484540424814
gene-LOC117895333	2720.01713013738	2825.57074935442	2689.23451518216	3068.79020748785	3594.17886520664	2665.23068997198
gene-LOC117895335	0	0	0	0	0	0
gene-LOC117895338	37.635457146555	47.4153995610844	19.0235239016102	47.7277100436561	79.3128855729958	70.2463902783314
gene-LOC117895334	3167.08074230252	3631.63254189285	2533.58750144172	1804.51363292717	1841.26369798575	2265.44608647619
gene-LOC117895336	133.434802610513	164.502406640497	125.382316624249	179.740525058024	163.645574030358	159.087413277398
gene-LOC117893319	0	0	0	0	0	0
gene-LOC117895337	0	0	0	0	0	0
gene-LOC117893321	0	0	0	0	0	0
gene-LOC117894062	19310.4109213779	18080.7498122217	20126.0235822717	21242.8929021966	21104.255286455	19389.0367519706
gene-LOC117894953	585.060288369173	478.024640472973	711.652735046599	545.314474328582	649.562493237067	545.44255980822
gene-LOC117893712	602.16731434488	629.94745131155	748.835077217928	716.93113384726	651.570414390814	578.499684645082
gene-LOC117893709	351.26426670118	380.290857704208	450.511634215404	465.091302127543	382.508979788752	377.057830170455
gene-LOC117893711	160.806044171644	160.631761778368	235.199931874453	169.585693133842	154.609928838498	142.558850858967
gene-LOC117893710	29.6521783578918	50.3183832076814	22.4823464291757	31.4799789649647	28.1108961524542	65.0812145225717
gene-LOC117894431	1618.32465730187	1913.06622310743	1653.3171681763	1604.46344402078	1568.1864210762	2030.9471071647
gene-LOC117893325	3.42140519514136	1.93532243106467	3.45882252756549	0	1.00396057687336	5.16517575575966
gene-LOC117893787	2.28093679676091	1.93532243106467	0	2.03096638483643	2.00792115374673	2.06607030230386
gene-LOC117893327	0	2.902983646597	1.72941126378274	1.01548319241822	1.00396057687336	0
gene-LOC117894877	38.7759255449355	54.1890280698107	38.9117534351117	42.6502940815651	35.1386201905678	26.8589139299502
gene-LOC117893633	0	0.967661215532335	0	0	3.01188173062009	8.26428120921546
gene-LOC117893598	936.324555070353	810.900098616096	822.335055928694	998.219978147106	823.247673036159	1144.60294747634
gene-LOC117893597	2823.79975439001	3265.85660242163	3689.69893128048	3174.40045949934	3174.52334407358	3104.27062921156
gene-LOC117893596	2272.95351797225	2036.92685869556	2439.33458756556	2178.21144773707	2270.95882488755	2060.9051265481
gene-LOC117892900	13628.5973606464	15140.0273782189	14921.3603839175	14748.8778866822	13789.3985233557	17372.552136922
gene-LOC117892898	1101.69247283552	1268.60385356289	1271.11727888032	1378.01069211152	1372.41410858589	1305.75643105604
gene-LOC117892899	6237.22167074271	5956.92244281705	5945.71592488507	6144.68879732262	4734.67808053479	5274.67748178176
gene-LOC117894151	1963.88658201114	1699.21309447478	1737.19361446976	2051.2760486848	1949.69144028807	1849.13292056196
gene-LOC117894152	1912.56550408402	2353.35207617464	2248.23464291757	2446.29901053548	2739.80841428741	5211.6623375615
gene-LOC117893509	1166.69917154321	1250.21829046778	639.882167599615	1061.17993607704	1212.78437686302	2612.54589726324
gene-LOC117893458	1296.71256895858	1257.95958019204	805.040943290867	1000.25094453194	1238.88735186173	2680.72621723926
gene-LOC117893614	233.796021667993	279.654091288845	248.170516352824	188.879873789788	203.803997105293	288.216807171389
gene-LOC117894885	221.250869285808	328.037152065461	310.429321849002	247.777898950045	237.938656718987	407.015849553861
gene-LOC117894889	6638.66654697263	5123.76613624371	6113.46881747199	6225.92745271608	5436.44652376927	5813.92183068307
gene-LOC117894880	8057.40923455791	8487.35652143411	9016.28562373133	7708.53291364667	9061.74816685899	8252.91782255278
gene-Trnam-cau-8	0	0	0	0	0	0
gene-LOC117894884	1.14046839838045	5.80596729319401	5.18823379134823	0	1.00396057687336	3.0991054534558
gene-LOC117894887	4.56187359352182	5.80596729319401	4.32352815945686	1.01548319241822	0	4.13214060460773
gene-LOC117894883	4120.51232334858	4234.4854791695	4275.96934970283	3845.63484968778	4066.04033633713	3659.01050538014
gene-LOC117894886	2355.06724265564	2293.35708081163	2349.40520184886	2609.79180451481	2364.32715853677	2573.29056151946
gene-LOC117894882	8401.83069086881	7364.8695114166	9455.55608473214	7843.5921782383	7995.54203421947	7715.73954395378
gene-LOC117894047	5160.61950267156	5589.21118091477	5286.81023338384	5174.90234856323	6010.71197374083	5206.49716180574
gene-LOC117894057	6938.60973574669	6354.63120240084	6368.55697887995	7306.40156944906	6764.68636697273	7670.28599730309
gene-LOC117894051	0	0	0	0	0	0
gene-LOC117894052	0	0	0	0	0	0
gene-LOC117894053	1523.66578023629	1518.26044717023	1561.65837119582	1666.40791875829	1436.66758550578	1447.28224676386
gene-LOC117894061	2924.16097344749	2272.06853406992	2688.36980955027	2649.39564901912	2326.17665661559	2226.19075073241
gene-LOC117894058	273.712415611309	204.176516477323	228.282286819322	267.072079605991	275.085198063302	212.805241137298
gene-LOC117893328	96.9398138623386	64.8333014406664	69.1764505513097	109.672184781167	88.3485307648561	79.5437066386988
gene-LOC117894056	457.327827750562	343.519731513979	403.81753009327	514.849978556035	565.229804779704	424.577447123444
gene-LOC117894060	29519.8840236797	26617.4570556479	28110.7153871566	30740.7072008842	23826.9963709356	28434.2925354569
gene-LOC117894059	1523.66578023629	1117.64870393985	1369.69372091593	1434.87775088694	1140.49921532814	1101.21547112796
gene-LOC117894054	1422.16409278043	1203.77055212222	1359.31725333324	1498.85319200929	1183.6695201337	1279.93055227724
gene-LOC117894050	5393.27505594117	4609.93803079604	5580.81014822691	5244.97068884008	4587.0958757344	5075.30169760944
gene-LOC117894048	3581.07077091463	3251.34168418864	3792.59890147555	3604.96533308466	3402.42239502383	3316.0428351977
gene-LOC117894049	26.2307731627505	40.6417710523581	10.3764675826965	24.3715966180372	16.0633692299738	24.7928436276464
gene-LOC117894659	147.120423391079	48.3830607766167	138.352901102619	191.926323367043	418.651560556193	638.415723411894
gene-LOC117893329	0	0	0	2.03096638483643	0	0
gene-LOC117894478	0	0	0	1.01548319241822	0	0
gene-LOC117894477	938.605491867114	363.840617040158	861.246809363806	1016.49867561063	2055.10730085978	2328.46123069645
gene-LOC117893349	86.6755982769145	92.8954766911041	83.876446293463	84.2851049707119	91.3604124954762	86.7749526967623
gene-LOC117893350	1.14046839838045	0	0	2.03096638483643	0	0
gene-LOC117894834	425.39471259591	484.7982689817	421.111642731098	343.233319037357	391.544624980612	385.322111379671
gene-LOC117893604	86.6755982769145	141.278537467721	89.9293857167026	81.2386553934572	83.3287278804893	90.90709330137
gene-LOC117893693	6.84281039028273	5.80596729319401	7.78235068702234	6.09289915450929	7.02772403811355	0
gene-LOC117893713	49.0401411303595	56.1243505008754	44.9646928583513	49.7586764284926	17.0673298068472	56.8169333133563
gene-LOC117893096	1341.19083649541	1034.42983940407	1320.40549989812	1195.22371747624	1054.15860571703	1151.8341935344
gene-LOC117893095	0	0	0	0	0	0
gene-LOC117894708	183.615412139253	262.236189409263	231.741109346887	294.490125801282	350.382241328804	461.766712564914
gene-LOC117894044	502.94656368578	469.315689533182	399.494001933814	464.075818935124	544.146632665364	489.658661646016
gene-LOC117892932	2023.19093872693	1857.90953382208	1988.82295335015	1896.92260343723	1906.52113548252	1634.26160912236
gene-LOC117892934	926.060339484929	945.405007575091	1036.78205263775	895.656175712866	1045.12296052517	1117.74403354639
gene-LOC117892933	1095.99013084362	1056.68604736131	1048.02322585234	990.09611260776	1057.17048744765	930.764671187891
gene-LOC117894176	904.3914399157	758.64639297735	741.917432162797	820.510419473918	916.616006685382	721.058535504048
gene-LOC117894177	1844.1374001812	1637.28277668071	1857.38769730267	1764.90978842286	1845.27954029324	1687.97943698226
gene-LOC117894836	3.42140519514136	13.5472570174527	12.1058788464792	8.12386553934572	17.0673298068472	10.3303515115193
gene-LOC117894837	800.608815663079	658.009626561988	845.682107989761	771.767226237844	734.899142271303	702.463902783314
gene-LOC117895722	247.481642448559	206.111838908387	283.62344726037	309.722373687556	224.887169219634	272.72127990411
gene-LOC117895727	214.408058895525	178.04966365795	203.205823494472	230.514684678935	200.792115374673	215.904346590754
gene-LOC117895724	4.56187359352182	0.967661215532335	3.45882252756549	2.03096638483643	7.02772403811355	1.03303515115193
gene-LOC117895723	3.42140519514136	5.80596729319401	9.51176195080508	5.07741596209108	2.00792115374673	5.16517575575966
gene-LOC117895725	866.755982769145	868.959771548037	1009.11147241723	820.510419473918	921.635809569749	1017.53962388465
gene-LOC117895721	2717.73619334062	2760.73744791375	2574.22866614061	2405.67968283875	3036.98074504193	3344.96781942996
gene-LOC117895728	26.2307731627505	59.9949953630048	25.9411689567411	29.4490125801282	33.130699036821	30.991054534558
gene-LOC117893330	15.9665575773264	14.514918232985	14.6999957421533	30.4644957725465	33.130699036821	40.2883708949253
gene-LOC117894860	1536.21093261847	1204.73821333776	1592.78777394391	1357.70102826315	1212.78437686302	1247.90646259153
gene-LOC117895753	3411.14097955594	3322.94861413804	4120.32233596238	4253.8590930399	3450.61250271375	3421.4124206152
gene-LOC117895752	1434.70924516261	1431.17093777232	1374.01724907539	1415.58357023099	1678.62208453227	1527.85898855371
gene-LOC117895757	567.953262393466	747.034458390962	791.205653180605	610.305398643348	730.883299963809	847.088823944584
gene-LOC117895755	950.010175850919	872.830416410166	855.193869940566	946.430335333777	669.641704774534	1010.30837782659
gene-LOC117895756	68.4281039028273	86.1218481823778	138.352901102619	108.656701588749	79.3128855729958	77.4776363363949
gene-LOC117895754	400.30440783154	474.153995610844	450.511634215404	513.834495363617	528.08326343539	452.469396204546
gene-LOC117895751	699.107128207219	1349.88739566761	937.340904970246	894.640692520448	1157.56654513499	1576.41164065785
gene-LOC117893785	1.14046839838045	3.87064486212934	5.18823379134823	4.06193276967286	4.01584230749346	2.06607030230386
gene-LOC117893816	0	2.902983646597	3.45882252756549	1.01548319241822	0	4.13214060460773
gene-LOC117893331	1.14046839838045	0	0.864705631891371	0	1.00396057687336	0
gene-LOC117895428	5614.52592522698	6739.76036618271	5036.04560013535	6993.63274618425	7306.82507848435	8494.64804792234
gene-LOC117895431	1.14046839838045	1.93532243106467	0	1.01548319241822	1.00396057687336	0
gene-LOC117895430	1322.94334212133	1185.38498902711	1414.65841377428	1345.51522995414	1325.22796147284	1258.23681410305
gene-LOC117895429	311.347872757864	330.940135712058	262.870512094977	229.499201486517	360.421847097538	325.406072612859
gene-LOC117895188	0	0	0	0	0	0
gene-LOC117893148	0	0	0	0	0	0
gene-LOC117893149	0	0	0	0	0	0
gene-LOC117895432	0	0	0	0	0	0
gene-LOC117895427	273.712415611309	376.420212842078	262.005806463085	337.140419882848	320.263424022603	271.688244752958
gene-LOC117894932	1.14046839838045	2.902983646597	0.864705631891371	0	0	0
gene-LOC117894266	0	1.93532243106467	0	0	4.01584230749346	0
gene-LOC117894265	0	3.87064486212934	0.864705631891371	0	0	1.03303515115193
gene-LOC117894269	0	0	0	0	0	1.03303515115193
gene-LOC117894268	0	0	0	0	1.00396057687336	0
gene-LOC117894267	0	0	0	0	0	0
gene-LOC117894270	0	0	0	0	0	0
gene-LOC117894271	11.4046839838045	0.967661215532335	1.72941126378274	2.03096638483643	4.01584230749346	8.26428120921546
gene-LOC117893332	1.14046839838045	2.902983646597	0.864705631891371	1.01548319241822	1.00396057687336	4.13214060460773
gene-LOC117894259	749.287737735959	1078.94225531855	921.776203596202	668.187940611186	823.247673036159	949.359303908625
gene-LOC117894260	244.060237253417	412.223677816775	293.135209211175	223.406302332007	338.334714406324	271.688244752958
gene-LOC117894258	137.996676204035	187.726275813273	141.811723630185	142.16764693855	176.697061529712	141.525815707815
gene-LOC117893333	1.14046839838045	0	1.72941126378274	1.01548319241822	2.00792115374673	2.06607030230386
gene-LOC117894263	1.14046839838045	2.902983646597	0.864705631891371	2.03096638483643	2.00792115374673	3.0991054534558
gene-LOC117894264	0	0	2.59411689567411	0	1.00396057687336	0
gene-LOC117894257	14.8260891789459	31.932820112567	48.4235153859168	31.4799789649647	28.1108961524542	40.2883708949253
gene-LOC117893334	50.18060952874	105.475072493024	57.0705717048305	43.6657772739833	72.2851615348822	60.949073917964
gene-LOC117894255	404.866281425061	539.954958267043	417.652820203532	479.308066821398	522.05949997415	751.016554887455
gene-LOC117894254	9140.85421301934	8444.77942795069	9016.28562373133	8944.37595881964	8526.63717938549	8042.17865171779
gene-LOC117894261	33.0735835530332	47.4153995610844	49.2882210178082	25.3870798104554	39.1544624980612	48.5526521041408
gene-LOC117894256	1108.5352832258	1141.84023432816	1388.71724481754	1541.50348609085	1260.97448455295	1245.84039228923
gene-LOC117893825	160.806044171644	193.532243106467	137.488195470728	155.368928439987	186.736667298446	155.988307823942
gene-LOC117893826	947.729239054158	857.347836961649	861.246809363806	1098.75281419651	900.552637455408	823.32901546809
gene-LOC117893878	5353.35866199785	5350.19886067828	6135.08645826928	5767.94453293546	5393.27621896371	5287.07390359559
gene-LOC117893879	1486.03032308973	1325.6958652793	1641.21128932982	1496.82222562445	1182.66555955682	1311.95464196295
gene-LOC117893139	4482.04080563519	4768.63447014335	4768.85155988091	4742.30650859307	5640.25052087456	4487.50469660399
