C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	W_NL1_G23_C	W_NL2_G23_C	W_NL3_G23_C	C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117898513	2989.92691656873	2422.15824626527	3022.54542855158	3002.91379634429	2911.38311126905	2993.00123342276	2940.10778810018	2913.13114023637	2634.51798200823	2895.27571287719	2820.34298286897	2905.19499692986
gene-LOC117898613	5.91128295090693	6.99179699952862	1.79432794808642	1.57798938326027	1.86388163333486	6.56359919610255	7.43793079750679	10.5855055967891	2.1228992602806	7.05304680359853	3.79078357912496	12.9696205220083
gene-LOC117898579	43865.2662655	40578.3921289785	44358.4783686185	46531.7509335789	47425.5362193888	50859.1423041999	41853.2365975707	41780.9905905267	46827.9733328997	49180.8953614925	51892.0364146416	46545.8064500675
gene-LOC117898557	15700.3675176088	14996.4057358461	15188.0889165775	15973.1975320521	16112.3247793632	16708.7356868784	14732.4157867759	14166.5821401829	14177.782709784	15496.4254583564	16472.8500430875	15678.1096076877
gene-LOC117898460	1843.13802409278	1887.78518987273	2471.68674848904	1944.87191486828	1937.50495785159	1855.31070609832	2287.69500100459	2305.52311898068	2173.84884252734	2039.21215709042	1918.13649103723	2295.62283239547
gene-LOC117898580	1902.25085360185	1913.75472158526	2020.41326954531	2282.56164288598	2167.69433956844	2178.0209999067	2101.74673106692	1453.38991843915	1573.06835186793	2481.79084401623	2102.93719051957	1847.09012267602
gene-LOC117898550	349.94795069369	332.609771549004	388.47200076071	426.057133480273	434.284420567022	424.446081347965	510.029540400466	465.762246258722	454.300441700049	560.717220886083	591.362238343494	592.279337171713
gene-LOC117898586	1879.7879783884	1409.34650947641	1878.66136164648	2097.93688504453	2025.10739461832	2042.37328318724	1823.35560693166	1492.55628914727	1473.29208663474	2127.37524213541	2005.3245133571	1927.0694492284
gene-LOC117898434	18.9161054429022	23.9718754269553	17.046115506821	22.8808460572739	16.7749347000137	29.5361963824615	39.3147770725359	31.7565167903674	42.4579852056121	43.199911672041	44.5417070547183	34.5856547253555
gene-LOC117898574	683.344309124841	586.312119817614	710.553867442223	667.489509119094	603.897649200494	773.41077194075	732.104902783168	653.12569532189	672.959065508952	804.928966460682	790.378376247554	744.672378305311
gene-LOC117898502	2425.9905230522	1906.76292458573	2359.54125173364	2556.34280088164	2571.22471318544	2599.18528165661	2341.88563967214	1973.1382432415	1974.29631206096	2462.39496530634	2387.24595895394	2398.29899486137
gene-LOC117898518	411.425293383122	311.634380550418	339.127982188334	402.387292731369	367.184681766967	344.588957795384	389.960086097856	355.672988052115	304.636043850267	397.615513552867	352.542872858621	352.341357514559
gene-LOC117898421	11439.5147665951	11583.4099719333	12394.320301407	9718.04761680838	7767.72670692302	8715.36579922483	10987.9489110025	13664.8291748951	10667.56878291	6185.52204675591	6903.01689758655	8358.92042643436
gene-LOC117898541	3810.41299015461	3285.14576163566	3899.07463119179	4075.15758226965	4158.31992397007	4166.79155632577	3460.76294392566	3324.90730795147	3546.30321429875	3904.74303664223	4083.62161061236	3866.02771726865
gene-LOC117898528	5629.90588244376	4854.30477395844	5465.52292987124	5607.38527341537	5318.58624072102	5321.98501483982	5191.67569665974	4868.27402396333	4444.28960139745	5209.55669530796	5292.88157235323	4755.52752473639
gene-LOC117898596	16426.2730639802	13715.9080567896	15180.9116047852	15947.1607072283	16704.107197947	16326.9530003051	13374.4621354597	11488.4492241953	13440.0752168365	15639.2496561293	16443.4714703493	14582.176673578
gene-LOC117898426	5549.51243431143	5736.27002404184	4945.16782492618	4796.29873041959	4390.37318732026	4815.49394354057	5473.2545054225	5212.30295585897	5186.24289286552	4144.54662796458	3966.10731965949	4492.89270916572
gene-LOC117898487	10964.2476173422	10043.2169757515	12171.8236358442	12095.28862269	11472.1914531761	12486.1535373857	11079.3292036576	10521.9925632084	10173.9947048948	11186.1322305073	11169.5438158917	11022.0158402867
gene-LOC117898397	5198.38222702756	5828.1622131785	5862.96657037238	4457.82000771026	3148.09607870258	4011.45304201801	5789.89784508778	7811.04457987071	5719.09060719595	2403.3256983262	2908.47870108363	3552.59522132011
gene-LOC117898442	39519.2910399932	35493.3580540356	46520.6435460626	41381.1935866173	41279.3865334671	46380.5797860593	43225.0035489395	38199.914047133	40854.1348144701	44174.9953926385	43338.1332683461	44118.3258090316
gene-LOC117898452	3439.18442083765	3903.42038202255	2652.91387124577	2082.15699121193	3639.22888908631	3228.1968712831	3235.49989691545	3395.83019544996	4459.14989621941	5326.81359841779	5113.76704823957	4923.05178981233
gene-LOC117898471	1152.70017542685	753.116419663511	854.99726726318	1011.49119466983	941.260224834104	939.688618242015	810.73445692824	784.385964722075	728.154446276247	1042.96929608213	886.09566162046	981.367952831963
gene-LOC117898505	2548.94520843107	2729.79731424453	2844.90696169102	2529.51698136621	2901.13176228571	2945.96210585069	2865.72848012512	2919.48244359445	3754.34734180625	3649.95172086224	3615.45983859043	3642.301763264
gene-LOC117898572	1108.95668159014	1071.74259721346	988.674699395618	1039.10600887689	1232.95770045101	1099.40286534718	1271.88616637366	1043.73085184341	1236.58881911345	1561.36823614662	1469.8763328057	1232.11394959079
gene-LOC117903746	2746.38205899136	3569.81178233075	2181.90278487309	2501.11317246753	2856.39860308567	2509.48275930987	2671.27971784744	2583.92191617623	2754.46179021408	2577.00697586481	2181.59594978641	2485.84393338493
gene-LOC117892013	16.5515922625394	3.99531257115921	16.1489515327778	8.67894160793149	10.2513489833417	4.3757327974017	15.9384231375145	15.8782583951837	11.6759459315433	10.5795702053978	9.4769589478124	9.72721539150624
gene-LOC117890087	9693.32178289719	8807.66656312048	7512.85111863784	8375.17865165389	9044.4856257574	7915.70063049967	7855.51748370967	7293.41335618772	9194.2766962753	10643.9292574806	9476.01125191762	9429.99492121022
gene-LOC117903363	8049.98512254506	10250.9732294517	9313.45921454257	8039.06691301945	4654.11243843714	6666.42891684149	9585.36767490125	11976.4410322072	9760.02934914008	4027.28972485476	4373.61655441542	5657.99695272613
gene-LOC117903365	1131.41955680359	1028.7929870735	1375.35237220824	1304.99721995624	1315.90043313441	1335.69243640687	1093.3758272335	1143.23460445323	1135.75110425012	1352.42172459002	1421.54384217186	1441.78948136326
gene-LOC117890272	0	0	1.79432794808642	3.94497345815068	0	1.09393319935042	0	0	0	0	0	0
gene-LOC117903464	2213.18433681956	2361.22972955509	2780.31115555991	2572.91168940587	3014.82854191913	2894.54724548122	2413.0772630197	2557.45815218426	2338.37353519909	2539.97848014592	2655.44389717704	2406.94540854271
gene-LOC117903466	3960.55957710764	4652.5414891149	3602.11335578349	4478.33386969265	4088.42436272001	4360.41773261079	3819.90874529099	3643.53102641482	5535.45982118168	5292.42999525024	3933.88565923693	4637.72013832814
gene-LOC117903463	7412.74882043729	7783.86771676093	7188.97492400824	6871.35476940685	6104.21234917166	6158.84391234289	6520.94018632845	7648.02779368015	6883.50085145986	4748.46376052271	5177.26267318991	5552.07838512973
gene-LOC117903469	0	0.998828142789802	0	0	0	0	0	0	4.24579852056121	0	0	0
gene-LOC117903467	0	0	0	0.788994691630135	0	0	0	0	0	0	0	0
gene-LOC117903468	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903465	5.91128295090693	0.998828142789802	0.89716397404321	3.15597876652054	4.65970408333715	2.18786639870085	0	2.11710111935783	1.0614496301403	0	0	1.08080171016736
gene-LOC117894778	2.36451318036277	0.998828142789802	0	0.788994691630135	0.931940816667429	1.09393319935042	1.06256154250097	0	0	0.881630850449816	0	0
gene-LOC117897509	2928.44957387929	2574.97895211211	2606.26134459553	2713.35274451603	2445.41270293533	2300.54151823394	3310.94176643302	3595.89625122927	2635.57943163837	2296.64836542177	2551.1973487511	2313.99646146832
gene-LOC117900915	800.387711552799	803.057826803001	846.922791496791	729.031095066245	620.672583900508	746.06244195699	864.92509559579	993.9789755385	954.243217496132	609.206917660823	634.00855360865	754.399593696818
gene-LOC117901768	703.442671157925	978.851579934006	731.188638845216	686.425381718218	795.877457433985	666.205318404409	782.045295280714	727.224234499414	702.67965515288	873.696172795767	710.77192108593	739.268369754474
gene-LOC117892351	191.525567609385	240.717582412342	143.546235846914	176.73481092515	149.110530666789	137.835583118154	178.510339140163	222.295617532572	166.647591932027	101.387547801729	90.0311100042178	115.645782987908
gene-LOC117893052	368.864056136593	410.518366686609	424.358559722439	327.432797026506	295.425238883575	315.052761412922	415.461563117879	523.982527041063	618.825134371796	205.419988154807	242.610149063997	360.987771195898
gene-LOC117893057	2.36451318036277	3.99531257115921	3.58865589617284	3.94497345815068	1.86388163333486	1.09393319935042	3.18768462750291	1.05855055967891	1.0614496301403	0	1.89539178956248	0
gene-LOC117893060	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894235	696.349131616837	763.104701091409	464.730938554383	617.782843546396	1165.85796165095	483.518474112888	406.961070777871	513.397021444273	388.490564631351	455.803149682555	559.140577920932	435.563089197446
gene-LOC117894226	11718.5273218779	14462.0326794536	11412.8229138037	9839.55279931942	14216.7571582616	13476.1630827979	11940.0040530834	11141.2446406206	13116.3330796437	15233.6994649224	16022.6944930664	12898.2876091373
gene-LOC117903638	1969.63947924219	1725.97503074078	2088.59773157259	1935.40397856872	1996.21722930163	1927.51029725545	1720.28713730907	1983.72374883829	1909.5478846224	1767.66985515188	1856.53625787645	2017.85679288246
gene-LOC117903819	2003.92492035745	2092.54495914464	2378.38169518855	2332.26830845868	2373.65326005194	2470.10116413326	1929.61176118176	2090.63735536586	2101.6702676778	2296.64836542177	2176.85747031251	2063.25046470949
gene-LOC117903704	5341.4352744395	5397.66728363609	5890.77865356772	5272.85152416419	4518.98102002036	5095.54084257428	5304.30722016484	6105.71962822798	5190.48869138608	4100.46508544209	4420.0536532597	4718.78026659069
gene-LOC117892367	300.293173906072	162.808987274738	237.748453121451	311.652903193903	205.026979666834	245.041036654495	150.883739035138	100.562303169497	162.401793411466	190.43226369716	104.246548425936	186.978695858953
gene-LOC117903337	5061.24046256651	5215.88056164835	5100.37719243565	4473.59990154287	3986.84281370326	4486.22005053609	4778.33925662686	5285.34294447682	4622.61313926102	3321.10341364446	3589.87204943134	4312.39882356777
gene-LOC117894282	5.91128295090693	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892375	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889610	7818.26283086951	6551.31378855831	7253.57073013936	6779.04239048612	5203.02557945426	6190.56797512405	7719.50960626955	9447.56374513431	6332.60849341704	4138.37521201143	5045.53294381532	5260.26192338454
gene-LOC117889611	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117889612	919.795627161119	494.419930680952	618.145978115772	765.324850881231	508.839685900416	527.275802086905	647.099979383091	481.640504653906	448.993193549348	546.611127278886	403.718451176808	417.189460124601
gene-LOC117897219	3193.27505007992	3305.12232449146	3250.42507795855	2576.85666286402	1772.55143330145	2323.5141154203	3313.06688951802	4686.20332769855	3284.1251556541	1429.12360857915	1650.88624870892	2102.15932627552
gene-LOC117896423	3190.91053689956	3536.85045361869	2936.41768704343	2750.43549502265	2693.30896016887	2867.19891549746	3022.98758841526	3423.35251000161	3214.06948006484	2743.63520659983	2554.98813233022	2653.36819846087
gene-LOC117901738	186.796541248659	288.661333266253	302.344259252562	204.349625132205	237.644908250194	258.1682350467	225.263047010206	282.63299943427	304.636043850267	223.052605163803	216.074664010123	308.028487397698
gene-LOC117895356	426.79462905548	429.496101399615	344.510966032593	284.038088986849	347.613924616951	333.64962580188	352.770432110322	332.384875739179	491.45117875496	610.088548511272	473.84794739062	447.451908009287
gene-LOC117895424	10149.6728267072	10898.2138659795	10331.7403250816	9157.07239105935	8862.75716650725	9667.0876826597	9939.20066855407	10872.3727984621	9799.30298545527	8379.01960267505	8563.38010524329	9013.88626279578
gene-LOC117893958	2427.17277964239	2007.6445670075	2496.80733976225	2636.82025942791	2364.33385188527	2682.32420480724	2184.62653138199	1777.3063897009	1839.49220903314	2307.22793562717	2167.3805113647	2036.23042195531
gene-LOC117893965	534.379978761987	520.389462393487	580.465091205957	676.957445418656	749.280416600613	742.780642358938	488.778309550446	454.118190102254	576.367149166184	809.337120712931	839.658562776179	756.561197117152
gene-LOC117893974	87.4869876734226	78.9074232803944	85.230577534105	131.762113502233	130.47171433344	105.017587137641	104.131031165095	48.6933257452301	93.4075674523466	100.505916951279	132.677425269374	99.4337573353971
gene-LOC117893951	768.466783617901	724.150403522607	826.288020093797	845.013314735875	776.306700283969	886.085891473844	742.730518208178	628.779032449275	809.886067797051	756.439269685942	764.790587088461	888.41900575757
gene-LOC117899032	857.136027881505	838.016811800644	963.554108122408	871.839134251299	712.934724750583	854.361828692682	899.989626498322	835.196391586663	876.75739449589	616.259964464421	679.497956558149	716.57153384096
gene-Trnag-gcc	3.54676977054416	7.99062514231842	3.58865589617284	3.15597876652054	0	1.09393319935042	1.06256154250097	0	3.18434889042091	0.881630850449816	4.7384794739062	0
gene-LOC117892385	0	0.998828142789802	0	0	0	2.18786639870085	0	0	0	0	0	0
gene-LOC117902577	107.585349706506	139.835939990572	113.939824703488	111.248251519849	100.649608200082	108.299386735692	97.7556619100892	124.908966042112	112.513660794872	154.285398828718	163.951389797155	78.8985248422173
gene-LOC117895077	0	0	0	0	0	0	1.06256154250097	0	0	0	0	0
gene-LOC117892404	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892429	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892439	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117891248	2.36451318036277	2.99648442836941	2.69149192212963	2.36698407489041	3.72776326666972	6.56359919610255	1.06256154250097	1.05855055967891	1.0614496301403	0.881630850449816	1.89539178956248	3.24240513050208
gene-LOC117892461	2.36451318036277	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901524	5707.93481739573	4880.27430567098	5335.43415363497	5247.60369403203	5140.58554473754	5039.75024940741	5219.30229676476	5388.02234876567	5287.08060772885	4540.39887981655	4895.79699243989	5487.23028251969
gene-LOC117892471	69.7531388207018	29.9648442836941	35.8865589617284	37.0827505066164	18.6388163333486	17.5029311896068	30.8142847325281	14.8197078355048	30.7820392740688	40.5550191206915	16.1108302112811	32.4240513050208
gene-LOC117900768	627.778249386316	449.472664255411	465.628102528426	513.635544251218	427.76083485035	440.855079338221	524.905401995479	566.324549428219	536.032063220853	466.382719887952	442.573982862839	551.208872185354
gene-LOC117900589	7428.11815610965	7819.82552990136	7288.56012512704	6666.21614958301	5379.1623938044	6201.50730711756	7537.81158250188	9010.38236398692	7967.24092383311	4561.55802022735	4812.39975369914	6041.68155983554
gene-LOC117900729	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900761	5.91128295090693	6.99179699952862	4.48581987021605	1.57798938326027	0.931940816667429	0	0	3.17565167903674	3.18434889042091	2.64489255134945	2.84308768434372	2.16160342033472
gene-LOC117900739	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900717	1.18225659018139	1.9976562855796	1.79432794808642	0	2.79582245000229	2.18786639870085	0	1.05855055967891	1.0614496301403	0	0.94769589478124	3.24240513050208
gene-LOC117900753	1.18225659018139	0	0	0	2.79582245000229	0	2.12512308500194	1.05855055967891	0	0	4.7384794739062	0
gene-LOC117892481	0	1.9976562855796	0	0	0.931940816667429	1.09393319935042	1.06256154250097	0	1.0614496301403	0	0.94769589478124	0
gene-LOC117903160	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117890984	17.7338488527208	39.9531257115921	19.7376074289506	9.46793629956162	25.1624020500206	30.6301295818119	19.1261077650175	28.5808651113307	35.02783779463	28.2121872143941	26.5354850538747	41.0704649863597
gene-LOC117896741	8.2757961312697	7.99062514231842	7.17731179234568	3.15597876652054	2.79582245000229	5.46966599675212	7.43793079750679	13.7611572758259	2.1228992602806	5.28978510269889	8.52926305303116	9.72721539150624
gene-LOC117896721	3.54676977054416	6.99179699952862	8.9716397404321	0.788994691630135	5.59164490000458	4.3757327974017	8.50049234000776	15.8782583951837	9.55304667126272	1.76326170089963	5.68617536868744	8.64641368133888
gene-LOC117896749	15.369335672358	6.99179699952862	10.7659676885185	16.5688885242328	16.7749347000137	17.5029311896068	24.4389154775223	25.4052134322939	43.5194348357524	18.5142478594461	33.1693563173434	33.5048530151882
gene-LOC117896730	1970.82173583237	1646.06877931759	2273.41351022549	2318.85539870097	2030.69903951833	2474.47689693066	1916.86102267175	1685.21249100883	1700.44230748476	1928.12666993375	2075.45400957092	1944.36227659108
gene-LOC117889638	4454.74283180346	4117.16960457957	4333.30199462871	4094.09345486877	3820.95734833646	4060.68003598878	4273.6225239389	4557.06015941773	4320.09999467103	3195.91183288058	3659.05384975037	3860.62370871781
gene-LOC117889639	69198.6604799067	109515.512888045	80107.7712423183	67460.6241237598	106243.11698172	89146.8042814648	80344.5284746683	84258.5074493222	96929.4573251521	97841.6285212196	87372.8230193564	96713.3794309059
gene-LOC117890361	1.18225659018139	0	0	3.15597876652054	0	0	0	4.23420223871566	2.1228992602806	0	0	0
gene-LOC117902120	697.531388207018	671.212511954747	1032.63573412374	339.267717400958	406.326196066999	657.453852809605	818.172387725747	781.210313043039	1490.27528071698	998.006122709191	1006.45304025768	845.186937350876
gene-LOC117891813	1.18225659018139	0	1.79432794808642	5.52296284141095	0	2.18786639870085	1.06256154250097	0	0	2.64489255134945	0	0
gene-LOC117891157	2.36451318036277	1.9976562855796	0	7.10095222467122	0	2.18786639870085	2.12512308500194	0	2.1228992602806	0.881630850449816	0	1.08080171016736
gene-LOC117893744	2.36451318036277	3.99531257115921	0	1.57798938326027	0	0	0	3.17565167903674	1.0614496301403	1.76326170089963	0.94769589478124	3.24240513050208
gene-LOC117892289	287.288351414077	509.402352822799	267.354864264877	214.606556123397	384.891557283648	392.722018566802	261.390139455239	326.033572381106	295.082997179004	292.701442349339	301.367294540434	285.331651484183
gene-LOC117892296	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117892685	0	1.9976562855796	0	0	0	0	0	0	0	2.64489255134945	0	0
gene-LOC117892304	34.2854411152602	18.9777347130062	28.7092471693827	17.357883215863	13.9791122500114	24.0665303857093	40.3773386150369	22.2295617532572	41.3965355754718	33.501972317093	15.1631343164998	31.3432495948535
gene-Trnag-ucc	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902200	21.280618623265	30.9636724264839	22.4290993510803	22.8808460572739	23.2985204166857	15.3150647909059	36.127092445033	7.4098539177524	29.7205896439285	22.9224021116952	15.1631343164998	15.131223942343
gene-LOC117892692	0	0	0	0	2.79582245000229	0	0	0	0	0	0	0
gene-Trnag-ucc-2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903097	0	0	0.89716397404321	0.788994691630135	6.52358571667201	0	0	1.05855055967891	0	0	0	0
gene-LOC117895847	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903383	70.9353954108832	64.9238292813372	64.5958061311111	61.5415859471505	64.3039163500526	43.757327974017	59.5034463800543	76.2156402968818	130.558304507257	67.003944634186	34.1170522121246	43.2320684066944
gene-LOC117903382	841.766692209147	1041.77775292976	697.096407831574	725.086121608094	725.04995536726	706.680846780374	755.48125671819	998.213177777216	817.316215208033	639.182366576116	630.217770029525	710.086723579956
gene-LOC117903384	0	0	0	3.15597876652054	0	0	0	0	0	0	0	0
gene-LOC117903386	2.36451318036277	3.99531257115921	0	0	0	0	0	0	0	2.64489255134945	0.94769589478124	0
gene-LOC117903385	209.259416462105	272.680082981616	196.478910315463	165.688885242328	164.953524550135	219.880573069435	166.822162172652	112.206359325965	184.692235644413	201.893464753008	173.428348744967	171.84747191661
gene-LOC117903381	2787.76103964771	3565.81646975959	2428.62287773497	2995.02384942799	2894.60817656904	2759.99346196112	3194.05999675792	3469.92873462748	3404.06896385995	2991.37347557622	2969.13123834963	3162.4258039497
gene-LOC117903387	16.5515922625394	11.9859377134776	11.6631316625617	11.0459256828219	10.2513489833417	16.4089979902564	10.6256154250097	24.346662872615	11.6759459315433	21.1591404107956	10.4246548425936	21.6160342033472
gene-LOC117896133	2347.96158810023	2469.10316897639	2605.36418062148	1906.21117497841	1512.53994545124	2005.17955440933	2468.33046322975	2955.47316262353	2837.25486136503	1274.83820975043	1511.57495217608	1892.48379450305
gene-LOC117892719	0	0.998828142789802	0	0	0	0	2.12512308500194	1.05855055967891	0	1.76326170089963	0.94769589478124	1.08080171016736
gene-LOC117892729	1.18225659018139	0	0	1.57798938326027	0.931940816667429	0	0	0	0	0	0	0
gene-LOC117896254	10.6403093116325	8.98945328510822	16.1489515327778	12.6239150660822	9.31940816667429	10.9393319935042	11.6881769675107	17.9953595145415	19.1060933425254	3.52652340179926	3.79078357912496	3.24240513050208
