C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	W_NL1_G23_C	W_NL2_G23_C	W_NL3_G23_C	C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117900364	366.49954295623	327.615630835055	218.908009666543	284.038088986849	233.917144983525	275.671166236307	268.828070252745	225.471269211609	261.116609014514	227.460759416052	198.068442009279	234.533971106317
gene-LOC117903785	31191.4756187555	28339.7508953751	29655.7551619983	29181.7576646322	30934.8434684587	33429.5046389496	30043.9276142149	25490.9560276279	30125.0019530119	30934.6632805831	33207.2641531347	29573.9771953095
gene-LOC117903768	2453.18242462638	2189.43128899525	2586.52373716658	2504.26915123405	2154.6471681351	2385.86830778328	2465.14277860225	2809.39318538784	2368.09412484301	1946.64091779319	2026.17382304229	2061.08886128916
gene-LOC117901331	3970.0176298291	4387.8520312756	3279.13432512793	2864.05073061739	3877.80573815317	4129.59782754785	3100.55458101783	3210.58384750615	3511.27537650412	4555.3866042742	3896.92551934046	3645.54416839451
gene-LOC117903846	13650.3345902343	13510.1494593749	14048.6906695426	12724.1173919192	11054.681967309	12253.1457659241	11585.1084978881	12245.3128743657	11646.2253418994	10504.6315831096	9625.74720329306	10333.5451509101
gene-LOC117903845	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903871	1785.20745117389	1655.0582326027	2139.73607809306	2085.31296997845	2089.41131096838	2079.56701196516	1765.97728363661	1615.34815407002	1592.17444521045	1998.65713796973	2031.85999841098	1980.0287330266
gene-LOC117903877	796.840941782254	1155.6441612078	993.160519265834	844.224320044245	1022.33907588417	1027.20327419005	1126.31523505103	1047.96505408213	1211.11402799008	1333.02584588012	1200.73069868783	1296.96205220083
gene-LOC117903847	5184.19514794538	5608.42002176474	4362.90840577213	4483.85683253406	4098.67571170335	4209.45495110043	4628.51807913423	5183.72209074764	5106.63417060499	3542.39275710736	3041.156126353	3796.85640781794
gene-LOC117903859	3651.9906070703	3326.09771549004	3175.96046811296	3318.51167299635	2937.47745413574	3230.3847376818	3507.5156517957	3636.12117249707	3479.43188759991	3008.12446173477	2872.46625708194	3102.98170989049
gene-LOC117903851	1408.06759890603	1511.22698004097	1252.44090776432	1302.63023588135	1147.21914531761	1309.43803962246	1371.76695136875	1453.38991843915	1220.66707466135	1133.77727367846	1099.32723794624	1050.53926228267
gene-LOC117903867	1249.64521582173	1612.10862246274	1443.53683423553	1190.59298966987	1532.11070260125	1324.75310441336	1677.78467560903	1492.55628914727	1605.97329040228	1645.12316693936	1537.16274133517	1772.51480467447
gene-LOC117896414	1.18225659018139	1.9976562855796	0	2.36698407489041	0	3.28179959805127	2.12512308500194	4.23420223871566	2.1228992602806	0.881630850449816	0	10.8080171016736
gene-LOC117903848	206.894903281743	197.767972272381	132.780268158395	201.982641057315	168.681287816805	165.183913101914	227.388170095208	179.953595145415	191.060933425254	168.391492435915	143.102080111967	145.908230872594
gene-LOC117903874	2407.0744176093	2279.32582184633	2563.19747384145	2355.93814920758	2541.40260705208	2590.43381606181	1691.59797566154	1878.92724343007	2088.93287211612	1696.25775626545	1880.22865524598	2218.88591097359
gene-LOC117903861	1147.97114906613	1214.5750216324	1591.56888995266	1495.93393533074	1276.75891883438	1732.79018777107	1054.06105016096	1020.44273953047	1349.10247990832	1410.60936071971	1054.78553089152	1616.87935841037
gene-LOC117903862	2041.75713124325	2022.62698914935	2331.7291685383	2048.23021947183	1871.3371598682	2181.30279950475	2488.51913253727	2360.56774808398	2174.91029215748	1695.376125415	1968.36437346064	1972.46312105543
gene-LOC117903876	3657.90189002121	4630.56726997352	5123.70345576077	4204.55271169699	4880.57405688733	4746.57615198149	5287.30623548483	4547.53320438062	4983.50601350872	6213.7342339703	5567.71338183979	5895.77332896295
gene-LOC117903858	13566.3943723314	16784.3081114398	13736.4776065756	13847.6458328005	12550.4469780603	13151.2649225908	16459.07829334	15735.3540696271	17362.1316002049	13873.3430626783	11368.5599537958	17217.1712429661
gene-LOC117903879	479.996175613643	490.424618109793	520.355104945062	562.553215132286	509.771626717084	501.021405302495	574.845794493025	535.626583197531	510.557272097485	471.672504990651	507.964999602745	496.087984966818
gene-LOC117903852	8525.25227179798	8887.57281454366	7994.62817269905	8402.79346586094	7486.28058028946	7927.73389569253	9246.41054284344	9592.58517181032	9531.81767865991	7344.86661509741	7510.48996614133	7916.87252697591
gene-LOC117903856	4518.58468767326	5335.73993878312	4414.0467522926	4393.91143768822	4149.93245662006	4127.40996114915	4683.77127934428	5133.97021444273	4516.46817624699	4089.8855152367	3969.89810323862	4549.09439809442
gene-LOC117903868	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903857	4445.28477908201	4276.98210742593	4466.0822627871	4328.42487828292	2942.13715821907	3664.67621782392	4502.07325557661	4932.84560810374	4002.72655525908	2629.9048268918	2708.51486728478	2952.75027217723
gene-LOC117903854	3887.2596685164	3606.76842361398	3998.65983231059	3986.79017680707	3940.24577286989	4154.75829113291	3922.97721491358	3856.29968891028	4101.44137086213	4069.60800567635	3935.78105102649	4383.73173643881
gene-LOC117903878	29.5564147545347	7.99062514231842	8.9716397404321	11.0459256828219	11.1832898000092	4.3757327974017	4.25024617000388	41.2834718274777	13.7988451918239	10.5795702053978	10.4246548425936	6.48481026100416
gene-LOC117903869	1059.30190480252	1236.54924077378	1169.0046581783	932.59172550682	1182.63289635097	1207.70225208287	1319.7014357862	1473.50237907305	1281.16970357934	1088.81410030552	1307.82033479811	1252.64918208397
gene-LOC117903864	1722.54785189428	1895.77581501505	1832.90599897028	1906.21117497841	1703.58781286806	1802.8019125295	1820.16792230416	1774.13073802186	1804.46437123851	1757.97191579693	1512.52264807086	1887.07978595221
gene-LOC117903870	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903865	696.349131616837	585.313291674824	774.252509599291	685.636387026587	513.499389983754	693.553648388169	702.353179593141	686.999313231615	643.238475865023	487.541860298748	597.996109606962	576.067311519203
gene-LOC117903855	1851.41382022405	1734.96448402589	1919.03374047843	2061.64312922954	2149.05552323509	2091.60027715801	1818.04279921916	1673.56843485236	1836.30786014272	1924.60014653195	2033.75539020054	2001.64476722995
gene-LOC117903866	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903863	650.241124599762	652.234777241741	692.610587961358	650.920620594862	806.128806417326	759.189640349195	755.48125671819	697.584818828404	698.433856632319	841.957462179574	912.631146674334	833.298118539035
gene-LOC117903873	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903853	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903875	173.791718756664	336.605084120163	209.039205952068	157.009943634397	394.210965450323	233.00777146164	238.013785520217	362.024291410189	318.434889042091	341.191139124079	479.534122759308	405.30064131276
gene-LOC117903860	4647.45065600303	3884.44264730954	4800.72442510522	5114.26359114654	4813.47431808727	5143.6739033457	4986.60131895705	3863.70954282804	4220.32372943784	4905.39405190277	4893.90160065032	4964.12225479869
gene-LOC117903849	4189.91735560283	4013.29147772943	4191.55008672988	3874.75293059559	3435.13385023614	3740.1576085791	3122.86837341035	4136.8155872252	3581.33105209338	2334.55849199111	2776.74897170903	3101.90090818032
gene-LOC117896434	26.0096449839905	14.982422141847	7.17731179234568	20.5138619823835	30.7540469500252	9.84539879415382	13.8133000525126	8.46840447743131	13.7988451918239	14.9877244576469	7.58156715824992	7.56561197117152
gene-LOC117903880	192.707824199566	171.798440559846	164.181007249908	188.569731299602	183.592340883484	166.277846301265	144.508369780132	177.836494026058	170.893390452589	110.203856306227	135.520512953717	132.938610350585
gene-LOC117903850	520.19289967981	470.448055253997	731.188638845216	436.314064471465	371.844385850304	544.778733276512	600.347271513048	740.98539177524	642.177026234883	275.950456190792	366.75831128034	480.956761024475
gene-LOC117902848	241.180344397003	113.866408278037	236.851289147408	370.827505066164	168.681287816805	278.952965834358	432.462547797895	288.984302792344	296.144446809144	463.737827336603	242.610149063997	340.452538702718
gene-LOC117896474	1.18225659018139	1.9976562855796	4.48581987021605	4.73396814978081	0	2.18786639870085	1.06256154250097	0	1.0614496301403	2.64489255134945	2.84308768434372	3.24240513050208
gene-LOC117893549	1.18225659018139	0	0.89716397404321	0	1.86388163333486	1.09393319935042	0	2.11710111935783	4.24579852056121	0.881630850449816	0.94769589478124	8.64641368133888
gene-LOC117894881	0	1.9976562855796	0.89716397404321	3.15597876652054	8.38746735000686	1.09393319935042	5.31280771250485	1.05855055967891	0	0.881630850449816	4.7384794739062	0
gene-LOC117889845	1226.0000840181	1134.66877020922	1273.07567916732	1439.12631753337	1364.36135560112	1504.15814910683	1291.01227413868	1109.3609865435	1233.40447022303	1540.20909573583	1417.75305859274	1427.73905913108
gene-LOC117889837	930.435936472751	992.835173933064	1199.50823329577	938.903683039861	1012.08772690083	1213.17191807962	1058.31129633097	1022.55984064983	1113.46066201718	1135.54053537936	1009.29612794202	1293.71964707033
gene-LOC117889821	6916.20105256111	6133.80362487218	7736.2449481746	7155.3928583937	6706.24611673882	7789.89831257437	7311.48597394917	7570.75360282359	7200.87429087181	6676.59043045645	7122.8823451758	7282.44192310767
gene-LOC117889830	20.0983620330836	27.9671879981145	7.17731179234568	18.1468779074931	17.7068755166812	17.5029311896068	35.064530902532	28.5808651113307	29.7205896439285	66.1223137837362	29.3785727382184	22.6968359135146
gene-LOC117899125	431.523655416206	507.40469653722	505.103317386327	426.846128171903	491.132810383735	635.575188822597	384.647278385351	406.483414916703	515.864520248187	488.423491149198	457.737117179339	477.714355893973
gene-LOC117896533	7865.55309447676	6398.49308271147	7770.33717918825	7943.5985553322	7305.48406185598	7887.25836731656	6099.10325395557	5925.76603308256	5584.28650416813	5877.83287994892	6158.1279242885	6062.21679232872
gene-LOC117893897	10691.1463450103	10213.0177600257	11324.9008443474	11602.9559351128	11562.5897123928	12500.3746689773	12621.1060018265	11546.6695049776	14501.5248469768	16732.4719106871	14991.6013595444	16268.2273414391
gene-LOC117893703	6812.16247262515	6570.29152327132	6253.23289908118	7636.67962028808	7288.70912715596	6933.34861748299	6971.46628034886	6621.23375079161	7242.27082644728	7608.47423938191	7352.22475171286	6838.23242022889
gene-LOC117894232	392.50918794022	370.565240975017	451.273478943735	435.525069779835	354.137510333623	521.806136090153	368.708855247837	367.317044208583	398.043611302613	342.072769974528	448.260158231527	419.351063544936
gene-LOC117894141	870.1408503735	662.223058669639	988.674699395618	1006.75722652005	900.254828900737	1017.3578753959	712.978795018151	674.296706515468	926.645527112484	815.50853666608	799.855335195367	918.681453642256
gene-LOC117895425	4452.3783186231	4947.19579123789	4784.57547357244	4312.64498445032	3268.31644405267	3595.75842626485	4737.96191801183	5558.44898887398	4763.78594006968	2551.43968120177	2887.62939139844	3532.05998882693
gene-LOC117895510	695.166875026655	893.951187796873	857.688759185309	714.040195925272	615.080939000503	703.399047182323	847.924110915774	1035.26244736598	819.439114468313	494.594907102347	622.636202871275	663.612250042759
gene-LOC117895467	2352.69061446096	2330.26605712861	2409.78243428006	2261.25878621197	1696.13228633472	2133.16973873333	2191.001900637	2509.82337699871	2197.20073439043	1437.0582862332	1535.26734954561	1854.65573464719
gene-LOC117895458	2157.61827708103	1982.67386343776	2414.26825415028	2355.93814920758	2022.31157216832	2155.04840272034	2119.81027728943	2043.0025801803	1978.54211058152	1905.20426782205	1929.5088417746	1953.00869027242
gene-LOC117895482	2019.29425602981	2225.38910213568	2228.55531152333	1903.84419090352	1501.35665565123	1794.0504469347	2145.31175430946	2677.07436542797	2191.89348623972	1405.31957561701	1322.98346911461	1520.68800620548
gene-LOC117895475	230.54003508537	146.827736990101	154.312203535432	93.101373612356	106.241253100087	166.277846301265	244.389154775223	158.782583951837	339.663881644897	274.187194489893	219.865447589248	252.907600179162
gene-LOC117903558	17.7338488527208	16.9800784274266	21.531935377037	18.1468779074931	13.9791122500114	16.4089979902564	29.7517231900272	45.5176740661933	14.8602948219642	15.8693553080967	8.52926305303116	7.56561197117152
gene-LOC117903527	846.495718569873	1190.60314620544	793.092953054198	1095.91362667426	932.872757484097	807.322701120613	926.553665060846	1109.3609865435	889.494790057573	560.717220886083	599.891501396525	777.096429610332
gene-LOC117903543	3354.06194634459	3368.04849748721	3170.57748426871	2882.98660321651	2252.50095388518	2840.94451871305	3239.75014308546	3590.60349843088	3097.3100207494	2019.81627838053	1984.47520367192	2152.95700665338
gene-LOC117903546	17425.2798826835	14467.0268201675	17882.2723306293	18516.127423176	18926.7860456988	18880.193087589	17017.9856646955	14010.9752079101	15065.1546005813	18029.3508916987	18538.8270937106	16748.1033007534
gene-LOC117903539	3075.04939106179	2866.63676980673	3285.41447294624	3109.42807971436	3017.62436436914	3142.87008173377	3170.68364282289	3106.84589265761	2957.19866957088	2900.56549797989	3062.00543603819	3118.11293383283
gene-LOC117903544	3157.80735237448	3312.11412149098	3035.10572418818	3062.08839821655	3184.44177055261	3373.68998679671	2991.11074214023	3029.57170180105	3290.49385343494	3366.0665870174	3225.95682583534	3345.08129296798
gene-LOC117903555	73.299908591246	139.835939990572	56.5213303647223	47.3396814978081	68.9636204333898	55.7905931668717	47.8152694125436	87.8596964533499	65.8098770686987	34.3836031675428	61.6002331607806	56.2016889287027
gene-LOC117903530	8285.25418399116	8183.39897387685	8569.71028006075	7811.04744713834	6277.5533410718	7277.93757527838	7125.5377040115	9192.45306025169	7156.29340640592	4327.92584485814	5292.88157235323	6028.71193931354
gene-LOC117903549	7762.69677113098	8149.438817022	6073.80010427253	6829.53805075045	7950.38710698984	7577.67527190039	8640.75046361789	6939.85746925496	8040.48094831279	10330.9503055709	11496.4988995912	8238.95143660579
gene-LOC117903554	1403.33857254531	1229.55744377425	1508.13264036664	1514.86980792986	1563.79669036795	1619.02113503863	1349.45315897623	1397.28673877617	1217.48272577093	1437.0582862332	1537.16274133517	1461.24391214627
gene-LOC117903553	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903541	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903535	11863.9448824702	11363.6677805196	12352.1535946269	11887.7830187912	8604.60956029038	10587.0855033134	12419.2193087513	13118.6170861008	11024.2158586372	8139.2160113527	8222.20958312204	9249.50103561227
gene-LOC117903534	4570.60397764124	4873.28250867145	4519.91210122969	4214.80964268818	3263.65673996934	3906.43545488037	4560.51414041416	5611.37651685792	4388.03277100001	2756.85966935657	3013.67294540434	3226.19310484957
gene-LOC117903536	1890.42828770004	1940.72308144059	2053.60833658491	1976.43170253349	1843.37893536818	1905.63163326844	1992.30289218932	2281.17645610806	1584.74429779947	1243.09949913424	1660.36320765673	1474.21353266828
gene-LOC117903552	217.535212593375	408.520710401029	333.744998344074	186.991741916342	360.661096050295	307.395229017469	177.447777597662	244.525179285829	258.993709754234	307.689166806986	325.059691909965	286.41245319435
gene-LOC117903556	1425.80144775875	1326.44377362486	1454.30280192404	1558.26451596952	1616.91731691799	1507.43994870489	1237.88419701363	1287.19748056956	1040.2206375375	1344.48704693597	1234.84775089996	1202.93230341627
gene-LOC117903547	1464.81591523474	2237.37503984916	1865.20390203583	1583.51234610168	1783.73472310146	1712.00545698341	2062.43195399438	2237.77588316122	2030.5531424584	1459.98068834489	1617.71689239158	1876.27176885054
gene-LOC117903542	4984.39378420472	4746.43133453714	5382.98384425926	4793.9317463447	5775.23724088806	5407.31180438915	4969.60033427704	4817.46359709874	5096.01967430359	5042.0468337225	5498.53158152076	5712.0370382345
gene-LOC117903557	937.529476013839	727.146887950976	894.472482121081	987.032359229299	923.553349317422	1049.08193817706	905.302434210826	757.922200730103	757.875035920176	871.051280244418	886.09566162046	852.752549322047
gene-LOC117903540	9048.99194124833	10169.069321743	9900.20445356683	9008.74138903288	10595.235144692	11886.6781441417	9092.3391191808	8960.63048768201	9263.27092223442	11711.5842173754	10845.4318198765	10710.7449477585
gene-LOC117903537	3161.35412214503	4905.24500924072	3844.34762877516	3208.05241616813	4947.67379568738	5022.2473182178	3955.91662273111	4080.71240756221	4878.42250012483	5457.29496428436	4981.0896229702	4551.25600151475
gene-LOC117903550	628.960505976498	548.356650391602	479.085562139074	602.002949713793	671.929328817217	631.199456025195	745.918202835681	767.449155767213	554.076706933238	518.398940064492	820.704644880554	714.409930420625
gene-LOC117903531	3377.70707814822	3887.43913173791	3890.10299145136	2883.77559790814	2033.49486196833	2709.672534791	3367.25752818557	4825.93200157617	3925.24073225884	1817.92281362752	2077.34940136048	2379.92536578853
gene-LOC117903548	2212.00208022937	2854.65083209326	1521.59009997728	2774.89433046319	2204.97197223514	2321.3262490216	2492.76937870728	2799.86623035073	2318.20599222642	2876.76146501775	2529.40034317113	2611.21693176434
gene-LOC117903532	1117.23247772141	1814.87073544907	994.95484721392	1175.6020905289	1432.39303521784	1068.77273576537	1335.63985892372	1583.59163727966	1696.1965089642	1222.82198957389	1217.78922479389	1439.62787794292
gene-LOC117896464	13.0048224919952	0	0.89716397404321	3.15597876652054	5.59164490000458	2.18786639870085	10.6256154250097	2.11710111935783	4.24579852056121	7.05304680359853	4.7384794739062	6.48481026100416
gene-LOC117903591	3241.74757027736	2769.75043995612	3632.61693090096	3730.36690202728	3580.51661763626	4034.42563920437	3356.63191276056	3051.80126355431	3682.16876695671	4237.11786726181	3945.2580099743	4032.47118063442
gene-LOC117903586	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903588	1823.0396620597	1691.01604574314	1605.0263495633	2049.80820885509	1731.54603736808	1965.79795923271	1677.78467560903	1367.64732310516	1684.52056303266	1893.7430667662	1529.58117417692	1799.53484742865
gene-LOC117903593	2290.03101518135	2082.55667771674	2119.10130669006	2526.36100259969	2309.34934370189	2496.35556091767	2159.12505436197	1968.90404100278	2099.54736841752	2393.62775897125	2500.02177043291	2329.12768541066
gene-LOC117903592	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117903587	2351.50835787078	2094.54261543022	2597.28970485509	2576.06766817239	2471.50704580202	2609.03068045076	2098.55904643942	1931.85477141402	2148.37405140397	2885.57777352225	2575.83744201541	2680.38824121505
gene-LOC117903589	173.791718756664	180.787893844954	107.659676885185	181.468779074931	124.880069433436	107.205453536342	122.194577387612	176.777943466379	162.401793411466	100.505916951279	90.0311100042178	117.807386408242
gene-LOC117890078	59.1128295090693	65.922657424127	52.9326744685494	65.4865594053012	49.3928632833738	57.9784595655725	86.0674849425786	85.7425953339921	68.9942259591196	84.6365616431823	112.775811478968	95.1105504947277
gene-LOC117894420	2.36451318036277	0.998828142789802	0	0	0	3.28179959805127	2.12512308500194	1.05855055967891	2.1228992602806	0.881630850449816	2.84308768434372	0
gene-LOC117903081	801.56996814298	1641.07463860365	1083.7740806442	1448.59425383293	1328.94760456775	1207.70225208287	762.919187515696	1174.99112124359	921.338278961782	945.989902532652	1094.58875847233	959.751918628616
gene-LOC117903080	841.766692209147	1516.22112075492	968.039927992624	894.719980308573	862.97719623404	1130.03299492899	714.041356560652	1196.16213243717	909.662333030239	739.688283527395	797.959943405804	784.662041581504
gene-LOC117902961	3251.20562299881	6563.29972627179	5414.38458335077	4086.9925026441	6561.79529015537	4981.77178984183	3404.44718217311	4991.06588888608	3891.27434409435	3545.91928050916	4948.86796254764	3580.69606578446
gene-LOC117902968	4.72902636072555	18.9777347130062	15.2517875587346	21.3028566740137	11.1832898000092	25.1604635850598	6.37536925500582	15.8782583951837	6.36869778084181	7.05304680359853	6.63387126346868	16.2120256525104
gene-LOC117891251	857.136027881505	1737.96096845426	1622.96962904417	1221.36378264345	1413.75421888449	1798.4261797321	614.160571565561	1077.60446975313	969.103512318096	1006.82243121369	1250.01088521646	1193.20508802477
gene-LOC117897131	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117896819	124.136941969046	193.772659701222	131.883104184352	156.220948942767	158.429938833463	108.299386735692	165.759600630151	255.110684882618	189.999483795114	141.94256692242	142.154384217186	169.685868496276
gene-LOC117892006	106.403093116325	169.800784274266	125.602956366049	110.459256828219	147.246649033454	171.747512298017	225.263047010206	212.768662495462	223.965871959604	229.224021116952	261.564066959622	228.049160845313
gene-LOC117896872	4.72902636072555	0	2.69149192212963	3.15597876652054	4.65970408333715	2.18786639870085	1.06256154250097	0	0	0	0.94769589478124	1.08080171016736
gene-LOC117896882	2.36451318036277	2.99648442836941	1.79432794808642	2.36698407489041	4.65970408333715	0	3.18768462750291	3.17565167903674	0	0.881630850449816	2.84308768434372	5.4040085508368
gene-LOC117892104	3276.03301139262	3438.96529562529	3507.01397453491	2797.77517652046	2190.06091916846	2521.51602450273	3290.7530971255	4440.61959785304	3565.40930764128	1591.34368506192	2065.02935472832	2362.63253842585
gene-LOC117894033	1942.44757766802	1936.72776886943	2044.63669684448	1779.18302962595	1252.52845760102	1561.04267547306	2246.25510084705	2415.61237718728	1948.82152093759	1125.84259602441	1063.31479394455	1496.91036858179
gene-LOC117896065	1633.87860763068	1675.0347954585	1682.18245133102	1644.2649373572	1955.21183336827	1691.22072619576	1359.01621285874	1314.71979512121	1341.67233249734	1509.35201597008	1725.75422439664	1467.72872240728
gene-LOC117895990	1708.3607728121	1846.83323601834	1928.00538021886	1364.1718218285	1080.11940651755	1322.56523801466	1912.61077650175	2285.41065834678	1685.5820126628	748.504592031893	870.93252730396	1125.11458028422
gene-LOC117896078	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895998	3520.76012556017	3764.58327017477	4821.35919650821	3395.8331527761	2807.0057398023	3961.13211484789	4168.4289312313	4421.56568777883	4246.85997019135	2803.58610443041	2887.62939139844	4248.63152266789
gene-LOC117896093	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117896041	42.5612372465299	28.9660161409043	44.8581987021605	27.6148142070547	47.5289816500389	21.8786639870085	52.0655155825475	30.6979662306885	42.4579852056121	27.3305563639443	24.6400932643122	23.7776376236819
gene-LOC117896052	161842.651399701	166149.068584227	150717.267491441	180878.611045592	173191.881369475	164512.238117513	152959.984289185	147745.077266065	166253.794119245	191097.013358399	162788.566934258	177060.178564747
gene-LOC117896110	1875.05895202768	1493.24807347075	2215.09785191269	2006.41350081543	1624.37284345133	1915.47703206259	1968.9265382543	2110.74981599975	2222.67552551379	1668.9271999015	1793.98832882089	2065.41206812983
gene-LOC117896100	150.146586953036	218.743363270967	202.759058133766	184.624757841452	241.372671516864	257.07430184735	191.261077650175	213.827213055141	135.865552657959	238.9219604719	199.01613790406	218.321945453807
gene-LOC117896088	3849.42745763059	3156.29693121578	3792.31211828065	4225.06657367937	3757.58537280307	4273.99700986211	3411.88511297061	2866.5549156105	3080.32682666716	3554.73558901366	3485.6255010054	3289.96040574944
gene-LOC117896013	968.268147358555	889.955875225714	1079.28826077398	1058.04188147601	1076.39164325088	1119.09366293548	1026.43445005594	1044.78940240309	925.584077482344	1020.04689397044	1061.41940215499	1137.00339909606
gene-LOC117896030	1623.23829831904	1353.41213348018	1715.37751837062	1685.29266132197	1864.81357415153	1801.70797933015	1685.22260640654	1402.57949157456	1395.8062636345	1713.00874242399	1646.14776923501	1597.42492762736
gene-LOC117895982	393.691444530402	209.753909985859	155.209367509475	336.111738634438	155.634116383461	161.902113503863	364.458609077833	232.881123129361	212.28992602806	249.501530677298	157.317518533686	172.928273626778
gene-LOC117898307	524.921926040535	281.669536266724	244.925764913796	463.139883986889	232.985204166857	257.07430184735	402.710824607868	218.061415293856	243.071965302129	283.003502994391	156.369822638905	201.029118091129
gene-LOC117893800	0	10.9871095706878	0.89716397404321	0	0.931940816667429	1.09393319935042	1.06256154250097	2.11710111935783	0	0.881630850449816	0.94769589478124	0
gene-LOC117893923	4.72902636072555	4.99414071394901	8.07447576638889	3.94497345815068	4.65970408333715	5.46966599675212	7.43793079750679	20.1124606338994	6.36869778084181	8.81630850449816	8.52926305303116	7.56561197117152
gene-LOC117893823	177.338488527208	227.732816556075	197.376074289506	183.835763149822	209.686683750172	171.747512298017	255.014770200233	251.935033203582	230.334569740446	292.701442349339	231.237798326623	281.008444643514
gene-LOC117893845	24.8273883938091	22.9730472841655	43.9610347281173	44.1837027312876	27.0262836833554	42.6633947746666	41.4399001575378	42.3420223871566	63.6869778084181	43.199911672041	54.0186660025307	65.928904320209
gene-LOC117893882	1248.46295923154	1112.69455106784	1350.23178093503	1321.56610848048	919.825586050753	1135.50266092574	1136.94085047604	1379.29137926163	1263.12505986696	885.157373851615	869.984831409178	978.125547701461
gene-LOC117893906	1254.37424218245	1263.5176006291	1490.18936088577	1364.1718218285	1486.44560258455	1519.47321389774	1366.45414365625	1321.07109847928	1093.29311904451	1370.05434159901	1282.23254563902	1299.12365562117
gene-LOC117893809	1477.82073772673	1529.20588661119	1269.48702327114	1432.81436000033	1543.29399240126	1352.10143439712	1310.1383819037	1285.0803794502	1261.00216060668	1219.2954661721	1236.74314268952	1250.48757866364
gene-LOC117893854	3192.09279348974	2491.07738811777	3216.33284694491	3144.93284083772	3190.03341545261	3268.67239965907	2788.16148752255	2728.94334285224	2718.37250278931	2798.29631932772	3027.88838382606	2987.33592690258
gene-LOC117896482	42.5612372465299	54.9355478534391	40.3723788319445	36.2937558149862	25.1624020500206	37.1937287779144	46.7527078700427	77.2741908565607	40.3350859453315	57.306005279238	61.6002331607806	45.3936718270291
gene-LOC117893835	1695.35595032011	1527.20823032561	1877.76419767244	2054.54217700487	2039.08650686834	2010.64922040608	1878.60880714171	1694.73944604594	1605.97329040228	1846.13500084191	1886.86252650945	1877.3525705607
gene-LOC117893872	3455.73601310019	2774.74458067007	3249.52791398451	4060.16668312868	3483.59477270285	3729.2182765856	3029.36295767027	2793.51492699265	2290.60830184277	3247.92805305712	3185.20590235975	2831.70048063848
gene-LOC117893789	6675.02070816411	6514.35714727509	5934.73968829584	6104.45192914236	5953.23793687154	5944.43300527021	6688.82491004361	6662.51722261909	6550.20566759581	5581.60491419778	5744.93251416388	5764.9963220327
gene-LOC117893890	1014.37615437563	1111.69572292505	891.780990198951	1062.77584962579	1075.45970243421	992.197411810835	1001.99553457841	1185.57662684038	1214.29837688051	1145.23847473431	1048.15165962805	1168.34664869092
gene-LOC117893862	3.54676977054416	1.9976562855796	1.79432794808642	1.57798938326027	0.931940816667429	4.3757327974017	1.06256154250097	6.35130335807349	4.24579852056121	2.64489255134945	0	1.08080171016736
gene-LOC117895686	7341.81342502641	7055.72200066716	9082.88807321346	7942.80956064057	6700.65447183882	7666.28386104778	7552.68744409689	7662.84750151566	6570.37321056847	5466.99290363931	5575.29494899804	6269.73072068086
gene-LOC117902003	4.72902636072555	2.99648442836941	3.58865589617284	0.788994691630135	5.59164490000458	3.28179959805127	10.6256154250097	2.11710111935783	0	1.76326170089963	0	0
gene-LOC117896492	1.18225659018139	1.9976562855796	3.58865589617284	0	0.931940816667429	0	2.12512308500194	2.11710111935783	1.0614496301403	0	0.94769589478124	0
gene-LOC117889621	5213.75156269991	5374.69423635193	4995.4090074726	4466.4989493182	3902.03619938653	4117.564562355	5070.54368081463	6524.90564986083	5000.48920759096	3164.17312226439	3564.28426027224	3725.52349494689
gene-LOC117896782	4.72902636072555	0	0	0	0	0	1.06256154250097	0	0	0	1.89539178956248	0
gene-LOC117901353	456.351043810015	539.367197106493	453.067806891821	417.378191872342	567.551957350464	491.176006508341	568.470425238019	521.865425921705	536.032063220853	704.423049509403	711.719616980711	530.673639692174
gene-LOC117890693	11389.8599898075	9427.93883979295	11535.7343782476	10055.7373448261	8067.81164988994	10500.6647805647	11269.5277197653	11569.9576172905	10140.0283167303	7184.40980031555	7899.99297889642	8752.33224893528
gene-LOC117890648	5860.44591752913	6736.09699497443	6282.8393102246	4428.62720411995	3587.04020335294	4291.49994105172	5190.61313511724	8098.97033210337	5906.96719173078	2285.18716436592	2796.65058549944	3458.56547253555
