C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	W_PT1_G23_C	W_PT2_G23_C	W_PT3_G23_C	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117893827	3.25202714038885	0	4.86567096986964	0	4.12252750132998	4.92597324509811	2.02787608123269	1.93181600116986	2.12074855002626	6.59834646596075	0	3.19430434370891
gene-LOC117893226	693.765789949622	709.389531493402	766.829744851455	667.244766301249	712.166625854753	626.41959766831	402.53340212469	726.362816439869	669.096167533286	657.949404748658	706.848918953879	600.529216617275
gene-LOC117894065	2152.84196693742	1993.10082768386	2220.6922306485	1796.68262351006	1784.02377620055	1692.89280523205	998.728970007102	1651.70268100023	1768.7042907219	1677.86524420145	1742.92955164669	1734.50725863394
gene-LOC117894067	2775.06315979849	2646.87421990818	3042.0174903625	3012.93671425248	2829.0844977877	2870.2004108105	1864.63205669346	3017.49659382733	2890.5802736858	2969.25590968234	3064.06384064382	2788.62769205788
gene-LOC117894066	820.594848424788	650.368322473151	748.340195165951	650.708340866274	626.624180202156	608.357695769617	383.268579352979	716.70373643402	568.360611407039	707.908313705218	687.915465767614	689.969738241124
gene-LOC117894063	803.250703676047	724.144833748465	797.970039058621	735.044110584648	632.807971454151	781.5877548889	449.174551993042	538.010756325807	796.341080534862	731.473836797935	677.396880664134	729.366158480201
gene-LOC117894663	9350.66203766475	9499.00958250925	8557.74210180672	11095.9414668684	9819.860508168	10130.2639785443	12024.2912236693	8552.14943717899	8917.74765286044	10000.2653796254	8747.25537205425	9575.45965432474
gene-LOC117894665	2301.35120634851	2324.52761679758	1944.32211955991	2210.92008065618	2339.53435700476	2171.53320554742	3193.90482794149	2602.15615357581	2869.37278818553	2497.945447828	2219.42145683435	2950.47244547246
gene-LOC117894670	39.0243256846663	27.2405580093466	21.4089522674264	33.8996721416992	31.9495881353073	28.734843929739	14.1951325686289	12.5568040076041	9.54336847511819	17.9097975504649	11.5704436138284	9.58291303112672
gene-LOC117894668	7694.29621416003	7625.08619611628	7231.36019542026	7151.17717935503	6956.76515849434	7616.37563246253	10096.7950084576	8115.5590209146	8384.37939252883	8031.13026999794	8068.80663287977	8026.22204762592
gene-LOC117894671	2677.50234558682	2193.99994300279	2231.39670678222	2479.63699397453	2285.94149948747	2167.42822784317	1077.81613717518	2075.73629325702	1864.13797547309	2122.78232019194	2284.63668447593	2029.44802636973
gene-LOC117894667	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894669	518.156324368624	708.254508243012	389.253677589571	616.808668724575	709.074730228756	689.636254313736	588.084063557481	384.431384232803	496.255160706146	573.113521614877	428.10641371165	508.959158764286
gene-LOC117894664	417.34348301657	407.47334688981	354.22084660651	439.86891657034	578.184482061529	438.411618813732	1081.87188933764	510.965332309429	663.794296158221	514.671024344939	397.602516911557	697.423115043112
gene-LOC117893005	2105.14556887838	2055.52710645528	2241.12804872196	1836.370044554	1911.82212874178	2165.78623676147	2442.57673984478	1560.90732894525	1736.89306247151	1893.72543573074	1699.80335272242	2092.26934512933
gene-LOC117893007	30.352253310296	26.1055347589572	18.4895496855046	24.8046381524628	24.7351650079799	18.0619018986931	40.5575216246539	23.1817920140384	20.1471112252495	18.8524184741736	6.3111510620882	19.1658260622534
gene-LOC117893009	4.33603618718514	4.54009300155777	4.86567096986964	9.09503398923636	0	8.20995540849685	7.09756628431443	7.72726400467946	6.36224565007879	2.82786277112604	8.41486808278427	1.06476811456964
gene-LOC117893011	8.67207237437028	10.215209253505	3.89253677589571	7.44139144573884	1.03063187533249	2.46298662254906	12.1672564873962	8.69317200526439	6.36224565007879	2.82786277112604	8.41486808278427	4.25907245827854
gene-LOC117893008	4.33603618718514	12.4852557542839	8.75820774576535	14.8827828914777	5.15315937666247	13.135928653595	5.06969020308174	4.82954000292466	12.7244913001576	6.59834646596075	3.1555755310441	7.45337680198745
gene-LOC117893006	1313.8189647171	1310.95185419981	1417.85652062001	1279.09250739533	1201.71676663769	1228.20932911113	724.965699040688	1026.76020462178	1008.41593553749	981.268381580735	1027.66576461003	1048.79659285109
gene-LOC117893099	46010.7639912683	48025.1037704781	49168.5782847267	54685.958913463	46365.0361755829	49166.9599548651	61486.2167210159	49001.4787776742	50163.1258280462	52883.861682828	51587.348781509	55711.8620586271
gene-LOC117893101	564.768713380864	493.735113919408	636.429762858949	558.931179702162	484.396981406272	555.813981155237	398.477649962225	602.726592364998	742.261992509192	594.793802860176	653.204134926129	667.609607835162
gene-LOC117893920	5803.78443654731	5866.93518126303	6208.59615755366	6268.9588823991	5946.74592066849	5889.82201005564	5741.93112401038	7824.82071273853	6799.1198513842	6525.76465483518	7002.22210338686	6347.0827309496
gene-LOC117893909	3030.88929484241	3084.99319455851	2258.64446421349	3217.98838964617	3237.21472041936	2722.42121345756	3191.87695186026	2864.88312973491	2414.4722242049	3043.72296265532	2711.69123967723	2441.51328670818
gene-LOC117893915	57.4524794802031	79.451627527261	52.5492464745921	39.6874210439405	71.1135993979421	52.5437146143799	58.8084063557481	83.0680880503042	74.2261992509192	59.3851181936468	59.9559350898379	88.3757535092798
gene-LOC117893917	6.50405428077771	7.9451627527261	4.86567096986964	0.82682127174876	11.3369506286574	4.92597324509811	2.02787608123269	0	5.30187137506566	1.88524184741736	5.25929255174017	11.712449260266
gene-LOC117893914	3.25202714038885	0	4.86567096986964	1.65364254349752	0	0.820995540849685	5.06969020308174	2.8977240017548	4.24149710005253	2.82786277112604	2.10371702069607	6.38860868741782
gene-LOC117893913	19.5121628423331	10.215209253505	7.78507355179142	10.7486765327339	11.3369506286574	7.38895986764717	9.12544236554713	5.79544800350959	7.42261992509192	14.1393138556302	7.36300957243624	5.32384057284818
gene-LOC117893921	3.25202714038885	2.27004650077889	2.91940258192178	9.92185526098512	2.06126375066499	3.28398216339874	3.04181412184904	2.8977240017548	3.1811228250394	3.77048369483472	0	1.06476811456964
gene-LOC117893908	3242.27105896769	4020.25235287941	3643.41442223839	3972.04938948104	3565.98628865043	4223.20106213078	5975.13687335213	3337.21214202094	3733.57782232124	3893.02441491684	3361.73979907232	4115.32876281164
gene-LOC117893916	1340.919190887	1251.93064517956	1311.78489347685	1311.33853699353	1139.87885411774	1070.57818526799	653.990036197544	1232.49860874637	1125.05710578893	1120.77627828962	1304.30455283156	1131.84850578752
gene-LOC117893910	6324.10877900953	5730.7323912163	6485.93940283623	6550.90493606543	5661.26089120139	5968.63758197721	4441.0486178996	4910.67627497379	4958.3101099614	5680.2336862685	5538.0350569824	5290.83276129652
gene-LOC117893201	3.25202714038885	1.13502325038944	5.83880516384357	7.44139144573884	6.18379125199496	3.28398216339874	3.04181412184904	8.69317200526439	5.30187137506566	3.77048369483472	1.05185851034803	6.38860868741782
gene-LOC117893912	426.01555539094	703.714415241455	881.659579740379	598.618600746102	622.501652700826	841.520429370927	562.735612542073	555.397100336336	940.551981936648	559.916828682955	688.967324277962	852.879259770279
gene-LOC117893918	2535.49716045651	2516.34654611339	2248.91312227375	2659.88403121576	2651.81581523051	2367.75113981049	1776.41944715984	2668.80380561617	2304.19329960354	2464.95371549819	2640.16486097356	2323.32402599095
gene-LOC117893919	49004.7969785196	52567.4668185367	50245.8378374558	58774.5901022606	57289.7340541073	52982.1262331936	42853.0773486093	63904.4733186991	59717.0980459145	60547.3697925796	61139.2759139795	55572.3774356184
gene-LOC117893911	3448.23277785898	3182.605194092	3633.68308029865	3971.22256820929	3292.86884168732	3673.13404976149	2603.79288830278	3793.12071829703	3891.57358929819	4071.17976949778	3499.53326392791	3161.29653215725
gene-LOC117893202	9.75608142116656	1.13502325038944	0	4.1341063587438	1.03063187533249	1.64199108169937	4.05575216246539	0.965908000584932	0	4.71310461854339	2.10371702069607	0
gene-LOC117893802	1.08400904679628	0	0.973134193973928	0.82682127174876	1.03063187533249	0	4.05575216246539	0	7.42261992509192	0	0	5.32384057284818
gene-LOC117893175	159.349329879054	222.464557076331	198.519375570681	144.693722556033	212.310166318494	236.446715764709	600.251320044878	217.32930013161	218.437100652705	189.466805665444	127.274879752112	266.192028642409
gene-LOC117893177	94.3087870712768	106.692185536608	112.883566500976	107.486765327339	96.8793962812544	163.378112629087	211.913050488817	254.033804153837	287.361428528559	196.065152131405	232.460730786915	320.49520248546
gene-LOC117894632	508.400242947458	503.950323172913	549.820819595269	495.265941777507	536.959207048229	631.345570913408	942.962377773203	593.067512359148	787.858086334757	617.416705029185	497.52907539462	667.609607835162
gene-LOC117894633	678.589663294474	707.119484992623	682.167069975724	593.65767311561	699.799043350764	587.011811707525	834.471007427254	677.101508410037	739.080869684153	748.441013424691	577.470322181071	754.920593229872
gene-LOC117894640	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894641	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894636	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894639	5.42004523398142	3.40506975116833	0.973134193973928	0.82682127174876	3.09189562599748	2.46298662254906	3.04181412184904	3.86363200233973	1.06037427501313	0	0	2.12953622913927
gene-LOC117894634	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894635	3067.74560243349	3509.49189020416	3624.92487255288	3251.88806178787	3252.67419854935	3095.97418454416	1950.81679014585	2513.29261752199	2822.71632008496	3052.2065509687	3220.79075868568	2829.08888041152
gene-LOC117894630	235.229963154794	345.047068118391	204.358180734525	266.236449503101	305.067035098418	235.62572022386	480.606631252149	277.215596167876	214.195603552653	226.229021690083	211.423560579955	215.083159143066
gene-LOC117894637	0	0	1.94626838794786	0	0	2.46298662254906	2.02787608123269	0.965908000584932	1.06037427501313	2.82786277112604	4.20743404139213	1.06476811456964
gene-LOC117893875	0	1.13502325038944	0	0	0	2.46298662254906	0	0	0	0	0	0
gene-LOC117893888	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894944	150.677257504684	105.557162286218	106.071627143158	120.715905675319	111.308242535909	111.655393555557	142.965263726905	144.88620008774	130.426035826615	97.0899551419939	104.133992524455	107.541579571533
gene-LOC117894945	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894946	847.695074594695	872.832879549482	673.408862229958	815.245773944277	933.75247905124	672.395347955892	834.471007427254	1110.79420067267	911.921876511293	756.924601738069	829.916364664599	979.586665404065
gene-LOC117894937	354.470958302385	380.232788880463	415.528300826867	310.057976905785	433.89601951498	406.392792720594	766.537158705959	318.749640193028	523.824891856487	348.769741772211	305.03896800093	456.785521150374
gene-LOC117894941	1671.54195015987	2271.18152402927	2075.69523574639	1877.71110814143	1979.84383251372	1896.49969936277	1549.29732606178	2077.66810925819	1983.96026854957	1978.56131886452	2003.790462213	1951.71995400614
gene-LOC117894939	2202.70638309005	1421.04910948758	1590.1012729534	1556.90445470292	1403.72061420286	1390.76644619937	1012.92410257573	930.16940456329	1092.18550326353	1196.18595218631	1163.35551244493	1189.34598397428
gene-LOC117894948	596.204975737957	551.621299689269	509.922317642338	520.897401201719	581.276377687527	525.437146143798	275.791147047646	538.976664326392	447.477944055542	532.580821895404	632.166964719168	432.295854515272
gene-LOC117894947	10554.9960886554	9029.10995684802	8726.09431736421	9336.465800587	9400.39333490768	8760.84341640699	9626.3277576116	12857.201395786	12310.9453329025	11723.3764281648	11571.4954723387	11072.5236234096
gene-LOC117894942	4202.7030744292	4059.97816664304	4270.1128431576	4427.62791021461	3783.44961434559	4150.95345453601	3940.16322583513	3671.41631022333	3926.56594037363	3926.01614724665	4062.27756696411	3671.32045903611
gene-LOC117894940	9513.26339468419	9475.17409425107	8324.18989525298	11523.4080643625	9725.04237563741	9746.03806542661	8603.26427462971	8539.59263317138	9249.64480093955	9723.13482805502	10302.954108859	9103.76737957039
gene-LOC117893108	3480.75304926287	3668.39514525868	3308.65625951136	4130.79907365681	3692.75400931633	3959.66149351803	5006.82604456352	3009.76932982265	3365.62794889168	3581.01688916927	2795.83992050507	3520.12338676722
gene-LOC117893109	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894678	96.4768051648693	85.1267437792082	102.179090367262	90.9503398923636	105.124451283914	111.655393555557	100.379866021018	125.568040076041	129.365661551602	100.860438836829	128.32673826246	137.355086779483
gene-LOC117894434	45.528379965444	145.282976049849	82.7164064877839	86.8162335336198	63.8991762706146	53.3647101552295	92.2683616960876	55.0567560333411	61.5017079507616	67.8687065070249	105.185851034803	67.0803912178871
gene-LOC117894385	1571.81311785461	1485.74543475978	1268.966988942	1496.54650186526	1410.93503733018	1376.80952200492	1908.23139243997	2174.25890931668	1961.69240877429	1955.93841669551	2168.93224833765	1663.16779495777
gene-LOC117894614	12336.0229525417	7543.36452208824	8340.73317655054	6989.12021009227	9054.10102479596	6740.37339037591	11255.7261888821	9964.30693403416	8116.10470095051	7793.58979722336	9328.93312827671	8060.29462729215
gene-LOC117893203	54.2004523398142	46.5359532659672	36.0059651770353	22.3241743372165	29.8883243846423	13.135928653595	28.3902651372577	21.2499760128685	14.8452398501838	34.8769741772211	21.0371702069607	31.9430434370891
gene-LOC117894335	4504.05758943856	4746.66723312865	3997.6352688449	3487.53212423627	4691.43629651351	3401.38452574025	5893.00789206221	6426.18592789155	7278.40902369014	4839.41582232036	5555.91665165831	6116.02805008799
gene-LOC117894068	1471.00027650256	902.343484059607	402.877556305206	1121.99646576307	832.750555268655	472.893431529419	2092.76811583214	1300.11216878732	1171.71357388951	1559.09500781415	1060.27337843082	598.399680388135
gene-LOC117894069	2528.99310617573	2457.32533709314	2173.98178933776	2729.33701804266	2423.01553890669	2201.91004055886	1509.75374247774	2121.13396928451	1869.43984684815	2505.48641521767	2421.37829082117	1768.57983830017
gene-LOC117894914	130.081085615554	131.662697045175	105.098492949184	143.866901284284	109.246978785244	110.834398014708	538.40109956728	293.636032177819	554.575745831868	169.671766267562	212.475419090303	215.083159143066
gene-LOC117895637	2298.09917920812	2926.08993950398	2737.42648764866	2807.05821758704	2652.84644710584	2585.31495813566	2980.97783941206	3909.99558636781	3747.36268789641	3330.27972346276	3550.02247242461	3500.95756070496
gene-LOC117895639	69.3765789949622	141.87790629868	110.937298113028	69.4529868268958	101.001923782584	119.865348964054	85.1707954117732	105.283972063758	123.003415901523	93.3194714471592	100.978416993411	109.671115800673
gene-LOC117895636	404.335374455014	510.760462675249	613.074542203575	421.678848591868	487.48887703227	535.289092633995	341.697119687709	442.385864267899	467.625055280791	377.048369483472	508.0476604981	522.801144253691
gene-LOC117895635	3038.47735816999	2847.77333522711	3315.46819886917	2612.75521872608	2732.20510150644	2988.42376869285	4683.37980960691	2499.7699055138	2768.63723205929	2616.71568421529	2275.1699578828	2943.01906867047
gene-LOC117893102	2123.57372267392	1829.65747962778	2029.95792862961	1800.8167298688	1597.47940676537	1582.05840721734	1048.4119339973	1558.0096049435	1565.11242991938	1626.96371432118	1949.09381967491	1630.15998340611
gene-LOC117893104	1958.80434756089	2046.44692045217	2073.74896735844	2145.60120018803	2041.68174503367	2063.16179415526	1514.82343268082	2210.96341333891	1995.62438557471	2028.52022782108	2283.58482596558	1955.97902646442
gene-LOC117893103	5916.52137741412	5830.61443725057	6151.1812401092	6280.53438020358	5268.59014669971	5714.94995985466	3562.97827472584	4772.55143089015	4381.46650435426	5264.53785891297	4958.46101778063	4551.88368978519
gene-LOC117894233	1494.84847553208	1627.62334105846	1663.08633750144	1460.99318718006	1429.48641108617	1541.00863017486	1061.59312852532	1299.14626078673	1216.24929344006	1409.21828094447	1252.76348582451	1221.28902741137
gene-LOC117894954	9.75608142116656	5.67511625194721	12.6507445216611	11.5754978044826	7.21442312732746	10.6729420310459	8.11150432493078	10.6249880064343	13.7848655751707	9.42620923708679	18.9334531862646	45.7850289264943
gene-LOC117893215	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893521	10.8400904679628	15.8903255054522	3.89253677589571	19.0168892502215	22.6739012573149	13.9569241944446	8.11150432493078	21.2499760128685	16.9659884002101	20.7376603215909	21.0371702069607	14.9067536039749
gene-LOC117892902	8139.8239323933	8864.53158554155	8838.97788386519	8743.63494874314	8762.43220407687	8780.54730938738	8778.67555565633	7564.0255525806	7644.23814856967	8132.93332975848	7493.44002771939	8385.04890223588
gene-LOC117894045	1889.42776856592	1843.27775863246	2157.4385080402	1801.64355114055	1700.54259429862	1830.8200560948	1828.13028723127	1570.5664089511	1753.85905087172	1732.53725777655	1565.16546339787	1698.30514273857
gene-LOC117893002	3206.49876042341	2761.51156819751	3136.41150717797	2736.7784094884	2525.04809456461	2701.07532939546	2157.66015043159	2592.49707356996	2659.41868173293	2927.78058903916	2814.77337369134	2898.29880785855
gene-LOC117893003	1672.62595920667	1917.05426990777	2212.90715709671	1749.55381102038	2136.49987756426	1796.33824337911	2017.73670082653	2432.15634547286	2362.51388472926	2039.83167890558	2149.99879515138	2735.38928632939
gene-LOC117893004	306.774560243349	447.19916065344	317.241747235501	391.913282808912	390.609480751015	372.731975545757	582.000435313783	415.340440251521	309.629288303834	421.351552897779	393.395082870165	337.531492318575
gene-LOC117893699	110.568922773221	39.7258137636305	31.1402942071657	86.8162335336198	98.9406600319194	39.4077859607849	162.230086498616	213.46566812927	77.4073220759586	261.105995867304	123.06744571072	48.9793332702033
gene-LOC117895617	1268.29058475165	1255.33571493072	1330.27444316236	1289.01436265632	1344.9745973089	1235.59828897878	816.22012269616	1547.38461693706	1348.7960778167	1400.7346926311	1469.4463389562	1351.19073738887
gene-LOC117895616	6253.64819096777	4821.57876765435	5477.77237787924	5389.22104925842	4659.48670837821	4765.87911463242	3078.31589131123	3887.77970235435	3484.38986769315	4481.21987131106	4114.87049248151	3833.16521245069
gene-LOC117895612	1765.85073723115	1517.52608577068	1744.82960979525	1774.35844917284	1440.82336171483	1543.47161679741	973.380518991694	1448.8620008774	1366.82244049193	1695.77504175191	1484.17235810108	1448.08463581471
gene-LOC117895613	3802.70373616137	3735.36151703166	3363.1517743739	4163.04510325501	3814.36857060556	3314.35899841018	2904.93248636584	3733.23442226076	3227.77929313997	3900.56538230651	3945.52127231547	3111.25243077248
gene-LOC117895618	1.08400904679628	0	0	0	0	0	0	0	0	0.942620923708679	0	0
gene-LOC117895625	15.176126655148	2.27004650077889	0.973134193973928	2.48046381524628	3.09189562599748	2.46298662254906	0	7.72726400467946	15.905614125197	0	5.25929255174017	4.25907245827854
gene-LOC117895624	0	0	0	0	1.03063187533249	0	0	0	0	0	0	0
gene-LOC117893216	0	0	0	0	0	0	0	0	0	0	1.05185851034803	0
gene-LOC117895621	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895622	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895619	2.16801809359257	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895620	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893218	6.50405428077771	3.40506975116833	7.78507355179142	4.1341063587438	0	2.46298662254906	9.12544236554713	4.82954000292466	5.30187137506566	3.77048369483472	5.25929255174017	9.58291303112672
gene-LOC117893715	0	2.27004650077889	0	1.65364254349752	1.03063187533249	0	0	0.965908000584932	1.06037427501313	0.942620923708679	1.05185851034803	3.19430434370891
gene-LOC117893219	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893220	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893221	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893222	0	0	0.973134193973928	0	0	0	0	0	0	0	0	0
gene-LOC117894675	0	0	0	0.82682127174876	0	0	0	0	0	0.942620923708679	0	1.06476811456964
gene-LOC117893224	0	0	0	0	0	0	0	0	1.06037427501313	0	0	0
gene-LOC117893225	0	0	0	0	0	1.64199108169937	0	0	0	0	0	0
gene-LOC117894628	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893228	0	0	0	0	0	1.64199108169937	0	0	0	0	0	0
gene-LOC117893231	37.94031663787	32.9156742612938	28.2208916252439	54.5702039354182	40.1946431379673	38.5867904199352	69.961724802528	29.9431480181329	28.6301054253546	24.5081440164256	32.607613820789	40.4611883536462
gene-LOC117894879	0	0	0	0	0	0	0	0	0	0	3.1555755310441	0
gene-LOC117894867	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894029	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117893901	0	0	0.973134193973928	0	0	0	0	0	0	0	0	0
gene-LOC117893778	1.08400904679628	0	0	0	0	0.820995540849685	1.01393804061635	1.93181600116986	0	1.88524184741736	1.05185851034803	1.06476811456964
gene-LOC117893811	0	0	0	0	0	0	0	0	1.06037427501313	0	0	0
gene-LOC117893280	1.08400904679628	0	0	0.82682127174876	0	0.820995540849685	1.01393804061635	0	0	0	0	0
gene-LOC117894661	630.893265235438	675.338833981718	426.232776960581	825.994450477011	693.615252098769	527.900132766348	895.307289864235	476.192644288372	1181.25694236463	1112.29268997624	398.654375421905	385.446057474208
gene-LOC117892998	2997.28501439173	2876.14891648685	2220.6922306485	3437.92284793134	2916.68820719096	2389.09702387258	4008.09707455642	3342.04168202386	2870.43316246055	3290.689644667	2693.80964500131	2915.33509769166
gene-LOC117893001	2.16801809359257	0	3.89253677589571	1.65364254349752	4.12252750132998	0	6.08362824369808	1.93181600116986	10.6037427501313	1.88524184741736	10.5185851034803	9.58291303112672
gene-LOC117892999	88.8887418372953	74.9115345257032	103.152224561236	101.699016425097	99.9712919072519	98.5194649019622	110.519246427182	124.602132075456	184.505123852285	119.712857311002	133.5860308142	118.18926071723
gene-LOC117892997	458.535826794828	651.50334572354	545.928282819374	601.925885833097	701.860307101428	658.438423761448	952.08782013875	543.806204329317	691.364027308562	524.097233582025	497.52907539462	664.415303491453
gene-LOC117892996	5.42004523398142	1.13502325038944	1.94626838794786	8.2682127174876	3.09189562599748	0.820995540849685	16.2230086498616	6.76135600409452	0	1.88524184741736	0	1.06476811456964
gene-LOC117895423	4873.7046743961	4534.41788530582	4403.43222773202	4269.7050473106	4612.07764211291	4893.95441900497	10250.9135906313	4000.79093842279	4684.73354700802	4916.71073806447	3723.57912663204	4974.59663126934
gene-LOC117895426	1.08400904679628	0	0	0	0	0	7.09756628431443	0	0	0	0	0
gene-LOC117893708	17520.8382233684	19170.5426990777	18649.1436933164	19930.5267555039	19184.181727439	19092.2513024594	14125.1708438263	18557.9904152383	17544.9527543673	18026.6825450048	19895.9037232331	17144.8961808003
gene-LOC117895437	2630.88995657458	3325.61812364107	3103.32494458286	3325.47515497351	3199.08134103206	3789.71541656215	4127.74176334915	2850.39450972613	3137.64747976386	3499.95148973032	3173.45712572002	3253.93135812481
gene-LOC117895439	9046.055495515	8216.43330956918	8311.53915073132	8327.74384905351	8076.03137510542	7551.5169847354	7091.48265607073	8160.95669694209	7026.03994623701	8151.78574823265	7685.93013511308	7061.54213582583
gene-LOC117895438	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117894219	289.430415494608	296.241068351645	230.632803971821	239.77816880714	237.045331326474	227.415764815363	310.265040428602	273.351964165536	216.316352102679	216.802812452996	179.867805269514	229.989912747041
gene-LOC117894220	445.527718233273	564.106555443553	593.611858324096	408.449708243887	734.840527112068	653.512450516349	786.815919518286	1101.13512066682	987.208450037226	696.596862620714	793.101316802417	728.301390365631
gene-LOC117894221	203.793700797702	296.241068351645	317.241747235501	171.978824523742	272.086815087778	302.126359032684	91.2544236554713	236.647460143308	271.455814403362	180.040596428358	232.460730786915	214.018391028497
gene-LOC117894325	149.593248457887	138.472836547512	132.346250380454	130.637760936304	197.881320063839	142.853224107845	147.02101588937	160.340728097099	135.727907201681	116.884994539876	123.06744571072	123.513101290078
gene-LOC117894324	2173.43813882655	2038.50175769944	2477.59965785762	1911.61078028313	1840.70852934383	2202.73103609971	2043.08515184194	1957.89551718566	2236.32934600269	2167.08550360625	2353.00748764855	2395.72825778168
gene-LOC117894321	950.675934040342	1062.38176236452	856.358090697057	1001.28056008775	1124.41937598775	948.249849681386	1608.10573241753	980.396620593706	1290.47549269098	949.21927017464	900.390884857917	1288.36941862926
gene-LOC117894322	732.790115634288	751.385391757811	818.405857132073	692.876225725461	631.777339578819	917.052019129098	1474.26591105617	602.726592364998	689.243278758536	663.60513029091	492.26978284288	798.576085927227
gene-LOC117894320	905.147554074898	797.921345023778	951.725241706502	791.267957063563	731.748631486071	1077.14614959479	1717.61104080409	697.385576422321	714.692261358851	972.784793267356	670.033871091697	963.615143685521
gene-LOC117894326	470.459926309588	585.671997200952	541.062611849504	607.713634735339	567.878163308204	631.345570913408	766.537158705959	488.749448295976	568.360611407039	638.154365350775	575.366605160374	593.075839815287
gene-LOC117893617	4794.57201397997	5031.5580689764	5750.24995219194	5358.62866220371	5254.16130044506	5237.13055508014	4209.87074463907	5149.25555111827	5169.32459068902	5259.82475429443	4997.37978266351	5105.5631093614
gene-LOC117893618	16.2601357019443	22.7004650077889	9.73134193973928	20.670531793719	26.7964287586448	18.0619018986931	55.7665922338991	16.4204360099438	11.6641170251444	21.6802812452996	11.5704436138284	30.8782753225194
gene-LOC117895768	223.305863640035	276.945673095024	435.96411890032	219.107637013421	250.443545705796	497.523297754909	667.171230725557	199.942956121081	475.047675205883	204.548740444783	167.245503145337	461.044593608652
gene-LOC117895772	1.08400904679628	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895771	2.16801809359257	18.1603720062311	11.6776103276871	4.1341063587438	16.4901100053199	21.3458840620918	22.3066368935596	10.6249880064343	11.6641170251444	2.82786277112604	4.20743404139213	6.38860868741782
gene-LOC117894315	16.2601357019443	11.3502325038944	14.5970129096089	7.44139144573884	8.24505500265995	13.135928653595	23.320574934176	28.977240017548	13.7848655751707	12.2540720082128	7.36300957243624	15.9715217185445
gene-LOC117893873	0	0	0	0	0	0	1.01393804061635	1.93181600116986	0	0	0	0
gene-LOC117892948	4007.58144600586	3840.91867931787	2647.89814180306	3690.10333581472	3020.78202659954	2476.9435467435	7235.46185783826	4501.13128272578	5190.53207618928	4984.57944457149	4692.34081466258	4015.2405600421
gene-LOC117894736	1027.64057636288	1154.31864564606	1190.14311923011	1024.43155569671	1023.41745220517	1182.23357882355	627.627647141519	935.964852566799	1046.58940943796	939.793060937553	1081.31054863778	945.514085737837
gene-LOC117893721	6233.05201907864	6543.40903849514	6841.13338363671	7181.76956640973	6537.29798523401	6396.3762587599	5048.39750422879	6576.8675759828	5829.9377640222	6557.81376624128	6897.03625235206	6067.04871681779
gene-LOC117893720	189.70158318935	306.45627760515	187.814899436968	159.576505447511	324.649040729736	221.668796029415	375.157075028048	193.181600116986	324.474528154018	162.130798877893	176.71222973847	256.609115611282
gene-LOC117895743	2434.68431910446	2334.74282605108	2412.39966686137	2182.80815741673	2272.54328510815	2261.84271504088	2725.46545317674	1972.38413719443	2176.94838660196	2246.26566119778	1872.3081484195	2097.59318570218
gene-LOC117893281	0	2.27004650077889	0	0	0	2.46298662254906	0	0	0	0.942620923708679	0	0
gene-LOC117895744	26.0162171231108	23.8354882581783	20.4358180734525	15.7096041632264	18.5513737559849	32.0188260931377	50.6969020308174	17.3863440105288	38.1734739004727	27.3360067875517	12.6223021241764	28.7487390933802
gene-Trnav-aac-5	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895750	0	1.13502325038944	0	0	0	0	0	0	0	0	0	0
gene-LOC117895747	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895746	0	6.81013950233666	9.73134193973928	2.48046381524628	4.12252750132998	9.85194649019622	5.06969020308174	10.6249880064343	8.48299420010505	0	5.25929255174017	6.38860868741782
gene-LOC117895748	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117895745	1146.88157151047	1341.59748196032	1440.23860708141	1459.33954463656	1266.64657478364	1249.55521317322	773.634724990273	1110.79420067267	1129.29860288899	1251.80058668513	1295.88968474878	1115.87698406898
