C_NL1_G23_C	C_NL2_G23_C	C_NL3_G23_C	C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C
gene-LOC117891858	0	0	0	1.04665617177853	3.33006505635991	0
gene-LOC117903232	2.23041377706583	6.45695090433574	1.69839215006899	3.1399685153356	7.77015179817312	2.8266783722143
gene-LOC117900330	0	0	0	2.09331234355707	0	0
gene-LOC117891126	0	0.922421557762249	0	4.18662468711413	2.2200433709066	0
gene-LOC117903233	0	0	0	0	0	0
gene-LOC117890115	26.76496532479	45.1986563303502	30.5710587012419	23.0264357791277	22.200433709066	27.3245575980715
gene-LOC117903234	0	0	0	0	0	0
gene-LOC117903235	0	0	0	0	0	0
gene-LOC117896765	0	0	0	0	0	4.71113062035716
gene-LOC117903236	1.11520688853292	0	0	0	1.1100216854533	0.942226124071432
gene-LOC117903237	1.11520688853292	1.8448431155245	6.79356860027598	0	0	3.76890449628573
gene-LOC117903613	1.11520688853292	0	0	3.1399685153356	0	0
gene-LOC117903614	1.11520688853292	0	0	0	0	0
gene-LOC117903610	4426.25614058714	3636.18578069879	4366.56621782738	4125.91862915098	3317.85481781992	3550.30803550115
gene-LOC117903612	1622.62602281539	1622.5395201038	1502.22785673603	2064.00597074727	1746.06411121804	1718.62045030629
gene-LOC117903609	2230.41377706583	2057.00007380982	2519.56475462735	2446.03547344643	2644.07165474977	3039.62147625444
gene-LOC117903608	1726.34026344895	1545.97853080953	1777.3673850472	1445.43217322615	1403.06741041297	1546.19306960122
gene-LOC117903607	2072.05439889416	1815.32562567611	2408.32006879783	1792.92202225663	1673.91270166358	1850.53210767629
gene-LOC117903238	1194.38657761875	1037.72425248253	1362.11050435533	990.136738502492	1082.27114331697	1086.38672105436
gene-LOC117890403	10.0368619967962	15.6811664819582	7.64276467531047	12.5598740613424	16.6503252817995	10.3644873647857
gene-LOC117903279	4460.82755413166	4708.96205237628	4090.57749344117	2838.53153786338	2730.65334621512	2826.67837221429
gene-LOC117903278	2308.47825926314	3071.66378734829	2212.15577546486	1856.76804873512	1938.09786280147	1764.78953038579
gene-LOC117903280	0	0	0	0	0	0
gene-LOC117895957	0	0	0	3.1399685153356	0	0
gene-LOC117903101	0	0	0	0	0	0.942226124071432
gene-LOC117903239	0	0	0	0	0	0
gene-LOC117903240	0	0	0.849196075034497	0	0	0.942226124071432
gene-LOC117903069	0	0	0	0	0	0
gene-LOC117903241	2.23041377706583	0.922421557762249	5.09517645020698	1.04665617177853	0	4.71113062035716
gene-LOC117894770	436.04589341637	719.488815054554	477.248194169387	542.16789698128	599.411710144783	532.357760100359
gene-LOC117903243	0	0	0	0	0	0
gene-LOC117895741	5.57603444266458	8.30179401986024	7.64276467531047	6.2799370306712	21.0904120236127	22.6134269777144
gene-LOC117903244	2.23041377706583	2.76726467328675	2.54758822510349	1.04665617177853	0	2.8266783722143
gene-LOC117889772	60.2211719807774	67.3367737166442	68.7848820777943	49.192840073591	81.0315830380911	58.4180196924288
gene-LOC117898183	11.1520688853292	9.22421557762249	8.49196075034497	3.1399685153356	6.66013011271981	6.59558286850002
gene-LOC117895974	6426.93729861519	5683.96163893098	4513.47713880835	3103.33554932335	5147.17055544696	5736.27264334688
gene-LOC117892358	146.092102397812	196.475791803359	133.323783780416	222.937764588827	230.884510574287	161.120667216215
gene-LOC117902774	0	0	0	0	0	0
gene-LOC117902781	0	0	0.849196075034497	0	0	0
gene-LOC117903245	0	0	0	0	0	0
gene-LOC117891814	143.861688620746	186.329154667974	213.148214833659	216.657827558156	187.593664841608	145.102823107
gene-LOC117896954	0	0	0	0	0	0
gene-LOC117890973	4.46082755413166	9.22421557762249	22.9282940259314	10.4665617177853	7.77015179817312	13.191165737
gene-LOC117903246	0	0	0	0	0	0
gene-LOC117894158	28.9953791018558	4.61210778881125	7.64276467531047	4.18662468711413	3.33006505635991	3.76890449628573
gene-LOC117903247	0	0	0	0	0	0
gene-LOC117898330	4093.92448780433	2661.18619414409	4180.59227739483	4619.94034223044	4104.86019280631	4384.17815530437
gene-LOC117896943	1061.67695788334	1748.91127351722	1302.66677910292	1274.82721722625	1746.06411121804	1371.881236648
gene-LOC117896934	2655.30760159687	2206.4323661673	2568.81812697935	2263.91729955697	2430.94749114273	3098.03949594687
gene-LOC117898917	1673.92553968791	1341.20094498631	1654.2339541672	1509.27819970464	1690.56302694538	1995.63493078329
gene-LOC117896527	554.257823600859	539.616611290916	399.122155266214	386.216127386279	452.888847664947	345.796987534215
gene-LOC117903674	684.73702955921	721.333658170079	757.482898930771	252.244137398626	369.63722125595	444.730730561716
gene-LOC117902751	708.156374218401	692.738589879449	932.417290387878	1026.76970451474	927.978129038961	889.461461123431
gene-LOC117889569	5584.95609777284	5913.64460681378	6419.07313118576	5060.58259054921	5255.95268062139	5892.68217994273
gene-LOC117890098	0	0	0	0	0	0
gene-LOC117892230	0	0	0	0	2.2200433709066	0
gene-LOC117893471	121.557550850088	115.302694720281	86.6179996535187	42.9129030429198	47.730932474492	52.7646629480002
gene-LOC117903562	1145.3174745233	991.603174594418	1337.48381817933	1242.38087590112	1077.83105657516	1253.160745015
gene-LOC117903566	419.317790088376	446.452033956929	503.573272495457	809.065220784806	584.98142823389	716.091854294288
gene-LOC117903565	1085.09630254253	915.042185300151	1149.81148559671	1174.34822473551	1187.72320343503	1206.9916649355
gene-LOC117903564	1360.55240401016	1034.95698780924	1470.80760195975	1212.02784691954	1148.87244444417	1372.82346277208
gene-LOC117903568	88844.0719818633	72093.7016900241	80605.6914422745	85300.3846876069	92534.7377644436	90633.6731005551
gene-LOC117903563	10084.8158930032	8827.57430778472	10190.352900414	7707.57604897711	7987.71604852196	8616.65790463324
gene-LOC117899007	1544.56154061809	1973.98213361121	1293.32562227754	1986.55341403566	1509.62949221649	1509.44625076243
gene-LOC117889618	662.432891788552	722.256079727841	539.239507646906	489.835088392353	587.201471604797	463.575253043144
gene-LOC117889620	14.4976895509279	16.6035880397205	11.0395489754485	18.8398110920136	4.44008674181321	16.9600702332858
gene-LOC117902185	345.714135445204	351.442613507417	306.559783087453	317.136820048895	396.277741706829	322.24133443243
gene-LOC117894943	482.884582734752	530.392395713293	554.525036997527	409.242563165406	415.148110359535	383.486032497073
gene-LOC117894938	1206.65385339261	1081.07806569736	1304.36517125299	1331.34665050229	1299.83539366582	1174.013750593
gene-LOC117898037	6644.40264187911	4999.52484307139	7512.8376758302	7957.72687403218	7392.74442511899	7404.01288295331
gene-LOC117898280	5.57603444266458	0	1.69839215006899	8.37324937422826	8.88017348362642	9.42226124071432
gene-LOC117891448	20.0737239935925	15.6811664819582	10.190352900414	15.699842576678	39.9607806763189	4.71113062035716
gene-LOC117891429	5085.3434117101	4726.48806197376	5375.41115496837	4427.35560662319	4637.6706018239	5373.51558557937
gene-LOC117891456	56.8755513151787	50.7331856769237	76.4276467531047	126.645396785202	62.1612143853849	88.5692556627146
gene-LOC117891884	6270.80833422058	6702.3150387005	6962.55861920784	4057.88597798537	4325.75450821152	5456.43148449766
gene-LOC117891973	0	4.61210778881125	0	2.09331234355707	2.2200433709066	1.88445224814286
gene-LOC117891999	23.4193446591912	22.138117386294	25.4758822510349	31.399685153356	18.8703686527061	22.6134269777144
gene-LOC117891933	1272.45105981606	1700.02293095582	998.654584240569	1127.24869700548	1410.83756221115	1570.69094882708
gene-LOC117891995	43.4930686527837	41.5089700993012	42.4598037517248	59.6594017913764	34.4106722490524	52.7646629480002
gene-LOC117891943	693.658684667474	1079.23322258183	757.482898930771	751.499131336986	748.154615995526	768.856517242288
gene-LOC117891953	497.38227228568	455.676249534551	477.248194169387	365.283003950708	451.778825979494	534.242212348502
gene-LOC117903248	6.69124133119749	35.0520191949655	39.9122155266214	12.5598740613424	41.0708023617722	58.4180196924288
gene-LOC117891907	872.09178683274	719.488815054554	630.952683750631	585.0808000242	426.248327214068	864.021355773503
gene-LOC117892028	7.80644821973041	1.8448431155245	3.39678430013799	1.04665617177853	0	3.76890449628573
gene-LOC117903249	13.382482662395	11.069058693147	5.09517645020698	11.5132178895639	7.77015179817312	9.42226124071432
gene-LOC117891875	756.110270425317	665.988364704344	765.125663606082	751.499131336986	729.28424734282	858.367999029074
gene-LOC117891918	2631.88825693768	2423.20143224143	2762.43483208722	2808.1785088818	2842.76553644591	2842.69621632351
gene-LOC117891963	899.971959046063	830.179401986024	1057.24911341795	931.523992882894	1038.98029758429	1083.56004268215
gene-LOC117891881	6668.93719342684	5913.64460681378	7355.73640194881	4690.06630573961	4264.70331551159	5022.06524130073
gene-LOC117891924	5145.56458369087	5274.40646728454	5343.99090019209	5004.06315727316	5502.37749479202	5251.02618945009
gene-LOC117891982	1349.40033512483	1031.26730157819	1086.97097604416	1328.20668198696	1342.01621771304	1359.63229703508
gene-LOC117903250	6.69124133119749	8.30179401986024	18.6823136507589	13.6065302331209	15.5403035963462	5.65335674442859
gene-LOC117893020	2310.7086730402	3287.51043186466	2634.20622475701	2259.73067486985	2574.14028856621	1939.10136333901
gene-LOC117896707	1803.28953875772	1616.08256919946	1366.35648473051	1606.61722368005	1396.40728030025	1335.13441780922
gene-LOC117896699	16.7281033279937	34.1295976372032	22.0790979508969	38.7262783558057	24.4204770799727	10.3644873647857
gene-LOC117899012	252.036756808439	239.829605018185	203.807058008279	208.284578183928	197.583860010688	231.787626521572
gene-LOC117901253	17.8433102165266	7.37937246209799	16.9839215006899	9.41990554600679	11.100216854533	14.1333918610715
gene-LOC117901249	756.110270425317	652.15204133791	753.236918555599	749.405818993429	728.174225657366	717.03408041836
gene-LOC117900380	4410.64324414768	3747.79878918802	4406.47843335401	4473.40847818145	4296.89394438973	4661.19263578137
gene-LOC117890411	1446.42333442719	1289.54533775162	1344.27738677961	1533.35129165555	1593.99114031094	1538.65526060865
gene-LOC117903416	6.69124133119749	21.2156958285317	13.587137200552	17.7931549202351	2.2200433709066	16.0178441092143
gene-LOC117903413	1.11520688853292	6.45695090433574	3.39678430013799	2.09331234355707	2.2200433709066	3.76890449628573
gene-LOC117903422	0	0.922421557762249	0	0	3.33006505635991	1.88445224814286
gene-LOC117903419	1.11520688853292	0	0	0	0	0
gene-LOC117903420	0	1.8448431155245	1.69839215006899	2.09331234355707	0	1.88445224814286
gene-LOC117903421	0	0	0.849196075034497	0	0	0
gene-LOC117903415	3.34562066559875	0.922421557762249	14.4363332755864	4.18662468711413	1.1100216854533	0
gene-LOC117903417	0	0	1.69839215006899	0	0	0.942226124071432
gene-LOC117903251	2.23041377706583	2.76726467328675	1.69839215006899	5.23328085889266	2.2200433709066	0.942226124071432
gene-LOC117903411	2604.00808472436	3229.39787372563	2649.49175410763	1549.05113423223	1713.8734823399	1719.56267643036
gene-LOC117903418	0	0	0	0	0	0
gene-LOC117903423	0	0	0	0	0	0
gene-LOC117903414	0	0.922421557762249	0.849196075034497	1.04665617177853	0	0
gene-LOC117903252	28.9953791018558	8.30179401986024	0	4.18662468711413	5.55010842726651	0
gene-LOC117903400	2881.69459996905	3000.6373274006	2922.0836941937	2667.92658186348	2398.75686226459	2508.20594227815
gene-LOC117903402	757.22547731385	760.997785153855	902.69542776167	948.270491631351	886.907326677189	965.781777173217
gene-LOC117903401	7.80644821973041	21.2156958285317	17.8331175757244	43.9595592146984	28.8605638217859	25.4401053499287
gene-LOC117903398	25.6497584362571	24.9053820595807	28.8726665511729	27.2130604662418	25.530498765426	30.1512359702858
gene-LOC117903399	11673.9857091626	10810.7806569736	10984.3512305712	9249.30059000689	8692.57981878481	8734.43617014217
gene-LOC117903059	43.4930686527837	56.2677150234972	45.0073919768283	41.8662468711413	35.5206939345057	22.6134269777144
gene-LOC117897155	1772.0637458788	1636.37584347023	1505.62464103616	1857.8147049069	1884.81682189971	1821.32309783008
gene-LOC117897146	980.266855020433	1194.53591730211	974.027898064568	929.430680539337	1048.97049275337	1092.04007779879
gene-LOC117902615	2249.37229417089	2185.21667033877	2624.86506793163	1909.10085732404	1934.76779774511	2016.36390551286
gene-LOC117902650	1243.4556807142	1912.17988924114	1405.41950418209	2237.7508952625	1646.16215952725	1121.249087645
gene-LOC117902633	7883.39749503918	11010.0237134502	8986.19286601505	9589.46384583492	11342.2015819618	8254.84307298981
gene-LOC117902641	392.552824763586	405.86548541539	433.939194342628	606.01392345977	483.96945485764	308.107942571358
gene-LOC117902659	66.9124133119749	70.1040383899309	44.1581959017938	66.9859949938261	71.0413878690113	68.7825070572145
gene-LOC117902604	3.34562066559875	8.30179401986024	6.79356860027598	5.23328085889266	9.99019516907972	15.0756179851429
gene-LOC117902623	2188.03591530158	2334.64896269625	2647.79336195756	2707.69951639106	2907.1467942022	2971.7811953213
gene-LOC117902579	0	0	0	0	0	0
gene-LOC117902597	1305.90726647204	1271.09690659638	1430.89538643313	1578.35750704203	1668.36259323631	1394.49466362572
gene-LOC117903254	7.80644821973041	0.922421557762249	0	2.09331234355707	2.2200433709066	2.8266783722143
gene-LOC117903255	0	3.689686231049	0	5.23328085889266	0	1.88445224814286
gene-LOC117903256	11.1520688853292	9.22421557762249	3.39678430013799	6.2799370306712	1.1100216854533	1.88445224814286
gene-LOC117903257	11.1520688853292	3.689686231049	10.190352900414	19.8864672637921	26.6405204508793	6.59558286850002
gene-LOC117903258	7.80644821973041	12.9139018086715	11.0395489754485	17.7931549202351	22.200433709066	3.76890449628573
gene-LOC117903259	1.11520688853292	0.922421557762249	0.849196075034497	2.09331234355707	1.1100216854533	0.942226124071432
gene-LOC117903205	6.69124133119749	25.827803617343	7.64276467531047	13.6065302331209	2.2200433709066	8.48003511664288
gene-LOC117903196	1446.42333442719	1297.84713177148	1478.45036663506	1352.27977393786	1542.93014278009	1832.62981131893
gene-LOC117903206	4335.92438261598	4606.57325946467	4389.49451185332	6341.68974480613	5138.29038196334	5313.2131136388
gene-LOC117903189	2132.27557087493	1742.45432261289	2231.68728519066	2365.44294821948	2244.46384798658	2570.39286646687
gene-LOC117903204	97.0229993023637	159.578929492869	131.625391630347	176.884893030572	107.67210348897	153.582858223643
gene-LOC117903203	85.8709304170345	99.6215282383229	90.0147839536567	78.4992128833899	64.3812577562915	67.8402809331431
gene-LOC117903191	4968.24668841414	5269.79435949573	5589.40856587706	5112.91539913813	5398.03545635941	4766.72196167737
gene-LOC117903200	2825.93425554241	2877.95526021822	2978.97983122102	2453.36206664888	3037.01933140024	2163.35118086801
gene-LOC117903201	749.419029094119	687.204060532876	807.585467357807	1065.49598287055	944.62845432076	949.763933064003
gene-LOC117903194	1358.32199023309	1114.2852417768	1531.1005232872	1359.60636714031	1313.15565389126	1356.80561866286
gene-LOC117903199	1538.98550617542	1401.15834624086	1170.19219139754	746.265850478094	883.577261620829	860.252451277217
gene-LOC117903192	2152.34929486853	1400.23592468309	2015.14228605686	1788.73539756951	1945.86801459964	2533.64604762808
gene-LOC117903207	1921.50146894221	1962.91307491807	2062.69726625879	2594.66064983898	1902.57716886696	2031.43952349801
gene-LOC117903195	3893.18724786841	4162.88849018103	2780.26794966294	3157.76167025583	3963.88743875374	3408.03189076637
gene-LOC117903197	0	2.76726467328675	0	0	0	3.76890449628573
gene-LOC117903190	121.557550850088	60.8798228123084	66.2372938526908	56.5194332760408	51.0609975308519	36.7468188387858
gene-LOC117903209	60.2211719807774	95.0094204495117	77.2768428281392	58.6127456195978	51.0609975308519	39.5734972110001
gene-LOC117903198	27.8801722133229	12.9139018086715	10.190352900414	37.6796221840272	22.200433709066	9.42226124071432
gene-LOC117903212	6.69124133119749	12.9139018086715	6.79356860027598	21.9797796073492	8.88017348362642	8.48003511664288
gene-LOC117903210	134.940033512483	142.975341453149	90.8639800286912	68.0326511656046	74.3714529253713	73.4936376775717
gene-LOC117903187	323.409997674546	438.150239937068	397.423763116145	364.236347778929	406.267936875909	302.45458582693
gene-LOC117903208	255.382377474038	270.269516424339	222.489371659038	263.75735528819	387.397568223203	310.934620943572
gene-LOC117903186	12591.8009784252	10869.8156366703	12986.7555755026	9730.76242902502	10834.9216717097	11432.9717894828
gene-LOC117903211	0	0	0	0	0	0
gene-LOC117903134	16256.3708141443	13770.8314358326	16001.401641875	15317.8130739788	15041.9038595777	17708.1977757985
gene-LOC117902980	1.11520688853292	0	0.849196075034497	1.04665617177853	0	0
gene-LOC117890247	4380.53265815729	4224.6907345511	4848.90958844698	1676.74318718921	1477.43886333835	2143.56443226251
gene-LOC117890708	908.893614154326	782.213480982387	1009.69413321602	710.679540637624	636.042425764742	710.438497549859
gene-LOC117890716	6984.54074288165	6809.31593940092	6971.89977603322	7323.45323393439	7394.9644684899	8356.60349438953
gene-LOC117891625	6326.56867864723	5055.79255809489	7611.3444205342	7183.20130691607	6264.96239269844	7191.06977891317
gene-LOC117891747	649.050409126157	611.565492796371	647.087409176287	812.205189300141	729.28424734282	682.171713827717
gene-LOC117891633	7857.74773660292	7576.77067545911	7476.32224460371	4563.4209089544	4716.48214149108	4956.10941261573
gene-LOC117891755	10.0368619967962	1.8448431155245	1.69839215006899	11.5132178895639	1.1100216854533	13.191165737
gene-LOC117891685	2522.59798186146	2606.76332223612	2388.78855907204	1800.24861545908	2042.43990123408	1678.10472697122
gene-LOC117891704	38614.0385154522	39388.3229380058	36054.3177577396	39985.4057304553	37956.0815123902	33580.9390619058
gene-LOC117891691	2267.21560438742	1861.44670356422	2326.79724559452	2564.30762085741	2233.36363113204	2581.69957995572
gene-LOC117891672	409.28092809158	375.425574009235	360.908331889661	365.283003950708	380.737438110483	436.250695445073
gene-LOC117891665	229.732619037781	207.544850496506	237.774901009659	202.004641153257	240.874705743367	302.45458582693
gene-LOC117891715	9945.41503193654	8917.04919888766	9721.59666699492	9663.77643403119	10696.168961028	10255.1891343935
gene-LOC117891726	114.86630951889	65.4919306011197	64.5389017026218	121.41211592631	82.1416047235444	120.604943881143
gene-LOC117889595	2026.33091646431	1607.7807751796	1963.34132547976	1871.42123514002	2084.6207252813	2218.94252218822
gene-LOC117889594	2925.18766862184	3276.44137317151	3089.3753209755	2907.61084520076	2569.70020182439	2457.32573157829
gene-LOC117889592	36.8018273215862	30.4399114061542	29.7218626262074	24.0730919509063	33.3006505635991	18.8445224814286
gene-LOC117903260	0	1.8448431155245	3.39678430013799	1.04665617177853	1.1100216854533	0
gene-LOC117892502	673.584960673881	677.057423397491	485.740154919732	370.516284809601	516.160083735786	423.059529708073
gene-LOC117892576	219.695757040984	330.226917678885	251.362038210211	218.751139901713	310.806071926925	226.134269777144
gene-LOC117892642	78.0644821973041	102.38879291161	64.5389017026218	53.3794647607052	53.2810409017585	48.053532327643
gene-LOC117892651	268.764860136433	333.916603909934	302.313802712281	248.057512711512	241.98472742882	297.743455206572
gene-LOC117892612	3365.69438959234	3223.86334437906	4284.19419854904	4582.26072004642	4311.32422630063	3711.42870271737
gene-LOC117892487	5348.53223740386	4657.3064451416	5566.48027185113	4138.47850321232	4124.84058314447	4456.72956685787
gene-LOC117892594	142.746481732213	135.595968991051	135.87137200552	88.9657746011753	128.762515512583	122.489396129286
gene-LOC117903842	2734.48729068271	2116.0350535066	3281.2936339333	2519.30140547093	3216.84284444367	3379.76510704423
gene-LOC117903843	1941.57519293581	2029.32742707695	2522.11234285246	2003.29991278411	2655.1718716043	2418.69446049137
gene-LOC117903261	0	0	0	0	0	0
gene-LOC117903841	3419.22432024192	3237.69966774549	3202.31839895509	2042.02619113992	1889.25690864152	1839.22539418743
gene-LOC117898853	1.11520688853292	0	3.39678430013799	5.23328085889266	2.2200433709066	0
gene-LOC117897959	409.28092809158	483.348896267419	444.978743318076	436.455623631648	528.370322275772	480.53532327643
gene-LOC117897966	476.193341403555	585.737689179028	453.470704068421	429.129030429198	471.759216317654	500.32207188193
gene-LOC117901375	573.216340705919	464.900465112173	602.080017199458	738.939257275644	681.553314868328	713.265175922074
gene-LOC117901364	118.211930184489	134.673547433288	153.704489581244	151.765144907887	149.852927536196	173.369606829143
gene-LOC117903168	24060.5886200977	26308.3852489371	24483.1720393196	12751.4121407779	15691.2665455679	14213.4810816175
gene-LOC117889581	2102.16498488455	2017.33594682604	2619.76989148142	2274.38386127475	2598.56076564618	2804.06494523658
gene-LOC117903262	30.1105859903887	38.7417054260145	30.5710587012419	32.4463413251345	31.0806071926925	32.9779143425001
gene-LOC117889578	12393.2941522663	10306.2160648776	12136.710304393	11631.4900369748	10437.5339083174	10420.078706106
gene-LOC117889579	616.709409358702	629.091502393854	539.239507646906	394.589376760507	465.099086204934	378.774901876716
gene-LOC117889580	2986.52404749115	2898.24853448899	2798.9502633137	3687.36969317577	3399.99642254347	3400.4940817738
gene-LOC117897994	1015.95347545349	958.395998514977	1169.3429953225	1119.92210380303	1183.28311669322	1184.37823795779
gene-LOC117897986	483.999789623285	729.635452189939	550.279056622354	523.328085889266	543.910625872118	567.220126691002
gene-LOC117903263	1.11520688853292	1.8448431155245	2.54758822510349	3.1399685153356	0	0.942226124071432
gene-LOC117891254	1.11520688853292	0	0	0	0	0
gene-LOC117891149	2.23041377706583	1.8448431155245	0	0	0	1.88445224814286
gene-LOC117902569	17.8433102165266	48.8883425613992	42.4598037517248	23.0264357791277	24.4204770799727	17.9022963573572
gene-LOC117890544	8.92165510826332	17.5260095974827	3.39678430013799	16.7464987484565	4.44008674181321	16.0178441092143
gene-LOC117890576	4.46082755413166	6.45695090433574	24.6266861760004	5.23328085889266	5.55010842726651	5.65335674442859
gene-LOC117890617	11.1520688853292	11.9914802509092	10.190352900414	9.41990554600679	7.77015179817312	10.3644873647857
gene-LOC117890558	769.492753087712	726.868187516652	803.339486982634	632.180327754234	728.174225657366	545.548925837359
gene-LOC117890623	7287.8770165626	6294.60471016959	6472.57248391294	7487.77825290362	6382.62469135649	6695.45883765159
gene-LOC117890536	1502.18367885384	1070.00900700421	1465.71242550954	1237.14759504223	1229.90402748226	1425.58812572008
gene-LOC117890452	534.184099607267	600.496434103224	412.709292466766	345.396536686916	512.830018679426	409.868363971073
gene-LOC117890427	152.783343729009	209.389693612031	132.474587705382	92.1057431165109	178.713491357982	93.2803862830717
gene-LOC117890607	1981.72264092299	1668.66059799191	2025.33263895728	2035.74625410925	2135.68172281215	2327.29852645644
gene-LOC117890568	631.20709890963	570.05652269707	500.176488195319	594.500705570207	485.079476543093	560.624543822502
gene-LOC117890515	346.829342333737	402.175799184341	348.170390764144	226.077733104163	316.356180354191	241.209887762287
gene-LOC117890433	825.253097514358	948.249361379592	663.222134601942	513.90818034326	623.832187224756	538.011116844787
gene-LOC117890596	0	0	0	0	0	0
gene-LOC117890587	0	0	0	0	0	0
gene-LOC117897814	0	0	0	1.04665617177853	0	0
gene-LOC117903772	80.2948959743699	178.949782205876	147.760117056002	77.4525567116114	93.2418215780774	102.702647523786
gene-LOC117903774	0	0	0	1.04665617177853	0	0
gene-LOC117903778	13.382482662395	11.069058693147	0	6.2799370306712	6.66013011271981	60.3024719405716
gene-LOC117903776	0	0	0	0	0	0
gene-LOC117903775	3.34562066559875	1.8448431155245	0	0	0	1.88445224814286
gene-LOC117903265	544.220961604063	798.817069022108	489.13693921987	692.886385717389	361.867069457777	536.126664596645
gene-LOC117903773	5500.20037424434	5268.87193793797	5673.47897730547	5284.56701130981	4482.26756586043	5330.17318387209
gene-LOC117903266	0	0	0	0	0	0
gene-LOC117903777	0	0	0	0	0	0
gene-LOC117891496	0	1.8448431155245	0	0	0	0
gene-LOC117898191	122.672757738621	151.277135473009	88.3163918035877	54.4261209324837	58.831149329025	50.8802106998573
gene-LOC117898213	146.092102397812	127.29417497119	131.625391630347	132.925333815874	113.222211916237	131.91165737
gene-LOC117897824	404.820100537448	474.124680689796	310.805763462626	499.25499393836	415.148110359535	430.597338700644
gene-LOC117897829	699.234719110138	817.265500177353	849.196075034497	903.264276244874	969.048931400733	891.345913371574
gene-LOC117903294	6168.20930047556	5787.27285340035	6387.65287640949	4098.70556868473	4248.05299022979	4561.3166666298
gene-LOC117894481	3.34562066559875	0	0	0	1.1100216854533	4.71113062035716
gene-LOC117890108	675.815374450947	856.929627161129	670.864899277253	576.707550649971	541.690582501212	518.224368239287
gene-LOC117903041	3218.48708030599	4135.21584344816	3401.03028051316	2298.45695322566	2654.06184991885	2389.48545064515
gene-LOC117903047	1633.77809170072	1455.58121814883	1579.50469956416	1920.61407521361	1942.53794954328	1718.62045030629
gene-LOC117903042	3253.05849385052	2634.43596896898	3181.93769315426	3071.93586416999	2245.57386967203	2790.87377949958
gene-LOC117903046	1853.47384874171	2072.68124029177	2635.90461690708	2705.60620404751	2438.71764294091	3099.92394819501
gene-LOC117903045	879.89823505247	1093.06954594827	1126.03399549574	1108.40888591347	1114.46177219512	1168.36039384858
gene-LOC117903043	1766.48771143614	1698.1780878403	1743.39954204582	1597.19731813404	1746.06411121804	1693.18034495636
gene-LOC117898979	20898.9770911068	19031.4015797507	20798.5102697449	16667.9995355731	18290.9373328995	19674.6236967356
gene-LOC117895007	68358.8366464021	63161.8937462122	64695.1537804281	68609.3587162546	75553.626020379	68565.7950486781
gene-LOC117894995	910.008821042859	911.352499069102	1060.64589771809	1442.29220471082	1044.53040601156	1242.79625765022
gene-LOC117902974	253.151963696972	188.173997783499	111.244685829519	82.6858375705041	135.422645625303	84.8003511664289
gene-LOC117895407	0	1.8448431155245	0	0	0	3.76890449628573
gene-LOC117903735	6877.48088158249	8099.78369871031	7983.29230139931	6378.32271081838	7391.63440343354	6720.89894300152
gene-LOC117903736	2034.13736468404	2033.017113308	2372.65383364638	2628.1536473359	2611.88102587162	2697.59339321651
gene-LOC117903739	1411.85192088267	1141.95788850966	1329.84105350402	1383.67945909122	1234.34411422407	1448.20155269779
gene-LOC117903738	1115.20688853292	1294.15744554044	1278.04009292692	1532.30463548377	1545.150186151	1484.94837153658
gene-LOC117903737	0	0	0	0	0	0
gene-LOC117903611	5361.91472006626	5696.87554073965	5949.46770169169	5602.75048753049	5593.39927299919	6534.33817043538
gene-LOC117903603	287.723377241492	287.795526021822	364.305116189799	536.934616122387	414.038088674082	315.64575156393
gene-LOC117903645	0	0	0	0	0	0
gene-LOC117903529	281.032135910295	328.382074563361	281.083900836419	205.144609668592	214.234185292487	197.867486055001
gene-LOC117903595	5800.19102725969	6191.29349570022	6671.28436547101	5930.35386929717	6268.2924577548	6489.11131647995
gene-LOC117903628	6888.63295046782	8988.99808039312	6658.54642434549	8879.83096136907	7414.94485882806	8429.15490594303
gene-LOC117903654	44.6082755413166	68.2591952744064	36.5154312264834	26.1664042944633	42.1808240472255	58.4180196924288
gene-LOC117903572	119.327137073022	83.9403617563647	70.4832742278632	83.7324937422826	148.742905850743	87.6270295386431
gene-LOC117903567	150.552929951944	58.1125581390217	65.3880977776563	36.6329660122486	72.1514095544646	78.2047682979288
gene-LOC117903551	1562.40485083461	2123.4144259687	1965.88891370486	1491.48504478441	2154.55209146486	1792.11408798386
gene-LOC117903669	50.1843099839812	59.0349796967839	29.7218626262074	48.1461839018125	37.7407373054123	48.9957584517144
gene-LOC117903559	0	0	0	0	0	0
gene-LOC117903538	0	0	0	0	0	0
gene-LOC117903545	16.7281033279937	16.6035880397205	12.7379411255175	16.7464987484565	16.6503252817995	22.6134269777144
gene-LOC117903679	864.28533861301	595.884326314413	663.222134601942	483.555151361682	529.480343961225	553.08673482993
gene-LOC117903533	171.741860834069	167.880723512729	191.069116882762	192.58473560725	168.723296188902	195.983033806858
gene-LOC117903661	0	0	0	0	0	0
gene-LOC117903581	443.8523416361	491.650690287279	373.646273015179	506.58158714081	607.181861942956	487.13090614493
gene-LOC117903590	70.2580339775737	94.0869988917494	80.6736271282772	106.75892952141	108.782125174424	73.4936376775717
gene-LOC117892036	17.8433102165266	15.6811664819582	15.2855293506209	4.18662468711413	11.100216854533	12.2489396129286
gene-LOC117903599	8.92165510826332	23.0605389440562	8.49196075034497	5.23328085889266	7.77015179817312	13.191165737
