C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117890778	1021.17096094893	965.49890593952	1084.91002294335	1124.72377196325	1286.29921814692	1211.61913361319
gene-LOC117890720	4632.70227738416	4092.02044147408	4128.46295631119	4749.03806902555	4845.86938157235	4664.99145571581
gene-LOC117890781	3100.44672991924	2743.14683934123	3029.54118030399	3556.26069189036	4191.59611573818	3335.81948701164
gene-LOC117890712	1701.95160158155	1880.55377290623	1979.66054002025	1808.93839693518	1666.52603105827	1695.23562183837
gene-LOC117890759	2.9946362491171	4.03552311782453	6.00503702736173	0.919643313134305	2.02248304740081	3.093495660289
gene-LOC117890741	759.639395192705	643.665937293013	602.505381745293	675.937835153714	662.363198023766	690.880697464543
gene-LOC117890805	170.694266199675	269.371168114788	249.209036635512	285.089427071635	394.384194243158	317.598887789671
gene-LOC117890801	50.9088162349907	32.2841849425963	24.0201481094469	29.4285860202978	31.3484872347126	43.308939244046
gene-LOC117890785	1437.42539957621	1336.76703277938	1472.23491120818	1804.34018036951	1916.30268741227	1679.76814353693
gene-LOC117890806	4745.50024276757	3979.02579417499	5162.33016452197	5895.83328050403	6073.51659134464	5754.93309335764
gene-LOC117890776	1773.82287156036	1691.89306714794	1612.35244184662	2263.24219362352	2420.91220773877	1967.4632399438
gene-LOC117890746	3079.48427617542	2770.38662038654	2702.26666231278	3149.77834748499	3354.28813411425	3617.32759209794
gene-LOC117890748	1071.08156510088	1071.43138778241	878.737085003933	1121.96484202385	1328.77136214233	1028.07172443604
gene-LOC117890723	1121.99038133587	1414.4508527975	1212.01664002251	635.473529375805	498.5420711843	769.249254191865
gene-LOC117890782	0	2.01776155891227	0	0	0	0
gene-LOC117890762	2080.27398105335	1774.62129106334	1709.43387378897	2055.40280485517	2273.27094527851	2154.10414478124
gene-LOC117890774	257.538717424071	237.086983172191	295.247653845285	406.482344405363	467.193583949588	326.879374770538
gene-LOC117890758	3.99284833215614	3.0266423383684	1.00083950456029	0.919643313134305	3.03372457110122	1.03116522009633
gene-LOC117890753	28.948150408132	31.2753041631401	16.0134320729646	29.4285860202978	31.3484872347126	49.495930564624
gene-LOC117890691	4919.18914521636	5127.13212119607	3921.28917886721	2912.51037269634	2389.56372050406	2720.21385061413
gene-LOC117890710	2061.30795147561	2249.80413818718	2570.15584771082	2266.92076687606	1769.67266647571	2306.7165973555
gene-LOC117890764	2189.0790981046	2180.1913644047	2254.89140377433	2208.9832381486	2410.79979250177	2593.38052854228
gene-LOC117890715	2907.79179789271	3330.3154529847	2913.443797775	2777.3228056656	2554.39608886723	2649.06345042748
gene-LOC117892701	4.99106041519517	6.0532846767368	7.00587653192202	2.75892993940291	4.04496609480162	5.15582610048167
gene-LOC117890743	271.513686586617	435.83649672505	333.279555018576	295.205503516112	308.428664728624	323.785879110249
gene-LOC117890788	0	0	0	0	0	0
gene-LOC117890794	0.998212083039034	2.01776155891227	4.00335801824115	19.3125095758204	6.06744914220244	10.3116522009633
gene-LOC117890766	4.99106041519517	5.04440389728067	18.0151110820852	17.4732229495518	25.2810380925102	17.5298087416377
gene-LOC117890796	0	0	0	0	5.05620761850203	0
gene-LOC117890810	525.059555678532	478.209489462207	447.375258538449	346.705529051633	289.215075778316	396.998609737088
gene-LOC117890811	3.99284833215614	14.1243309123859	26.0218271185675	14.7142930101489	4.04496609480162	17.5298087416377
gene-LOC117890700	1477.35388289777	1636.40462427785	1691.41876270689	1682.94726303578	1595.73912439924	1506.53238656074
gene-LOC117890752	3906.00388093174	3676.36156033815	3599.0188583988	4426.24326611541	5001.60057622221	3724.56877498796
gene-LOC117890722	3251.17675445813	3773.21411516594	2999.51599516718	2089.42960744114	1841.47081465844	2325.27757131723
gene-LOC117890704	2108.22391937844	1924.9445272023	1595.3381702691	1251.63454917579	1082.02843035943	1342.57711656543
gene-LOC117890709	36.9338470724443	33.2930657220524	49.0411357234541	38.6250191516408	57.6407668509232	70.1192349665506
gene-LOC117890807	0	0	0	0	0	0
gene-LOC117890804	0	0	0	0	0	0
gene-LOC117890756	51.9070283180298	108.959124181262	43.0360986960924	45.9821656567152	90.0004956093362	101.054191569441
gene-LOC117890750	311.442169908179	329.904014882156	524.439900389591	605.125300042373	487.418414423596	544.455236210864
gene-LOC117890692	2339.8091226435	2358.76326236844	1858.55895996845	1788.70624404622	1674.61596324787	1492.09607347939
gene-LOC117890760	990.226386374722	927.161436320186	868.72868995833	1121.04519871072	1203.37741320348	991.980941732672
gene-LOC117890768	848.480270583179	997.783090882116	1063.89239334759	1215.76845996355	1125.51181587855	1034.25871575662
gene-LOC117890707	4533.87928116329	4360.38272880941	4098.43777117438	4664.43088421719	4499.01353894311	4875.34916061546
gene-LOC117890775	2238.98970225655	1985.47737396967	1998.6764906069	2552.92983726083	2751.58818598881	2245.87784936981
gene-LOC117890705	154.72287287105	195.72287121449	168.141036766128	140.705426909549	128.427673509952	184.578574397244
gene-LOC117890767	67.8784216466543	85.7548662537713	60.0503702736173	56.0982421011926	143.596296365458	44.3401044641423
gene-LOC117890742	7.98569666431227	17.1509732507543	25.0209876140072	12.8750063838803	9.10117371330366	18.560973961734
gene-LOC117890771	0	0	1.00083950456029	0	1.01124152370041	0
gene-LOC117890721	3227.2196644652	2572.64598761314	2377.99466283524	2140.00998966353	1949.67365769438	3401.8140610978
gene-LOC117890784	62045.8684454572	55243.2848406795	65650.0673016321	76278.8949646118	80794.1527775677	72294.9935809539
gene-LOC117890729	2038.34907356571	2233.66204571588	1625.36335540591	1920.21523782443	2078.10133120433	1846.81690919253
gene-LOC117890695	1545.23230454442	1521.39221541985	1766.48172554891	1241.51847273131	1126.52305740225	1556.02831712537
gene-LOC117890698	574.970159830484	605.32846767368	583.489431158648	564.660994264463	557.194079558924	461.962018603157
gene-LOC117890749	7035.39876125911	6137.02178143166	6544.48952031972	7963.19144842995	8124.31440140906	7295.49393218156
gene-LOC117890725	1877.63692819642	1997.58394332314	1787.49935514467	1616.73294449011	1534.05339145352	2092.23423157546
gene-LOC117890745	578.96300816264	723.367518870048	547.459208994478	541.669911436106	529.890558419013	560.953879732405
gene-LOC117890737	2409.68396845623	2138.827252447	2465.06769973199	2636.61737875605	2872.93716883285	2757.3357985376
gene-LOC117890717	22275.102633016	19252.4719143614	20297.0251524826	22359.2878722344	22716.5295884059	21660.6566133436
gene-LOC117890697	2443.62317927956	2387.01192419321	2347.96947769844	2243.01004073457	1994.1682847372	2066.45510107305
gene-LOC117890740	425.238347374629	571.026521172171	729.61199882445	604.205656729238	707.869066590284	620.761462497993
gene-LOC117890699	2210.04155184842	2209.44890700893	1778.49179960363	1664.55439677309	1434.95172213088	1600.36842158951
gene-LOC117890703	4226.42995958727	4075.87834900278	3935.30093193105	3839.51083233572	3560.58140494913	3946.26929730867
gene-LOC117890701	5742.71411372356	5871.6861364347	5792.85905239495	5264.9579676939	4869.12793661746	5401.24342286459
gene-LOC117890719	1393.50406792249	1692.90194792739	1770.48508356715	1638.80438400533	1246.8607987226	1669.45649133596
gene-LOC117890783	95280.3415381588	79837.7804822611	92625.6944680455	107701.267687785	112502.641994718	105650.09495541
gene-LOC117890813	5231.62952720758	4348.27615945593	5814.87752149527	6924.91414790132	6687.34019623079	5446.61469254883
gene-LOC117890690	10789.6744055689	12325.4964826156	9121.65124456246	7193.44999533653	5994.63975249601	7065.54408810007
gene-LOC117890798	1347.5863121027	1307.50949017515	1156.97046727169	1515.57218004533	1541.13208211942	1379.69906448889
gene-LOC117892702	0.998212083039034	0	1.00083950456029	0.919643313134305	3.03372457110122	7.21815654067433
gene-LOC117890711	4236.41208041766	4384.59586751636	3486.92483388804	2545.57269075576	2213.60769538019	2606.78567640353
gene-LOC117890772	23.9570899929368	26.2309002658595	24.0201481094469	13.7946496970146	19.2135889503077	30.93495660289
gene-LOC117890755	966.269296381785	955.410098144958	731.613677833571	818.482548689531	922.252269614771	766.155758531576
gene-LOC117890744	3081.4807003415	3200.16983243485	2849.39006948314	3446.82313762737	3523.16546857222	3032.65691230332
gene-LOC117890727	3080.48248825846	2985.2782264107	2873.41021759259	2813.18889487784	3062.03933376483	2813.0187204228
gene-LOC117890765	0	0	0	0	0	0
gene-LOC117890735	1918.56362360102	1714.08844429597	1688.41624419321	1775.83123766234	1949.67365769438	1900.43750063754
gene-LOC117890770	9432.10597263583	8310.15098038017	8144.83188811162	9182.63848164603	10212.5281478504	8174.04669970363
gene-LOC117890808	3053.53076201641	3507.87847016898	3074.57895800921	2514.30481810919	2033.60670416152	2311.87242345598
gene-LOC117890757	116.790813715567	109.968004960719	94.0789134286671	190.366165818801	91.0117371330366	83.524382827803
gene-LOC117890793	1308.65604086417	1427.56630293043	1673.4036516248	1730.76871531876	1826.30219180293	1632.3345434125
gene-LOC117890702	0	0	0	0	0	0
gene-Trnam-cau-3	0	0	0	0	0	0
gene-LOC117890779	0	0	0	0	0	0
gene-Trnam-cau-4	6.98748458127324	6.0532846767368	7.00587653192202	3.67857325253722	6.06744914220244	10.3116522009633
gene-Trnar-ucu	0.998212083039034	0	2.00167900912058	3.67857325253722	0	0
gene-LOC117890802	1034.14771802844	974.578832954625	992.832788523806	1406.13462578235	1504.7273872662	1218.83729015387
gene-LOC117890726	2066.2990118908	2146.89829868265	1954.63955240624	1580.86685527787	1357.08612480595	1632.3345434125
gene-LOC117890814	0	0	4.00335801824115	0	0	1.03116522009633
gene-LOC117890694	470.157891111385	519.573601419909	493.413875748222	424.875210668049	316.518596918227	520.738436148648
gene-LOC117890724	2258.95394391733	2537.33516033218	2680.24819321245	2625.58165899844	2703.04859285119	2728.4631723749
gene-LOC117890739	2012.39555940669	2609.97457645302	3148.64108134667	2630.17987556411	3263.27639698121	3081.12167764784
gene-LOC117890689	5354.40961342138	7505.06411837418	4904.11357234541	2781.92102223127	1936.52751788628	2521.19896313553
gene-LOC117890812	1.99642416607807	6.0532846767368	11.0092345501632	3.67857325253722	2.02248304740081	0
gene-LOC117891367	3.99284833215614	4.03552311782453	9.00755554104259	14.7142930101489	11.1236567607045	4.12466088038533
gene-LOC117892277	64.8837853975372	74.6571776797539	64.0537282918584	66.21431854567	41.4609024717167	43.308939244046
gene-LOC117892276	7541.4922873599	9470.36387675472	7048.91263061811	3920.43944389154	2646.41906752396	3695.69614882526
gene-LOC117891594	642.848581477138	693.101095486364	589.49446818601	381.651974950737	360.001982437345	526.925427469226
gene-LOC117891585	11219.9038133587	10973.5962381444	11582.7155862762	11866.1576693719	12548.4960675983	11590.2970738828
gene-LOC117891589	1662.02311825999	1987.49513552858	1822.52873780428	1549.5989826313	1599.78409049404	1598.30609114932
gene-LOC117892705	5.9892724982342	0	3.00251851368086	3.67857325253722	1.01124152370041	2.06233044019267
gene-LOC117892706	7.98569666431227	10.0888077945613	15.0125925684043	9.19643313134305	12.1348982844049	18.560973961734
gene-LOC117891581	0	1.00888077945613	2.00167900912058	0	0	4.12466088038533
gene-LOC117891580	3.99284833215614	0	6.00503702736173	0.919643313134305	1.01124152370041	0
gene-LOC117891578	543.027373173235	496.369343492418	409.343357365158	369.696611879991	377.193088340252	436.182888100749
gene-LOC117891603	0	0	0	0	0	0
gene-LOC117891565	1269.72576962565	1481.0369842416	1144.96039321697	826.75933850774	663.374439547467	751.719445450227
gene-LOC117891592	91.8355116395911	62.5506083262803	92.0772344195465	45.9821656567152	41.4609024717167	85.5867132679956
gene-LOC117891577	10391.3877844363	10456.0403982834	10311.6494154846	10448.987323832	10001.178669397	12022.3553011031
gene-LOC117891600	1640.06245243313	1797.82554899083	1828.53377483165	1852.16163265249	1894.05537389086	2019.02150094862
gene-LOC117891599	1649.04636118048	1481.0369842416	1949.63535488344	2030.57243540055	2193.38286490618	2162.35346654201
gene-LOC117891573	1230.79549838713	1203.59476989117	1112.93352907104	1192.77737713519	1222.59100215379	1139.43756820645
gene-LOC117891564	10287.5737278003	9579.32300093598	8733.32551679307	6354.73529375805	5008.67926688811	6364.35173843457
gene-LOC117891567	3157.34481865246	3084.1485427974	3023.53614327663	3444.06420768797	3123.72506671055	3177.0200431168
gene-LOC117891582	1539.24303204619	1338.78479433829	1302.09219543293	1508.21503354026	1575.51429392523	1332.26546436446
gene-LOC117891587	116548.248179389	105968.801550954	110890.014586766	85081.7207579333	89837.6857240204	131993.272833211
gene-LOC117891591	216.61202201947	246.166910187297	265.222468708476	208.759032081487	242.697965688097	364.001322694006
gene-LOC117891568	2016.38840773885	2067.19671710562	1915.60681172839	2218.17967127994	2346.08033498494	2033.45781402997
gene-LOC117891584	1.99642416607807	0	7.00587653192202	0	6.06744914220244	2.06233044019267
gene-LOC117891586	1.99642416607807	1.00888077945613	2.00167900912058	1.83928662626861	4.04496609480162	3.093495660289
gene-LOC117892709	4.99106041519517	8.07104623564907	12.0100740547235	7.35714650507444	6.06744914220244	9.280486980867
gene-LOC117891593	1.99642416607807	13.1154501329297	7.00587653192202	5.51785987880583	9.10117371330366	13.4051478612523
gene-LOC117891590	0.998212083039034	1.00888077945613	3.00251851368086	0.919643313134305	0	0
gene-LOC117892731	0	0	0	0	0	0
gene-LOC117892732	0	0	0	0	0	0
gene-LOC117891596	0	0	0	0	0	0
gene-LOC117891601	0	0	0	0	0	0
gene-LOC117891572	15.9713933286245	16.1420924712981	14.011753063844	10.1160764444774	17.1911059029069	20.6233044019267
gene-LOC117891576	0	0	0	0	0	0
gene-LOC117891583	1701.95160158155	1649.52007441078	1570.31718265509	1756.51872808652	1840.45957313474	1724.10824800107
gene-LOC117891569	701.743094376441	769.77603472503	664.557431028031	502.12524897133	432.811372143774	435.151722880653
gene-LOC117891566	266.522626171422	246.166910187297	246.206518121831	189.446522505667	177.978508171271	238.199165842253
gene-LOC117891571	51.9070283180298	61.5417275468241	43.0360986960924	41.3839490910437	30.3372457110122	83.524382827803
gene-LOC117891602	16.9696054116636	11.0976885740175	14.011753063844	6.43750319194013	13.1461398081053	13.4051478612523
gene-LOC117891595	177.681750780948	91.8081509305081	198.166221902937	160.017936485369	251.799139401401	265.009461564758
gene-LOC117891598	9402.15961014466	7979.23808471856	9343.83761457485	9728.90660964781	11302.6465103994	9589.8365468959
gene-LOC117891575	26.9517262420539	28.2486618247717	62.0520492827379	38.6250191516408	27.303521139911	55.682921885202
gene-LOC117891574	939.317570139731	873.690755009011	1030.8646896971	709.964637739683	663.374439547467	967.232976450361
gene-LOC117892733	38.9302712385223	15.133211691842	5.00419752280144	12.8750063838803	7.07869066590284	20.6233044019267
gene-LOC117891620	4753.48593943188	5162.44294847703	4365.66191889198	3457.85885738499	3130.80375737646	3623.51458341852
gene-LOC117891621	1981.45098483248	2012.71715501499	1668.399454102	1187.25951725639	1035.51132026922	1089.94163764182
gene-LOC117891626	10470.2465389964	9334.16497152815	12423.4207701069	15507.9451893838	16418.5173787998	14993.1423002007
gene-LOC117891624	2104.23107104628	1816.9942838005	2017.69244119354	2285.31363313875	2243.9449410912	2106.67054465681
gene-LOC117891623	2178.09876519117	2425.34939381254	2248.88636674697	2334.05472873487	1995.1795262609	1899.40633541745
gene-LOC117891622	0	0	0	0	0	0
gene-LOC117890818	909.37120764856	1030.06727582471	1235.0359486274	1979.99205317816	1681.69465391378	1416.82101241236
gene-LOC117890821	103.81405663606	103.914720283982	132.110814601958	116.794700768057	135.506364175854	97.9606959091517
gene-LOC117890819	215.613809936431	305.690876175208	261.219110690235	206.919745455219	318.541079965628	318.630053009767
gene-LOC117890851	1.99642416607807	1.00888077945613	0	1.83928662626861	0	0
gene-LOC117891095	0	3.0266423383684	0	0	1.01124152370041	0
gene-LOC117890674	0.998212083039034	6.0532846767368	3.00251851368086	4.59821656567152	0	0
gene-LOC117891082	298.465412828671	354.117153589103	311.26108591825	221.634038465367	243.709207211798	331.004035650923
gene-LOC117891083	0.998212083039034	2.01776155891227	1.00083950456029	0	0	1.03116522009633
gene-LOC117891086	7.98569666431227	12.1065693534736	4.00335801824115	5.51785987880583	12.1348982844049	7.21815654067433
gene-LOC117892462	2.9946362491171	2.01776155891227	2.00167900912058	7.35714650507444	10.1124152370041	3.093495660289
gene-LOC117891085	0	0	2.00167900912058	0	0	3.093495660289
gene-LOC117890517	0	3.0266423383684	0	2.75892993940291	0	0
gene-LOC117891524	26403.7078084655	24331.1777581436	28234.6832631503	31120.7297164649	30821.6304008647	30850.4010548421
gene-LOC117892132	733.68588103369	727.403041987872	634.532245891223	594.089580284761	551.126630416721	622.823792938185
gene-LOC117892117	4702.57712319689	5278.46423811449	4501.77609151218	4689.26125367182	4398.90062809677	4436.07277685443
gene-LOC117892118	126.772934545957	154.358759256788	149.125086179483	140.705426909549	140.562571794356	110.334678550308
gene-LOC117892120	22.9588779098978	25.2220194864033	19.0159505866455	25.7500127677605	16.1798643792065	13.4051478612523
gene-LOC117892122	94.8301478887082	80.7104623564907	109.091505997071	164.616153051041	162.809885315765	97.9606959091517
gene-LOC117892123	69.8748458127324	46.4085158549821	57.0478517599364	53.3393121617897	74.8318727538301	58.776417545491
gene-LOC117892114	384.311651970028	416.667761915383	355.298024118902	285.089427071635	213.371961500786	241.292661502542
gene-LOC117892135	0	0	0	1.83928662626861	0	0
gene-LOC117892136	0	2.01776155891227	1.00083950456029	0.919643313134305	0	0
gene-LOC117892131	9.98212083039034	32.2841849425963	24.0201481094469	19.3125095758204	2.02248304740081	13.4051478612523
gene-LOC117892115	4859.29642023402	4938.47141543777	4677.92384431479	4198.1717244581	3832.60537482454	4047.32348887811
gene-LOC117892129	2684.19229129196	2750.20900479742	2619.19698343427	2823.30497132232	2723.27342332519	2330.43339741771
gene-LOC117892119	4273.34592749011	4462.27968753448	3783.17332723789	2879.40321342351	2413.83351707287	2607.81684162363
gene-LOC117892116	2788.00634792802	3085.15742357686	2581.16508226098	2151.04570942114	1737.3129377173	2539.75993709727
gene-LOC117892128	1112.00826050548	1019.97846803015	917.769825681784	1332.56316073161	1441.01917127308	1112.62727248394
gene-LOC117892126	858.462391413569	835.353285389678	764.64138148406	839.63434489162	890.903782380058	927.017532866604
gene-LOC117892127	3973.88230257839	3920.51070896653	3579.00206830759	4473.14507508526	4410.02428485747	3924.61482768664
gene-LOC117892121	59.892724982342	41.3641119577015	82.0688393739436	29.4285860202978	46.5171100902187	61.86991320578
gene-LOC117892124	0	0	0	0	0	0
gene-LOC117892134	0	3.0266423383684	1.00083950456029	1.83928662626861	0	1.03116522009633
gene-LOC117892130	960.280023883551	982.649879190274	1130.94864015313	989.536204932512	935.398409422876	1171.40369002943
gene-Trnag-gcc-4	0	0	0	0	0	0
gene-LOC117891180	13.9749691625465	10.0888077945613	11.0092345501632	9.19643313134305	11.1236567607045	15.467478301445
gene-LOC117891371	0.998212083039034	0	0	0.919643313134305	2.02248304740081	1.03116522009633
gene-LOC117890520	0	2.01776155891227	1.00083950456029	1.83928662626861	0	2.06233044019267
gene-LOC117890521	993.221022623839	966.507786718976	1096.92009699808	1218.52738990295	1334.83881128454	1223.99311625435
gene-LOC117890519	882.419481406506	783.900365637416	828.695109775918	863.545071033112	944.499583136179	845.555480478993
gene-LOC117890267	2369.75548513467	2853.11484430194	2335.95940364371	1466.83108444922	1252.9282478648	1336.39012524485
gene-LOC117890269	1219.8151654737	1121.87542675522	1165.97802281274	1571.67042214653	1722.14431486179	1305.45516864196
gene-LOC117890268	0	0	0	1.83928662626861	1.01124152370041	3.093495660289
gene-LOC117890496	0.998212083039034	0	0	0	0	0
gene-LOC117890495	9.98212083039034	10.0888077945613	10.0083950456029	4.59821656567152	1.01124152370041	13.4051478612523
gene-LOC117890305	1673.00345117342	1881.56265368569	1864.56399699582	1529.36682974235	1626.07637011025	1797.32097862791
gene-LOC117891311	3132.38951657649	2987.29598796961	2790.34053871408	2383.71546764412	2059.89898377773	2724.33851149451
gene-LOC117889946	69.8748458127324	81.7193431359468	63.0528887872981	33.107159272835	24.2697965688097	59.8075827655873
gene-LOC117889953	43.9213316537175	58.5150852084557	57.0478517599364	63.455388606267	60.6744914220244	95.898365468959
gene-LOC117889956	216.61202201947	281.477737468261	281.235900781441	344.866242425364	408.541575574964	404.216766277763
gene-LOC117889960	26.9517262420539	28.2486618247717	29.0243456322484	34.9464458991036	45.5058685665183	27.841460942601
gene-LOC117889959	130.765782878113	175.545255625367	170.142715775249	290.60728695044	205.282029311182	227.88751364129
gene-LOC117889958	969.263932630902	909.001582289976	1565.31298513229	1818.13483006652	1811.13356894743	1778.76000466617
gene-LOC117889955	37047.6432499107	28680.462798379	36297.446311888	43949.7539346884	48292.8502058366	46815.9321575936
gene-LOC117889961	136.755055376348	163.438686271894	194.162863884696	189.446522505667	212.360719977085	201.077217918785
gene-LOC117889954	8952.9641727771	7891.46545690587	8253.92339410869	9934.9067117899	11223.7696715508	9739.35550380987
gene-LOC117889962	0	0	0	0	0	0
gene-LOC117889948	249.553020759759	156.376520815701	173.14523428893	110.357197576117	97.079186275239	155.705948234546
gene-LOC117892463	47.9141799858736	29.2575426042279	28.0235061276881	50.5803822223868	39.4384194243158	47.4336001244313
gene-LOC117889952	1961.4867431717	2037.93917450139	1854.55560195021	2026.89386214801	2014.39311521121	1791.13398730733
gene-LOC117889944	2370.75369721771	3115.42384696054	2398.01145292645	1524.76861317668	1018.32021436631	1321.9538121635
gene-LOC117889950	2423.65893761877	2598.876887879	2447.0525886499	3111.15332833335	2731.3633555148	2783.11492904
gene-LOC117889947	708.730578957714	796.006934990889	601.504542240733	677.777121779983	630.003469265353	533.112418789804
gene-LOC117889945	2606.33174881492	2874.30134067052	2550.13905761961	2684.43883103904	2855.74606292995	2684.12306791076
gene-LOC117889951	2507.50875259405	2297.22153482162	2450.05510716359	2771.8049457868	2818.33012655303	2475.8276934513
gene-LOC117889949	1619.09999868931	1765.54136404823	1543.29451603196	1518.33110998474	1596.75036592294	1765.35485680492
gene-LOC117889957	4580.79524906613	4491.53723013871	5605.70206504217	6245.29773949506	6702.50881908629	6096.24878120952
gene-LOC117890002	6567.23729431381	6535.52968931683	5718.79692905749	5073.67215856196	4346.31606886435	5116.64182211801
gene-LOC117890899	3070.50036742807	2959.04732614484	2971.4924890395	3234.38553229335	3349.23192649575	3102.77614726987
gene-LOC117890900	534.043464425883	551.857786362505	542.455011471676	662.143185456699	653.262024310462	666.132732182231
gene-LOC117890610	1949.50819817523	1706.01739806032	1798.50858969484	2119.77783677457	2404.73234335957	2002.52285742708
gene-LOC117890608	684.773488964777	633.577129498452	700.587653192202	732.036077254907	881.802608666754	877.52160230198
gene-LOC117890609	31.9427866572491	27.2397810453156	63.0528887872981	29.4285860202978	53.5958007561215	57.7452523253947
gene-LOC117891446	380.318803637872	466.102920108734	359.301382137143	378.893045011334	388.316745100956	429.995896780171
gene-LOC117891657	42263.3013837897	63345.6063804917	57342.0985742771	78555.9318079323	79611.0001948382	63022.7559218477
gene-LOC117891658	12053.4109026963	10572.0616879208	11926.0035363404	12788.5599124456	13759.9634129914	12676.1140506442
gene-LOC117891655	21553.3952969788	21997.6365152615	25835.6709707193	25106.2624485665	25065.643647962	26537.0369391791
gene-LOC117891654	1257.74722462918	1297.42068238059	1243.04266466388	1121.96484202385	1054.72490921952	1142.53106386674
gene-LOC117891656	442.207952786292	403.552311782453	477.400443675257	450.625223435809	407.530334051264	578.483688474043
gene-LOC117891702	105.810480802138	141.243309123859	182.152789829972	130.589350465071	113.259050654446	167.048765655606
gene-LOC117891710	2251.96645933606	2122.6851599757	3237.71579725253	3090.00153213126	3765.86343426031	3463.68397430358
gene-LOC117891697	0	0	0	0	0	0
gene-LOC117891694	4450.02946618801	4123.29574563722	3936.30177143561	3570.05534158737	3339.11951125874	3189.39402575796
gene-LOC117891718	3825.14870220558	3297.02238726264	3363.82157482713	4403.25218328705	4653.73349206927	3684.3533314042
gene-LOC117891717	8355.03513503672	5631.57251092414	4866.08167117212	13163.7743842044	11974.1108821365	11687.2266045718
gene-LOC117891692	3431.8531414882	3796.41837309343	3624.0398460128	3258.29625843484	3016.53346519831	3076.99701676746
gene-LOC117891716	1.99642416607807	1.00888077945613	2.00167900912058	1.83928662626861	3.03372457110122	0
gene-LOC117891700	15454.3194696103	14924.3733704946	13740.5255581082	13187.6851103459	14115.920429334	14776.5976039805
gene-LOC117891712	2477.56239010288	2299.23929638053	2534.12562554665	2662.36739152381	2952.82524920519	2719.18268539403
gene-LOC117891709	0	0	0	0	0	0
gene-LOC117891713	7416.71577698002	7334.56326664609	7218.0545068888	8858.92403542276	9706.9073860002	7974.00064700494
gene-LOC117891698	0	0	0	0	0	0
gene-LOC117891719	873.435572659155	748.589538356451	788.661529593507	860.786141093709	766.521074964908	1098.19095940259
gene-LOC117892761	0	0	0	0	0	0
gene-LOC117892789	0	0	0	0	0	0
gene-LOC117892790	0	0	0	0	0	0
gene-LOC117891695	2153.1434631152	2482.85559824154	2374.99214432156	1412.57212897429	1159.89402768437	1809.69496126906
gene-LOC117891720	64.8837853975372	62.5506083262803	46.0386172097732	59.7768153537298	52.5845592324211	85.5867132679956
gene-LOC117891714	0	3.0266423383684	0	0	0	4.12466088038533
gene-LOC117891707	131.763994961152	173.527494066455	120.100740547235	114.955414141788	119.326499796648	116.521669870886
gene-LOC117891706	2241.98433850567	2119.65851763734	2045.71594732123	2163.00107249189	2389.56372050406	2281.96863207319
gene-LOC117891705	606.912946487733	655.772506646487	666.559110037152	449.705580122675	475.283516139191	499.083966526625
gene-LOC117891703	493.116769021283	478.209489462207	453.380295565811	423.03592404178	444.946270428179	512.489114387878
gene-LOC117891711	724.701972286339	620.461679365522	595.499505213371	678.696765093117	748.318727538301	697.067688785121
gene-LOC117891699	1679.99093575469	1796.81666821137	1445.21224458506	1295.77742820624	1011.24152370041	1067.2560027997
gene-LOC117891708	6.98748458127324	8.07104623564907	9.00755554104259	10.1160764444774	11.1236567607045	10.3116522009633
gene-LOC117891701	2376.74296971594	2228.6176418186	2347.96947769844	2702.83169730172	2557.42981343833	2660.40626784854
gene-LOC117891693	3303.08378277616	3373.69732650131	3049.5579703952	2992.51934093903	2817.31888502933	2793.42658124097
gene-LOC117892749	10.9803329134294	10.0888077945613	15.0125925684043	15.6339363232832	11.1236567607045	20.6233044019267
gene-LOC117891696	14674.7158327568	17256.9057325972	20531.2215965497	22132.1359738902	11245.0057435485	30314.195140392
gene-LOC117890223	16.9696054116636	7.06216545619293	6.00503702736173	10.1160764444774	14.1573813318057	16.4986435215413
gene-LOC117890222	357.359925727974	311.744160851945	644.540640936826	556.384204446254	664.385681071167	747.594784569842
gene-LOC117890220	660.816398971841	549.840024803593	465.390369620534	548.107414628046	553.149113464122	806.371202115333
gene-LOC117890224	52.9052404010688	9.0799270151052	14.011753063844	12.8750063838803	16.1798643792065	18.560973961734
gene-LOC117891845	4663.64685195837	4793.19258319609	5083.2638436617	5685.23496179627	5721.6045410969	5753.90192813754
gene-LOC117891847	9107.68704564815	8222.37835256749	8082.77983882889	8955.48658330186	9069.82522606894	8541.14151805793
gene-LOC117891849	0.998212083039034	0	3.00251851368086	1.83928662626861	4.04496609480162	0
gene-LOC117891846	71.8712699788105	42.3729927371576	85.0713578876245	64.3750319194013	73.8206312301296	74.243895846936
gene-LOC117891851	6.98748458127324	6.0532846767368	9.00755554104259	7.35714650507444	10.1124152370041	6.186991320578
gene-LOC117891848	20.9624537438197	15.133211691842	23.0193086048866	12.8750063838803	29.3260041873118	21.654469622023
gene-LOC117891844	3381.94253733625	3820.63151180038	3458.90132776036	2300.94756946203	1607.87402268365	2241.75318848943
gene-LOC117891850	126.772934545957	139.225547564946	113.094864015313	117.714344081191	98.0904277989394	94.8672002488627
gene-LOC117890589	1680.98914783773	1730.23053676727	1432.20133102577	1083.33982287221	1084.05091340684	986.825115632191
