C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117892367	141.746115791543	95.8436740483327	153.128444197724	164.616153051041	186.068440360875	193.859061378111
gene-LOC117903337	4488.95973742654	5037.34173182447	4358.65604236005	3438.54634780917	2795.07157150792	3368.81677405472
gene-LOC117894282	0	0	0	0	0	1.03116522009633
gene-LOC117892375	0	0	0	0	0	0
gene-LOC117889610	7252.01078327858	9004.26095664599	5971.00848420668	4393.13610684257	3967.10049747669	4646.43048175408
gene-LOC117889611	0	0	0	0	0	0
gene-LOC117889612	607.911158570772	459.040754652541	423.355110429002	409.241274344766	349.889567200341	488.772314325662
gene-LOC117897219	3112.42527491571	4466.3152106523	3096.59742710953	1594.66150497488	1075.96098121723	1537.46734316363
gene-LOC117896423	2839.91337624605	3262.72044076113	3030.54201980855	2513.38517479606	2091.24747101244	2767.64745073856
gene-LOC117901738	211.620961604275	269.371168114788	287.240937808803	327.393019475813	209.326995405984	296.975583387744
gene-LOC117895356	331.406411568959	316.788564749226	463.388690611413	419.357350789243	511.688210992406	423.808905459593
gene-LOC117895424	9337.27582474712	10362.2144857939	9239.75030610058	8369.67379283531	7436.67016529279	8628.79056176612
gene-LOC117893958	2052.32404272825	1693.91082870685	1734.45486140298	2111.50104695636	2273.27094527851	1927.24779636005
gene-LOC117893965	459.177558197956	432.809854386681	543.455850976236	806.527185618785	814.049426578827	791.934889033984
gene-LOC117893974	97.8247841378253	46.4085158549821	88.0738764013053	108.517910949848	115.281533701846	113.428174210597
gene-LOC117893951	697.750246044285	599.275182996943	763.6405419795	888.375440487739	866.633985811248	754.812941110516
gene-LOC117899032	845.485634334062	796.006934990889	826.693430766798	721.920000810429	627.980986217952	587.76417545491
gene-Trnag-gcc	0.998212083039034	0	3.00251851368086	1.83928662626861	2.02248304740081	0
gene-LOC117892385	0	0	0	0	0	0
gene-LOC117902577	91.8355116395911	119.047931975824	106.088987483391	99.3214778185049	90.0004956093362	87.6490437081883
gene-LOC117895077	0.998212083039034	0	0	0	0	0
gene-LOC117892404	0	0	0	0	0	0
gene-LOC117892429	0	0	0	0	0	0
gene-LOC117892439	0	0	0	0	0	0
gene-LOC117891248	0.998212083039034	1.00888077945613	1.00083950456029	2.75892993940291	3.03372457110122	4.12466088038533
gene-LOC117892461	0	0	0	0	0	0
gene-LOC117901524	4903.21775188774	5135.20316743172	4985.18157221479	4492.45758466108	3808.33557825573	5369.27730104161
gene-LOC117892471	28.948150408132	14.1243309123859	29.0243456322484	22.0714395152233	32.359728758413	2.06233044019267
gene-LOC117900768	493.116769021283	539.751217009031	505.423949802945	362.339465374916	341.799635010737	362.970157473909
gene-LOC117900589	7081.31651707891	8587.59319473061	7512.30132122952	4844.68097359152	3321.92840535583	5118.7041525582
gene-LOC117900729	0	0	0	0	0	0
gene-LOC117900761	0	3.0266423383684	3.00251851368086	0	1.01124152370041	2.06233044019267
gene-LOC117900739	0	0	0	0	0	0
gene-LOC117900717	0	1.00888077945613	1.00083950456029	2.75892993940291	1.01124152370041	1.03116522009633
gene-LOC117900753	1.99642416607807	1.00888077945613	0	0	0	0
gene-LOC117892481	0.998212083039034	0	1.00083950456029	0	2.02248304740081	2.06233044019267
gene-LOC117903160	0	0	0	0	0	0
gene-LOC117890984	17.9678174947026	27.2397810453156	33.0277036504895	13.7946496970146	21.2360719977085	27.841460942601
gene-LOC117896741	6.98748458127324	13.1154501329297	2.00167900912058	9.19643313134305	3.03372457110122	9.280486980867
gene-LOC117896721	7.98569666431227	15.133211691842	9.00755554104259	8.27678981820874	0	4.12466088038533
gene-LOC117896749	22.9588779098978	24.2131387069472	41.0344196869718	11.0357197576117	9.10117371330366	42.2777740239497
gene-LOC117896730	1800.77459780242	1606.13820089416	1603.34488630558	2047.12601503696	2102.37112777314	1773.60417856569
gene-LOC117889638	4014.808997983	4343.23175555865	4073.41678356037	3585.68927791065	3004.39856691391	3504.93058310744
gene-LOC117889639	75478.8084469135	80304.8922831493	91394.6618774364	94160.4395451952	81499.9993611105	105834.673529807
gene-LOC117890361	0	4.03552311782453	2.00167900912058	0	2.02248304740081	0
gene-LOC117902120	768.623303940056	744.554015238626	1405.17866440264	1047.47373365997	815.060668102527	913.612385005351
gene-LOC117891813	0.998212083039034	0	0	0	0	4.12466088038533
gene-LOC117891157	1.99642416607807	0	2.00167900912058	1.83928662626861	1.01124152370041	5.15582610048167
gene-LOC117893744	0	3.0266423383684	1.00083950456029	0.919643313134305	3.03372457110122	3.093495660289
gene-LOC117892289	245.560172427602	310.735280072489	278.23338226776	201.401885576413	252.810380925102	380.499966215547
gene-LOC117892296	0	0	0	0	0	0
gene-LOC117892685	0	0	0	0	0	0
gene-LOC117892304	37.9320591554833	21.1864963685788	39.0327406778512	27.5892993940291	19.2135889503077	60.8387479856837
gene-Trnag-ucc	0	0	0	0	0	0
gene-LOC117902200	33.9392108233272	7.06216545619293	28.0235061276881	15.6339363232832	18.2023474266073	27.841460942601
gene-LOC117892692	0	0	0	0	0	0
gene-Trnag-ucc-2	0	0	0	0	0	0
gene-LOC117903097	0	1.00888077945613	0	1.83928662626861	1.01124152370041	2.06233044019267
gene-LOC117895847	0	0	0	0	0	0
gene-LOC117903383	55.8998766501859	72.6394161208416	123.103259060915	27.5892993940291	57.6407668509232	52.589426224913
gene-LOC117903382	709.728791040753	951.374575027134	770.646418511422	604.205656729238	399.44040186166	650.665253880786
gene-LOC117903384	0	0	0	0	0	1.03116522009633
gene-LOC117903386	0	0	0	0.919643313134305	1.01124152370041	0
gene-LOC117903385	156.719297037128	106.94136262235	174.14607379349	156.339363232832	199.21458016898	239.230331062349
gene-LOC117903381	3000.62552161534	3307.1111950572	3209.69229112484	2655.92988833187	2269.22597918371	3238.88995632258
gene-LOC117903387	9.98212083039034	23.2042579274911	11.0092345501632	13.7946496970146	16.1798643792065	17.5298087416377
gene-LOC117896133	2318.84666889968	2816.79513624152	2675.24399568965	1670.99189996503	1241.8045911041	1491.0649082593
gene-LOC117892719	1.99642416607807	1.00888077945613	0	0.919643313134305	2.02248304740081	2.06233044019267
gene-LOC117892729	0	0	0	0.919643313134305	0	0
gene-LOC117896254	10.9803329134294	17.1509732507543	18.0151110820852	11.0357197576117	9.10117371330366	13.4051478612523
gene-LOC117896346	564.988039000093	549.840024803593	489.410517729981	449.705580122675	509.665727945005	476.398331684506
gene-LOC117896247	976.251417212175	1012.91630257396	808.678319684713	531.553834991628	553.149113464122	614.574471177415
gene-LOC117896269	3433.84956565428	2459.65134031405	4930.13539946398	5535.33310175538	5373.73745694396	4782.54429080679
gene-LOC117896229	807.553575178579	733.456326664609	752.631307429337	762.384306588339	927.308477233272	766.155758531576
gene-LOC117896259	3059.52003451464	2973.17165705722	2648.22132906652	2456.36728938173	2317.76557232133	3167.73955613594
gene-LOC117896250	733.68588103369	809.122385123819	610.512097781776	721.000357497295	735.172587730195	618.6991320578
gene-LOC117896349	11.9785449964684	10.0888077945613	10.0083950456029	9.19643313134305	3.03372457110122	18.560973961734
gene-LOC117896235	1378.53088667691	1435.63734916608	1270.06533128701	1613.05437123757	1476.41262460259	1535.40501272344
gene-LOC117896220	0	0	0	0	0	0
gene-LOC117896321	0	0	0	0	0	0
gene-LOC117896241	0	0	0	0	0	0
gene-LOC117896328	272.511898669656	212.873844465244	255.214073662873	173.812586182384	200.22582169268	270.165287665239
gene-LOC117896163	1561.20369787305	1689.87530558902	1418.18957796193	1030.92015402356	887.870057808957	1046.63269839778
gene-LOC117896204	0	0	0	0	0	0
gene-LOC117896351	44.9195437367565	44.3907542960699	30.0251851368086	39.5446624647751	33.3709702821134	37.121947923468
gene-LOC117896199	1280.70610253908	1174.33722728694	967.811800909799	842.393274831023	702.812858971782	881.646263182365
gene-LOC117896273	4912.20166063509	5411.6365010027	4488.76517795289	4370.14502401422	4296.76523420303	4161.7828283088
gene-LOC117896187	32310.1287038075	34720.6320249828	29292.5706194705	22900.0381403573	18000.0991218672	24192.1672286801
gene-LOC117896179	3248.18211820902	3751.0187380179	2939.46562489357	2237.49218085576	1738.324179241	2222.1610493076
gene-LOC117896121	8118.45887135646	9509.71022715351	8922.48418315497	6463.25320470789	5348.45641885145	6779.91132213339
gene-LOC117896368	0	0	0	0	0	0
gene-LOC117896337	0	2.01776155891227	2.00167900912058	0	1.01124152370041	2.06233044019267
gene-LOC117892736	0	0	0	0	0	0
gene-LOC117896357	0	0	0	0	0	0
gene-LOC117896212	95.8283599717473	74.6571776797539	50.0419752280144	91.9643313134305	112.247809130745	103.116522009633
gene-LOC117896170	0	0	1.00083950456029	0	0	0
gene-LOC117903771	0.998212083039034	3.0266423383684	9.00755554104259	7.35714650507444	9.10117371330366	7.21815654067433
gene-LOC117903770	4495.94722200781	3718.73455307531	4121.45707977927	4657.07373771212	4111.70803536585	4555.6879423856
gene-LOC117903767	3126.40024407825	3561.34915148015	2919.44883480236	2641.21559532172	2452.26069497348	2535.63527621688
gene-LOC117903769	5456.22724589136	5213.8958682293	5089.26888068906	4232.19852704407	3551.48023123583	4383.48335062951
gene-LOC117892081	8335.07089337593	11492.1609587848	8734.32635629763	4582.58262934824	3294.62488421592	4381.42102018932
gene-LOC117892148	0	0	0	0	0	0
gene-LOC117892154	1.99642416607807	4.03552311782453	7.00587653192202	3.67857325253722	2.02248304740081	2.06233044019267
gene-LOC117892142	2531.46584258699	3000.41143810254	2648.22132906652	2090.34925075428	2047.76408549332	1924.15430069976
gene-LOC117892062	9828.39616960233	11917.9086477153	9362.85356516149	5817.66359888761	4110.69679384215	5124.89114387878
gene-LOC117892133	4325.25295580814	4634.79830082148	4126.46127730207	4011.48413189184	3452.37856191319	3437.90484380118
gene-LOC117903522	3810.17552095999	3629.95304448317	3968.32863558154	4465.78792858018	4467.66505170839	4266.96168075863
gene-LOC117903520	0	0	0	0	0	0
gene-LOC117903516	0	0	0	0	0	0
gene-LOC117903523	0	0	0	0	0	0
gene-LOC117903521	0	0	0	0	0	0
gene-LOC117903524	13577.6807534969	12388.0470909419	15579.0677279854	16557.25820967	16216.2690740597	17498.8737850348
gene-LOC117903517	0	0	0	0	0	0
gene-LOC117903526	0.998212083039034	2.01776155891227	13.0109135592837	2.75892993940291	0	7.21815654067433
gene-LOC117892802	1.99642416607807	6.0532846767368	1.00083950456029	3.67857325253722	4.04496609480162	9.280486980867
gene-LOC117903525	88.840875390474	115.012408857999	104.08730847427	86.4464714346247	82.9218049434333	91.7737045885737
gene-LOC117903519	5751.69802247092	5896.9081559211	5970.00764470212	6935.03022434579	6912.84705601598	6621.11187823856
gene-LOC117903518	751.653698528393	638.621533395732	655.549875486989	693.411058103266	697.75665135328	696.036523565025
gene-LOC117901432	46132.371417649	38665.3558726563	44838.6106438055	55641.1793745648	62203.4886058594	50409.5429496293
gene-LOC117903149	610.905794819889	549.840024803593	494.414715252782	732.036077254907	742.251278396098	681.600210483676
gene-LOC117903154	1809.75850654977	1728.21277520836	1704.42967626617	1377.62568307519	1149.78161244736	1605.52424768999
gene-LOC117903153	4.99106041519517	5.04440389728067	12.0100740547235	2.75892993940291	7.07869066590284	11.3428174210597
gene-LOC117892819	4004.8268771526	3643.0684946161	3939.30428994929	4234.03781367034	3939.79697633678	4580.43590766791
gene-LOC117903150	1252.75616421399	1459.85048787302	1367.14676322935	957.348688972811	777.644731725612	1079.62998544086
gene-LOC117903152	96.8265720547863	127.118978211473	88.0738764013053	58.8571720405955	34.3822118058138	69.0880697464543
gene-LOC117892835	0	0	0	0	0	3.093495660289
gene-LOC117892851	0	0	0	0	0	0
gene-LOC117893038	0	0	0	0	0	0
gene-LOC117893078	0	0	2.00167900912058	0	1.01124152370041	0
gene-LOC117893086	0.998212083039034	5.04440389728067	1.00083950456029	2.75892993940291	0	5.15582610048167
gene-LOC117903095	0	0	0	0	0	0
gene-LOC117897365	0	0	0	0	0	0
gene-LOC117892447	1.99642416607807	0	1.00083950456029	2.75892993940291	5.05620761850203	2.06233044019267
gene-LOC117889658	110.801541217333	149.314355359508	120.100740547235	109.437554262982	79.8880803723321	137.144974272812
gene-LOC117889739	2892.81861664712	2690.68503880951	3531.96261159326	3301.51949415215	3627.32334551336	3438.93600902127
gene-LOC117893126	0	0	0	0.919643313134305	0	0
gene-LOC117889699	0	0	0	0	0	1.03116522009633
gene-LOC117893141	0	0	0	0.919643313134305	0	0
gene-LOC117889729	0.998212083039034	2.01776155891227	2.00167900912058	0	3.03372457110122	13.4051478612523
gene-LOC117893150	0	0	0	0	0	0
gene-LOC117889708	0	0	0	0	0	0
gene-LOC117889644	0	1.00888077945613	1.00083950456029	1.83928662626861	0	0
gene-LOC117889719	0	0	0	0	0	0
gene-LOC117889743	85.8462391413569	100.888077945613	106.088987483391	108.517910949848	87.9780125619353	82.4932176077067
gene-LOC117889675	0.998212083039034	1.00888077945613	0	0	0	0
gene-LOC117891408	251.549444925837	284.50437980663	393.329925292193	514.080612042076	368.091914626948	427.933566339978
gene-LOC117893162	0	0	0	0	0	0
gene-LOC117893172	0.998212083039034	8.07104623564907	1.00083950456029	0	12.1348982844049	4.12466088038533
gene-LOC117893198	0	0	0	0	0	0
gene-LOC117897981	0	0	0	0	0	0
gene-LOC117896890	0	0	0	0	0	0
gene-LOC117895175	0	0	0	0	0	0
gene-LOC117896757	0	0	0	0	0	0
gene-LOC117894638	0	0	0	0	0	0
gene-LOC117894973	0	0	0	0	0	0
gene-LOC117898618	231.585203265056	195.72287121449	217.182172489583	203.241172202681	191.124647979377	267.07179200495
gene-LOC117898339	4546.8560382428	4511.71484572783	4437.72236322032	4292.89498571094	3802.26812911353	4215.40341975381
gene-LOC117894747	0	2.01776155891227	1.00083950456029	8.27678981820874	0	0
gene-LOC117893217	0	0	2.00167900912058	1.83928662626861	0	4.12466088038533
gene-LOC117893239	0	6.0532846767368	3.00251851368086	0.919643313134305	0	0
gene-LOC117903334	0	5.04440389728067	0	0	0	4.12466088038533
gene-LOC117893254	0	0	0	0	2.02248304740081	0
gene-LOC117903338	275.506534918773	407.587834900278	419.351752410761	329.232306102081	396.406677290559	409.372592378244
gene-LOC117903333	2852.89013332556	2979.22494173396	2880.41609412451	2597.07271629128	2478.5529745897	2187.10143182432
gene-LOC117893463	1834.71380862574	1970.34416227783	1622.36083689223	1960.67954360234	2009.33690759271	1700.39144793885
gene-LOC117903336	2124.19531270706	2348.67445457388	2403.01565044925	2955.73360841366	3034.73581262492	2472.73419779101
gene-LOC117903339	391.299136551301	265.335644996963	171.143555279809	237.267974788651	307.417423204924	300.069079048033
gene-LOC117903335	6917.60973546051	6658.61314441048	5593.69199098745	7616.48591937831	7827.00939344114	6602.55090427682
gene-LOC117903340	2550.43187216473	2544.39732578837	2328.95352711179	3170.01050037395	3249.11901564941	2860.45232054723
gene-LOC117903341	1263.73649712742	1337.77591355883	1031.86552920166	1155.07200129669	1188.20879034798	1187.90233355098
gene-LOC117903342	460.175770280995	513.520316743172	521.43738187591	444.187720243869	263.934037685806	334.097531311212
gene-LOC117903364	737.678729365846	671.914599117785	875.734566490252	881.937937295798	982.926761036795	939.39151550776
gene-LOC117903397	2200.05943101803	1989.51289708749	2447.0525886499	2758.01029608978	2603.94692352855	3793.65684473441
gene-LOC117903388	1424.4486424967	1413.44197201804	1458.22315814434	1660.87582352055	1956.75234836029	1599.33725636941
gene-LOC117903372	1516.28415413629	1451.77944163738	1421.19209647561	1542.24183612623	1561.35691259343	1322.9849773836
gene-LOC117896339	1777.81571989252	1204.60365067062	1318.1056275059	1675.5901165307	1801.02115371042	1830.31826567099
gene-LOC117897140	216.61202201947	184.625182640472	169.141876270689	227.151898344173	220.450652166689	218.607026660423
gene-LOC117899488	90.8372995565521	150.323236138964	40.0335801824115	65.2946752325357	95.0567032278382	46.402434904335
gene-LOC117895602	879.424845157389	652.745864308118	711.596887742365	645.589605820282	1096.18581169124	720.784488847337
gene-LOC117897945	0	0	0	0	1.01124152370041	2.06233044019267
gene-LOC117898690	587.946916909991	676.959003015065	686.575900128358	690.652128163863	874.723918000851	642.415932120016
gene-LOC117894847	1202.84556006204	1226.79902781866	1211.01580051795	1212.08988671101	1342.92874347414	1264.2085598381
gene-LOC117889603	946.305054721004	873.690755009011	697.585134678521	958.268332285946	802.925769818123	671.288558282713
gene-LOC117889607	2723.12256253049	2759.28893181252	2205.85026805088	3112.99261495962	3523.16546857222	3073.90352110717
gene-LOC117889606	84.8480270583179	97.8614356072449	126.105777574596	76.3303949901473	139.551330270656	68.056904526358
gene-LOC117889605	1696.96054116636	1682.81314013283	1765.48088604435	1507.29539022713	1464.27772631819	1547.7789953646
gene-LOC117889604	78.8587545600837	88.7815085921397	105.08814797883	44.1428790304466	59.663249898324	137.144974272812
gene-LOC117893496	0	3.0266423383684	0	0	0	0
gene-LOC117893603	4055.7356933876	4140.44671888797	3846.22621602519	4104.3681065184	3716.31259959899	3755.50373159085
gene-LOC117893272	821.528544341125	890.841728259766	823.690912253117	640.99138925461	532.924282990114	930.111028526892
gene-LOC117895280	1791.79068905507	2164.04927193341	1794.5052316766	1150.47378473102	775.622248678212	1021.88473311547
gene-LOC117892189	1090.04759467863	1160.21289637455	733.615356842691	502.12524897133	448.99123652298	565.078540612791
gene-LOC117892630	224.597718683783	168.483090169174	248.208197130951	213.357248647159	236.630516545895	169.111096095799
gene-LOC117893532	175.68532661487	162.429805492437	118.099061538114	213.357248647159	108.202843035943	140.238469933101
gene-LOC117893539	7.98569666431227	5.04440389728067	27.0226666231278	4.59821656567152	17.1911059029069	2.06233044019267
gene-LOC117892728	1.99642416607807	3.0266423383684	0	1.83928662626861	3.03372457110122	7.21815654067433
gene-LOC117892499	3.99284833215614	5.04440389728067	2.00167900912058	11.0357197576117	3.03372457110122	10.3116522009633
gene-LOC117892672	7.98569666431227	3.0266423383684	4.00335801824115	6.43750319194013	7.07869066590284	3.093495660289
gene-LOC117892418	89.8390874735131	46.4085158549821	66.055407300979	76.3303949901473	62.6969744694252	88.6802089282847
gene-LOC117892274	520.068495263337	548.831144024137	603.506221249854	673.178905214311	800.903286770722	773.37391507225
gene-LOC117892343	58.894512899303	81.7193431359468	94.0789134286671	76.3303949901473	91.0117371330366	58.776417545491
gene-LOC117892656	69.8748458127324	28.2486618247717	71.0596048237804	24.8303694546262	19.2135889503077	30.93495660289
gene-LOC117894262	3288.11060153058	4555.09671924444	3633.04740155385	2675.24239790769	2196.41658947728	2654.21927652796
gene-LOC117902570	11.9785449964684	13.1154501329297	9.00755554104259	7.35714650507444	14.1573813318057	3.093495660289
gene-LOC117903362	3959.90733341585	4216.11277734718	4783.01199229362	5226.33294854225	5342.38896970925	4607.24620339042
gene-LOC117903359	3747.28815972853	3418.08808079738	3606.02473493072	4527.40403056018	4855.98179680935	3925.64599290674
