C_NL1_G23_W	C_NL2_G23_W	C_NL3_G23_W	W_NL1_G23_W	W_NL2_G23_W	W_NL3_G23_W
gene-LOC117903711	2091.39919855559	2256.71105669147	1991.91779988337	1340.56578005261	1313.45191542059	1518.46223750454
gene-LOC117903712	11.4797361198161	13.6706634375532	8.37820315408359	16.369376491645	12.9952839688256	10.5448766493371
gene-LOC117891416	576.074030739863	707.719730267177	795.929299637941	504.004486716438	510.529013061006	538.843196781124
gene-LOC117901891	297.42952674069	369.107912813936	366.546387991157	566.8973542896	509.600778491804	411.250189324146
gene-LOC117896518	1.04361237452874	1.0515894951964	0	3.44618452455684	0	4.21795065973483
gene-LOC117903270	0	0	0	0	0	0
gene-LOC117903271	2078.87585006125	2003.27798834914	2864.29820330233	3367.78382662317	3083.59523888848	2409.50431437352
gene-LOC117898968	91.8378889585289	169.30590872662	114.153017974389	80.1237901959465	119.742259427036	92.7949145141662
gene-LOC117903272	0	3.1547684855892	2.0945507885209	0	0	0
gene-LOC117893685	1.04361237452874	2.1031789903928	2.0945507885209	0	0	1.05448766493371
gene-LOC117898318	1721.96041797242	1077.87923257631	2008.67420619154	1064.87101808806	911.526346956197	1645.00075729658
gene-LOC117890232	589.640991608737	543.671769016539	596.946974728456	784.86852546782	777.860568991133	636.910549619959
gene-LOC117891203	8420.90825007239	8889.08600289517	8017.940418458	6636.48984816533	7145.54971371569	7614.4554284863
gene-LOC117898346	5612.54735021555	6417.85068918363	5644.81437506382	3563.35479839177	3755.6370669906	4575.42197814735
gene-LOC117892056	0	5.257947475982	1.04727539426045	5.16927678683526	1.85646913840366	1.05448766493371
gene-LOC117898388	1119.79607786934	1457.50304034221	999.100726124468	545.35870101112	594.998358858373	697.01634652118
gene-LOC117898364	2435.79128215007	2771.98990933771	2722.91602507717	2202.97345732296	2546.14742332062	2678.39866893162
gene-LOC117898381	369.438780583173	462.699377886416	417.862882309919	457.480995634921	477.11256856974	402.814288004676
gene-LOC117898357	1987.03796110272	2246.19516173951	2542.78465726437	1826.47779801513	1715.37748388498	2056.25094662073
gene-LOC117903058	75.1400909660691	87.2819281013012	72.262002203971	61.1697753108839	30.6317407836604	53.778870911619
gene-LOC117903273	0	0	0	0	0	0
gene-LOC117891759	2546.41419385012	2781.45421479448	2700.9232417977	2148.69605106119	1928.8714348014	2212.31512103092
gene-LOC117891788	151.323794306667	143.01617134671	164.422236898891	217.109625047081	193.072790393981	189.807779688067
gene-LOC117903213	4503.1873960915	5093.89951473136	4025.72661553717	2179.7117117822	2413.40987992476	2897.73210323783
gene-LOC117903216	1255.46568655807	1126.25234935534	1020.04623400968	1100.19440946477	1220.62845850041	1187.35311071535
gene-LOC117900338	1428.70534072984	1361.80839627934	1331.08702610503	1340.56578005261	1345.01189077345	1431.99424897997
gene-LOC117900568	9666.9814252597	9555.79374284968	12476.1917718247	15590.5387890951	17888.9366176577	12529.4224347423
gene-LOC117900578	14.6105732434023	4.2063579807856	4.1891015770418	24.9848378030371	0	9.49038898440336
gene-LOC117903503	5196.14601277858	6264.31862288495	5016.44913850755	3168.76667033001	3383.41500474067	3833.06266203402
gene-LOC117903598	32.3519836103909	30.4960953606956	37.7019141933762	34.4618452455684	21.3493950916421	44.2884819272157
gene-LOC117903601	91189.8056739466	70717.2903729675	85255.5480205604	102940.977933037	99824.2020411032	91505.2760999523
gene-LOC117903596	1437.05423972607	1734.07107757886	1160.38113684058	1082.10194071085	690.606519486161	941.6574847858
gene-LOC117903597	4203.67064460176	4193.73890684324	3571.20909442813	5168.41524070412	4347.85072214137	3670.67156163423
gene-LOC117903594	759.749808656921	799.208016349264	742.518254530658	734.037303730607	558.797210659502	631.63811129529
gene-LOC117903600	0	0	1.04727539426045	0	0	0
gene-LOC117891606	1720.91680559789	2049.54792613778	1686.11338475932	1775.64657627791	1747.86569380705	1734.63220881595
gene-LOC117891615	1309.73353003357	1261.90739423568	1169.80661538892	1416.38183959286	1549.22349599785	1320.218556497
gene-LOC117891597	2688.34547678603	3146.35576962763	2516.60277240786	1618.84518041058	1606.77403928837	1937.09384048322
gene-LOC117900507	1151.1044491052	1144.12937077368	1332.13430149929	1470.65924585463	1494.45765641495	1699.83411587314
gene-LOC117900499	459.189444792645	427.996924544935	410.531954550096	443.696257536693	592.213655150767	433.394430287753
gene-LOC117903406	2723.82829752001	2781.45421479448	2404.54430522199	3099.84297983888	3143.9304858866	2851.33464598074
gene-LOC117903404	1060.3101725212	1226.153351399	1140.48290434963	859.823038876932	939.373384032252	988.054942042883
gene-LOC117903408	3389.65299246934	3134.78828518047	3295.77566573763	4212.96058127074	4462.9518087224	4172.60769014268
gene-LOC117903407	4217.23760547063	4203.20321230001	3451.81969948244	2720.76268213763	2874.74246081807	3158.19055647645
gene-LOC117903405	2999.34196439559	3085.36357890624	2720.82147428865	2147.83450493005	2048.61369422844	2279.80233158667
gene-LOC117903410	1450.62120059495	1411.23310255357	1463.04372578185	1521.49046759184	1566.85995281269	1429.88527365011
gene-LOC117903409	2061.13443969426	2301.92940498492	2220.22383583215	2451.96028922219	2463.53454666166	1885.42394490147
gene-LOC117902202	871.416332731496	1107.32373844181	761.369211627346	427.326881045048	537.447815567859	558.878462414865
gene-LOC117902148	4341.42747803955	4323.0844147524	3558.64178969701	3376.39928793456	3505.94196787531	3527.26123920325
gene-LOC117902303	7138.30864177657	6463.06903747707	7834.66722446242	9231.46679515664	8121.12424594681	7936.07416629108
gene-LOC117894470	1988.08157347725	2294.56827851854	1715.43709579862	1255.27271306983	1381.21303897232	1519.51672516947
gene-LOC117889613	277.600891624644	262.8973737991	260.771573170852	278.279400357965	277.542136191347	262.567428568493
gene-LOC117900406	1003.95510429665	1043.17677923483	927.885999314758	746.960495697695	910.598112386995	932.167095801397
gene-LOC117898220	2640.33930755771	2337.6834478216	2517.65004780212	2690.60856754775	2551.71683073583	2623.56531035506
gene-LOC117898230	3174.66884331642	3300.9394254215	3442.3942209341	3738.24866301303	3813.18761028112	4038.6877566961
gene-LOC117901044	0	0	0	0.86154613113921	0	1.05448766493371
gene-LOC117903274	63.660354846253	70.4564961781588	55.5055958958038	62.0313214420231	40.8423210448805	49.5609202518842
gene-LOC117903903	3357.30100885895	3436.59447030183	3893.76991586035	4117.32896071428	4328.35779618813	4448.88345835531
gene-LOC117903902	2016.25910758952	2012.74229380591	2027.52516328823	1774.78503014677	1991.06315093792	1839.02648764438
gene-LOC117903276	562.50706987099	759.247615531801	635.696164316093	607.390022453143	639.553618180061	573.641289723936
gene-LOC117903904	1277.38154642317	1377.58223870728	1023.18806019246	839.145931729591	662.759482410106	763.449069412004
gene-LOC117903906	12.5233484943449	1.0515894951964	3.14182618278135	6.03082291797447	5.56940741521098	11.5993643142708
gene-LOC117903900	150.280181932138	196.647235601727	250.298819228247	130.093465802021	197.71396323999	200.352656337404
gene-LOC117903905	555.201783249288	879.12881798419	703.769064943022	719.39101950124	867.899322203711	719.160587484788
gene-LOC117903277	19.828635116046	15.773842427946	1.04727539426045	0.86154613113921	3.71293827680732	1.05448766493371
gene-LOC117903759	72.0092538424829	80.9723911301228	182.225918601318	146.462842293666	142.01988908788	99.1218405037684
gene-LOC117903673	5298.4200254824	6896.32390949799	5461.54118106824	2942.1800378404	3560.70780745822	3983.85439811954
gene-LOC117903675	1095.79299325517	1138.8714232977	1264.06140087236	708.190919796431	586.644247735556	970.12865173901
gene-LOC117903676	1173.0203089703	1280.83600514921	1310.14151821982	1396.56627857666	1070.25445828971	1108.26653584533
gene-LOC117903039	81.4017652132415	103.055770529247	71.2147268097105	63.7544137043015	54.765839582908	78.0320872050943
gene-LOC117894830	371.526005332231	429.048514040131	472.321202811463	354.095459898215	308.173876975007	402.814288004676
gene-LOC117894851	0	0	0	0	0	0
gene-LOC117894861	261.946706006713	434.306461516113	710.052717308584	435.94234235644	502.17490193819	1028.12547331036
gene-LOC117894869	0	1.0515894951964	0	0	0	0
gene-LOC117894181	0	0	0	0	0.92823456920183	1.05448766493371
gene-LOC117903678	2860.54151858327	2764.62878287133	2802.50895504096	2657.86981456446	2702.09083094653	2841.84425699634
gene-LOC117903677	0	0	0	0	0	0
gene-LOC117903681	1436.01062735154	1444.88396639985	1226.35948667899	1385.36617887185	1512.09411322978	1409.85000801637
gene-LOC117903680	3036.91200987863	2915.00608068442	2986.8294244308	3098.98143370774	3090.09288087289	3179.28030977513
gene-LOC117903682	2479.62300188028	2361.87000621111	2527.07552635046	1993.61774745613	1876.8902989261	2373.65173376577
gene-LOC117903683	666.868307323863	712.977677743159	648.263469047218	446.280895930111	572.720729197529	637.965037284893
gene-LOC117895864	15006.1023333487	17590.9890756454	14136.1232717275	8422.47497801692	8979.7412224585	10629.2356625318
gene-LOC117901627	4.17444949811495	11.5674844471604	0	4.30773065569605	4.64117284600915	0
gene-LOC117901637	203.504413033104	236.60763641919	316.277169066656	276.556308095686	264.546852222521	278.384743542499
gene-LOC117901652	416.401337436966	443.770766972881	527.826798707266	544.497154879981	528.165469875841	648.50991393423
gene-LOC117895386	4978.03102650208	5037.11368199075	6060.58270658522	4747.11918257705	4857.45150063317	5407.41274578005
gene-LOC117894273	0	0	0	0.86154613113921	0	0
gene-LOC117900303	96.0123384566439	68.353317187766	125.673047311254	80.1237901959465	50.1246667368988	91.7404268492325
gene-LOC117897504	0	5.257947475982	2.0945507885209	0.86154613113921	0.92823456920183	0
gene-LOC117903038	505.108389271909	637.263234089018	556.103234352299	663.390520977192	607.993642827198	648.50991393423
gene-LOC117903514	1502.80181932138	1554.24927390028	1419.05815922291	1224.25705234882	1294.88722403655	1362.39806309435
gene-LOC117903511	9515.65763095303	9866.01264393262	9331.2237628606	8856.69422811108	9611.86896408495	9093.90162238829
gene-LOC117903510	11115.5154011056	10939.6855185281	9584.66440827163	7884.87019218605	7282.00019538835	8308.30831201268
gene-LOC117903515	8839.39681225841	9189.84059852134	7875.51096483858	6662.33623209951	6435.45026827628	7406.72135849436
gene-LOC117903513	2880.37015369932	2563.77518928882	2807.74533201226	3073.13504977356	3084.52347345768	3469.26441763189
gene-LOC117897789	1251.29123705996	1429.11012397191	1286.05418415183	1202.71839907034	1101.81443364257	1262.22173492565
gene-LOC117897773	149.236569557609	124.087560433175	189.556846361141	119.75491222835	152.2304693491	168.718026389393
gene-LOC117903820	892.288580222071	935.914650724796	1004.33710309577	1576.62941998475	1101.81443364257	1117.75692482973
gene-LOC117903822	163.847142801012	136.706634375532	160.233135321849	241.232916718979	174.508099009944	171.881489384194
gene-LOC117903794	4186.9728466093	3953.97650193846	3737.72588211554	4194.86811251681	4129.71559837894	4249.58528968284
gene-LOC117903801	13.5669608688736	9.4643054567676	8.37820315408359	6.89236904911368	0	11.5993643142708
gene-LOC117903810	1807.53663268377	1740.38061455004	1669.35697845116	1312.99630385616	1521.3764589218	1566.96867009149
gene-LOC117903460	3065.0895439909	2891.8711117901	2802.50895504096	2899.96427741458	3122.58109079495	2781.73846009512
gene-LOC117903459	3198.67192793058	4106.45697874194	3592.15460231334	1250.96498241413	1508.38117495297	1989.8182237299
gene-LOC117903462	50.0933939773794	57.837422235802	69.1201760211896	36.1849375078468	52.9093704445043	52.7243832466853
gene-LOC117903461	4491.70765997169	5109.67335715931	4515.85150005106	2762.11689643231	2883.09657194088	3460.82851631243
gene-LOC117895905	1213.72119157692	983.236178008634	1087.07185924235	1009.73206569515	767.649988729913	1099.83063452586
gene-LOC117895890	30.2647588613334	27.3413268751064	30.370986433553	14.6462842293666	5.56940741521098	26.3621916233427
gene-LOC117894323	6968.19982472838	7311.70176010057	7062.82525889247	6709.72126931217	6528.27372519647	6740.28515425625
gene-LOC117894332	5921.45661307606	6577.69229245348	5422.79199148061	6142.82391502257	4879.72913029402	5282.98320131787
gene-LOC117893575	4026.25654093187	3803.59920412538	3387.93590043255	4113.02123005859	4196.54848736147	4017.59800339742
gene-LOC117893585	0	1.0515894951964	1.04727539426045	3.44618452455684	0.92823456920183	0
gene-LOC117893595	748.270072537105	573.116274882038	738.329152953617	952.008474908827	1010.84744586079	882.606175549512
gene-LOC117893560	4599.19973454815	3967.64716537602	4249.8435499089	4969.39808441096	4815.68094501909	4622.87392306937
gene-LOC117893566	1174.06392134483	1067.36333762435	1171.90116617744	1335.39650326578	1447.11769338565	1382.43332872809
gene-LOC117895186	1079.09519526271	1440.67760841907	1146.76655671519	507.450671240995	510.529013061006	651.673376929031
gene-LOC117903740	16035.1041346341	17512.1198635056	18030.9404629822	15483.7070688339	15399.4115030584	16379.3568994153
gene-LOC117903741	131.495159190621	201.905183077709	150.807656773505	87.0161592450602	144.804592795485	150.79173608552
gene-LOC117903726	41.7444949811495	50.4762957694272	50.2692189245016	39.6311220324037	55.6940741521098	37.9615559376134
gene-LOC117903725	1232.50621431844	1075.77605358592	1078.69365608826	958.039297826802	907.813408679389	788.756773370413
gene-LOC117903730	24.003084614161	10.515894951964	8.37820315408359	11.2000997048097	6.49764198441281	8.43590131946965
gene-LOC117903729	1446.44675109683	1400.7172076016	1150.95565829223	783.145433205542	789.927618390757	883.660663214446
gene-LOC117903727	1873.28421227908	2620.56102202943	2072.55800524143	1002.83969664604	1223.41316220801	1435.15771197477
gene-LOC117903728	4325.77329242162	4211.61592826158	3665.46387991157	3690.86362580038	3687.87594343887	3823.57227304962
gene-LOC117893100	2035.04413033104	2163.11959161899	2339.61323077784	1603.33735005007	1647.61636033325	1990.87271139484
gene-LOC117900558	682.522492941794	755.041257551015	823.158459888713	611.697753108839	603.352469981189	652.727864593964
gene-LOC117890215	6481.87645819799	6998.32809053204	6204.0594355989	5828.35957715676	5618.60384737867	5675.25261267321
gene-LOC117892167	21210.3778999221	23121.2982308832	21269.1159820355	18372.4712465437	19740.7645832153	20685.8845230045
gene-LOC117891134	7058.99410131238	6264.31862288495	5519.14132775257	6159.19329151421	5856.23189709434	5519.18843826302
gene-LOC117891530	50608.9384903966	43141.4590404323	48284.632052378	59114.1262419858	61745.2353087365	54126.8518410472
gene-LOC117890582	8025.37916012599	8278.11250618606	7343.49506455427	8391.4593172959	8769.03197524969	8196.5326195297
gene-LOC117892558	4939.41736864452	4876.22048922571	4498.04781834863	5059.86042818058	4781.33626595862	4590.18480545643
gene-LOC117889779	17705.9275462546	17969.5612939161	16757.4535835614	17805.5738922541	18324.2786306133	17455.9888053126
gene-LOC117889782	7805.17694910043	6797.47449694953	5710.79272490223	6639.93603268989	6195.96574942221	5932.54760291703
gene-LOC117889783	10117.8219710561	9665.15905035011	8052.50050646859	10478.9855930462	10569.8070395012	8971.58105325598
gene-LOC117889780	7115.34916953693	8444.26364642709	7209.44381408893	7367.08096737138	7915.056171584	7662.96186107325
gene-LOC117889792	0	0	0	0	0	0
gene-LOC117889791	17.7414103669885	23.1349688943208	37.7019141933762	42.2157604258213	33.4164444912659	30.5801422830775
gene-LOC117889790	907.942765840002	1538.47543147233	1368.78894029841	2025.49495430828	2386.4910774179	1495.263508876
gene-LOC117889784	16.6977979924598	18.9286109135352	27.2291602507717	12.0616458359489	21.3493950916421	25.307703958409
gene-LOC117889785	4.17444949811495	4.2063579807856	2.0945507885209	2.58463839341763	3.71293827680732	2.10897532986741
gene-LOC117889786	204.548025407633	91.4882860820868	72.262002203971	175.755410752399	126.239901411449	64.3237475609561
gene-LOC117889789	3.13083712358621	5.257947475982	2.0945507885209	4.30773065569605	5.56940741521098	2.10897532986741
gene-LOC117889788	3179.88690518906	3244.15359268089	5187.155027772	5282.1393300145	4288.44370971245	6440.81065741508
gene-LOC117891075	4443.70149074336	4350.4257416275	5202.86415868591	5623.31159794562	4743.27864862135	5332.54412156975
gene-LOC117890413	256.728644134069	216.627436010458	133.003975071077	281.725584882522	147.589296503091	157.118662075122
gene-LOC117890414	0	0	0	0	0	0
gene-LOC117891039	48.0061692283219	34.7024533414812	60.741972867106	49.108129474935	40.8423210448805	66.4327228908235
gene-LOC117891321	2323.08114570097	2098.97263241201	2182.52192163878	2300.32817014169	2454.25220096964	2270.31194260227
gene-LOC117891322	15.6541856179311	8.4127159615712	9.42547854834404	13.7847380982274	8.35411112281647	7.38141365453595
gene-LOC117891315	1839.88861629416	1835.02366911772	1659.93149990281	2062.54143794727	2201.77239814674	2083.667625909
gene-LOC117892268	8560.75230825924	8986.88382594843	7772.87797620105	7740.9919882858	8089.56427059395	7759.97472624715
gene-LOC117892275	171.152429422713	166.151140241031	163.37496150463	155.939849736197	216.278654624026	204.570606997139
gene-LOC117892273	44.8753321047357	43.1151693030524	61.7892482613665	59.4466830486055	51.0529013061006	64.3237475609561
gene-LOC117892271	49.0497816028507	70.4564961781588	90.0656839063986	26.7079300653155	43.627024752486	49.5609202518842
gene-LOC117892269	1383.83000862511	1107.32373844181	876.569504995996	1168.25655382477	967.220421108306	815.118964993755
gene-LOC117892272	282.818953497288	421.687387573756	409.484679155836	354.095459898215	402.853803033594	416.522627648814
gene-LOC117892267	0	0	0	0	0	0
gene-LOC117890681	84.5326023368278	32.5992743510884	3.14182618278135	108.55481252354	36.2011481988714	12.6538519792045
gene-LOC117890680	0	0	0	0	0	0
gene-LOC117890679	61.5731300971955	65.1985487021768	62.8365236556269	56.8620446551879	63.1199507057244	30.5801422830775
gene-LOC117890678	2893.93711456819	3296.73306744071	2747.00335914516	2025.49495430828	2181.3512376243	2751.15831781204
gene-LOC117891138	2312.64502195568	2400.77881753338	2363.70056484583	2824.14821787433	2741.076682853	2556.07809979931
gene-LOC117891139	2059.0472149452	1893.91268084872	1783.50999642554	2133.18822070068	2238.90178091481	2099.48494088301
gene-LOC117892003	583.379317361564	552.08448497811	608.467004065321	840.00747786073	806.63584063639	542.006659775925
gene-LOC117892001	0	0	0	0	0	0
gene-LOC117891994	8332.20119823744	8922.73686674145	8578.23275438734	7748.74590346606	7465.79064009032	8589.85651854998
gene-LOC117892002	28.1775341122759	24.1865583895172	21.9927832794694	23.2617455407587	17.6364568148348	61.160284566155
gene-LOC117891467	4.17444949811495	16.8254319231424	18.8509570966881	3.44618452455684	11.138814830422	24.2532162934753
gene-LOC117891996	196.199126411403	869.664512527423	954.067884171269	213.663440522524	807.564075205592	1290.69290187886
gene-LOC117892000	6190.70860570447	5892.05594158543	5595.59243153358	6652.85922465698	6717.63357731364	6360.66959488012
gene-LOC117891998	228.551110021794	190.337698630548	253.440645411029	199.878702424297	163.369284179522	200.352656337404
gene-LOC117891997	20.8722474905748	32.5992743510884	25.1346094622508	15.5078303605058	31.5599753528622	23.1987286285415
gene-LOC117890226	284.906178246345	441.667587982488	362.357286414115	280.002492620243	220.919827470035	248.859088924355
gene-LOC117890227	12314.6260194391	11901.8899066329	12127.449065536	12760.3597483028	12053.1258810858	12576.8743796643
gene-LOC117890228	13.5669608688736	4.2063579807856	4.1891015770418	14.6462842293666	1.85646913840366	4.21795065973483
gene-LOC117889891	3944.85477571863	3676.35687520661	3564.92544206257	3268.70602154216	3660.02890636281	3689.65233960304
gene-LOC117889890	0	0	0	0	0	0
gene-LOC117889892	34.4392083594483	56.7858327406056	48.1746681359807	24.1232916718979	24.1340987992476	31.6346299480112
gene-LOC117889888	9092.99461926889	7948.96499418959	8566.71272505047	10055.9664426569	10075.0580141167	9381.77675491519
gene-LOC117889889	1303.47185578639	1104.16896995622	1274.53415481497	1440.50513126476	1434.12240941683	1474.17375557732
gene-LOC117891414	1876.41504940267	2112.64329584957	1573.00764217919	1847.15490516247	2084.81484242731	1966.61949510136
gene-LOC117891199	337.086796972782	273.413268751064	301.615313547009	287.756407800496	240.412753423274	300.528984506106
gene-LOC117891170	1330.60577752414	1194.60566654311	1380.30896963527	2049.61824598018	1600.27639730395	1426.72181065531
gene-LOC117890962	1082.2260323863	950.636903657545	963.493362719613	1191.51829936553	1177.92966831712	1124.08385081933
gene-LOC117890961	1521.5868420629	1493.25708317889	1450.47642105072	1347.45814910172	1478.67766873851	1514.2442868448
gene-LOC117890579	3257.11422090419	3467.09056566253	2477.85358282022	1949.67889476803	1918.66085454018	1975.05539642083
gene-LOC117890581	7.30528662170116	9.4643054567676	5.23637697130225	3.44618452455684	3.71293827680732	5.27243832466853
gene-LOC117890580	0	0	0	0	0	0
gene-LOC117891932	4119.13804226493	4428.24336427204	3558.64178969701	5522.51070060234	3621.04305445634	3451.33812732802
gene-LOC117891938	6.26167424717243	7.3611264663748	2.0945507885209	6.89236904911368	7.42587655361464	3.16346299480112
gene-LOC117891937	2154.01594102731	1794.01167880506	1987.72869830633	2302.91280853511	2092.24071898092	1930.76691449362
gene-LOC117891936	3851.97327438557	3698.44025460574	3601.58008086168	4473.14751287478	4148.28028976298	4108.28394258172
gene-LOC117891934	5651.16100807312	6387.35459382293	4659.32822906474	3412.58422544241	3655.38773351681	4028.14288004676
gene-LOC117891935	1195.97978120993	1396.51084962082	1856.81927402378	1798.90832181867	1413.70124889439	1772.59376475356
gene-LOC117892590	833.846287248461	1305.02256353873	1186.56302169709	1055.39401064553	1003.42156930718	1232.6960803075
gene-LOC117892592	2007.91020859329	1797.16644729065	1600.23680242997	1720.507623885	1603.98933558076	1689.2892392238
gene-LOC117892589	0	0	0	0	0	0
gene-LOC117892596	3.13083712358621	1.0515894951964	1.04727539426045	0	0.92823456920183	4.21795065973483
gene-LOC117892595	149.236569557609	120.932791947586	118.342119551431	118.893366097211	132.737543395862	177.153927708863
gene-LOC117892593	419.532174560553	296.548237645385	289.048008815884	361.849375078468	298.891531282989	388.051460695604
gene-LOC117892591	3034.82478512957	2683.65639174121	2567.91926672662	3220.45943819837	3086.37994259608	2797.55577506912
gene-LOC117890256	558.332620372875	583.632169834002	521.543146341704	529.850870650614	566.223087213116	565.205388404467
gene-LOC117890255	3346.86488511366	3295.68147794552	3075.84783294294	2766.424627088	2754.07196682183	2978.92765343772
gene-LOC117892568	67.834804344368	46.2699377886416	78.5456545695337	36.1849375078468	40.8423210448805	55.8878462414865
gene-LOC117892567	29541.535485785	29151.1123963394	26429.0418495567	20177.4103912803	21302.0551286128	23002.5939228639
gene-LOC117892788	0	0	0	0	0	0
gene-LOC117890021	44769.9272549083	46003.8856463569	49434.540435276	54808.118678552	54376.9092984124	50840.0137894488
gene-LOC117890022	2034.00051795651	1898.1190388295	1749.99718380921	2165.06542755283	2099.66659553454	2033.05221799219
gene-LOC117890527	13184.9987397961	12735.8003763236	10366.9791277842	9745.80983544674	9044.71764230263	9341.70622364771
gene-LOC117890528	752.44452203522	741.370594113462	724.714572828231	536.743239699728	577.361902043538	666.436204238103
gene-LOC117891242	51.1370063519081	30.4960953606956	24.0873340679903	36.1849375078468	23.2058642300457	12.6538519792045
gene-LOC117890561	25.0466969886897	8.4127159615712	10.4727539426045	49.9696756060742	12.9952839688256	8.43590131946965
gene-LOC117891468	10.4361237452874	4.2063579807856	5.23637697130225	3.44618452455684	0.92823456920183	1.05448766493371
gene-LOC117891307	3406.3507904618	3205.24478135863	2810.88715819505	3462.55390104848	3324.00799231175	3008.45330805587
gene-LOC117889851	1221.02647819862	1277.68123666363	1295.47966270018	1404.32019375691	1398.84949578716	1494.20902121106
gene-LOC117889853	5509.22972513721	6057.15549233126	8319.55573200501	8797.24754506247	8933.32949399841	8208.13198384397
gene-LOC117889850	353.784594965242	443.770766972881	409.484679155836	354.957006029354	375.935000526741	403.86877566961
gene-LOC117890209	3031.69394800598	2924.47038614119	3756.57683921223	4256.89943395884	3571.84662228864	3993.34478710395
gene-LOC117890204	5258.76275525031	6868.98258262288	6163.21569522274	3739.11020914417	4488.94237666005	5262.94793568413
gene-LOC117890210	0	0	0	0	0	0
gene-LOC117890211	2049.65470357444	1363.91157526973	1452.57097183924	2109.92647515993	1559.43407625907	1752.55849911982
gene-LOC117890206	5007.25217298888	5630.21015728152	5347.38816309385	4095.7903074358	4784.12096966623	5121.64658858301
gene-LOC117890207	4201.5834198527	4037.05207205898	3712.59127265329	2687.1623830232	2977.77649799947	3354.32526215412
gene-LOC117890208	3916.67724160635	4000.2464397271	3621.47831335263	2994.73435183989	3552.3536963354	3792.99213076654
gene-LOC117890212	3503.40674129297	3377.70545857084	3495.80526604138	3704.6483638986	4195.62025279227	4048.1781456805
gene-LOC117891618	19.828635116046	26.28973737991	13.6145801253858	15.5078303605058	35.2729136296695	8.43590131946965
gene-LOC117890344	996.649817674945	1022.1449893309	1024.23533558672	969.239397531611	1045.19212492126	941.6574847858
gene-LOC117890343	2922.11464868047	3184.2129914547	2583.62839764053	2088.38782188145	2303.87820075894	2679.45315659655
gene-LOC117890875	341.261246470897	391.191292213061	270.197051719196	211.078802129106	214.422185485623	230.932798620482
gene-LOC117890874	2457.70714201518	2249.3499302251	2475.7590320317	2640.63889194168	2680.74143585488	2662.58135395761
gene-LOC117892522	2.08722474905748	8.4127159615712	6.28365236556269	2.58463839341763	4.64117284600915	3.16346299480112
gene-LOC117890198	3329.12347474667	3286.21717248875	4019.4429631716	5115.86092670463	4927.06909332331	4057.6685346649
gene-LOC117892523	2.08722474905748	0	0	0	0	0
gene-LOC117890901	99.1431755802301	60.9921907213912	74.3565529924919	95.6316205564523	47.3399630292933	64.3237475609561
gene-LOC117891860	2642.42653230676	2704.68818164514	2257.92575002553	2335.6515615184	2730.86610259178	2414.77675269819
gene-LOC117891867	903.768316341887	803.414374330049	739.376428347877	896.869522515918	1012.7039149992	911.077342502723
gene-LOC117891859	8021.20471062788	11042.7412890574	8198.0717862708	3866.61903655277	4871.3750191712	5724.81353292509
gene-LOC117891862	64.7039672207817	75.7144436541408	94.2547854834404	148.185934555944	114.172852011825	87.5224761894977
gene-LOC117891863	17.7414103669885	16.8254319231424	33.5128126163344	11.2000997048097	20.4211605224403	24.2532162934753
gene-LOC117891861	17.7414103669885	26.28973737991	26.1818848565112	39.6311220324037	22.2776296608439	22.1442409636078
gene-LOC117891864	7.30528662170116	7.3611264663748	18.8509570966881	49.108129474935	28.7752716452567	12.6538519792045
gene-LOC117891865	0	0	0	0	0	0
gene-LOC117890532	124.18987256892	186.131340649763	227.258760554517	144.739750031387	231.130407731256	180.317390703664
gene-LOC117891359	2732.17719651624	3728.93634996643	3932.51910544799	4679.05703821705	4431.39183336953	4919.18495691574
gene-LOC117891358	9872.57306304186	11834.5881789403	20716.1545738659	19527.8046084013	24884.1123311627	19832.8040020732
gene-LOC117890110	6638.4183143773	6610.29156680457	11173.3811813647	11786.8126201155	11979.7953501188	10423.6105678697
gene-LOC117890896	5829.61872411753	6129.71516749981	10272.7243423007	12119.3694267353	12244.3422023413	11661.5790865019
gene-LOC117890892	1057.17933539761	1115.73645440338	2154.24548599374	1937.61724893208	2207.34180556195	1946.58422946762
gene-LOC117890893	536.416760507771	584.683759329198	1017.95168322116	782.283887074403	995.995692753563	1280.14802522952
gene-LOC117890894	241.074458516138	263.948963294296	504.786740033536	360.12628281619	399.140864756787	452.37520825656
gene-LOC117890891	912.117215338117	907.521734354493	1377.16714345249	1522.35201372298	1486.10354529213	1217.93325299843
gene-LOC117890106	397.616314695449	393.294471203453	512.11766779336	459.204087897199	431.629074678851	508.263054498047
gene-LOC117891319	3328.07986237214	3068.53814698309	2185.66374782156	2776.76318066167	3515.22431356733	2470.66459893967
gene-LOC117891320	16.6977979924598	56.7858327406056	54.4583205015434	14.6462842293666	48.2681975984951	41.1250189324146
gene-LOC117890887	2665.3860045464	2305.08417347051	2785.75254873279	4125.94442202568	3731.50296819136	2532.87937117076
gene-LOC117890885	128.364322067035	150.377297813085	105.774814820305	99.0778050810091	87.254049504972	94.9038898440336
gene-LOC117890886	1128.14497686557	1719.34882464611	2266.30395317961	1354.35051815084	1801.70329882075	2226.02346067506
gene-LOC117891492	3919.80807872994	2863.4781954198	1596.04770085292	4770.38092811781	3427.97026406236	1447.81156395398
gene-LOC117890102	2618.4234476926	2679.45003376043	3120.88067489614	2571.71520145054	3207.05043659232	3571.54972113046
