C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W
gene-LOC117893003	1987.50548578387	2123.60524605306	2652.80046280235	2058.09586192979	2342.28547761636	2287.64794950381
gene-LOC117893004	410.542953856464	388.565734845325	327.340500859612	593.641720978743	399.993151459505	299.817415285059
gene-LOC117893699	254.408049705236	121.556660366051	47.5005143203223	165.475044175259	205.57787551756	74.9543538212648
gene-LOC117895617	1364.80275040426	1451.40730368695	1310.39462331498	832.546316006773	1490.20704334448	1306.05394603629
gene-LOC117895616	4366.26667255846	4064.3560286495	3717.43155550348	3139.88896322554	3744.12194098723	3373.97269392707
gene-LOC117895612	1652.27466216505	1465.95254509827	1404.36303207909	992.850265051556	1395.32494695176	1323.50906952891
gene-LOC117895613	3800.50725516342	3897.08575241929	3017.31527921699	2963.03750976324	3595.28727997904	3125.49387714973
gene-LOC117895618	0.918440612654282	0	0	0	0	0
gene-LOC117895625	0	5.19472907547227	4.13047950611498	0	7.44173305040939	15.4015795523147
gene-LOC117895624	0	0	0	0	0	0
gene-LOC117893216	0	1.03894581509445	0	0	0	0
gene-LOC117895621	0	0	0	0	0	0
gene-LOC117895622	0	0	0	0	0	0
gene-LOC117895619	0	0	0	0	0	0
gene-LOC117895620	0	0	0	0	0	0
gene-LOC117893218	3.67376245061713	5.19472907547227	9.29357888875871	9.30797123485833	4.65108315650587	5.13385985077156
gene-LOC117893715	0.918440612654282	1.03894581509445	3.09785962958624	0	0.930216631301174	1.02677197015431
gene-LOC117893219	0	0	0	0	0	0
gene-LOC117893220	0	0	0	0	0	0
gene-LOC117893221	0	0	0	0	0	0
gene-LOC117893222	0	0	0	0	0	0
gene-LOC117894675	0.918440612654282	0	1.03261987652875	0	0	0
gene-LOC117893224	0	0	0	0	0	1.02677197015431
gene-LOC117893225	0	0	0	0	0	0
gene-LOC117894628	0	0	0	0	0	0
gene-LOC117893228	0	0	0	0	0	0
gene-LOC117893231	23.8794559290113	32.207320267928	39.2395553080923	71.3611128005806	28.8367155703364	27.7228431941664
gene-LOC117894879	0	3.11683744528336	0	0	0	0
gene-LOC117894867	0	0	0	0	0	0
gene-LOC117894029	0	0	0	0	0	0
gene-LOC117893901	0	0	0	0	0	0
gene-LOC117893778	1.83688122530856	1.03894581509445	1.03261987652875	1.03421902609537	1.86043326260235	0
gene-LOC117893811	0	0	0	0	0	1.02677197015431
gene-LOC117893280	0	0	0	1.03421902609537	0	0
gene-LOC117894661	1083.75992293205	393.760463920798	373.808395303406	913.215400042212	458.596799231479	1143.8239747519
gene-LOC117892998	3206.2761787761	2660.74023245689	2827.31322193571	4088.267810155	3218.54954430206	2779.47172320773
gene-LOC117893001	1.83688122530856	10.3894581509445	9.29357888875871	6.20531415657222	1.86043326260235	10.2677197015431
gene-LOC117892999	116.641957807094	131.946118516996	114.620806294691	112.729873844395	119.997945437851	178.65832280685
gene-LOC117892997	510.652980635781	491.421370539676	644.354802953937	971.131665503553	523.711963422561	669.455324540612
gene-LOC117892996	1.83688122530856	0	1.03261987652875	16.5475044175259	6.51151641910822	0
gene-LOC117895423	4790.58623560473	3677.86818543436	4824.4000631423	10455.9543538242	3852.95728684946	4536.27856414175
gene-LOC117895426	0	0	0	7.23953318266759	0	0
gene-LOC117893708	17564.2582764005	19651.6600925116	16627.2452518659	14407.7052525346	17872.2521371895	16988.9690181733
gene-LOC117895437	3410.16999478535	3134.49952413997	3155.68634267185	4210.30565523425	2745.06927896977	3038.21825968661
gene-LOC117895439	7942.67441823423	7591.57707089517	6848.33502113864	7233.32786851102	7859.40031786362	6803.39107424248
gene-LOC117895438	0	0	0	0	0	0
gene-LOC117894219	211.241340910485	177.659734381151	223.045893330209	316.471021985183	263.251306658232	209.46148191148
gene-LOC117894220	678.727612751514	783.365144581218	706.311995545662	802.553964250007	1060.44695968334	955.924704213665
gene-LOC117894221	175.422157016968	229.607025135874	207.556595182278	93.0797123485833	227.903074668788	262.853624359504
gene-LOC117894325	113.886635969131	121.556660366051	119.783905677334	149.961758783829	154.415960795995	131.426812179752
gene-LOC117894324	2111.49496849219	2324.12178836629	2323.39472218968	2083.95133758217	1885.54911164748	2165.46208505545
gene-LOC117894321	924.869696942862	889.337617720852	1249.47005059978	1640.27137538726	944.169880770692	1249.5814876778
gene-LOC117894322	646.582191308614	486.226641464204	774.464907396559	1503.75446394267	580.455177931933	667.401780600303
gene-LOC117894320	947.830712259219	661.808484215167	934.520988258515	1751.96703020556	671.616407799448	692.044307884007
gene-LOC117894326	621.784294766949	568.303360856666	575.169271226511	781.8695837281	470.689615438394	550.349776002712
gene-LOC117893617	5124.89861861089	4936.03156751375	4951.41230795533	4294.07739634798	4958.98486146656	5005.51335450228
gene-LOC117893618	21.1241340910485	11.428403966039	29.9459764193336	56.8820464352454	15.81368273212	11.2944916716974
gene-LOC117895768	199.301612945979	165.192384600018	447.124406536947	680.516119170754	192.554842679343	459.993842629132
gene-LOC117895772	0	0	0	0	0	0
gene-LOC117895771	2.75532183796285	4.15578326037781	6.19571925917247	22.7528185740981	10.2323829443129	11.2944916716974
gene-LOC117894315	11.9397279645057	7.27262070566117	15.4892981479312	23.7870376001935	27.9064989390352	13.3480356120061
gene-LOC117893873	0	0	0	1.03421902609537	1.86043326260235	0
gene-LOC117892948	4856.71395971584	4634.73728113636	3894.0095543899	7380.18697021656	4334.80950186347	5026.04879390536
gene-LOC117894736	915.685290816319	1068.0362979171	916.966450357526	640.181577153034	901.379915730838	1013.42393454231
gene-LOC117893721	6389.59134223584	6812.36770957433	5883.86805646079	5149.37653092885	6333.8450425297	5645.19229190841
gene-LOC117893720	157.971785376536	174.542896935868	248.861390243428	382.661039655287	186.043326260235	314.19222286722
gene-LOC117895743	2188.64397995515	1849.32355086813	2034.26115676163	2779.98074214436	1899.502361117	2107.9628547268
gene-LOC117893281	0.918440612654282	0	0	0	0	0
gene-LOC117895744	26.6347777669742	12.4673497811334	27.8807366662761	51.7109513047685	16.7438993634211	36.9637909255553
gene-Trnav-aac-5	0	0	0	0	0	0
gene-LOC117895750	0	0	0	0	0	0
gene-LOC117895747	0	0	0	0	0	0
gene-LOC117895746	0	5.19472907547227	6.19571925917247	5.17109513047685	10.2323829443129	8.2141757612345
gene-LOC117895748	0	0	0	0	0	0
gene-LOC117895745	1219.68913360489	1279.98124419637	1082.18563060213	789.109116910768	1069.74912599635	1093.51214821434
gene-LOC117894031	1512.6716890416	1518.93878166809	1398.16731281992	1097.30638668719	1430.67317894121	1412.83823093233
gene-LOC117894030	2714.91045100606	2829.0494545022	2611.4956677412	2237.01575344429	2637.16414973883	2587.46536478887
gene-LOC117893631	3755.50366514336	3613.45354489851	3487.15732303757	3673.54598069076	3146.92286369187	3104.95843774664
gene-LOC117893456	216.751984586411	229.607025135874	312.88382258821	586.402187796075	266.041956552136	301.870959225368
gene-LOC117893457	0	0	0	0	0	0
gene-LOC117894159	163001.166171431	180456.576515386	161997.40622983	119807.034639966	181611.774228716	162482.557189039
gene-LOC117893348	664.9510035617	747.002041052912	579.299750732626	407.482296281576	652.081858542123	695.12462379447
gene-LOC117894798	1741.36340159252	1439.97889972091	1535.50575639824	1007.32933141689	1475.32357724366	1547.34535902255
gene-LOC117893776	3709.58163451064	4199.41898461178	4520.80981944285	3627.00612451646	3862.25945316248	4383.28954058876
gene-LOC117893777	155.216463538574	126.751389441523	132.175344195679	121.003626053158	89.3007966049127	119.1055485379
gene-LOC117894474	135.929210672834	132.98506433209	147.664642343611	264.760070680415	127.439678488261	148.881935672375
gene-LOC117894926	0	0	0	0	0	0
gene-LOC117893424	1373.98715653081	1036.86792346426	1412.62399109132	4488.51057325391	1103.23692472319	1583.28237797795
gene-LOC117893668	6487.86448778985	7796.24939646878	8233.07827556369	7546.69623341792	8856.59254661848	8790.19483649107
gene-LOC117894305	153.379582313265	218.178621169835	150.762501973197	205.809586192979	199.996575729752	253.612676628115
gene-LOC117894475	846.802244867248	908.038642392552	885.987854061664	881.154610233256	1151.60818955085	1224.9389603941
gene-LOC117893454	25.7163371543199	19.7399704867946	20.6523975305749	29.9923517567657	22.3251991512282	16.428351522469
gene-LOC117893453	2210.68655465886	1986.46439846059	2193.28461774706	2018.79553893816	1882.75846175358	1940.59902359165
gene-LOC117894418	3130.04560792579	3415.01489421547	3185.63231909118	1992.94006328578	2940.41477154301	3186.07342338883
gene-LOC117894422	801.798654847188	968.29749966803	770.334427890444	890.462581468114	1213.00248721673	874.809718571475
gene-LOC117894419	4373.61419745969	3511.63685501925	4271.94842919942	7745.26628642823	3703.19240920997	3897.62639870577
gene-LOC117894250	0	3.11683744528336	0	0	0.930216631301174	2.05354394030863
gene-LOC117893094	9042.0478315814	9389.99227682367	9197.54524024154	8749.49296076683	8582.17864038463	8765.55230920737
gene-LOC117893093	12320.8808187572	11287.1073351861	11771.8665924277	9872.65482310641	11069.577912484	10593.206416082
gene-LOC117894560	1432.76735574068	1428.55049575487	1131.75138467551	938.036656668501	1195.32837122201	1176.68067779684
gene-LOC117893732	994.671183504587	1090.89310584918	958.271245418676	977.336979660125	1220.44422026714	946.683756482276
gene-LOC117893731	11559.4935508668	12121.380824707	12148.7728473607	8954.26832793372	11250.9701555877	11644.6209135201
gene-LOC117894857	8.26596551388854	5.19472907547227	14.4566782714024	15.5132853914306	14.8834661008188	9.24094773138882
gene-LOC117893786	1388.68220633327	1158.42458383032	1433.2763886219	1767.48031559699	1093.00454177888	1244.44762782703
gene-LOC117893369	121010.061360878	136783.450232075	126254.301823664	85852.5897942289	128511.28804752	125696.397814321
gene-LOC117895909	0	0	0	0	0	0
gene-LOC117895910	0	0	0	0	0	0
gene-LOC117893368	1762.48753568357	1866.98562972473	1598.4955688665	1353.79270515884	1772.06268262874	1488.81935672375
gene-LOC117893372	1402.45881552309	1441.01784553601	1283.54650652523	583.299530717789	1392.53429705786	1296.8129983049
gene-LOC117893371	31.2269808302456	23.8957537471724	37.1743155550348	19.650161495812	14.8834661008188	23.6157553135492
gene-LOC117893370	11.9397279645057	7.27262070566117	5.16309938264373	11.3764092870491	3.7208665252047	11.2944916716974
gene-LOC117893373	0	0	0	0	0	1.02677197015431
gene-LOC117893529	0	0	0	2.06843805219074	0	0
gene-LOC117894607	0	1.03894581509445	0	0	0	0
gene-LOC117894308	214.915103361102	115.322985475484	230.27423246591	313.368364906897	157.206610689898	176.604778866542
gene-LOC117894917	0	0	0	2.06843805219074	0	3.08031591046294
gene-Trnap-agg	6.42908428857997	1.03894581509445	4.13047950611498	5.17109513047685	0.930216631301174	6.16063182092588
gene-Trnal-caa-4	0	0	0	1.03421902609537	0	0
gene-LOC117893012	2346.61576533169	1778.6752354417	2801.49772502249	5064.57057078903	1975.78012488369	2632.64333147566
gene-LOC117893013	15.6134904151228	9.35051233585008	7.22833913570122	22.7528185740981	14.8834661008188	22.5889833433949
gene-Trnal-aag-5	0	1.03894581509445	0	2.06843805219074	3.7208665252047	0
gene-LOC117894150	0	0	0	0	0	0
gene-LOC117893305	10.1028467391971	12.4673497811334	13.4240583948737	91.0112742963926	21.394982519927	18.4818954627776
gene-LOC117893666	326.04641749227	449.863537935898	380.004114562578	307.163050750325	462.317665756684	502.091493405459
gene-LOC117893855	1090.18900722063	1435.82311646053	1211.26311516822	1579.25245284763	1391.60408042656	1626.40680072443
gene-LOC117893853	0	3.11683744528336	1.03261987652875	9.30797123485833	5.58129978780705	10.2677197015431
gene-LOC117893309	0.918440612654282	0	0	0	0	0
gene-LOC117894329	14.6950498024685	0	0	12.4106283131444	0	2.05354394030863
gene-LOC117893312	0	0	0	0	0	0
gene-LOC117893885	0	0	3.09785962958624	0	0	4.10708788061725
gene-LOC117893460	120.315720257711	79.9988277622729	81.5769702457709	159.269730018687	95.812313024021	114.998460657283
gene-LOC117894411	6.42908428857997	6.23367489056672	9.29357888875871	11.3764092870491	8.37194968171057	2.05354394030863
gene-LOC117894412	1807.49112570363	2039.45063503041	1618.11534652054	1260.71299281026	1839.96849671372	1778.36905230727
gene-LOC117894983	666.787884787009	749.079932683101	751.747270112927	515.041074995494	720.91788925841	677.669500301846
gene-LOC117894982	5.51064367592569	19.7399704867946	4.13047950611498	11.3764092870491	19.5345492573247	7.18740379108019
gene-LOC117894984	299.411639725296	349.085793871736	304.62286357598	315.436802959088	326.506037586712	330.620574389689
gene-LOC117894979	216.751984586411	244.152266547196	385.167213945222	652.592205466179	291.157805597268	286.469379673053
gene-LOC117894985	176.340597629622	270.125911924558	226.143752959795	317.505241011279	266.041956552136	187.899270538239
gene-LOC117894981	3613.14537018194	2911.12617389466	3122.64250662293	4407.84148921847	2659.48934889006	3013.57573240291
gene-LOC117894980	446.362137749981	376.098385064192	479.135622709338	421.961362646911	371.156435889169	416.869419882651
gene-LOC117893462	5998.33564124511	6350.0368218573	5973.70598571879	5911.59595316114	5983.15337252915	5858.76086170051
gene-LOC117893152	1852.49471572369	1480.4977865096	2069.37023256361	2818.24684610988	1799.03896493647	2170.59594490622
gene-LOC117893313	76.2305708503054	77.920936132084	78.4791106161847	110.661435792205	70.6964639788892	85.222073522808
gene-LOC117893153	527.184911663558	528.823419883077	485.33134196851	457.124809534154	454.875932706274	445.619035046972
gene-LOC117895333	1558.59371967432	1026.47846531332	1463.22236504123	3280.54275077451	1180.44490512119	1338.91064908122
gene-LOC117895335	0	0	0	0	0	0
gene-LOC117895338	83.5780957515396	100.777744064162	52.663613702966	74.4637698788667	113.486429018743	74.9543538212648
gene-LOC117895334	1976.48419843201	1989.58123590588	2281.057307252	2030.17194822521	2075.31330443292	2197.29201613023
gene-LOC117895336	104.702229842588	99.7387982490675	166.251800121128	196.50161495812	99.5331795492257	135.533900060369
gene-LOC117893319	0	0	0	0	0	0
gene-LOC117895337	0.918440612654282	0	0	0	0	0
gene-LOC117893321	0	0	0	0	0	0
gene-LOC117894062	16571.4239741212	17353.5119495226	18928.9549566484	19274.7399893394	14836.9552692537	17172.7612008309
gene-LOC117894953	543.716842691335	513.23923265666	419.243669870671	398.174325046718	472.550048700997	469.234790360521
gene-LOC117893712	591.475754549357	516.356070101943	445.059166783889	580.196873639503	458.596799231479	478.47573809191
gene-LOC117893709	463.812509390412	448.824592120804	419.243669870671	250.28100431508	421.388133979432	417.896191852805
gene-LOC117893711	136.847651285488	208.828108833985	169.349659750714	109.627216766109	198.13614246715	197.140218269628
gene-LOC117893710	44.0851494074055	35.3241577132114	47.5005143203223	66.1900176701037	32.5575820955411	48.2582825972527
gene-LOC117894431	1702.78889586104	1890.8813834719	2024.96757787287	2503.84426217689	2222.28753217851	2250.68415857825
gene-LOC117893325	0.918440612654282	2.07789163018891	11.3588186418162	0	3.7208665252047	1.02677197015431
gene-LOC117893787	0.918440612654282	0	2.06523975305749	0	0.930216631301174	0
gene-LOC117893327	0	0	3.09785962958624	0	0.930216631301174	0
gene-LOC117894877	38.5745057314798	21.8178621169835	66.0876720978397	68.2584557222944	26.9762823077341	45.1779666867898
gene-LOC117893633	0	0	2.06523975305749	0	0	2.05354394030863
gene-LOC117893598	923.032815717553	1180.2424459473	1617.08272664402	850.128039450394	1239.97876952447	1479.57840899236
gene-LOC117893597	3280.66986840109	3406.70332769471	3324.00338254603	2813.07575097941	3109.71419843983	3310.3128317775
gene-LOC117893596	2063.73605663417	2123.60524605306	1763.7147491111	1762.30922046651	1604.62368899453	1722.92336591894
gene-LOC117892900	16502.5409281721	17439.7444521755	17699.1046837027	16096.5849221483	18410.8475667128	17947.9740382974
gene-LOC117892898	1329.9020071234	1167.77509616617	1198.87167664987	1132.46983357443	1161.84057249517	1146.90429066237
gene-LOC117892899	5831.17944974204	6820.67927609508	5197.17583856918	5606.501340463	6675.23454621723	5312.51817357841
gene-LOC117894151	2302.53061592428	1576.08080149829	898.379292580009	1603.03949044782	1412.99906294648	1002.12944287061
gene-LOC117894152	4768.54366090103	5447.19290854022	5131.08816647134	3689.05926608219	6260.3579286569	7038.52185540781
gene-LOC117893509	1831.37058163264	2305.42076369459	1907.24891194859	2053.95898582541	2877.16004061453	3874.01064339222
gene-LOC117893458	2255.69014467892	2194.25356147949	1182.34975862541	2067.40383316465	3202.73586156994	3343.16953482244
gene-LOC117893614	359.110279547824	303.37217800758	360.384336908532	356.805564002903	395.342068302999	786.507329138204
gene-LOC117894885	233.283915614188	269.086966109463	305.655483452509	311.299926854706	370.226219257867	379.905628957096
gene-LOC117894889	6605.42488620959	6579.64384699317	7397.68879545193	4721.20985412537	6449.19190481104	7572.44327988806
gene-LOC117894880	7907.77367495337	7596.77179997064	8593.46261247222	8411.30333923365	7487.31366534315	7663.82598523179
gene-Trnam-cau-8	0	0	0	0	0	0
gene-LOC117894884	11.0212873518514	3.11683744528336	8.26095901222996	9.30797123485833	3.7208665252047	0
gene-LOC117894887	1.83688122530856	4.15578326037781	1.03261987652875	4.13687610438148	1.86043326260235	1.02677197015431
gene-LOC117894883	3160.35414814338	2923.59352367579	3476.83112427229	4069.65186768528	2764.60382822709	3078.26236652263
gene-LOC117894886	2571.63371543199	2880.99674525692	2586.71279070451	2073.60914732122	2833.43985894338	2850.31898914837
gene-LOC117894882	7983.08580519102	8513.12200888395	6668.65916262264	6002.60722745753	7911.49244921649	6331.07596797149
gene-LOC117894047	3551.60984913411	2708.53173995124	3030.73933761187	6061.55771194497	2871.57874082672	3225.0907582547
gene-LOC117894057	7984.92268641633	8263.77501326128	7467.90694705589	7734.92409616728	8899.38251165833	7877.39455502389
gene-LOC117894051	0	0	0	0	0	0
gene-LOC117894052	0	0	0	0	0	0
gene-LOC117894053	1672.48035564345	1793.22047685303	1654.25704219905	1202.79672734892	1711.59860159416	1573.01465827641
gene-LOC117894061	2780.11973450451	2798.92002586446	3044.16339600674	2204.95496363533	2869.71830756412	3052.59306726877
gene-LOC117894058	256.244930930545	309.605852898147	232.339472218968	161.338168070878	238.135457613101	261.82685238935
gene-LOC117893328	86.3334175895025	92.4661775434063	74.3486311100697	68.2584557222944	57.6734311406728	64.6866341197217
gene-LOC117894056	529.021792888866	465.447725162315	425.439389129843	388.866353811859	359.993836313554	343.968610001695
gene-LOC117894060	32893.9505422131	37382.3093729135	31881.1060679485	21988.5307138137	34244.0648480901	32717.062056997
gene-LOC117894059	1568.69656641351	1853.4793341285	1213.32835492128	668.105490857609	1553.46177427296	1245.47439979718
gene-LOC117894054	1520.93765455549	1643.61227947942	1272.18768788341	920.45493322488	1391.60408042656	1184.89485355808
gene-LOC117894050	5582.28204371272	6512.11236901203	5472.88534560235	3754.21506472619	5851.99282751569	5566.13085020653
gene-LOC117894048	3398.23026682084	3771.37330879286	3470.63540501311	2823.41794124036	3559.93904798959	3301.07188404612
gene-LOC117894049	28.4716589922827	22.856807932078	12.3914385183449	19.650161495812	16.7438993634211	16.428351522469
gene-LOC117894659	551.982808205223	761.547282464234	748.64941048334	661.900176701037	1296.72198403384	2312.29047678751
gene-LOC117893329	0	0	0	0	0	0
gene-LOC117894478	0.918440612654282	0	1.03261987652875	2.06843805219074	0.930216631301174	0
gene-LOC117894477	2335.59447797984	2224.38299011722	2713.72503551754	3096.45176412954	5016.65829260723	7021.06673191519
gene-LOC117893349	64.2908428857997	52.9862365698171	88.8053093814721	111.6956548183	84.6497134484069	46.2047386569441
gene-LOC117893350	0	0	1.03261987652875	0	0	0
gene-LOC117894834	399.521666504613	419.734109298159	487.396581721568	416.790267516434	550.688245730295	496.957633554687
gene-LOC117893604	150.624260475302	125.712443626429	120.816525553863	170.646139305736	201.857008992355	176.604778866542
gene-LOC117893693	0.918440612654282	4.15578326037781	4.13047950611498	7.23953318266759	4.65108315650587	1.02677197015431
gene-LOC117893713	21.1241340910485	15.5841872264168	11.3588186418162	38.2661039655287	22.3251991512282	20.5354394030863
gene-LOC117893096	1033.24568923607	1004.66060319634	1051.20703430626	930.797123485833	927.425981407271	1053.46804137833
gene-LOC117893095	0	0	0	0	0	0
gene-LOC117894708	330.638620555541	348.046848056642	409.950090981912	391.969010890145	500.456547640032	400.441068360182
gene-LOC117894044	322.372655041653	302.333232192486	387.23245369828	757.048327101811	356.27296978835	593.474198749193
gene-LOC117892932	1429.09359329006	1432.70627901525	1475.61380355958	1583.38932895201	1318.11696655376	1338.91064908122
gene-LOC117892934	1058.04358577773	1128.29515519258	1203.00215615599	1095.237948635	1262.30396867569	1182.84130961777
gene-LOC117892933	755.876624214474	694.015804483095	825.063281346468	1060.07450174775	776.730887136481	789.587645048667
gene-LOC117894176	590.557313936703	512.200286841565	520.440417770488	870.812419972302	526.502613316465	535.974968420551
gene-LOC117894177	1871.78196858943	2040.48958084551	1637.73512417459	1493.41227368171	2005.54705708533	1675.69185529184
gene-LOC117894836	18.3688122530856	12.4673497811334	9.29357888875871	10.3421902609537	5.58129978780705	8.2141757612345
gene-LOC117894837	852.312888543173	944.401745920858	810.606603075065	398.174325046718	786.033053449492	797.801820809901
gene-LOC117895722	199.301612945979	155.841872264168	169.349659750714	328.881650298328	219.531124987077	206.381166001017
gene-LOC117895727	215.833543973756	153.763980633979	208.589215058807	236.83615697584	177.671376578524	218.702429642869
gene-LOC117895724	0	1.03894581509445	1.03261987652875	5.17109513047685	0	4.10708788061725
gene-LOC117895723	0	1.03894581509445	2.06523975305749	13.4448473392398	0.930216631301174	2.05354394030863
gene-LOC117895725	810.983060973731	770.897794800084	1099.74016850311	1024.91105486051	707.894856420194	996.995583019838
gene-LOC117895721	2159.25388035022	1754.77948169453	3052.42435501897	3768.69413109153	1968.33839183328	2766.12368759572
gene-LOC117895728	27.5532183796285	21.8178621169835	23.7502571601611	26.8896946784796	17.6741159947223	23.6157553135492
gene-LOC117893330	15.6134904151228	18.7010246717002	25.8154969132186	38.2661039655287	16.7438993634211	25.6692992538578
gene-LOC117894860	1575.12565070209	1872.1803588002	1631.53940491542	806.690840354389	1730.20293422018	1694.17375075462
gene-LOC117895753	3476.29771889646	4064.3560286495	3375.63437637247	2644.49804972586	3520.86994947494	3499.2388742859
gene-LOC117895752	1453.89148983173	1352.70745125298	1583.00627071857	1661.98997493526	1351.60476528061	1533.99732341054
gene-LOC117895757	1020.38752065891	1055.56894813596	725.931773199708	556.409836039309	981.378546022739	872.756174631166
gene-LOC117895755	1031.40880801076	1127.25620937748	985.119362208423	813.930373537057	1214.86292047933	1071.9499368411
gene-LOC117895756	93.6809424907367	100.777744064162	76.4138708631272	54.8136083830546	79.998630291901	80.0882136720364
gene-LOC117895754	298.493199112642	328.306877569847	264.350688391359	459.193247586344	254.879356976522	353.209557733084
gene-LOC117895751	1441.03332125457	1531.40613144922	2043.55473565039	1602.00527142173	1709.73816833156	1985.77699027844
gene-LOC117893785	0.918440612654282	0	1.03261987652875	3.10265707828611	2.79064989390352	6.16063182092588
gene-LOC117893816	0	0	13.4240583948737	2.06843805219074	13.9532494695176	56.4724583584872
gene-LOC117893331	0.918440612654282	4.15578326037781	1.03261987652875	3.10265707828611	0	1.02677197015431
gene-LOC117895428	6906.6734071602	6991.06638977058	8703.9529392608	10379.4221458931	8005.44432897791	8407.20889162351
gene-LOC117895431	0	0	5.16309938264373	3.10265707828611	0.930216631301174	5.13385985077156
gene-LOC117895430	1295.91970445519	1432.70627901525	1253.6005301059	1084.89575837404	1314.39610002856	1148.95783460268
gene-LOC117895429	225.936390712953	198.438650683041	269.513787774003	408.516515307671	233.484374456595	239.237869045955
gene-LOC117895188	0	0	0	0	0	0
gene-LOC117893148	0	0	0	0	0	0
gene-LOC117893149	0	0	0	0	0	0
gene-LOC117895432	0	0	0	0	0	0
gene-LOC117895427	208.486019072522	152.725034818885	240.600431231198	438.508867064437	179.531809841127	233.077237225029
gene-LOC117894932	0	0	0	0	0	0
gene-LOC117894266	0	0	0	0	0	0
gene-LOC117894265	2.75532183796285	0	0	6.20531415657222	0	1.02677197015431
gene-LOC117894269	0	0	0	0	0	0
gene-LOC117894268	0	0	0	0	0.930216631301174	1.02677197015431
gene-LOC117894267	0	0	0	0	0	0
gene-LOC117894270	0	3.11683744528336	0	0	0	0
gene-LOC117894271	3.67376245061713	1.03894581509445	3.09785962958624	4.13687610438148	2.79064989390352	8.2141757612345
gene-LOC117893332	2.75532183796285	1.03894581509445	0	1.03421902609537	0	3.08031591046294
gene-LOC117894259	1110.39470069903	1030.6342485737	730.062252705823	998.021360182032	1401.83646337087	842.979787496691
gene-LOC117894260	394.011022828687	343.891064796264	337.6666996249	365.079316211666	589.757344244944	445.619035046972
gene-LOC117894258	223.18106887499	195.321813237757	188.96943740476	169.611920279641	198.13614246715	185.845726597931
gene-LOC117893333	0	1.03894581509445	0	1.03421902609537	0.930216631301174	0
gene-LOC117894263	0	0	0	4.13687610438148	0	2.05354394030863
gene-LOC117894264	0	0	0	1.03421902609537	0	0
gene-LOC117894257	54.1879961466026	39.4799409735892	44.4026546907361	35.1634468872426	49.3014814589622	22.5889833433949
gene-LOC117893334	51.4326743086398	36.3631035283059	41.3047950611498	88.9428362442019	50.2316980902634	30.8031591046294
gene-LOC117894255	351.76275464659	326.228985939658	467.776804067522	772.561612493242	394.411851671698	478.47573809191
gene-LOC117894254	7662.55003137467	7403.52787836307	7587.69085273322	7636.67328868822	7395.22221884434	7217.18017821466
gene-LOC117894261	36.7376245061713	33.2462660830225	18.5871577775174	16.5475044175259	17.6741159947223	23.6157553135492
gene-LOC117894256	1028.6534861728	1048.2963274303	1205.06739590905	1024.91105486051	871.6129835292	1297.83977027505
gene-LOC117893825	114.805076581785	72.7262070566117	140.436303207909	251.315223341175	118.137512175249	108.837828836357
gene-LOC117893826	1181.11462787341	1376.60320500015	1197.83905677334	756.014108075716	1275.32700151391	1360.47286045446
gene-LOC117893878	5446.35283303989	6159.90973769501	5354.13405980155	4562.97434313277	5185.02750287275	5656.48678358011
gene-LOC117893879	1561.34904151228	1789.06469359265	1288.70960590787	923.557590303166	1484.62574355667	1226.9925043344
gene-LOC117893139	2701.13384181624	2073.73584692853	2888.2377946509	4705.69656873394	2199.03211639598	2676.79452619229
gene-LOC117893833	1582.47317560333	1456.60203276242	1440.5047277576	1432.39335114209	1344.1630322302	1464.17682944005
gene-LOC117893839	81.7412145262311	75.8430445018951	78.4791106161847	82.7375220876296	76.2777637666963	79.0614417018821
gene-LOC117893840	83.5780957515396	83.1156652075562	58.8593329621385	63.0873605918176	52.0921313528658	35.937018955401
gene-LOC117893836	1649.51934032709	1414.00525434355	1182.34975862541	1734.38530676194	2021.36073981745	1636.67452042597
gene-LOC117893830	4403.92273767728	4371.88398991746	4403.09115351857	4272.35879679998	4118.0690267703	4321.6832223795
gene-LOC117893837	1245.40547075921	1313.22751027939	1159.63212134178	831.512096980678	1189.7470714342	1211.59092478209
gene-LOC117893829	1791.8776352885	1685.1701120832	1728.60567330912	2680.6957156392	1541.36895806605	1770.15487654604
gene-LOC117893838	866.089497732988	888.298671905757	839.51995961787	1035.25324512147	713.476156208001	796.775048839747
gene-LOC117893832	45.0035900200598	30.1294286377391	58.8593329621385	57.9162654613407	38.1388818833481	75.9811257914191
gene-LOC117893831	1836.88122530856	1434.78417064544	1829.80242120894	2554.52099445556	1627.87910477705	1595.6036416198
gene-LOC117893834	820.167467100274	839.468218596318	847.7809186301	718.782223136282	780.451753661685	827.578207944376
gene-LOC117894413	7175.7765066679	8772.85846265756	10709.3007394796	6630.37817629742	9354.25844436461	9887.81407258603
gene-LOC117894813	20.2056934783942	14.5452414113223	32.0112161723911	68.2584557222944	25.1158490451317	19.5086674329319
gene-LOC117894386	1197.64655890118	1183.35928339258	1406.42827183215	1334.14254366303	1206.49097079762	1270.11692708089
gene-LOC117894815	2564.28619053075	2936.06087345692	3214.54567563398	2394.21704541078	3401.80222066839	3277.45612873257
gene-LOC117894043	368.294685674367	249.346995622669	498.755400363384	399.208544072813	278.134772759051	296.737099374596
